Vendor,PO Num,Receive Date,Shipment Num,To Location,Status,Product,Product Name,Num Units,Ordered,Shelf Life,Expiration Date,On Hand Remaining
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6762,New Belgium Voodoo Ranger IPA 4/6/12 oz Can,100.00,100.00,76,11/8/2026,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12144,Dogfish Head All IPA Variety 2/12/12 oz Can,100.00,100.00,69,11/1/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,3842,Sam Adams Summer Ale 2/12/12 oz Can,100.00,100.00,69,11/1/2026,0.00
128,83050533,6/16/2026,83050533,Hawthorne,<b class=pill-green>Confirmed</b>,2816,Modelo Especial 1/12/24 oz Can,2016.00,2016.00,160,1/31/2027,0.00
133,S851853,6/16/2026,S851853,Hawthorne,<b class=pill-green>Confirmed</b>,8581,White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1040.00,1040.00,295,6/15/2027,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12155,Dogfish Head Grateful Dead Juicy Pale Ale 2/12/12 oz Can,50.00,50.00,38,10/1/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6791,New Belgium Voodoo Ranger Juicy Haze 1/15/19.2 oz Can,54.00,54.00,62,10/25/2026,0.00
143,008839,6/16/2026,008839,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,23.00,0.00,,,0.00
2,0012778875,6/16/2026,0012778875,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,22.00,0.00,,,0.00
11582,05122026,6/16/2026,05122026,Hawthorne,<b class=pill-green>Confirmed</b>,5342,Great Lakes Independence IPA 4/6/12 oz Can,20.00,20.00,33,9/26/2026,1.00
128,83064335,6/16/2026,83064335,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,2070.00,2070.00,160,1/31/2027,0.00
133,S851853,6/16/2026,S851853,Hawthorne,<b class=pill-green>Confirmed</b>,8591,White Claw Hard Seltzer Black Cherry 1/24/16 oz,800.00,800.00,295,6/15/2027,511.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6647,New Belgium Voodoo Juicy Haze 15.5 Gal Keg,8.00,8.00,76,11/8/2026,0.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,1210,Blue Moon Belgian White Ale 2/12/12 oz Btl,784.00,784.00,98,11/30/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6777,New Belgium Voodoo Ranger Juice Force IPA 4/6/12 oz Can,200.00,200.00,111,12/13/2026,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,1831,Heineken Silver 4/6/12 oz Btl,0.00,0.00,296,6/16/2027,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,526,Miller Lite 4/6/16 oz Can,168.00,168.00,98,11/30/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,100.00,0.00,281,6/1/2027,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12011,Dogfish Head 60 Minute IPA 2/12/12 oz Can,300.00,300.00,99,12/1/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,20204,Kirin Ichiban 2/12/12 oz Can,100.00,100.00,202,3/14/2027,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,8.00,0.00,,,0.00
128,83064329,6/16/2026,83064329,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,2070.00,2070.00,160,1/31/2027,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,16726,New Belgium Voodoo Ranger G-Force 1/15/19.2 oz Can,54.00,54.00,97,11/29/2026,0.00
11582,05122026,6/16/2026,05122026,Hawthorne,<b class=pill-green>Confirmed</b>,5209,Great Lakes Eliot Ness Amber Lager Keg 15.5 Gal Keg,4.00,4.00,10,9/3/2026,0.00
128,83058396,6/16/2026,83058396,Hawthorne,<b class=pill-green>Confirmed</b>,2815,Modelo Especial 2/12/12 oz Btl,1232.00,1232.00,129,12/31/2026,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,1770,Arnold Palmer Spiked Half & Half 4/6/12 oz Can,110.00,110.00,280,5/31/2027,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12147,Dogfish Head 30 Minute IPA 4/6/12 oz Can,50.00,50.00,99,12/1/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,200665,Sun Cruiser Iced Tea Variety 2/12/12 oz Can,208.00,208.00,189,3/1/2027,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,4030,Sam Adams Juicy IPA 4/6/12 oz Can,100.00,100.00,39,10/2/2026,0.00
128,83058396,6/16/2026,83058396,Hawthorne,<b class=pill-green>Confirmed</b>,2412,Corona Extra 2/12/12 oz Btl,54.00,54.00,129,12/31/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6788,New Belgium Voodoo Ranger Fruit Force IPA 4/6/12 oz Can,100.00,100.00,104,12/6/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,100.00,0.00,189,3/1/2027,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6601,New Belgium Fat Tire 15.5 Gal Keg,6.00,6.00,69,11/1/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,8111,Angry Orchard Crisp Apple 2/12/12 oz Btl,60.00,60.00,281,6/1/2027,0.00
2,0012783574,6/16/2026,0012783574,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,20.00,0.00,,,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94090,Delta THC Passion Fruit 10 MG 6/4/12 oz Can,208.00,208.00,63,10/26/2026,83.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12137,Dogfish Head Groovy Summer Variety 2/12/12 oz Can,50.00,50.00,38,10/1/2026,0.00
105,31021017,6/16/2026,31021017,Hawthorne,<b class=pill-green>Confirmed</b>,7304,Pabst Light 1/30/12 oz Can,156.00,156.00,100,12/2/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6792,New Belgium Voodoo Ranger Juice Force 2/12/12 oz Can,100.00,100.00,118,12/20/2026,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12148,Dogfish Head 30 Minute Light IPA 2/12/12 oz Can,100.00,100.00,99,12/1/2026,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,14,"Pallet,Plastic/Wood,KEG Cradle",4.00,0.00,,,0.00
143,008839,6/16/2026,008839,Hawthorne,<b class=pill-green>Confirmed</b>,8,Marketing Commitment CPC,1.00,0.00,,,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,113,Coors Banquet 2/12/12 oz Btl,140.00,140.00,42,10/5/2026,0.00
2,0012778875,6/16/2026,0012778875,Hawthorne,<b class=pill-green>Confirmed</b>,213,Coors Light 2/12/12 oz Btl,168.00,168.00,42,10/5/2026,0.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,7101,Aguila 4/6/12 oz Btl,84.00,84.00,238,4/19/2027,0.00
1158000256,VIV2607204-B,6/16/2026,VIV2607204-B,Hawthorne,<b class=pill-green>Confirmed</b>,200331,Viva Tequila Seltzer Coconut 6/4/12 oz Can,78.00,78.00,181,2/21/2027,74.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,3844,Sam Adams Summer Ale 4/6/12 oz Btl,240.00,240.00,69,11/1/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,20205,Kirin Ichiban 1/24/12 oz Loose Can,0.00,0.00,296,6/16/2027,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8330,Twisted Tea 4/6/12 oz Btl,120.00,120.00,189,3/1/2027,0.00
11582,05122026,6/16/2026,05122026,Hawthorne,<b class=pill-green>Confirmed</b>,5315,Great Lakes Eliot Ness 4/6/12 oz Can,20.00,20.00,23,9/16/2026,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,121,Coors Banquet 1/30/12 oz Can,1092.00,1092.00,42,10/5/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6834,New Belgium Fat Tire 4/6/12 oz Can,0.00,0.00,41,10/4/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,3844,Sam Adams Summer Ale 4/6/12 oz Btl,60.00,60.00,69,11/1/2026,0.00
105,31021017,6/16/2026,31021017,Hawthorne,<b class=pill-green>Confirmed</b>,7326,Pabst Extra 2/12/12 oz Can,98.00,98.00,101,12/3/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8371,Twisted Tea Original 15.5 Gal Keg,4.00,4.00,99,12/1/2026,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12015,Dogfish Head Seaquench Ale 4/6/12 oz Can,50.00,50.00,99,12/1/2026,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,1.00,0.00,,,0.00
105,31021017,6/16/2026,31021017,Hawthorne,<b class=pill-green>Confirmed</b>,7362,Colt 45 6/4/16 oz Can,693.00,693.00,105,12/7/2026,0.00
128,83062189,6/16/2026,83062189,Hawthorne,<b class=pill-green>Confirmed</b>,2807,Modelito Especial 1/24/7 oz Loose Btl,486.00,486.00,160,1/31/2027,0.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,12,"PALLET,IMPORT",1.00,0.00,,,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6797,New Belgium Voodoo Ranger Hoppy Variety Pack 1/24/12 oz Loose Can,500.00,500.00,62,10/25/2026,1.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,200665,Sun Cruiser Iced Tea Variety 2/12/12 oz Can,104.00,104.00,189,3/1/2027,0.00
11582,05122026,6/16/2026,05122026,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,2.00,0.00,,,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,1772,Arnold Palmer Spiked Half & Half 2/12/12 oz Can,660.00,660.00,280,5/31/2027,0.00
105,31026149,6/16/2026,31026149,Hawthorne,<b class=pill-green>Confirmed</b>,7312,Pabst 1/18/12 oz Can,2760.00,2760.00,106,12/8/2026,1182.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,511,Miller Lite 1/24/12 oz Loose Btl,320.00,320.00,98,11/30/2026,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,7143,Peroni 4/6/11.2 oz Btl,64.00,64.00,196,3/8/2027,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94082,Delta THC Pink Lemonade 10 MG 6/4/12 oz Can,104.00,104.00,64,10/27/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6660,New Belgium Voodoo Ranger Imperial IPA 4/6/12 oz Btl,60.00,60.00,76,11/8/2026,0.00
133,S851853,6/16/2026,S851853,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,20.00,0.00,,,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94081,Delta THC Blueberry Acai 10 MG 6/4/12 oz Can,104.00,104.00,65,10/28/2026,0.00
2,0012783574,6/16/2026,0012783574,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6727,New Belgium Voodoo Juicy Haze IPA 4/6/12 oz Can,0.00,0.00,41,10/4/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6790,New Belgium Voodoo Ranger Fruit Force IPA 1/15/19.2 oz Can,54.00,54.00,104,12/6/2026,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,1801,Heineken 13.2 Gal Keg,32.00,32.00,98,11/30/2026,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,1906,Heineken Light 4/6/12 oz Btl,840.00,840.00,249,4/30/2027,76.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,19.00,0.00,,,0.00
143,008839,6/16/2026,008839,Hawthorne,<b class=pill-green>Confirmed</b>,4713,Yuengling Lager 2/12/12 oz Btl,1449.00,1449.00,40,10/3/2026,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,3802,Sam Adams Boston Lager 5.2 Gal Keg,12.00,12.00,104,12/6/2026,0.00
2,0012783574,6/16/2026,0012783574,Hawthorne,<b class=pill-green>Confirmed</b>,220,Coors Light 2/12/12 oz Can,2080.00,2080.00,28,9/21/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8345,Twisted Tea Light 2/12/12 oz Can,100.00,100.00,281,6/1/2027,0.00
128,83073732,6/16/2026,83073732,Hawthorne,<b class=pill-green>Confirmed</b>,2412,Corona Extra 2/12/12 oz Btl,1350.00,1350.00,160,1/31/2027,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94110,Delta Blood Orange Vanilla Cannabis Spirit 10MG 1/6/750 mL,108.00,108.00,155,1/26/2027,72.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,3860,Sam Adams Summer Ale 5.2 Gal Keg,48.00,48.00,109,12/11/2026,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,1808,Heineken 1/24/12 oz Loose Btl,336.00,336.00,249,4/30/2027,0.00
128,83073654,6/16/2026,83073654,Hawthorne,<b class=pill-green>Confirmed</b>,2412,Corona Extra 2/12/12 oz Btl,1350.00,1350.00,160,1/31/2027,0.00
101,5771,6/16/2026,5771,Hawthorne,<b class=pill-green>Confirmed</b>,2265,Strongbow Gold 4/6/11.2 oz Btl,84.00,84.00,98,11/30/2026,51.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,401,High Life 15.5 Gal Keg,12.00,12.00,14,9/7/2026,0.00
133,S851853,6/16/2026,S851853,Hawthorne,<b class=pill-green>Confirmed</b>,9,Brand Investment,1.00,0.00,,,0.00
105,31021017,6/16/2026,31021017,Hawthorne,<b class=pill-green>Confirmed</b>,7341,Schaefer 1/30/12 oz Can,156.00,156.00,100,12/2/2026,68.00
128,83062189,6/16/2026,83062189,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,1026.00,1026.00,160,1/31/2027,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,4016,Sam Adams Star Spangled Summer Variety 2/12/12 oz Can,200.00,200.00,69,11/1/2026,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,80.00,80.00,99,12/1/2026,0.00
2,0012778875,6/16/2026,0012778875,Hawthorne,<b class=pill-green>Confirmed</b>,510,Miller Lite 4/6/12 oz Btl,1216.00,1216.00,98,11/30/2026,0.00
2,0012778875,6/16/2026,0012778875,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6737,New Belgium Voodoo Ranger IPA 15.5 Gal Keg,8.00,8.00,69,11/1/2026,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,112,Coors Banquet 4/6/12 oz Btl,70.00,70.00,28,9/21/2026,0.00
105,31021017,6/16/2026,31021017,Hawthorne,<b class=pill-green>Confirmed</b>,7370,Colt 45 1/15/25 oz Can,504.00,504.00,89,11/21/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,3843,Sam Adams Summer Ale 2/12/12 oz Btl,240.00,240.00,69,11/1/2026,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94113,Delta THC Summer Variety 10MG 3/8/12 oz Can,104.00,104.00,113,12/15/2026,0.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,2.00,0.00,,,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,8.00,0.00,,,0.00
1158000238,DELTA06082026,6/16/2026,DELTA06082026,Hawthorne,<b class=pill-green>Confirmed</b>,94088,Delta THC Blood Orange 10 MG 6/4/12 oz Can,208.00,208.00,65,10/28/2026,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,512,Miller Lite 2/12/12 oz Btl,112.00,112.00,98,11/30/2026,0.00
2,0012778198,6/16/2026,0012778198,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,14,"Pallet,Plastic/Wood,KEG Cradle",9.00,0.00,,,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8377,Twisted Tea Pineapple 1/12/24 oz Can,102.00,102.00,281,6/1/2027,37.00
128,83073387,6/16/2026,83073387,Hawthorne,<b class=pill-green>Confirmed</b>,2609,Pacifico 1/24/12 oz Loose Can,270.00,270.00,37,9/30/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,8326,Twisted Tea Orig 5.2 Gal Keg,12.00,12.00,106,12/8/2026,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,60.00,60.00,103,12/5/2026,7.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6646,New Belgium Voodoo Juicy Haze IPA 5.2 Gal Keg,20.00,20.00,69,11/1/2026,0.00
2,0080735545,6/16/2026,0080735545,Hawthorne,<b class=pill-green>Confirmed</b>,124,Coors Banquet 1/15/16 oz Aluminum Btl,312.00,312.00,98,11/30/2026,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,14.00,0.00,,,0.00
2,0012779064,6/16/2026,0012779064,Hawthorne,<b class=pill-green>Confirmed</b>,529,Miller Lite 4/6/7 oz Btl,104.00,104.00,84,11/16/2026,0.00
2,0012783574,6/16/2026,0012783574,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,7.00,0.00,,,0.00
118,7000205608,6/16/2026,7000205608,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,5.00,0.00,,,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,14,"Pallet,Plastic/Wood,KEG Cradle",1.00,0.00,,,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6764,New Belgium Voodoo Ranger Juicy Haze 2/12/12 oz Can,100.00,100.00,76,11/8/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,6653,New Belgium Fat Tire 2/12/12 oz Can,100.00,100.00,62,10/25/2026,0.00
20026,NB526C,6/16/2026,NB526C,Hawthorne,<b class=pill-green>Confirmed</b>,16712,New Belgium Voodoo Ranger Hoppy Variety 2/12/12 oz Can,100.00,100.00,69,11/1/2026,0.00
128,83062754,6/16/2026,83062754,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,1890.00,1890.00,129,12/31/2026,0.00
118,7000206014,6/16/2026,7000206014,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,3.00,0.00,,,0.00
128,83073387,6/16/2026,83073387,Hawthorne,<b class=pill-green>Confirmed</b>,2650,Victoria 4/6/12 oz Btl,648.00,648.00,160,1/31/2027,0.00
118,7000205916,6/16/2026,7000205916,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,2.00,0.00,,,0.00
133,S851848,6/15/2026,S851848,Hawthorne,<b class=pill-green>Confirmed</b>,8531,Cayman Jack Paloma 4/6/11.2 oz Btl,720.00,720.00,251,5/2/2027,342.00
118,7000205607,6/15/2026,7000205607,Hawthorne,<b class=pill-green>Confirmed</b>,8341,Twisted Tea Party Pack 2/12/12 oz Can,200.00,200.00,281,6/1/2027,37.00
1158000150,SIXPKDC626,6/15/2026,SIXPKDC626,Hawthorne,<b class=pill-green>Confirmed</b>,10910,Sixpoint Stooper Hazy IPA 4/6/12 oz Can,50.00,50.00,106,12/8/2026,0.00
133,S851859,6/15/2026,S851859,Hawthorne,<b class=pill-green>Confirmed</b>,8450,Mikes Hard Black Cherry Lemonade 4/6/11.2 oz Btl,432.00,432.00,117,12/19/2026,52.00
133,S851850,6/15/2026,S851850,Hawthorne,<b class=pill-green>Confirmed</b>,8532,Cayman Jack Strawberry Margarita 4/6/11.2 oz Btl,432.00,432.00,255,5/6/2027,0.00
2,0012778424,6/15/2026,0012778424,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
1158000294,BG1162853926,6/15/2026,BG1162853926,Hawthorne,<b class=pill-green>Confirmed</b>,200885,Carbliss Grapefruit 6/4/12 oz Can,104.00,104.00,646,5/31/2028,59.00
2,0012783340,6/15/2026,0012783340,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,35.00,0.00,,,0.00
128,83064341,6/15/2026,83064341,Hawthorne,<b class=pill-green>Confirmed</b>,2426,Corona Sunbrew 4/6/12 oz Btl,432.00,432.00,129,12/31/2026,0.00
101,5769,6/15/2026,5769,Hawthorne,<b class=pill-green>Confirmed</b>,7210,Murphy's Irish Stout 6/4/14.9 oz Can,80.00,80.00,188,2/28/2027,46.00
2,6930177438,6/15/2026,6930177438,Hawthorne,<b class=pill-green>Confirmed</b>,762,Miller Extra Light 1/18/12 oz Can,140.00,140.00,42,10/5/2026,96.00
2,0012783340,6/15/2026,0012783340,Hawthorne,<b class=pill-green>Confirmed</b>,501,Miller Lite 15.5 Gal Keg,264.00,264.00,7,9/7/2026,0.00
128,83062884,6/15/2026,83062884,Hawthorne,<b class=pill-green>Confirmed</b>,2449,Corona Premier 1/24/12 oz Loose Can,84.00,84.00,98,11/30/2026,0.00
2,0012782532,6/15/2026,0012782532,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
133,S851848,6/15/2026,S851848,Hawthorne,<b class=pill-green>Confirmed</b>,8537,Cayman Jacked Margarita 1/12/19.2 oz,120.00,120.00,256,5/7/2027,72.00
2,0012782532,6/15/2026,0012782532,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
128,83062421,6/15/2026,83062421,Hawthorne,<b class=pill-green>Confirmed</b>,2809,Modelo Especial 1/24/12 oz Loose Can,2070.00,2070.00,160,1/31/2027,0.00
133,S851857,6/15/2026,S851857,Hawthorne,<b class=pill-green>Confirmed</b>,8637,White Claw Clawtails Variety 2/12/12 oz Can,208.00,208.00,295,6/15/2027,0.00
133,S851850,6/15/2026,S851850,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,20.00,0.00,,,0.00
2,6930177372,6/15/2026,6930177372,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
133,S851859,6/15/2026,S851859,Hawthorne,<b class=pill-green>Confirmed</b>,8527,Cayman Jack Margarita Zero Sugar 4/6/11.2 oz Btl,144.00,144.00,229,4/10/2027,126.00
133,S851857,6/15/2026,S851857,Hawthorne,<b class=pill-green>Confirmed</b>,9083,White Claw 0% Alc Variety Pack 2/12/12 oz Can,208.00,208.00,-70,6/15/2027,0.00
133,S851857,6/15/2026,S851857,Hawthorne,<b class=pill-green>Confirmed</b>,8627,White Claw Green Apple 4/6/12 oz Can,416.00,416.00,-70,6/15/2026,34.00
118,7000205607,6/15/2026,7000205607,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,1.00,0.00,,,0.00
128,83073415,6/15/2026,83073415,Hawthorne,<b class=pill-green>Confirmed</b>,2809,Modelo Especial 1/24/12 oz Loose Can,1980.00,1980.00,160,1/31/2027,0.00
2,6930177438,6/15/2026,6930177438,Hawthorne,<b class=pill-green>Confirmed</b>,226,Coors Light 4/6/16 oz Can,112.00,112.00,42,10/5/2026,0.00
2,0012778424,6/15/2026,0012778424,Hawthorne,<b class=pill-green>Confirmed</b>,535,Miller Lite 1/36/12 oz Can,700.00,700.00,98,11/30/2026,0.00
133,S851844,6/15/2026,S851844,Hawthorne,<b class=pill-green>Confirmed</b>,9,Brand Investment,1.00,0.00,,,0.00
2,0012783340,6/15/2026,0012783340,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,1.00,0.00,,,0.00
1158000294,BG1162853926,6/15/2026,BG1162853926,Hawthorne,<b class=pill-green>Confirmed</b>,200881,Carbliss Black Cherry 6/4/12 oz Can,208.00,208.00,648,6/2/2028,145.00
2,0012782208,6/15/2026,0012782208,Hawthorne,<b class=pill-orange>Received</b>,9894,Miscellaneous Coors Pallet,0.00,0.00,,,0.00
2,6930177372,6/15/2026,6930177372,Hawthorne,<b class=pill-green>Confirmed</b>,226,Coors Light 4/6/16 oz Can,56.00,56.00,42,10/5/2026,0.00
