Customer Num,Customer Name,Brand Family,Load Sheet Date,Case Equiv   2025,Case Equiv   2026,Case Equiv Unit Difference,Case Equiv Percentage Difference,$vol   2025,$vol   2026,$vol Unit Difference,$vol Percentage Difference,Gross Profit   2025,Gross Profit   2026,Gross Profit Unit Difference,Gross Profit Percentage Difference
13017,On The Rocks,Modelo Negra,2/17/2026,,1.00,1.00,0.0%,,$31.50,$31.50,0.0%,,$8.95,$8.95,0.0%
13017,On The Rocks,Modelo Chelada,6/2/2026,,4.00,4.00,0.0%,,$123.90,$123.90,0.0%,,$31.73,$31.73,0.0%
13017,On The Rocks,Buzbee's,4/3/2025,1.13,,-1.13,-100.0%,$54.00,,($54.00),-100.0%,$14.00,,($14.00),-100.0%
13017,On The Rocks,Lite,6/10/2025,1.75,,-1.75,-100.0%,$44.55,,($44.55),-100.0%,$11.80,,($11.80),-100.0%
13017,On The Rocks,Corona Extra,1/9/2026,,7.83,7.83,0.0%,,$281.60,$281.60,0.0%,,$77.67,$77.67,0.0%
13017,On The Rocks,Corona Extra,3/13/2026,,12.00,12.00,0.0%,,$375.10,$375.10,0.0%,,$88.44,$88.44,0.0%
13017,On The Rocks,Heineken USA,6/12/2026,,18.54,18.54,0.0%,,$568.75,$568.75,0.0%,,$142.54,$142.54,0.0%
13017,On The Rocks,Modelo Chelada,6/30/2025,10.00,,-10.00,-100.0%,$310.40,,($310.40),-100.0%,$80.71,,($80.71),-100.0%
13017,On The Rocks,Corona Light,3/13/2025,5.00,,-5.00,-100.0%,$165.00,,($165.00),-100.0%,$47.85,,($47.85),-100.0%
13017,On The Rocks,Blue Moon,5/15/2026,,1.60,1.60,0.0%,,$46.60,$46.60,0.0%,,$11.55,$11.55,0.0%
13017,On The Rocks,Corona Premier,6/23/2026,,2.00,2.00,0.0%,,$53.90,$53.90,0.0%,,$15.42,$15.42,0.0%
13017,On The Rocks,Corona Extra,6/2/2026,,2.00,2.00,0.0%,,$62.60,$62.60,0.0%,,$17.24,$17.24,0.0%
13017,On The Rocks,Victoria,3/30/2026,,2.00,2.00,0.0%,,$62.00,$62.00,0.0%,,$17.24,$17.24,0.0%
13017,On The Rocks,Modelo Oro,3/13/2025,3.00,,-3.00,-100.0%,$93.05,,($93.05),-100.0%,$24.84,,($24.84),-100.0%
13017,On The Rocks,Coors,6/29/2026,,1.00,1.00,0.0%,,$27.80,$27.80,0.0%,,$8.61,$8.61,0.0%
13017,On The Rocks,Modelo Chelada,6/27/2025,6.00,,-6.00,-100.0%,$192.90,,($192.90),-100.0%,$54.72,,($54.72),-100.0%
13017,On The Rocks,Corona Familiar,3/20/2026,,2.67,2.67,0.0%,,$74.00,$74.00,0.0%,,$21.41,$21.41,0.0%
13017,On The Rocks,Modelo Especial,5/18/2026,,4.33,4.33,0.0%,,$130.90,$130.90,0.0%,,$36.57,$36.57,0.0%
13017,On The Rocks,Coors Light,3/25/2025,5.00,,-5.00,-100.0%,$135.00,,($135.00),-100.0%,$43.84,,($43.84),-100.0%
13017,On The Rocks,Voodoo Family,2/26/2026,,5.00,5.00,0.0%,,$180.10,$180.10,0.0%,,$49.82,$49.82,0.0%
13017,On The Rocks,Modelo Especial,5/8/2026,,76.75,76.75,0.0%,,"$2,255.10","$2,255.10",0.0%,,$605.26,$605.26,0.0%
13017,On The Rocks,Lite,1/12/2026,,-1.00,-1.00,0.0%,,($27.00),($27.00),0.0%,,($6.54),($6.54),0.0%
13017,On The Rocks,Corona Premier,6/3/2025,2.00,,-2.00,-100.0%,$62.75,,($62.75),-100.0%,$17.62,,($17.62),-100.0%
13017,On The Rocks,Corona Familiar,1/5/2026,,2.00,2.00,0.0%,,$63.00,$63.00,0.0%,,$17.74,$17.74,0.0%
13017,On The Rocks,Modelo Chelada,5/1/2025,2.00,,-2.00,-100.0%,$61.50,,($61.50),-100.0%,$14.74,,($14.74),-100.0%
13017,On The Rocks,Topo Chico,3/13/2025,2.00,,-2.00,-100.0%,$64.00,,($64.00),-100.0%,$20.22,,($20.22),-100.0%
13017,On The Rocks,Lite,5/13/2025,3.58,,-3.58,-100.0%,$101.05,,($101.05),-100.0%,$28.84,,($28.84),-100.0%
13017,On The Rocks,Four Loko,2/20/2026,,4.90,4.90,0.0%,,$125.00,$125.00,0.0%,,$27.78,$27.78,0.0%
13017,On The Rocks,Angry Orchard,6/27/2025,2.00,,-2.00,-100.0%,$54.00,,($54.00),-100.0%,$14.07,,($14.07),-100.0%
13017,On The Rocks,Corona Familiar,4/2/2026,,4.33,4.33,0.0%,,$131.50,$131.50,0.0%,,$37.32,$37.32,0.0%
13017,On The Rocks,Modelo Chelada,6/12/2026,,4.00,4.00,0.0%,,$122.60,$122.60,0.0%,,$28.98,$28.98,0.0%
13017,On The Rocks,Voodoo Family,2/17/2026,,5.00,5.00,0.0%,,$182.70,$182.70,0.0%,,$49.74,$49.74,0.0%
13017,On The Rocks,Corona Familiar,5/21/2026,,1.33,1.33,0.0%,,$37.00,$37.00,0.0%,,$10.71,$10.71,0.0%
13017,On The Rocks,Corona Sunbrew,2/26/2026,,-1.00,-1.00,0.0%,,($31.00),($31.00),0.0%,,($8.62),($8.62),0.0%
13017,On The Rocks,Victoria,1/23/2026,,1.33,1.33,0.0%,,$37.00,$37.00,0.0%,,$10.36,$10.36,0.0%
13017,On The Rocks,Modelo Especial,3/2/2026,,2.00,2.00,0.0%,,$62.60,$62.60,0.0%,,$17.24,$17.24,0.0%
13017,On The Rocks,Corona Light,4/27/2026,,1.00,1.00,0.0%,,$31.50,$31.50,0.0%,,$8.87,$8.87,0.0%
13017,On The Rocks,Coors Light,3/13/2026,,11.50,11.50,0.0%,,$250.40,$250.40,0.0%,,$74.36,$74.36,0.0%
13017,On The Rocks,Pacifico,2/17/2026,,2.00,2.00,0.0%,,$63.00,$63.00,0.0%,,$17.89,$17.89,0.0%
13017,On The Rocks,Corona Extra,1/5/2026,,47.75,47.75,0.0%,,"$1,522.40","$1,522.40",0.0%,,$397.62,$397.62,0.0%
13017,On The Rocks,Sun Cruiser,4/2/2026,,9.20,9.20,0.0%,,$398.00,$398.00,0.0%,,$210.78,$210.78,0.0%
13017,On The Rocks,Yuengling Lager,1/5/2026,,2.00,2.00,0.0%,,$52.00,$52.00,0.0%,,$16.91,$16.91,0.0%
13017,On The Rocks,Four Loko,6/29/2026,,5.88,5.88,0.0%,,$168.00,$168.00,0.0%,,$45.56,$45.56,0.0%
13017,On The Rocks,Twisted Tea,2/10/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.55,$22.55,0.0%
13017,On The Rocks,Coors,5/15/2026,,5.00,5.00,0.0%,,$120.30,$120.30,0.0%,,$28.93,$28.93,0.0%
13017,On The Rocks,Cayman Jack,6/23/2026,,2.40,2.40,0.0%,,$87.00,$87.00,0.0%,,$23.98,$23.98,0.0%
13017,On The Rocks,Leinenkugel,3/25/2025,5.00,,-5.00,-100.0%,$170.10,,($170.10),-100.0%,$48.76,,($48.76),-100.0%
13017,On The Rocks,Heineken 0.0,5/27/2026,,2.80,2.80,0.0%,,$94.05,$94.05,0.0%,,$26.25,$26.25,0.0%
13017,On The Rocks,Yuengling Lager,3/2/2026,,1.00,1.00,0.0%,,$26.00,$26.00,0.0%,,$8.74,$8.74,0.0%
13017,On The Rocks,Corona Familiar,6/4/2026,,1.33,1.33,0.0%,,$37.00,$37.00,0.0%,,$10.71,$10.71,0.0%
13017,On The Rocks,Miller High Life,6/12/2026,,6.33,6.33,0.0%,,$120.60,$120.60,0.0%,,$30.14,$30.14,0.0%
13017,On The Rocks,Sun Cruiser,3/25/2025,2.00,,-2.00,-100.0%,$90.00,,($90.00),-100.0%,$24.08,,($24.08),-100.0%
13017,On The Rocks,Peroni,6/30/2025,9.34,,-9.34,-100.0%,$320.25,,($320.25),-100.0%,$83.15,,($83.15),-100.0%
13017,On The Rocks,Heineken 0.0,3/13/2025,2.80,,-2.80,-100.0%,$94.05,,($94.05),-100.0%,$26.25,,($26.25),-100.0%
13017,On The Rocks,Sapporo,5/27/2026,,4.58,4.58,0.0%,,$155.00,$155.00,0.0%,,$42.01,$42.01,0.0%
13017,On The Rocks,Miller High Life,5/15/2026,,5.00,5.00,0.0%,,$102.50,$102.50,0.0%,,$26.78,$26.78,0.0%
13017,On The Rocks,Modelo Negra,3/25/2025,3.00,,-3.00,-100.0%,$94.50,,($94.50),-100.0%,$26.84,,($26.84),-100.0%
13017,On The Rocks,Heineken USA,1/5/2026,,18.54,18.54,0.0%,,$568.75,$568.75,0.0%,,$142.54,$142.54,0.0%
13017,On The Rocks,Victoria,6/15/2026,,3.00,3.00,0.0%,,$93.35,$93.35,0.0%,,$26.04,$26.04,0.0%
13017,On The Rocks,Heineken USA,2/10/2026,,18.54,18.54,0.0%,,$568.75,$568.75,0.0%,,$142.54,$142.54,0.0%
13017,On The Rocks,Coors Light,5/1/2025,39.00,,-39.00,-100.0%,$705.00,,($705.00),-100.0%,$209.25,,($209.25),-100.0%
13017,On The Rocks,Blue Moon,3/17/2026,,4.40,4.40,0.0%,,$137.90,$137.90,0.0%,,$36.28,$36.28,0.0%
13017,On The Rocks,White Claw,1/16/2026,,10.00,10.00,0.0%,,$324.45,$324.45,0.0%,,$89.77,$89.77,0.0%
13017,On The Rocks,Pacifico,6/27/2025,1.00,,-1.00,-100.0%,$31.50,,($31.50),-100.0%,$8.95,,($8.95),-100.0%
13017,On The Rocks,Coors Light,4/2/2026,,2.00,2.00,0.0%,,$49.20,$49.20,0.0%,,$13.15,$13.15,0.0%
13017,On The Rocks,Modelo Chelada,2/3/2026,,3.00,3.00,0.0%,,$93.90,$93.90,0.0%,,$25.31,$25.31,0.0%
13017,On The Rocks,Miller High Life,3/13/2025,4.33,,-4.33,-100.0%,$81.00,,($81.00),-100.0%,$22.46,,($22.46),-100.0%
13017,On The Rocks,Coors Light,5/27/2025,10.00,,-10.00,-100.0%,$246.00,,($246.00),-100.0%,$69.90,,($69.90),-100.0%
13017,On The Rocks,Corona Extra,6/8/2026,,3.00,3.00,0.0%,,$93.90,$93.90,0.0%,,$25.86,$25.86,0.0%
13017,On The Rocks,Voodoo Hardcharged,6/27/2025,2.00,,-2.00,-100.0%,$54.00,,($54.00),-100.0%,$11.00,,($11.00),-100.0%
13017,On The Rocks,Corona Extra,6/29/2026,,4.00,4.00,0.0%,,$125.20,$125.20,0.0%,,$34.48,$34.48,0.0%
13017,On The Rocks,Modelo Chelada,2/20/2026,,4.00,4.00,0.0%,,$125.20,$125.20,0.0%,,$34.48,$34.48,0.0%
13017,On The Rocks,White Claw,5/21/2026,,14.00,14.00,0.0%,,$474.35,$474.35,0.0%,,$131.48,$131.48,0.0%
13017,On The Rocks,Blue Moon,2/10/2026,,4.00,4.00,0.0%,,$142.00,$142.00,0.0%,,$40.90,$40.90,0.0%
13017,On The Rocks,Lite,5/8/2026,,1.00,1.00,0.0%,,$21.75,$21.75,0.0%,,$6.57,$6.57,0.0%
13017,On The Rocks,Modelo Negra,3/30/2026,,4.00,4.00,0.0%,,$125.50,$125.50,0.0%,,$35.63,$35.63,0.0%
13017,On The Rocks,Modelo Chelada,3/13/2025,3.00,,-3.00,-100.0%,$91.30,,($91.30),-100.0%,$20.36,,($20.36),-100.0%
13017,On The Rocks,Modelo Chelada,3/9/2026,,5.00,5.00,0.0%,,$155.20,$155.20,0.0%,,$40.35,$40.35,0.0%
13017,On The Rocks,Voodoo Family,6/12/2026,,5.00,5.00,0.0%,,$177.50,$177.50,0.0%,,$49.90,$49.90,0.0%
13017,On The Rocks,Peroni,2/3/2026,,9.34,9.34,0.0%,,$316.80,$316.80,0.0%,,$83.86,$83.86,0.0%
13017,On The Rocks,Modelo Chelada,6/3/2025,2.00,,-2.00,-100.0%,$62.60,,($62.60),-100.0%,$17.24,,($17.24),-100.0%
13017,On The Rocks,Mike's Harder,2/10/2026,,2.94,2.94,0.0%,,$87.00,$87.00,0.0%,,$25.71,$25.71,0.0%
13017,On The Rocks,White Claw,6/23/2026,,4.00,4.00,0.0%,,$145.00,$145.00,0.0%,,$39.97,$39.97,0.0%
13017,On The Rocks,Twisted Tea,4/10/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
13017,On The Rocks,Corona Extra,4/22/2025,5.83,,-5.83,-100.0%,$216.75,,($216.75),-100.0%,$62.25,,($62.25),-100.0%
13017,On The Rocks,Modelo Especial,1/29/2026,,79.75,79.75,0.0%,,"$2,339.60","$2,339.60",0.0%,,$563.24,$563.24,0.0%
13017,On The Rocks,Modelo Especial,4/22/2025,15.00,,-15.00,-100.0%,$472.50,,($472.50),-100.0%,$136.50,,($136.50),-100.0%
13017,On The Rocks,Victoria,4/22/2025,1.00,,-1.00,-100.0%,$33.00,,($33.00),-100.0%,$10.32,,($10.32),-100.0%
13017,On The Rocks,Corona Light,4/22/2025,5.00,,-5.00,-100.0%,$172.50,,($172.50),-100.0%,$51.85,,($51.85),-100.0%
13017,On The Rocks,Modelo Chelada,5/13/2025,8.00,,-8.00,-100.0%,$250.40,,($250.40),-100.0%,$68.97,,($68.97),-100.0%
13017,On The Rocks,Voodoo Family,4/27/2026,,5.00,5.00,0.0%,,$182.70,$182.70,0.0%,,$49.74,$49.74,0.0%
13017,On The Rocks,Four Loko,5/27/2025,4.90,,-4.90,-100.0%,$125.00,,($125.00),-100.0%,$27.63,,($27.63),-100.0%
13017,On The Rocks,Coors Light,3/30/2026,,21.75,21.75,0.0%,,$462.80,$462.80,0.0%,,$130.94,$130.94,0.0%
13017,On The Rocks,Mike's Harder,6/30/2025,2.94,,-2.94,-100.0%,$81.00,,($81.00),-100.0%,$22.16,,($22.16),-100.0%
13017,On The Rocks,Heineken USA,3/13/2026,,1.75,1.75,0.0%,,$64.50,$64.50,0.0%,,$17.02,$17.02,0.0%
13017,On The Rocks,Blue Moon,6/23/2026,,3.00,3.00,0.0%,,$97.50,$97.50,0.0%,,$27.19,$27.19,0.0%
13017,On The Rocks,Corona Light,2/17/2026,,1.00,1.00,0.0%,,$31.25,$31.25,0.0%,,$8.75,$8.75,0.0%
13017,On The Rocks,Corona Extra,5/5/2026,,18.83,18.83,0.0%,,$624.90,$624.90,0.0%,,$165.14,$165.14,0.0%
13017,On The Rocks,Amstel,5/13/2025,5.00,,-5.00,-100.0%,$156.25,,($156.25),-100.0%,$40.50,,($40.50),-100.0%
13017,On The Rocks,Mike's Hard Lemonade,4/3/2025,4.67,,-4.67,-100.0%,$162.50,,($162.50),-100.0%,$50.29,,($50.29),-100.0%
13017,On The Rocks,Modelo Negra,6/27/2025,1.00,,-1.00,-100.0%,$31.30,,($31.30),-100.0%,$8.62,,($8.62),-100.0%
13017,On The Rocks,Heineken USA,4/3/2025,15.00,,-15.00,-100.0%,$497.50,,($497.50),-100.0%,$141.05,,($141.05),-100.0%
13017,On The Rocks,Voodoo Family,3/13/2025,8.25,,-8.25,-100.0%,$309.00,,($309.00),-100.0%,$84.30,,($84.30),-100.0%
13017,On The Rocks,Mike's Hard Lemonade,4/27/2026,,9.34,9.34,0.0%,,$315.00,$315.00,0.0%,,$85.58,$85.58,0.0%
13017,On The Rocks,Coors Light,1/29/2026,,8.00,8.00,0.0%,,$204.00,$204.00,0.0%,,$59.17,$59.17,0.0%
13017,On The Rocks,Mike's Hard Lemonade,2/26/2026,,9.34,9.34,0.0%,,$315.00,$315.00,0.0%,,$85.58,$85.58,0.0%
13017,On The Rocks,Victoria,4/7/2025,6.00,,-6.00,-100.0%,$186.35,,($186.35),-100.0%,$51.90,,($51.90),-100.0%
13017,On The Rocks,Corona Extra,4/7/2025,4.92,,-4.92,-100.0%,$172.60,,($172.60),-100.0%,$49.05,,($49.05),-100.0%
13017,On The Rocks,Coors Light,4/7/2025,3.75,,-3.75,-100.0%,$84.00,,($84.00),-100.0%,$27.23,,($27.23),-100.0%
13017,On The Rocks,Coors Light,1/23/2026,,21.00,21.00,0.0%,,$411.80,$411.80,0.0%,,$119.38,$119.38,0.0%
13017,On The Rocks,Modelo Chelada,5/15/2026,,4.00,4.00,0.0%,,$123.90,$123.90,0.0%,,$31.73,$31.73,0.0%
13017,On The Rocks,Coors,4/23/2026,,1.67,1.67,0.0%,,$40.10,$40.10,0.0%,,$9.64,$9.64,0.0%
13017,On The Rocks,Corona Familiar,5/13/2025,1.00,,-1.00,-100.0%,$31.50,,($31.50),-100.0%,$8.87,,($8.87),-100.0%
13017,On The Rocks,Pacifico,6/29/2026,,3.00,3.00,0.0%,,$94.00,$94.00,0.0%,,$26.16,$26.16,0.0%
13017,On The Rocks,Corona Extra,3/30/2026,,10.00,10.00,0.0%,,$312.50,$312.50,0.0%,,$71.20,$71.20,0.0%
13017,On The Rocks,Corona Light,4/2/2026,,3.00,3.00,0.0%,,$93.75,$93.75,0.0%,,$26.24,$26.24,0.0%
13017,On The Rocks,Hard Mountain Dew,3/13/2025,6.00,,-6.00,-100.0%,$176.00,,($176.00),-100.0%,$43.58,,($43.58),-100.0%
13017,On The Rocks,Victoria,3/20/2026,,1.00,1.00,0.0%,,$31.30,$31.30,0.0%,,$8.62,$8.62,0.0%
13017,On The Rocks,Heineken Light,6/27/2025,1.00,,-1.00,-100.0%,$36.00,,($36.00),-100.0%,$12.20,,($12.20),-100.0%
13017,On The Rocks,Pacifico,3/13/2025,1.00,,-1.00,-100.0%,$32.50,,($32.50),-100.0%,$8.37,,($8.37),-100.0%
13017,On The Rocks,Twisted Tea,6/27/2025,3.00,,-3.00,-100.0%,$85.50,,($85.50),-100.0%,$23.40,,($23.40),-100.0%
13017,On The Rocks,Victoria,2/17/2026,,3.00,3.00,0.0%,,$93.70,$93.70,0.0%,,$26.22,$26.22,0.0%
13017,On The Rocks,Hard Mountain Dew,6/27/2025,7.00,,-7.00,-100.0%,$202.00,,($202.00),-100.0%,$50.31,,($50.31),-100.0%
13017,On The Rocks,Sierra Nevada,3/17/2026,,1.00,1.00,0.0%,,$35.50,$35.50,0.0%,,$10.63,$10.63,0.0%
13017,On The Rocks,Peroni,4/17/2026,,18.68,18.68,0.0%,,$613.00,$613.00,0.0%,,$156.61,$156.61,0.0%
13017,On The Rocks,Yuengling Lager,6/15/2026,,5.00,5.00,0.0%,,$134.00,$134.00,0.0%,,$44.12,$44.12,0.0%
13017,On The Rocks,Cayman Jack,1/29/2026,,9.34,9.34,0.0%,,$310.00,$310.00,0.0%,,$75.48,$75.48,0.0%
13017,On The Rocks,Modelo Negra,4/23/2026,,5.00,5.00,0.0%,,$156.75,$156.75,0.0%,,$44.50,$44.50,0.0%
13017,On The Rocks,Corona Premier,5/18/2026,,1.00,1.00,0.0%,,$28.90,$28.90,0.0%,,$7.99,$7.99,0.0%
13017,On The Rocks,Modelo Especial,6/23/2026,,3.00,3.00,0.0%,,$93.90,$93.90,0.0%,,$25.86,$25.86,0.0%
13017,On The Rocks,Miller High Life,5/27/2025,1.00,,-1.00,-100.0%,$21.90,,($21.90),-100.0%,$5.79,,($5.79),-100.0%
13017,On The Rocks,Yuengling Lager,1/12/2026,,2.00,2.00,0.0%,,$52.00,$52.00,0.0%,,$17.85,$17.85,0.0%
13017,On The Rocks,Coors,1/23/2026,,10.00,10.00,0.0%,,$213.60,$213.60,0.0%,,$61.72,$61.72,0.0%
13017,On The Rocks,Corona Familiar,3/13/2025,3.00,,-3.00,-100.0%,$94.00,,($94.00),-100.0%,$26.36,,($26.36),-100.0%
13017,On The Rocks,Coors,1/29/2026,,2.00,2.00,0.0%,,$50.80,$50.80,0.0%,,$13.59,$13.59,0.0%
13017,On The Rocks,Corona Extra,4/23/2026,,11.00,11.00,0.0%,,$343.80,$343.80,0.0%,,$79.82,$79.82,0.0%
13017,On The Rocks,Sierra Nevada,4/10/2025,5.00,,-5.00,-100.0%,$187.50,,($187.50),-100.0%,$51.65,,($51.65),-100.0%
13017,On The Rocks,Modelo Especial,6/3/2025,79.50,,-79.50,-100.0%,"$2,328.60",,"($2,328.60)",-100.0%,$590.53,,($590.53),-100.0%
13017,On The Rocks,Modelo Chelada,4/10/2026,,2.00,2.00,0.0%,,$62.60,$62.60,0.0%,,$16.69,$16.69,0.0%
13017,On The Rocks,Simply Spiked,4/2/2026,,-1.00,-1.00,0.0%,,($30.00),($30.00),0.0%,,($8.36),($8.36),0.0%
13017,On The Rocks,Sierra Nevada,6/3/2025,5.00,,-5.00,-100.0%,$187.50,,($187.50),-100.0%,$51.65,,($51.65),-100.0%
13017,On The Rocks,Coors Light,4/17/2026,,10.83,10.83,0.0%,,$278.85,$278.85,0.0%,,$81.19,$81.19,0.0%
13017,On The Rocks,Lite,2/17/2026,,15.00,15.00,0.0%,,$271.00,$271.00,0.0%,,$67.48,$67.48,0.0%
13017,On The Rocks,Dos Equis,6/15/2026,,2.00,2.00,0.0%,,$64.00,$64.00,0.0%,,$21.32,$21.32,0.0%
13017,On The Rocks,Yuengling Lager,6/27/2025,6.00,,-6.00,-100.0%,$153.00,,($153.00),-100.0%,$49.24,,($49.24),-100.0%
13017,On The Rocks,Miller High Life,1/5/2026,,10.00,10.00,0.0%,,$192.20,$192.20,0.0%,,$47.80,$47.80,0.0%
13017,On The Rocks,Lite,2/3/2026,,5.00,5.00,0.0%,,$135.00,$135.00,0.0%,,$36.07,$36.07,0.0%
13017,On The Rocks,Modelo Especial,2/20/2026,,6.33,6.33,0.0%,,$210.80,$210.80,0.0%,,$57.33,$57.33,0.0%
13017,On The Rocks,Heineken USA,5/27/2025,45.00,,-45.00,-100.0%,"$1,486.25",,"($1,486.25)",-100.0%,$422.60,,($422.60),-100.0%
13017,On The Rocks,White Claw,5/13/2025,1.60,,-1.60,-100.0%,$55.00,,($55.00),-100.0%,$12.71,,($12.71),-100.0%
13017,On The Rocks,Coors Light,1/5/2026,,16.50,16.50,0.0%,,$353.25,$353.25,0.0%,,$103.47,$103.47,0.0%
13017,On The Rocks,Modelo Chelada,4/27/2026,,4.00,4.00,0.0%,,$120.00,$120.00,0.0%,,$23.48,$23.48,0.0%
13017,On The Rocks,White Claw,4/11/2025,1.00,,-1.00,-100.0%,$34.60,,($34.60),-100.0%,$10.01,,($10.01),-100.0%
13017,On The Rocks,Corona Familiar,5/18/2026,,6.33,6.33,0.0%,,$193.75,$193.75,0.0%,,$54.68,$54.68,0.0%
