Brand Family,Supplier,Package,City,County,Sales Rep Assigned,Case Equiv 1/1/2025 - 7/31/2025,Case Equiv 1/1/2026 - 7/31/2026,Case Equiv ±,Case Equiv % ±
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Matt Powierski,0.00,6.89,6.89,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rochelle Park,Bergen,Nick Melissari,0.00,6.89,6.89,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),River Edge,Bergen,Robin Feldman,3.44,6.89,3.44,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Ridgefield Park,Bergen,Office Tell Sell,6.89,6.89,0.00,0.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Park Ridge,Bergen,Shane Barreca,0.00,6.89,6.89,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Little Ferry,Bergen,Robin Feldman,0.00,6.89,6.89,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lake Hopatcong,Morris,Brian Sengebush,0.00,6.89,6.89,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Cresskill,Bergen,Paul Mclaughlin,3.44,6.89,3.44,100.00%
Peroni,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Allendale,Bergen,Nick Melissari,0.00,6.89,6.89,100.00%
Pacifico,Constellation Brands,1/4 BBL Keg (7.75 Gal),Totowa,Passaic,Dave Ehlers,6.89,6.89,0.00,0.00%
Pacifico,Constellation Brands,1/4 BBL Keg (7.75 Gal),Lake Hopatcong,Morris,Brian Sengebush,10.33,6.89, (3.44),(33.33%)
Pacifico,Constellation Brands,1/4 BBL Keg (7.75 Gal),Alpine,Bergen,Robin Feldman,6.89,6.89,0.00,0.00%
Modelo Negra,Constellation Brands,1/4 BBL Keg (7.75 Gal),Wharton,Morris,Klejdi Lamo,10.33,6.89, (3.44),(33.33%)
Modelo Negra,Constellation Brands,1/4 BBL Keg (7.75 Gal),Rochelle Park,Bergen,Nick Melissari,0.00,6.89,6.89,100.00%
Modelo Negra,Constellation Brands,1/4 BBL Keg (7.75 Gal),Layton,Sussex,Brian Sengebush,0.00,6.89,6.89,100.00%
Modelo Negra,Constellation Brands,1/4 BBL Keg (7.75 Gal),Glen Rock,Bergen,Phil Ernst,3.44,6.89,3.44,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Totowa,Passaic,Robin Feldman,3.44,6.89,3.44,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Totowa,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Saddle Brook,Bergen,Chris Payton,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Ridgefield Park,Bergen,Chris Payton,10.33,6.89, (3.44),(33.33%)
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Oakland,Bergen,Mike Ast,3.44,6.89,3.44,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Northvale,Bergen,Robin Feldman,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),North Haledon,Passaic,Mike Ast,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Midland Park,Bergen,Nick Melissari,6.89,6.89,0.00,0.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Lodi,Bergen,Chris Payton,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Little Ferry,Bergen,Robin Feldman,3.44,6.89,3.44,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Fair Lawn,Bergen,Robin Feldman,0.00,6.89,6.89,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Fair Lawn,Bergen,Paul Mclaughlin,13.78,6.89, (6.89),(50.00%)
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Dover,Morris,Brian Sengebush,6.89,6.89,0.00,0.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Budd Lake,Morris,Robin Feldman,3.44,6.89,3.44,100.00%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Budd Lake,Morris,Klejdi Lamo,13.78,6.89, (6.89),(50.00%)
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Wanaque,Passaic,Anthony Palmisano,3.44,6.89,3.44,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Vernon,Sussex,Jayson Romine,6.89,6.89,0.00,0.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Stillwater,Sussex,Robin Feldman,0.00,6.89,6.89,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Matt Powierski,0.00,6.89,6.89,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rockaway,Morris,Robin Feldman,6.89,6.89,0.00,0.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rockaway,Morris,Klejdi Lamo,20.67,6.89, (13.78),(66.67%)
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Pompton Plains,Morris,Allison Scott,0.00,6.89,6.89,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Paterson,Passaic,Pablo Lopez,0.00,6.89,6.89,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Park Ridge,Bergen,Paul Mclaughlin,0.00,6.89,6.89,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Oak Ridge,Morris,Klejdi Lamo,3.44,6.89,3.44,100.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lyndhurst,Bergen,Phil Ernst,6.89,6.89,0.00,0.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lake Hopatcong,Morris,Brian Sengebush,6.89,6.89,0.00,0.00%
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Franklin,Sussex,Anthony Palmisano,10.33,6.89, (3.44),(33.33%)
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Fort Lee,Bergen,Dan Lagala,10.33,6.89, (3.44),(33.33%)
Lite,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Bloomingdale,Passaic,Anthony Palmisano,10.33,6.89, (3.44),(33.33%)
Lagunitas,Lagunitas Brewing Co,1/4 BBL Keg (7.75 Gal),Wayne,Passaic,Robin Feldman,13.78,6.89, (6.89),(50.00%)
Lagunitas,Lagunitas Brewing Co,1/4 BBL Keg (7.75 Gal),Montvale,Bergen,Paul Mclaughlin,17.22,6.89, (10.33),(60.00%)
Lagunitas,Lagunitas Brewing Co,1/4 BBL Keg (7.75 Gal),Haledon,Passaic,Allison Scott,6.89,6.89,0.00,0.00%
Lagunitas,Lagunitas Brewing Co,1/4 BBL Keg (7.75 Gal),Dumont,Bergen,Robin Feldman,0.00,6.89,6.89,100.00%
Corona Premier,Constellation Brands,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Jim Heaney,3.44,6.89,3.44,100.00%
Corona Premier,Constellation Brands,1/4 BBL Keg (7.75 Gal),Hawthorne,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Corona Premier,Constellation Brands,1/4 BBL Keg (7.75 Gal),Hackensack,Bergen,Paul Mclaughlin,0.00,6.89,6.89,100.00%
Corona Premier,Constellation Brands,1/4 BBL Keg (7.75 Gal),Emerson,Bergen,Shane Barreca,13.78,6.89, (6.89),(50.00%)
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Matt Powierski,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Rockaway,Morris,Brian Sengebush,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Ramsey,Bergen,Shane Barreca,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Oak Ridge,Morris,Robin Feldman,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),North Haledon,Passaic,Mike Ast,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Haledon,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Dover,Morris,Brian Sengebush,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Denville,Morris,Brian Sengebush,0.00,6.89,6.89,100.00%
Corona Light,Constellation Brands,1/4 BBL Keg (7.75 Gal),Clifton,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Sparta,Sussex,Jayson Romine,20.67,6.89, (13.78),(66.67%)
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Robin Feldman,20.67,6.89, (13.78),(66.67%)
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Rutherford,Bergen,Jim Heaney,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Oak Ridge,Passaic,Anthony Palmisano,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),North Haledon,Passaic,Mike Ast,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),New Milford,Bergen,Robin Feldman,10.33,6.89, (3.44),(33.33%)
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lyndhurst,Bergen,Robin Feldman,37.89,6.89, (31.00),(81.82%)
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lyndhurst,Bergen,Phil Ernst,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Lodi,Bergen,Robin Feldman,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Hillsdale,Bergen,Shane Barreca,0.00,6.89,6.89,100.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Hillsdale,Bergen,Robin Feldman,0.00,6.89,6.89,100.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Haledon,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Garfield,Bergen,Nick Melissari,0.00,6.89,6.89,100.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Fort Lee,Bergen,Dan Lagala,34.44,6.89, (27.56),(80.00%)
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Byram,Sussex,Jayson Romine,6.89,6.89,0.00,0.00%
Coors Light,MolsonCoors Beverage Company,1/4 BBL Keg (7.75 Gal),Boonton,Morris,Brian Sengebush,3.44,6.89,3.44,100.00%
Bell's Hearted Family,Bell's,1/4 BBL Keg (7.75 Gal),Boonton,Morris,Klejdi Lamo,13.78,6.89, (6.89),(50.00%)
Athletic,Athletic Brewing Company,1/4 BBL Keg (7.75 Gal),Clifton,Passaic,Allison Scott,0.00,6.89,6.89,100.00%
Victory,Victory Brewing Company,5.2 Gal Keg,Maplewood,Essex,Hakan Sadik,0.00,6.88,6.88,100.00%
Victory,Victory Brewing Company,5.2 Gal Keg,Livingston,Essex,Michael Harboy,0.00,6.88,6.88,100.00%
Victory,Victory Brewing Company,5.2 Gal Keg,Bayonne,Hudson,Alisa Acciardi,0.00,6.88,6.88,100.00%
Stone Brewing,Stone Brewing,5.2 Gal Keg,South Orange,Essex,Hakan Sadik,0.00,6.88,6.88,100.00%
Southern Tier,Southern Tier Brewing Company,5.2 Gal Keg,Saddle Brook,Bergen,Paul Mclaughlin,2.29,6.88,4.58,200.00%
Southern Tier,Southern Tier Brewing Company,5.2 Gal Keg,Pompton Lakes,Passaic,Allison Scott,0.00,6.88,6.88,100.00%
Southern Tier,Southern Tier Brewing Company,5.2 Gal Keg,Bogota,Bergen,Paul Mclaughlin,9.17,6.88, (2.29),(25.00%)
Source Brewing,Source Brewing,5.2 Gal Keg,Wayne,Passaic,Allison Scott,0.00,6.88,6.88,100.00%
Source Brewing,Source Brewing,5.2 Gal Keg,Oakland,Bergen,Nick Melissari,0.00,6.88,6.88,100.00%
Source Brewing,Source Brewing,5.2 Gal Keg,Newton,Sussex,Brian Sengebush,0.00,6.88,6.88,100.00%
Source Brewing,Source Brewing,5.2 Gal Keg,Morristown,Morris,John O'Donoghue,0.00,6.88,6.88,100.00%
Source Brewing,Source Brewing,5.2 Gal Keg,Jersey City,Hudson,Jaime Colonna,0.00,6.88,6.88,100.00%
Source Brewing,Source Brewing,5.2 Gal Keg,Hawthorne,Passaic,Nick Melissari,0.00,6.88,6.88,100.00%
Sixpoint,Sixpoint Brewing,5.2 Gal Keg,Wayne,Passaic,Allison Scott,6.88,6.88,0.00,0.00%
Sixpoint,Sixpoint Brewing,5.2 Gal Keg,Oakland,Bergen,Nick Melissari,2.29,6.88,4.58,200.00%
Sixpoint,Sixpoint Brewing,5.2 Gal Keg,East Rutherford,Bergen,Nick Melissari,2.29,6.88,4.58,200.00%
Sixpoint,Sixpoint Brewing,5.2 Gal Keg,Bogota,Bergen,Paul Mclaughlin,9.17,6.88, (2.29),(25.00%)
Samuel Adams,Boston Beer Company,5.2 Gal Keg,Stanhope,Sussex,Klejdi Lamo,4.58,6.88,2.29,50.00%
Montauk,Montauk Brewing Co,5.2 Gal Keg,Ramsey,Bergen,Shane Barreca,6.88,6.88,0.00,0.00%
Montauk,Montauk Brewing Co,5.2 Gal Keg,Paramus,Bergen,Nick Melissari,0.00,6.88,6.88,100.00%
Montauk,Montauk Brewing Co,5.2 Gal Keg,Fairfield,Essex,John O'Donoghue,0.00,6.88,6.88,100.00%
Montauk,Montauk Brewing Co,5.2 Gal Keg,Boonton,Morris,Klejdi Lamo,0.00,6.88,6.88,100.00%
Garage Beer,Garage Beer,5.2 Gal Keg,Newton,Sussex,Brian Sengebush,0.00,6.88,6.88,100.00%
Forged Irish Stout,Forged Irish Stout,5.2 Gal Keg,Jersey City,Hudson,Jaime Colonna,16.04,6.88, (9.17),(57.14%)
Forged Irish Stout,Forged Irish Stout,5.2 Gal Keg,East Rutherford,Bergen,Robin Feldman,4.58,6.88,2.29,50.00%
Evil Genius,Evil Genius,5.2 Gal Keg,West Caldwell,Essex,Michael Harboy,0.00,6.88,6.88,100.00%
Evil Genius,Evil Genius,5.2 Gal Keg,River Edge,Bergen,Robin Feldman,6.88,6.88,0.00,0.00%
Evil Genius,Evil Genius,5.2 Gal Keg,Newton,Sussex,Brian Sengebush,2.29,6.88,4.58,200.00%
Evil Genius,Evil Genius,5.2 Gal Keg,Hawthorne,Passaic,Nick Melissari,4.58,6.88,2.29,50.00%
Evil Genius,Evil Genius,5.2 Gal Keg,Bogota,Bergen,Paul Mclaughlin,2.29,6.88,4.58,200.00%
Dogfish Head Beer,Boston Beer Company,5.2 Gal Keg,Boonton,Morris,Brian Sengebush,0.00,6.88,6.88,100.00%
Cape May,Cape May,5.2 Gal Keg,Teaneck,Bergen,Paul Mclaughlin,0.00,6.88,6.88,100.00%
Cape May,Cape May,5.2 Gal Keg,Mt Arlington,Morris,Robin Feldman,0.00,6.88,6.88,100.00%
Cape May,Cape May,5.2 Gal Keg,Hawthorne,Passaic,Allison Scott,0.00,6.88,6.88,100.00%
Cape May,Cape May,5.2 Gal Keg,Hackensack,Bergen,Paul Mclaughlin,4.58,6.88,2.29,50.00%
Cape May,Cape May,5.2 Gal Keg,Dumont,Bergen,Paul Mclaughlin,6.88,6.88,0.00,0.00%
Barn Brew,Barn Brew Co,5.2 Gal Keg,Wyckoff,Bergen,Nick Melissari,16.04,6.88, (9.17),(57.14%)
Southern Tier,Southern Tier Brewing Company,15/12oz Can,Livingston,Essex,Hakan Sadik,8.13,6.88, (1.25),(15.38%)
Sixpoint,Sixpoint Brewing,15/12oz Can,Woodcliff Lake,Bergen,Shane Barreca,0.00,6.88,6.88,100.00%
Simply Spiked,MolsonCoors Beverage Company,2/12/7.5oz Can,Paterson,Passaic,Derrick Laws,0.00,6.88,6.88,100.00%
Saranac,FX Matt,15/12oz Can,Wayne,Passaic,Michael Harboy,12.50,6.88, (5.63),(45.00%)
Pop Sips,Passion Tree Co,3/8/7.5oz Can,Maywood,Bergen,Chris Payton,0.00,6.88,6.88,100.00%
Mike's Harder,Mark Anthony,12/23.5oz Can,Rutherford,Bergen,Matt Powierski,0.00,6.85,6.85,100.00%
Mike's Harder,Mark Anthony,12/23.5oz Can,Fairview,Bergen,Phil Ernst,2.94,6.85,3.92,133.33%
Mike's Harder,Mark Anthony,12/23.5oz Can,Denville,Morris,Klejdi Lamo,0.00,6.85,6.85,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Franklin,Sussex,Jayson Romine,0.00,6.85,6.85,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Elizabeth,Union,Andrew Lundy,15.67,6.85, (8.81),(56.25%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Clifton,Passaic,Javier Melo,7.83,6.85, (0.98),(12.50%)
Four Loko,Phusion Projects,12/23.5oz Can,Fort Lee,Bergen,Dan Lagala,3.92,6.85,2.94,75.00%
Bardstown Bourbon,Bardstown Bourbon Co,1/750ML,Westwood,Bergen,Shane Barreca,7.50,6.83, (0.67),(8.89%)
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Wharton,Morris,Brian Sengebush,1.70,6.80,5.10,300.00%
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Vernon,Sussex,Jayson Romine,0.00,6.80,6.80,100.00%
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Paterson,Passaic,Derrick Laws,0.00,6.80,6.80,100.00%
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Mountain Lakes,Morris,Robin Feldman,0.00,6.80,6.80,100.00%
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Lake Hopatcong,Morris,Jayson Romine,2.27,6.80,4.53,200.00%
Fever Tree,MolsonCoors Beverage Company,6/4/200 ML,Clifton,Passaic,Javier Melo,0.00,6.80,6.80,100.00%
Fever Tree,MolsonCoors Beverage Company,3/8/150ML,Little Ferry,Bergen,Matt Powierski,2.54,6.76,4.23,166.67%
Fever Tree,MolsonCoors Beverage Company,3/8/150ML,Clifton,Passaic,Jim Heaney,0.00,6.76,6.76,100.00%
Pabst Blue Ribbon,Pabst Brewing Company,18/12oz Can,Park Ridge,Bergen,Shane Barreca,21.75,6.75, (15.00),(68.97%)
Lite,MolsonCoors Beverage Company,18/12oz NR,Hackensack,Bergen,Paul Mclaughlin,0.00,6.75,6.75,100.00%
Lite,MolsonCoors Beverage Company,18/12oz Can,Garfield,Bergen,Matt Powierski,37.50,6.75, (30.75),(82.00%)
Lite,MolsonCoors Beverage Company,18/12oz Can,Closter,Bergen,Shane Barreca,33.75,6.75, (27.00),(80.00%)
Lite,MolsonCoors Beverage Company,18/12oz Can,Branchville,Sussex,Jayson Romine,39.75,6.75, (33.00),(83.02%)
Corona Premier,Constellation Brands,18/12oz NR,Elmwood Park,Bergen,Matt Powierski,0.00,6.75,6.75,100.00%
Molson,MolsonCoors Beverage Company,4/6/11.5oz NR,Lyndhurst,Bergen,Phil Ernst,2.87,6.71,3.83,133.33%
Molson,MolsonCoors Beverage Company,4/6/11.5oz NR,Hawthorne,Passaic,Mike Ast,2.87,6.71,3.83,133.33%
Molson,MolsonCoors Beverage Company,4/6/11.5oz NR,Franklin,Sussex,Jayson Romine,16.29,6.71, (9.58),(58.82%)
Molson,MolsonCoors Beverage Company,4/6/11.5oz NR,Dumont,Bergen,John O'Donoghue,16.29,6.71, (9.58),(58.82%)
Molson,MolsonCoors Beverage Company,4/6/11.5oz NR,Butler,Morris,Anthony Palmisano,0.00,6.71,6.71,100.00%
Molson,MolsonCoors Beverage Company,2/12/11.5oz NR,Wayne,Passaic,Mike Ast,16.29,6.71, (9.58),(58.82%)
Molson,MolsonCoors Beverage Company,2/12/11.5oz NR,Glen Rock,Bergen,Phil Ernst,17.25,6.71, (10.54),(61.11%)
Steel Reserve,MolsonCoors Beverage Company,12/40oz NR,Sparta,Sussex,Jayson Romine,16.67,6.67, (10.00),(60.00%)
Old English,MolsonCoors Beverage Company,12/40oz NR,Rutherford,Bergen,Jim Heaney,13.33,6.67, (6.67),(50.00%)
Old English,MolsonCoors Beverage Company,12/40oz NR,North Arlington,Bergen,Jaime Colonna,11.67,6.67, (5.00),(42.86%)
Old English,MolsonCoors Beverage Company,12/40oz NR,Dumont,Bergen,John O'Donoghue,0.00,6.67,6.67,100.00%
Coors Light,MolsonCoors Beverage Company,12/40oz NR,Pompton Plains,Morris,Anthony Palmisano,5.00,6.67,1.67,33.33%
Coors Light,MolsonCoors Beverage Company,12/40oz NR,Hopatcong,Sussex,Jayson Romine,5.00,6.67,1.67,33.33%
Colt 45,Pabst Brewing Company,12/40oz NR,Pompton Plains,Morris,Anthony Palmisano,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5.0 Gal Keg,Park Ridge,Bergen,Paul Mclaughlin,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5.0 Gal Keg,Haworth,Bergen,Paul Mclaughlin,15.56,6.67, (8.89),(57.14%)
Sierra Nevada,Sierra Nevada Brewing Company,5.0 Gal Keg,Emerson,Bergen,Shane Barreca,6.67,6.67,0.00,0.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Wyckoff,Bergen,Mike Ast,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Stanhope,Sussex,Brian Sengebush,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Saddle Brook,Bergen,Paul Mclaughlin,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Pompton Lakes,Passaic,Anthony Palmisano,4.44,6.67,2.22,50.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Park Ridge,Bergen,Paul Mclaughlin,0.00,6.67,6.67,100.00%
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Mahwah,Bergen,Robin Feldman,15.56,6.67, (8.89),(57.14%)
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Hawthorne,Passaic,Nick Melissari,8.89,6.67, (2.22),(25.00%)
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Glen Rock,Bergen,Mike Ast,11.11,6.67, (4.44),(40.00%)
Sierra Nevada,Sierra Nevada Brewing Company,5 Gal Keg,Franklin,Sussex,Jayson Romine,4.44,6.67,2.22,50.00%
Yuengling Lager,DG Yuengling Inc,2/12/16oz Can,Clifton,Passaic,Derrick Laws,0.00,6.67,6.67,100.00%
Victory,Victory Brewing Company,6/4/16oz Can,Hoboken,Hudson,Jaime Colonna,0.00,6.67,6.67,100.00%
Victoria,Constellation Brands,12/32oz NR,Garfield,Bergen,Javier Melo,0.00,6.67,6.67,100.00%
Unibroue,Unibroue,6/4/16oz Can,Wyckoff,Bergen,Mike Ast,0.00,6.67,6.67,100.00%
Unibroue,Unibroue,6/4/16oz Can,Montclair,Essex,Michael Harboy,10.67,6.67, (4.00),(37.50%)
Unibroue,Unibroue,6/4/16oz Can,Jersey City,Hudson,Dylan Rubino,16.00,6.67, (9.33),(58.33%)
Unibroue,Unibroue,6/4/16oz Can,Glen Rock,Bergen,Phil Ernst,5.33,6.67,1.33,25.00%
Twisted Tea,Boston Beer Company,6/4/16oz Can,Rockaway,Morris,Klejdi Lamo,0.00,6.67,6.67,100.00%
Twisted Tea,Boston Beer Company,6/4/16oz Can,Hackensack,Bergen,Dave Ehlers,0.00,6.67,6.67,100.00%
Travelers Club,Travelers Club,12/1 Liter Btl,Waldwick,Bergen,Mike Ast,21.33,6.67, (14.67),(68.75%)
Travelers Club,Travelers Club,12/1 Liter Btl,Newark,Essex,Alisa Acciardi,2.67,6.67,4.00,150.00%
Sullivan's,Global Beer,6/4/16oz Can,Boonton,Morris,Klejdi Lamo,0.00,6.67,6.67,100.00%
Stone Brewing,Stone Brewing,4/6/16oz Can,Woodridge,Bergen,Chris Payton,5.33,6.67,1.33,25.00%
Stone Brewing,Stone Brewing,4/6/16oz Can,West Caldwell,Essex,Michael Harboy,0.00,6.67,6.67,100.00%
Stone Brewing,Stone Brewing,4/6/16oz Can,Saddle Brook,Bergen,Chris Payton,1.33,6.67,5.33,400.00%
Stone Brewing,Stone Brewing,4/6/16oz Can,Montvale,Bergen,Shane Barreca,17.33,6.67, (10.67),(61.54%)
Stone Brewing,Stone Brewing,4/6/16oz Can,Bloomfield,Essex,Hakan Sadik,10.67,6.67, (4.00),(37.50%)
St Ides,Pabst Brewing Company,4/6/16oz Can,Newark,Essex,Alisa Acciardi,14.67,6.67, (8.00),(54.55%)
Source Brewing,Source Brewing,6/4/16oz Can,Totowa,Passaic,Dave Ehlers,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Teaneck,Bergen,Chris Payton,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Newark,Essex,Hakan Sadik,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Montville,Morris,Klejdi Lamo,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Millburn,Essex,Andrew Lundy,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Glen Rock,Bergen,Mike Ast,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Florham Park,Morris,John O'Donoghue,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Clifton,Passaic,Chris Payton,0.00,6.67,6.67,100.00%
Source Brewing,Source Brewing,6/4/16oz Can,Bogota,Bergen,Paul Mclaughlin,0.00,6.67,6.67,100.00%
Peroni,MolsonCoors Beverage Company,6/4/16oz Can,Waldwick,Bergen,Mike Ast,0.00,6.67,6.67,100.00%
Peroni,MolsonCoors Beverage Company,6/4/16oz Can,Newton,Sussex,Jayson Romine,0.00,6.67,6.67,100.00%
Peroni,MolsonCoors Beverage Company,6/4/16oz Can,Lyndhurst,Bergen,Phil Ernst,0.00,6.67,6.67,100.00%
Peroni,MolsonCoors Beverage Company,6/4/16oz Can,Hewitt,Passaic,Anthony Palmisano,0.00,6.67,6.67,100.00%
Peroni,MolsonCoors Beverage Company,6/4/16oz Can,Garfield,Bergen,Matt Powierski,0.00,6.67,6.67,100.00%
Pabst Light,Pabst Brewing Company,4/6/16oz Can,Lincoln Park,Morris,Mike Ast,6.67,6.67,0.00,0.00%
