Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,Area,County,City,Premise,Buyer Count   2026,Cases   2026
Javier Melo,21054,C & S Lucky Liquors (P),299 Grand Street,Passaic,Passaic,Passaic,Paterson,Off Premise,1,5584.00
Javier Melo,21055,C & S Lucky Liquors II,460 Chamberlain Ave,Passaic,Passaic,Passaic,Paterson,Off Premise,1,5514.00
Javier Melo,21028,Estevez Liquors & Grocery 2 LLC,262 22nd Ave,Passaic,Passaic,Passaic,Paterson,Off Premise,1,5511.00
Javier Melo,21006,Camilo Liquors(A),424 6th Ave,Passaic,Passaic,Passaic,Paterson,Off Premise,1,4061.00
Javier Melo,27071,Mariana's Liquors,266 Passaic Street,Passaic,Passaic,Passaic,Passaic,Off Premise,1,3813.00
Javier Melo,21021,Park Avenue Liquors,307 Park Ave,Passaic,Passaic,Passaic,Paterson,Off Premise,1,3756.00
Javier Melo,15059,Belmont Liqrs (P),146 Belmont Avenue,Passaic,Passaic,Passaic,Paterson,Off Premise,1,3272.00
Javier Melo,15031,Pete's Family Liqs,49 N Main Street,Passaic,Passaic,Passaic,Paterson,Off Premise,1,3165.00
Javier Melo,15014,Deli Parchardo Liquors,111 N Main St,Passaic,Passaic,Passaic,Paterson,Off Premise,1,2511.00
Klejdi Lamo,191814,Wharton Liquor Store,98 US Highway 46,Sussex,Sussex,Sussex,Wharton,Off Premise,27,307055.95
Klejdi Lamo,190216,House of Wine & Liquor,308 E Wootton St,Morris 1,Morris 1,Morris,Boonton,Off Premise,1,91412.91
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,306 NJ-15,Morris 3,Morris 3,Morris,Wharton,Off Premise,1,29860.00
Klejdi Lamo,190207,Liquor Outlet,289 Myrtle Ave,Morris 1,Morris 1,Morris,Boonton,Off Premise,1,27224.50
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,Sussex,Sussex,Sussex,Stanhope,Off Premise,1,18531.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,Morris 1,Morris 1,Morris,Budd Lake,Off Premise,1,17522.00
Klejdi Lamo,191210,Milton Inn,3 Ridge Rd & Berkshire,Morris 1,Morris 1,Morris,Oak Ridge,Off Premise,1,16913.00
Klejdi Lamo,191606,Quick Check Liquor (A),70 Main St,Morris 1,Morris 1,Morris,Netcong,Off Premise,1,11564.65
Klejdi Lamo,191511,Nova Liquors,49 Lakeside Blvd,Sussex,Sussex,Sussex,Hopatcong,Off Premise,1,8706.89
Klejdi Lamo,190304,Shoppers Disc Liquor,65-69 N Beverwyck Rd,Morris 1,Morris 1,Morris,Lake Hiawatha,Off Premise,1,8578.67
Klejdi Lamo,190705,Rockaway W/L,73 W Main St,Morris 1,Morris 1,Morris,Rockaway,Off Premise,1,8055.00
Klejdi Lamo,191608,Shop-Rite(A) Netcong,75 Us-46 Lackawanna Plaza,Morris 1,Morris 1,Morris,Netcong,Off Premise,1,7919.00
Klejdi Lamo,191213,Island Of Spirits (P),3025 Rt 23 N,Passaic,Passaic,Passaic,Oak Ridge,Off Premise,1,5711.00
Klejdi Lamo,190802,Sam's Liq Wine (P),325 W Clinton St,Morris 1,Morris 1,Morris,Dover,Off Premise,1,5541.00
Klejdi Lamo,190804,Midtown Liq,101 White Meadow Rd,Morris 1,Morris 1,Morris,Rockaway,Off Premise,1,5514.17
Klejdi Lamo,190208,Boonton Liquor Locker,119 Hawkins Pl,Morris 1,Morris 1,Morris,Boonton,Off Premise,1,4933.00
Klejdi Lamo,190302,Basket Of Cheer Ii (Lake Hiawatha),149 N Beverwyck Rd,Morris 1,Morris 1,Morris,Lake Hiawatha,Off Premise,1,4932.00
Klejdi Lamo,190907,Wharton Liquor Store,41 N Main St,Morris 1,Morris 1,Morris,Wharton,Off Premise,1,4913.00
Klejdi Lamo,190913,Main Street Liquor,340 S Main St,Morris 1,Morris 1,Morris,Wharton,Off Premise,1,4582.33
Klejdi Lamo,191803,Kingston Liquors,7 Naughright Rd,Morris 1,Morris 1,Morris,Hackettstown,Off Premise,1,4212.00
Klejdi Lamo,190101,Montville Wine & Spirits,223 Changebridge Road,Morris 1,Morris 1,Morris,Montville,Off Premise,1,4141.17
Klejdi Lamo,190603,Denville W & L,43 Broadway,Morris 1,Morris 1,Morris,Denville,Off Premise,1,3549.00
Klejdi Lamo,191518,3 IN 1 LIQUORS INC,47 Hopatchung Rd,Sussex,Sussex,Sussex,Hopatcong,Off Premise,1,3532.33
Klejdi Lamo,191812,Patel Liqr & Gro(P),114 Us-46,Morris 1,Morris 1,Morris,Budd Lake,Off Premise,1,3375.33
Klejdi Lamo,191713,Stanhope Liquors,141 Rt 183,Sussex,Sussex,Sussex,Stanhope,Off Premise,1,3306.00
Klejdi Lamo,190901,Berkshire(P) Bot. Shop,915 Berkshire Valley Rd,Morris 1,Morris 1,Morris,Wharton,Off Premise,1,1032.00
Klejdi Lamo,191604,The Village Place,31 Allen St,Morris 1,Morris 1,Morris,Netcong,Off Premise,1,818.00
Klejdi Lamo,1003,23 liquor & Tobacco,3051 Route 23,Sales,Sales,Passaic,Oak Ridge,Off Premise,1,676.00
Dan Lagala,201096,Winston Wine & Liq,905 River Rd,Sales,Sales,Bergen,Tenafly,Off Premise,44,284963.04
Dan Lagala,46009,Banner Delicatessen,400 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,76916.81
Dan Lagala,49055,Edgewater Liquor (A),547 River Road,Bergen,Bergen,Bergen,Edgewater,Off Premise,1,28407.88
Dan Lagala,43013,Buy Rite Of Fairview,201 Broad Ave,Bergen,Bergen,Bergen,Fairview,Off Premise,1,17523.00
Dan Lagala,49045,Liquor World,1475 Bergen Blvd,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,11161.00
Dan Lagala,44016,Liquor City(A)Cliffside,494 Anderson Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,10461.00
Dan Lagala,44005,Winston Wine & Liq,659 Palisade Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,10119.35
Dan Lagala,43005,Rome Liquors (Fairview),174 Anderson Ave,Bergen,Bergen,Bergen,Fairview,Off Premise,1,9262.67
Dan Lagala,43006,Fairview Liq & Groc.(A),36 Anderson Avenue,Bergen,Bergen,Bergen,Fairview,Off Premise,1,9005.00
Dan Lagala,43004,Boulevard Liq.(Fairview),153 Bergen Blvd,Bergen,Bergen,Bergen,Fairview,Off Premise,1,8898.00
Dan Lagala,49027,Linwood Wine-Linwood Plaza,102 Linwood Plaza,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,7315.33
Dan Lagala,44040,Stop N Go Conven. (P),81 Palisade Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,6669.00
Dan Lagala,43015,Kikos Liquors Ii,321 Anderson Ave,Bergen,Bergen,Bergen,Fairview,Off Premise,1,6044.00
Dan Lagala,46015,Mukeunji (Z),421 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,5440.00
Dan Lagala,46012,Jay Cee (P) Deli & Liq.,246 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,5437.00
Dan Lagala,44009,Metro Liquor (Cliffside Park),341 Gorge Rd.,Sales,Sales,Bergen,Cliffside Park,Off Premise,1,5175.17
Dan Lagala,44010,Garden State Food&Liq (P),666 Anderson Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,4774.00
Dan Lagala,49044,Linwood Wine-Hudson Light,675 Park Ave,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,4618.00
Dan Lagala,49033,Banner Liquor Iii,1175 Palisade Avenue,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,4415.00
Dan Lagala,43007,American Classic Liq,157 Anderson Ave,Bergen,Bergen,Bergen,Fairview,Off Premise,1,4282.00
Dan Lagala,54006,Tenafly Fine Wine & Spirits,14 Riveredge Rd,Bergen,Bergen,Bergen,Tenafly,Off Premise,1,4037.00
Dan Lagala,43002,Checo Supermarket,210 Anderson Ave,Bergen,Bergen,Bergen,Fairview,Off Premise,1,3708.00
Dan Lagala,44049,Rome Liquor (Cliffside Park),743 Anderson Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,3641.00
Dan Lagala,46003,Palisades Park Liq(P),100 E Columbia Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,3057.00
Dan Lagala,45004,Ridgefield Liq (Z),520 Shaler Blvd,Bergen,Bergen,Bergen,Ridgefield,Off Premise,1,2865.33
Dan Lagala,46011,Han Mi Supermkt (A),220 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,2865.00
Dan Lagala,45002,JC&D Best Wine & Liquor,321 Broad Ave,Bergen,Bergen,Bergen,Ridgefield,Off Premise,1,2788.00
Dan Lagala,44052,Minit Mart_2,237 Palisade Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,2753.00
Dan Lagala,49019,Bp Gas Station,1671 Bergen Blvd,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,2552.00
Dan Lagala,46002,Best Choice Liqrs (P),23 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,2236.00
Dan Lagala,48002,Manor Wine & Liquor,430 Broad Ave,Bergen,Bergen,Bergen,Leonia,Off Premise,1,2105.50
Dan Lagala,49066,Mitsuwa Market (A),595 River Rd,Bergen,Bergen,Bergen,Edgewater,Off Premise,1,1975.00
Dan Lagala,46013,Boulevard Food Store,520a Bergen Blvd,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,1918.00
Dan Lagala,49035,Gulf Express Fort Lee,1651 Bergen Blvd,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,1796.00
Dan Lagala,44002,Wine And Food Mart (Z),589 Anderson Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,1793.00
Dan Lagala,48006,Andres Wine & Spirits,322 Broad Ave,Bergen,Bergen,Bergen,Leonia,Off Premise,1,1651.00
Dan Lagala,49031,Top Shelf Liquors,2450 Lemoine Ave,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,1646.00
Dan Lagala,54007,Wine Ventures,7 Washington St,Bergen,Bergen,Bergen,Tenafly,Off Premise,1,1464.00
Dan Lagala,49056,Hmart Fresh (P),1379 16th Street,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,962.00
Dan Lagala,49032,Fairway Mkt & Gift(A),1214 Anderson Ave,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,950.00
Dan Lagala,48005,Leonia Wine & Spirits,307 Broad Ave,Bergen,Bergen,Bergen,Leonia,Off Premise,1,636.00
Dan Lagala,201096,Whole Foods #10102 (Edgewater),905 River Rd,Bergen,Bergen,Bergen,Edgewater,Off Premise,1,626.00
Dan Lagala,49036,Junction Liquors,266 Columbia Ave,Bergen,Bergen,Bergen,Fort Lee,Off Premise,1,495.00
Dan Lagala,46024,Anthony's Pharmacy,341 Broad Ave,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,348.00
Dan Lagala,44014,Campbell's Wines & Liquor,730 Anderson Ave,Bergen,Bergen,Bergen,Cliffside Park,Off Premise,1,171.00
Phil Ernst,208026,Wine Country Of Saddle Brook (A),937 Lincoln Ave,Sales,Sales,Passaic,Wayne,Off Premise,28,279680.71
Phil Ernst,50003,"Agave Liquor, Wine & Spirits",74 W Main St,Bergen,Bergen,Bergen,Bogota,Off Premise,1,50921.38
Phil Ernst,20106,Super Wine Warehse(P)Pate,42 E 30th St,Passaic,Passaic,Passaic,Paterson,Off Premise,1,41908.00
Phil Ernst,83010,Bottle King (A) Glen Rock,909 Prospect St,Bergen,Bergen,Bergen,Glen Rock,Off Premise,1,31013.00
Phil Ernst,78008,Shop Rite Liq(A) Roch Pk,220 W Passaic St,Bergen,Bergen,Bergen,Rochelle Park,Off Premise,1,16262.00
Phil Ernst,81014,Shop Rite Liq(A) Fair Lwn,35-07 Broadway,Bergen,Bergen,Bergen,Fair Lawn,Off Premise,1,14941.00
Phil Ernst,46019,Palisades Wine And Liquor,534 Bergen Blvd,Bergen,Bergen,Bergen,Palisades Park,Off Premise,1,13388.00
Phil Ernst,40019,Budy's Wine & Liq (A),139 Hudson St,Bergen,Bergen,Bergen,Hackensack,Off Premise,1,11822.00
Phil Ernst,29004,Shop-Rite Liq Lyndhurst,542 New York Ave,Bergen,Bergen,Bergen,Lyndhurst,Off Premise,1,11789.33
Phil Ernst,80005,Shop Rite Liq (Paramus),224 Rt 4 E,Bergen,Bergen,Bergen,Paramus,Off Premise,1,10022.00
Phil Ernst,43001,City Supermarket,289 Bergen Blvd,Bergen,Bergen,Bergen,Fairview,Off Premise,1,10018.00
Phil Ernst,80026,Stew Leonard's(A) Paramus Wine,700 Paramus Park,Bergen,Bergen,Bergen,Paramus,Off Premise,1,9915.00
Phil Ernst,83001,Food Universe Marketplace,937 Lincoln Ave,Bergen,Bergen,Bergen,Glen Rock,Off Premise,1,9253.00
Phil Ernst,25010,Stew Leonard's Wines & Spirits of Clifton,467 Allwood Rd,Passaic,Passaic,Passaic,Clifton,Off Premise,1,8277.00
Phil Ernst,39001,Home Wines & Liq 75 (A) (South Hackensack),75 Saddle River Ave,Bergen,Bergen,Bergen,South Hackensac,Off Premise,1,7234.00
Phil Ernst,80041,PRIME WINE CELLAR Liquor & Beer,396 Rt 17 North,Sales,Sales,Bergen,Paramus,Off Premise,1,5238.00
Phil Ernst,85002,Acme Markets (Midland Park),136 Lake Avenue,Sales,Sales,Bergen,Midland Park,Off Premise,1,4452.00
Phil Ernst,76006,Wine Country Of Saddle Brook (A),195 Market St,Bergen,Bergen,Bergen,Saddle Brook,Off Premise,1,3999.00
Phil Ernst,49039,Acme Markets (Fort Lee),2160 Lemoine Ave,Sales,Sales,Bergen,Fort Lee,Off Premise,1,3688.00
Phil Ernst,80002,Whole Foods Market (Paramus),300 Bergen Town Center,Bergen,Bergen,Bergen,Paramus,Off Premise,1,2853.00
Phil Ernst,50009,Riverview Liq (P),55 River Rd,Bergen,Bergen,Bergen,Bogota,Off Premise,1,2804.00
Phil Ernst,89007,Acme Markets (Allendale),45 De Mercurio Dr.,Bergen,Bergen,Bergen,Allendale,Off Premise,1,2738.00
Phil Ernst,12007,Gary's Wine & Marketplace (Wayne),1308 Rte 23,Passaic,Passaic,Passaic,Wayne,Off Premise,1,2026.00
Phil Ernst,208026,Stew Leonard's(A) Paramu (NA),700 Paramus Park,Bergen,Bergen,Bergen,Paramus,Off Premise,1,1240.00
Phil Ernst,47004,Wides Deli & Liquor,81-85 Central Ave,Bergen,Bergen,Bergen,Ridgefield Park,Off Premise,1,1178.00
Phil Ernst,38018,THE BOTTLE SHOP,366 Essex St,Sales,Sales,Bergen,Lodi,Off Premise,1,1131.00
Phil Ernst,50002,Lushka Liquors,358 Palisades Ave,Bergen,Bergen,Bergen,Bogota,Off Premise,1,911.00
Phil Ernst,50005,Megha Liquor & Groc. (P),8 East Fort Lee Rd,Bergen,Bergen,Bergen,Bogota,Off Premise,1,425.00
Phil Ernst,25075,Stew Leonard's Wines & Spirits of Clifton (NA),467 Allwood Rd,Passaic,Passaic,Passaic,Clifton,Off Premise,1,234.00
Shane Barreca,92011,Woori Mart,95 Washington Ave,Sales,Sales,Bergen,Woodcliff Lake,Off Premise,29,265705.35
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Bergen,Bergen,Bergen,Ramsey,Off Premise,1,39855.00
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Bergen,Bergen,Bergen,Dumont,Off Premise,1,32680.00
Shane Barreca,67004,Beverage Barn (A),224 Livingston St,Bergen,Bergen,Bergen,Northvale,Off Premise,1,22204.00
Shane Barreca,92008,Ramsey Wine & Liquor,47 W Main St,Bergen,Bergen,Bergen,Ramsey,Off Premise,1,21846.00
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Bergen,Bergen,Bergen,Montvale,Off Premise,1,18642.00
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Bergen,Bergen,Bergen,Hillsdale,Off Premise,1,17849.00
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Bergen,Bergen,Bergen,Northvale,Off Premise,1,15899.00
Shane Barreca,73008,Shop Rite Liq (A)Hillsdal,371 Broadway,Bergen,Bergen,Bergen,Hillsdale,Off Premise,1,13230.50
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Bergen,Bergen,Bergen,Emerson,Off Premise,1,10851.83
Shane Barreca,75002,Shop Rite Liq (A)Emerson,425 Old Hook Rd,Bergen,Bergen,Bergen,Emerson,Off Premise,1,7321.00
Shane Barreca,74005,Winemart Discount,700 Broadway Suite 42,Bergen,Bergen,Bergen,Westwood,Off Premise,1,7181.33
Shane Barreca,86003,Township Liq (P),309 Pascack Rd,Bergen,Bergen,Bergen,Washington Twsp,Off Premise,1,6428.00
Shane Barreca,71003,Brand Bar & Bev (A),73 Park Ave,Bergen,Bergen,Bergen,Park Ridge,Off Premise,1,6212.00
Shane Barreca,62001,Garden State Deli (A),135 Oakland Ave,Bergen,Bergen,Bergen,Closter,Off Premise,1,6148.00
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Bergen,Bergen,Bergen,Closter,Off Premise,1,5740.00
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Bergen,Bergen,Bergen,Westwood,Off Premise,1,4594.17
Shane Barreca,72001,Cambridge Wines (Woodcliff Lake),500 Chestnut Ridge Rd #4,Sales,Sales,Bergen,Woodcliff Lake,Off Premise,1,4547.85
Shane Barreca,68002,Wine And Beverage Spirits,14 Bi State Shop Ctr 72d,Bergen,Bergen,Bergen,Old Tappan,Off Premise,1,4233.00
Shane Barreca,65001,Wine & Whiskey (A),7 Broad St,Bergen,Bergen,Bergen,Norwood,Off Premise,1,3036.00
Shane Barreca,71006,Ridgemont Liquors (A),195 Kinderkamack Rd,Bergen,Bergen,Bergen,Park Ridge,Off Premise,1,2778.67
Shane Barreca,55001,Coasters Liquors,37 Union Ave,Bergen,Bergen,Bergen,Cresskill,Off Premise,1,2555.00
Shane Barreca,74007,Djm Liq Inc. (P)(Andrew),48 Washington Ave,Bergen,Bergen,Bergen,Westwood,Off Premise,1,2459.00
Shane Barreca,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,Bergen,Bergen,Bergen,Oradell,Off Premise,1,2289.00
Shane Barreca,60010,D & L Dumont Liquors,46 Grant Ave,Bergen,Bergen,Bergen,Dumont,Off Premise,1,1823.00
Shane Barreca,70003,Montvale Wines & Spirits,18 S. Kinderkamack Rd,Bergen,Bergen,Bergen,Montvale,Off Premise,1,1661.00
Shane Barreca,59003,Oradell Mini Mart(P),219 Kinderkamack Road,Bergen,Bergen,Bergen,Oradell,Off Premise,1,1413.00
Shane Barreca,62006,Murphy's Fine Wines & Liquors (UNI 4H Inc.),230 Closter Dock Rd,Bergen,Bergen,Bergen,Closter,Off Premise,1,1110.00
Shane Barreca,67008,Woori Mart,206 Pegasus Ave.,Sales,Sales,Bergen,Northvale,Off Premise,1,988.00
Shane Barreca,64002,The Store,102 La Roche Ave,Bergen,Bergen,Bergen,Harrington Park,Off Premise,1,130.00
Jayson Romine,231707,Woody's Liq Shop (A),99 NJ-23,Sussex,Sussex,Sussex,Wantage,Off Premise,35,257259.18
Jayson Romine,231316,Patricks Wine Barn,38 Hamburg Ave,Sussex,Sussex,Sussex,Sussex,Off Premise,1,19555.00
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),17 Hampton House Road,Sussex,Sussex,Sussex,Newton,Off Premise,1,18855.00
Jayson Romine,230105,ShopRite Wines & Spirits of Sparta,16 North Village Blvd,Sussex,Sussex,Sussex,Sparta,Off Premise,1,18353.00
Jayson Romine,230114,Liquor Factory III Sparta,41 Woodport Road,Sussex,Sussex,Sussex,Sparta,Off Premise,1,16520.83
Jayson Romine,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,Sussex,Sussex,Sussex,Newton,Off Premise,1,14144.00
Jayson Romine,230902,Buy Rite Liquors Franklin,244 NJ-23,Sussex,Sussex,Sussex,Franklin,Off Premise,1,13707.00
Jayson Romine,191010,Liquor Factory II Jefferson,725 NJ-15,Morris 1,Morris 1,Morris,Lake Hopatcong,Off Premise,1,13094.00
Jayson Romine,231215,Mac & Lindy's W & S (A),530 Co Rd 515,Sussex,Sussex,Sussex,Vernon,Off Premise,1,13036.83
Jayson Romine,230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,Sussex,Sussex,Sussex,Franklin,Off Premise,1,12312.00
Jayson Romine,191526,Liquor Factory IV Hopatcong,128 Lakeside Blvd,Sussex,Sussex,Sussex,Hopatcong,Off Premise,1,10791.00
Jayson Romine,231203,The George Inn,84 NJ-94,Sussex,Sussex,Sussex,Vernon,Off Premise,1,9149.00
Jayson Romine,191702,Liquor Factory VI Byram,8 Route 206 N,Morris 1,Morris 1,Sussex,Byram,Off Premise,1,8655.00
Jayson Romine,230314,Liquor Factory V Andover,231 Newton Sparta Rd # 3,Sussex,Sussex,Sussex,Newton,Off Premise,1,8502.00
Jayson Romine,231308,Wantage Plaza Liq Outlet,205 NJ-23,Sussex,Sussex,Sussex,Wantage,Off Premise,1,8014.00
Jayson Romine,191302,Liquor Factory I Landing,175 Lakeside Blvd # 9,Morris 1,Morris 1,Morris,Landing,Off Premise,1,7898.00
Jayson Romine,230420,Spring Street Liquors,110 Spring Street,Sussex,Sussex,Sussex,Newton,Off Premise,1,7627.00
Jayson Romine,230441,Wine Country Newton,49 Hampton House Road,Sussex,Sussex,Sussex,Newton,Off Premise,1,6258.00
Jayson Romine,191408,Super Saver Liq,322 Howard Blvd,Morris 1,Morris 1,Morris,Mt Arlington,Off Premise,1,6126.00
Jayson Romine,230431,Seplow's Liquors,5 Woodside Ave,Sussex,Sussex,Sussex,Newton,Off Premise,1,5248.00
Jayson Romine,230911,The Right Bottle,190 Munsonhurst Rd,Sussex,Sussex,Sussex,Franklin,Off Premise,1,4447.00
Jayson Romine,230924,Sussex Co.Discount Liq(P),3235 NJ-94,Sussex,Sussex,Sussex,Franklin,Off Premise,1,4125.00
Jayson Romine,231315,Woody's Liq Shop (A),83 Hamburg Ave,Sussex,Sussex,Sussex,Wantage,Off Premise,1,3609.00
Jayson Romine,231501,Highland General Store,111 Highland Lakes Rd,Sussex,Sussex,Sussex,Highland Lakes,Off Premise,1,3547.00
Jayson Romine,230440,"Brix - Wine, Spirits, Beer (Fredon)",403 NJ-94,Sussex,Sussex,Sussex,Fredon Township,Off Premise,1,3450.00
Jayson Romine,231701,George's Wine & Spirits,12 Morris Ave.,Sussex,Sussex,Sussex,Branchville,Off Premise,1,3440.00
Jayson Romine,230920,Hamburg Liquor,90-92 NJ-23,Sussex,Sussex,Morris,Hamburg,Off Premise,1,3343.00
Jayson Romine,230121,White Deer Inn,4 White Deer Plaza,Sussex,Sussex,Sussex,Sparta,Off Premise,1,3227.00
Jayson Romine,408,Fredon Liquor (Fredon Deli),428 RT 94,Sussex,Sussex,Sussex,Fredon Township,Off Premise,1,2807.00
Jayson Romine,231707,Kent's Liquors,333 Rte 206,Sussex,Sussex,Sussex,Branchville,Off Premise,1,1730.00
Jayson Romine,230106,Burkes,6 Sparta Ave N,Sussex,Sussex,Sussex,Sparta,Off Premise,1,1603.17
Jayson Romine,230913,Wine Grand (Franklin),288 Rt 23 North,Sussex,Sussex,Sussex,Franklin,Off Premise,1,1585.35
Jayson Romine,230918,Market Place Liquor,99 NJ-23,Sussex,Sussex,Sussex,Hamburg,Off Premise,1,1446.00
Jayson Romine,231502,Lake Wanda Store,812 Canistear Rd,Sussex,Sussex,Sussex,Highland Lakes,Off Premise,1,1032.00
Jayson Romine,230437,Weis Supermarkets 143 Newton,121 Water St Rt 206,Sales,Sales,Sussex,Newton,Off Premise,1,11.00
Jayson Romine,230438,Weiss Super Market 147 Franklin,140-146 Rt 23,Sales,Sales,Sussex,Franklin,Off Premise,1,11.00
Mike Ast,201099,Wine & Spirits World (Hohokus),83 Godwin Ave,Passaic,Passaic,Passaic,Wyckoff,Off Premise,31,222791.19
Mike Ast,12011,Bottle King (A) Wayne,1950 NJ-23,Passaic,Passaic,Passaic,Wayne,Off Premise,1,33682.00
Mike Ast,88005,Waldwick Wine/Spirits,23 Wyckoff Ave,Bergen,Bergen,Bergen,Waldwick,Off Premise,1,18219.05
Mike Ast,81006,Fair Lawn Wine & Spirits,21-00 Maple Ave,Bergen,Bergen,Bergen,Fair Lawn,Off Premise,1,17173.82
Mike Ast,19008,Hawthorne Liq (A),610 Lafayette Ave,Passaic,Passaic,Passaic,Hawthorne,Off Premise,1,14993.42
Mike Ast,96002,Wine & Spirit World(W),303 Franklin Ave,Bergen,Bergen,Bergen,Wyckoff,Off Premise,1,13695.00
Mike Ast,11003,Lincoln Park Fine Wines & Spirits,60 Beaverbrook Road,Morris 3,Morris 3,Morris,Lincoln Park,Off Premise,1,13121.50
Mike Ast,94001,Long Hill Liquors (A),14 Post Rd,Bergen,Bergen,Bergen,Oakland,Off Premise,1,12753.00
Mike Ast,17010,Frank's Fine Wine & Foods,431 Belmont Ave,Passaic,Passaic,Passaic,Haledon,Off Premise,1,11976.00
Mike Ast,17011,Nico's Wine & Spirits,408 Haledon Ave,Passaic,Passaic,Passaic,Haledon,Off Premise,1,10507.00
Mike Ast,18001,Grand Opening Liq (A)_2,1068 High Mountain Road,Passaic,Passaic,Passaic,North Haledon,Off Premise,1,7989.00
Mike Ast,93003,Mahwah Liqrs (P),139 Franklin Tpk,Bergen,Bergen,Bergen,Mahwah,Off Premise,1,7780.17
Mike Ast,19027,Goffle Road Wine and More,1100 Goffle Rd,Passaic,Passaic,Passaic,Hawthorne,Off Premise,1,6484.83
Mike Ast,94008,Oakland Wine (A),390 Ramapo Valley Rd,Bergen,Bergen,Bergen,Oakland,Off Premise,1,6324.50
Mike Ast,19009,Diamond Liquor,203 Diamond Bridge Ave,Passaic,Passaic,Passaic,Hawthorne,Off Premise,1,5811.00
Mike Ast,17012,Speedy Mart (P),311 Haledon Ave,Passaic,Passaic,Passaic,Haledon,Off Premise,1,5754.00
Mike Ast,89005,Allendale Wine Shoppe,101 W Allendale Ave,Bergen,Bergen,Bergen,Allendale,Off Premise,1,5697.00
Mike Ast,95004,Franklin Lake Liq,799 Franklin Ave,Bergen,Bergen,Bergen,Franklin Lakes,Off Premise,1,4263.00
Mike Ast,88004,Discount Liq (P)_2,28 Franklin Tpke,Bergen,Bergen,Bergen,Waldwick,Off Premise,1,4203.00
Mike Ast,93009,Scherer & Company,7 Miller Road,Bergen,Bergen,Bergen,Mahwah,Off Premise,1,3957.00
Mike Ast,84010,Ridgewood Super Cellar,32 South Broad,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,3823.50
Mike Ast,93006,Mahwah Wine & Liquor (A),340 Ridge Rd Unit B,Bergen,Bergen,Bergen,Mahwah,Off Premise,1,3209.00
Mike Ast,87001,Uncorked Wine & Spirits (Hohokus),611 N Maple Ave,Bergen,Bergen,Bergen,Hohokus,Off Premise,1,2155.00
Mike Ast,84003,Stop & Shop (A)Ridgewood,175 Franklin Ave,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,1896.00
Mike Ast,84004,Quick Stop Liquor & Wine,83 Godwin Ave,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,1879.67
Mike Ast,83003,Beekman's Wines and Liquors,246 Rock Rd,Bergen,Bergen,Bergen,Glen Rock,Off Premise,1,1493.00
Mike Ast,84002,GREEN WAY MARKETS,112 N. Maple Ave,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,1351.00
