Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Area,Cases   2026
Brian Sengebush,230120,Village Saloon (P),712 Woodport Rd (Rte 181),Sparta,Sussex,170.00
Brian Sengebush,230430,Applebee's Grill(A)Newton,6 North Park Drive,Newton,Sussex,233.00
Brian Sengebush,190606,Peace Pipe Cc (P),1 Lee Road,Denville,Morris 1,241.00
Brian Sengebush,190910,NORTE 175,175 N Main St,Wharton,Morris 1,94.00
Brian Sengebush,230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,Sparta,Sussex,242.17
Brian Sengebush,190615,The Second Half On Main,5 E Main St Ste 15,Denville,Morris 1,149.00
Brian Sengebush,190724,PF Changs,375 mountain ave rockaway mall,Rockaway,Morris 1,58.00
Brian Sengebush,190807,The Club (NAFIB4-22-A-0036),Picatinny Arsenal 121 buffington road,Picatinny,Morris 1,85.00
Brian Sengebush,191704,Stonewood Tavern,239 Us-206 S.,Byram,Sussex,264.00
Brian Sengebush,230104,Mohawk House (P),3 S Sparta Ave,Sparta,Sussex,31.00
Brian Sengebush,230407,Fountain House (Z),439 NJ-94,Newton,Sussex,344.00
Brian Sengebush,230411,Cesco's Pizza (P),538 State Route 94 South,Fredon Township,Sussex,371.40
Brian Sengebush,191618,Polo's Bar And Grill,140 ledgewood ave,Netcong,Morris 1,235.00
Brian Sengebush,231713,Flatbrook Tap House (P),180 Us-206,Branchville,Sussex,117.00
Brian Sengebush,231718,Jumboland Diner,438 US-206,Branchville,Sussex,253.00
Brian Sengebush,230406,Bearbrook Valley,23 Players Blvd,Fredon Township,Sussex,34.00
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,901 Co Rd 521,Newton,Sussex,94.00
Brian Sengebush,190704,Tavern On The Rocks,9 Wall St,Rockaway,Morris 1,582.00
Brian Sengebush,231719,Layton Tavern,124 Co Rd 560,Layton,Sussex,446.00
Brian Sengebush,191510,Lola's Restaurant,300 Lakeside Ave,Hopatcong,Sussex,306.00
Brian Sengebush,191715,Shakey Jake's (P),134 NJ-183,Stanhope,Sussex,237.00
Brian Sengebush,230424,Moose Lodge 432,214 Co Rd 622,Fredon Township,Sussex,114.00
Brian Sengebush,191104,Chapala Grill - Lake Hopatcong,161 NJ-181,Lake Hopatcong,Morris 1,155.00
Brian Sengebush,190108,Harrigan's Rest. (P),144 Main Rd,Montville,Morris 1,388.67
Brian Sengebush,190914,Colossal Restaurant,392 N Main St,Wharton,Morris 1,5692.16
Brian Sengebush,230111,Rock Island Lake Club,485 Glen Rd,Sparta,Sussex,28.00
Brian Sengebush,191407,Pub 199,199 Howard Blvd,Mt Arlington,Morris 1,727.17
Chris Payton,81031,Yoshi Liq/Wine (P),96 W Midland Ave,Woodridge,Passaic,397542.81
Chris Payton,79002,Hollywd Liq&Deli (A),40 W Pleasant Ave,Maywood,Bergen,2483.00
Chris Payton,81001,B & B Liquors (Fair Lawn),13-05 River Road,Fair Lawn,Bergen,3539.00
Chris Payton,25034,Figlar's (P),327 Hope Ave,Clifton,Passaic,7485.00
Chris Payton,38001,JR Sports Bar & Liquors(Z),452 Passaic Ave,Lodi,Bergen,2296.00
Chris Payton,79004,Coronet Variety,138 West Pleasant Ave,Maywood,Bergen,1993.00
Chris Payton,45005,Colonial Bar,719 Grand Avenue,Ridgefield,Bergen,603.00
Chris Payton,38008,Shop Rite Liq.(A)Lodi,150 Main Str,Lodi,Bergen,6087.00
Chris Payton,39003,Pompei's Little Market,31 Calicooneck Rd,South Hackensac,Bergen,179.00
Chris Payton,81031,Rail Yard Tavern (P),14-26 Plaza Rd,Fair Lawn,Bergen,-8.00
Chris Payton,34003,Yoshi Liq/Wine (P),244 Boulevard,Hasbrouck Heights,Bergen,871.00
Chris Payton,34004,Princess Liquor's(P),441 Boulevard,Hasbrouck Heights,Bergen,965.00
Chris Payton,47019,Hilton Garden Inn Ridgefield Park,70 Challenger Rd,Ridgefield Park,Bergen,71.00
Chris Payton,47003,Mk Valencia Rest & Lg(P),228 Main Street,Ridgefield Park,Bergen,164.00
Chris Payton,38021,Buy Rite Of Main St Lodi,449 Main St,Lodi,Bergen,8360.83
Chris Payton,79005,Maywood Wine&Liq (A),117 E Passaic St,Maywood,Bergen,2817.00
Chris Payton,80010,Suburban Diner,172 Route 17 N,Paramus,Bergen,41.00
Chris Payton,35002,Woodridge Wines & Liq(A),206 Hackensack St,Woodridge,Bergen,5478.67
Chris Payton,38017,Quick Stop Food & Liq,93 S. Main St,Lodi,Bergen,3042.00
Chris Payton,38019,Circle Liquors,1- 6 South Main Street,Lodi,Bergen,6442.35
Chris Payton,47005,Exquisite W & L (A),215 Main St,Ridgefield Park,Bergen,9286.50
Chris Payton,50007,Welsh Farms,55 Queen Anne Road,Bogota,Bergen,3480.00
Chris Payton,38016,Lodi Liquor Store(P),25 C WASHINGTON STREET,Lodi,Bergen,4843.00
Chris Payton,76015,Discount Liq & Bar,606 Midland Ave,Saddle Brook,Bergen,3783.00
Chris Payton,80028,El Cid,205 Paramus Rd,Paramus,Bergen,182.00
Chris Payton,23006,46 Discount Liquor Store,519 Rt 46e (Piaget Ave),Clifton,Passaic,9571.00
Chris Payton,81012,Dutch House,24-07 Fair Lawn Ave,Fair Lawn,Bergen,341.00
Chris Payton,80023,Red Lobster Paramus,211 Rt 17,Paramus,Bergen,71.00
Chris Payton,34007,Liquor Masters (P),459 Route 17,Hasbrouck Heights,Bergen,2622.00
Chris Payton,25045,Clifton Disc Liq (A),73 Ackerman Ave Botony Pl,Clifton,Passaic,30071.50
Chris Payton,78013,J R W & Liq (A),332 Rochelle Ave,Rochelle Park,Bergen,2127.25
Chris Payton,35009,Fiesta (A),255 Route 17 S,Woodridge,Bergen,480.00
Chris Payton,76012,Excelsior (Z),190 Rte 46,Saddle Brook,Bergen,68.00
Chris Payton,50020,Wineland,247 Degraw Ave,Teaneck,Bergen,15429.00
Chris Payton,79007,Maywood Market(A),78 W Pleasant Avenue,Maywood,Bergen,1103.00
Chris Payton,81017,JJ's Pub,25-01 Broadway,Fair Lawn,Bergen,679.00
Chris Payton,34001,Meadowland Wine & Liquor,280 Valley Blvd,Woodridge,Bergen,1329.00
Chris Payton,76014,Que Pasta (A),326 Market St,Saddle Brook,Bergen,83.00
Chris Payton,47017,Westside Village (A),18 Paulison Ave,Ridgefield Park,Bergen,795.50
Chris Payton,78011,Nanni's (A),53 W Passaic St,Rochelle Park,Bergen,55.00
Chris Payton,47009,Iga Supermarkets (A),201-205 Main St,Ridgefield Park,Bergen,678.00
Chris Payton,80025,Paramus Food Center,548 Paramus Rd,Paramus,Bergen,1682.00
Chris Payton,38007,Garden Liquors (P),300 Harrison Ave,Lodi,Bergen,16467.33
Chris Payton,80053,Paramus Courtyard,320 Rte 17 No,Paramus,Bergen,38.00
Chris Payton,50016,Teaneck Quickshop(P)Conv,725 Cedar Lane,Teaneck,Bergen,5189.00
Chris Payton,34009,The Wine Rack Hasbrouck Hts,69 Route 17 South,Hasbrouck Heights,Bergen,2160.83
Chris Payton,50012,Ma'adan Catering,446 Cedar Lane,Teaneck,Bergen,17.00
Chris Payton,76001,Golden Pub (P),335 Market St,Saddle Brook,Bergen,169.00
Chris Payton,47011,Ridgefield Deli & Liq,284 Teaneck Road,Ridgefield Park,Bergen,44383.32
Chris Payton,81010,Morlot W & L (A),22-10 Morlot Ave,Fair Lawn,Bergen,1471.00
Chris Payton,81018,B R C Catering (P),24-20 Broadway,Fair Lawn,Bergen,225.00
Chris Payton,80029,Seoul Galbi,123 Paramus Rd,Paramus,Bergen,12.00
Chris Payton,80027,Ridgewood Country Club,96 W Midland Ave,Paramus,Bergen,492.17
Chris Payton,35001,Westmont Liquors 64,611 Avalon Drive,Woodridge,Bergen,9242.95
Chris Payton,46033,Discount Lqr(A) Outlet,15 Grand Ave,Palisades Park,Bergen,147120.27
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,Saddle Brook,Bergen,14992.33
Chris Payton,80035,Arcola Country C.,24 Paramus Rd,Paramus,Bergen,237.50
Chris Payton,76018,Krauszer Liquor,216 Midland Ave,Saddle Brook,Bergen,3548.33
Chris Payton,38040,Buy Rite Discount Liquor,183 Route 46 West,Lodi,Bergen,7856.17
Chris Payton,81011,Radburn Liquors (A,14-35 Plaza Rd,Fair Lawn,Bergen,2251.00
Chris Politano,31037,Delaware North Met Life Stadium,102 Route 120,East Rutherford,Bergen,5174.00
Chris Politano,31037,Delaware North Met Life Stadium,102 Route 120,East Rutherford,Bergen,5174.00
Dan Lagala,201096,Winston Wine & Liq,905 River Rd,Tenafly,Bergen,416257.60
Dan Lagala,44002,Wine And Food Mart (Z),589 Anderson Ave,Cliffside Park,Bergen,1613.00
Dan Lagala,44039,Villa Amalfi,793 Palisade Ave,Cliffside Park,Bergen,43.00
Dan Lagala,49045,Liquor World,1475 Bergen Blvd,Fort Lee,Bergen,10819.00
Dan Lagala,43029,El Tio Taco Ii,332 Bergen Blvd,Fairview,Bergen,12408.32
Dan Lagala,53004,Lefkes Restaurant,495 Sylvan Ave,Englewood Cliff,Bergen,311.00
Dan Lagala,44031,Viva La Margarita Cliffside Park,790 Anderson Ave,Cliffside Park,Bergen,146.00
Dan Lagala,49072,JJ Dak,144 Main St,Fort Lee,Bergen,114.00
Dan Lagala,49012,365 BBQ,176 Main St,Fort Lee,Bergen,28.00
Dan Lagala,43031,La Fortuna (P),430 Kamena St,Fairview,Bergen,225.00
Dan Lagala,46017,Mariachi (Roku) (Z),15 Grand Ave,Palisades Park,Bergen,135.00
Dan Lagala,45004,Ridgefield Liq (Z),520 Shaler Blvd,Ridgefield,Bergen,2732.33
Dan Lagala,46006,Rock 21,400 Bergen Blvd,Palisades Park,Bergen,160.00
Dan Lagala,43007,American Classic Liq,157 Anderson Ave,Fairview,Bergen,4065.00
Dan Lagala,44047,Sedona Tap House,679 Anderson Ave,Cliffside Park,Bergen,285.00
Dan Lagala,43004,Boulevard Liq.(Fairview),153 Bergen Blvd,Fairview,Bergen,8787.00
Dan Lagala,44049,Rome Liquor (Cliffside Park),743 Anderson Ave,Cliffside Park,Bergen,3596.00
Dan Lagala,54006,Tenafly Fine Wine & Spirits,14 Riveredge Rd,Tenafly,Bergen,3929.00
Dan Lagala,49071,Chillers Grill (A),2191 Fletcher Ave,Fort Lee,Bergen,31.00
Dan Lagala,44038,Palisadium Club,700 Palisadium Drive,Cliffside Park,Bergen,10.00
Dan Lagala,45002,JC&D Best Wine & Liquor,321 Broad Ave,Ridgefield,Bergen,2695.00
Dan Lagala,46002,Best Choice Liqrs (P),23 Broad Ave,Palisades Park,Bergen,2112.00
Dan Lagala,49048,River Palm (A),1416 River Rd,Edgewater,Bergen,174.00
Dan Lagala,49066,Mitsuwa Market (A),595 River Rd,Edgewater,Bergen,1975.00
Dan Lagala,43032,El Caporal Mexican Food,341 Anderson Ave,Fairview,Bergen,469.00
Dan Lagala,49076,Raku Izakaya (Z),209 Main Street,Fort Lee,Bergen,203.00
Dan Lagala,44040,Stop N Go Conven. (P),81 Palisade Ave,Cliffside Park,Bergen,6409.00
Dan Lagala,49053,Soho (Z),2027 Lemoine Ave,Fort Lee,Bergen,28.00
Dan Lagala,49083,Courtyard By Marriott Edgewater,3 Pembroke Rd,Edgewater,Bergen,100.00
Dan Lagala,45018,Duri Pocha,441 Broad Ave,Ridgefield,Bergen,47.00
Dan Lagala,43006,Fairview Liq & Groc.(A),36 Anderson Avenue,Fairview,Bergen,8636.00
Dan Lagala,43015,Kikos Liquors Ii,321 Anderson Ave,Fairview,Bergen,5788.00
Dan Lagala,44033,Brass Rail Pub_2,339 Palisade Ave,Cliffside Park,Bergen,236.00
Dan Lagala,48006,Andres Wine & Spirits,322 Broad Ave,Leonia,Bergen,1618.00
Dan Lagala,53005,Cliffs Steakhouse(A),18 Sylvan Ave,Englewood Cliff,Bergen,32.00
Dan Lagala,54007,Wine Ventures,7 Washington St,Tenafly,Bergen,1404.00
Dan Lagala,49044,Linwood Wine-Hudson Light,675 Park Ave,Fort Lee,Bergen,4466.00
Dan Lagala,46013,Boulevard Food Store,520a Bergen Blvd,Palisades Park,Bergen,1766.00
Dan Lagala,43005,Rome Liquors (Fairview),174 Anderson Ave,Fairview,Bergen,8939.67
Dan Lagala,49069,Pho 32,1645 Lemoine Ave,Fort Lee,Bergen,39.00
Dan Lagala,46015,Mukeunji (Z),421 Broad Ave,Palisades Park,Bergen,5210.00
Dan Lagala,44048,Clubhouse Cafe (P),661 Palisade Ave,Cliffside Park,Bergen,704.00
Dan Lagala,43019,Cast Iron Pot (A),356 Bergen Blvd,Fairview,Bergen,155.00
Dan Lagala,49041,WOOGA,1296 Palisade Ave,Fort Lee,Bergen,30.00
Dan Lagala,43002,Checo Supermarket,210 Anderson Ave,Fairview,Bergen,3587.00
Dan Lagala,44017,Frankie's Gastro,651 Anderson Ave,Cliffside Park,Bergen,1823.00
Dan Lagala,48005,Leonia Wine & Spirits,307 Broad Ave,Leonia,Bergen,605.00
Dan Lagala,49074,Dong Bang Grill,1616 Palisade Ave,Fort Lee,Bergen,40.00
Dan Lagala,44005,Winston Wine & Liq,659 Palisade Ave,Cliffside Park,Bergen,10092.35
Dan Lagala,44052,Minit Mart_2,237 Palisade Ave,Cliffside Park,Bergen,2608.00
Dan Lagala,44010,Garden State Food&Liq (P),666 Anderson Ave,Cliffside Park,Bergen,4745.00
Dan Lagala,49065,Haven Rest/Bar (A),2 Main St,Edgewater,Bergen,234.00
Dan Lagala,44008,GOGIYA,606 Anderson Ave,Cliffside Park,Bergen,20.00
Dan Lagala,49090,Homewood Suites Edgewater,10 The Promenade,Edgewater,Bergen,142.00
Dan Lagala,53002,Mr Bbq,150 Sylvan Way,Englewood Cliff,Bergen,48.00
Dan Lagala,49036,Junction Liquors,266 Columbia Ave,Fort Lee,Bergen,495.00
Dan Lagala,49033,Banner Liquor Iii,1175 Palisade Avenue,Fort Lee,Bergen,4415.00
Dan Lagala,49050,Bada Story (Z),799 Abbott Blvd,Fort Lee,Bergen,46.00
Dan Lagala,49055,Edgewater Liquor (A),547 River Road,Edgewater,Bergen,28256.88
Dan Lagala,49032,Fairway Mkt & Gift(A),1214 Anderson Ave,Fort Lee,Bergen,950.00
Dan Lagala,49031,Top Shelf Liquors,2450 Lemoine Ave,Fort Lee,Bergen,1587.00
Dan Lagala,46008,Bella Wine & Liquor,331 Broad Ave.,Palisades Park,Bergen,30851.43
Dan Lagala,46014,Soosang Hand Pocha,239 Broad Ave,Palisades Park,Bergen,160.00
Dan Lagala,46030,Elks Post 2475 (Z),536 10th St,Palisades Park,Bergen,25.00
Dan Lagala,43013,Buy Rite Of Fairview,201 Broad Ave,Fairview,Bergen,16697.00
Dan Lagala,44035,O'Malleys Pub LLC DBA Blackbird Pub,658 Anderson Ave,Cliffside Park,Bergen,370.00
Dan Lagala,49018,Jumong Restaurant,1550 Lemoine Ave,Fort Lee,Bergen,189.00
Dan Lagala,46012,Jay Cee (P) Deli & Liq.,246 Broad Ave,Palisades Park,Bergen,5212.00
Dan Lagala,49029,Obaltan,799 Abbott Blvd,Fort Lee,Bergen,40.00
Dan Lagala,44012,690 Park,690 Anderson Avenue,Cliffside Park,Bergen,3473.00
Dan Lagala,44028,512 Bar,512 Anderson Ave,Cliffside Park,Bergen,199.00
Dan Lagala,46010,So Noon Nan Jib,238 Broad Ave,Palisades Park,Bergen,74.00
Dan Lagala,49024,Ventana's Restaurant,200 Park Ave,Fort Lee,Bergen,126.00
Dan Lagala,46009,Banner Delicatessen,400 Broad Ave,Palisades Park,Bergen,73231.91
Dan Lagala,46027,Grand Wine Bar/Karaoke(Z),42 Broad Ave,Palisades Park,Bergen,181.00
Dan Lagala,53007,Giovanni's Bicycle Club,487 Sylvan Ave,Englewood Cliff,Bergen,80.00
Dan Lagala,44014,Campbell's Wines & Liquor,730 Anderson Ave,Cliffside Park,Bergen,146.00
Dan Lagala,44027,354 Steakhouse (A),354 Lawton Ave,Cliffside Park,Bergen,190.00
Dan Lagala,49034,In Napoli (A),116 Main St,Fort Lee,Bergen,248.00
Dan Lagala,49056,Hmart Fresh (P),1379 16th Street,Fort Lee,Bergen,872.00
Dan Lagala,53001,Brownstone Pancake Factor,717 E Palisade Ave,Englewood Cliff,Bergen,79.00
Dan Lagala,43022,C & C Bar Factory,560 Fairview Ave,Fairview,Bergen,77.30
Dan Lagala,49035,Gulf Express Fort Lee,1651 Bergen Blvd,Fort Lee,Bergen,1686.00
Dan Lagala,201096,Whole Foods #10102 (Edgewater),905 River Rd,Edgewater,Bergen,605.00
Dan Lagala,49016,Ipic Theaters,2023 Hudson St,Fort Lee,Bergen,219.00
Dan Lagala,46024,Anthony's Pharmacy,341 Broad Ave,Palisades Park,Bergen,348.00
Dan Lagala,49027,Linwood Wine-Linwood Plaza,102 Linwood Plaza,Fort Lee,Bergen,7208.33
Dan Lagala,46011,Han Mi Supermkt (A),220 Broad Ave,Palisades Park,Bergen,2615.00
Dan Lagala,45015,Tivoli Restaurant,533 Shaler Blvd,Ridgefield,Bergen,183.00
Dan Lagala,44025,Rudys (A),591 Anderson Ave,Cliffside Park,Bergen,402.00
Dan Lagala,49019,Bp Gas Station,1671 Bergen Blvd,Fort Lee,Bergen,2552.00
Dan Lagala,44006,Garden St. Wine & Liquor,461 Palisade Ave,Cliffside Park,Bergen,89184.58
Dan Lagala,44044,Sonsonate Rest(P),100 Palisade Ave,Cliffside Park,Bergen,827.00
Dan Lagala,49057,Gammeeok,485 Main St,Fort Lee,Bergen,20.00
Dan Lagala,46031,Kang Ho Dong,329 Bergen Blvd,Palisades Park,Bergen,60.00
Dan Lagala,48002,Manor Wine & Liquor,430 Broad Ave,Leonia,Bergen,1942.50
Dan Lagala,46003,Palisades Park Liq(P),100 E Columbia Ave,Palisades Park,Bergen,2955.00
Dan Lagala,44016,Liquor City(A)Cliffside,494 Anderson Ave,Cliffside Park,Bergen,10012.00
Dan Lagala,49061,Double Tree Hotel Ft Lee,2117 Route 4 E,Fort Lee,Bergen,126.00
Dan Lagala,46029,Hanam Daeji,445 Grand Ave,Palisades Park,Bergen,423.00
Dave Ehlers,58004,Wine And Liq Depot(A),953 Teaneck Rd,Totowa,Passaic,330858.53
Dave Ehlers,58004,Country Wine & Liquors,842 Kinderkamack Rd,River Edge,Bergen,1677.95
Dave Ehlers,56007,Portland Wine & Liquor,22 Portland Ave,Bergenfield,Bergen,14788.00
Dave Ehlers,52008,Englewood Liq (A),42 E Palisade Ave,Englewood,Bergen,1349.00
Dave Ehlers,40037,Parisi Deli,89 S State St,Hackensack,Bergen,167.00
Dave Ehlers,52013,Lulu Lounge,63 Nathaniel Pl,Englewood,Bergen,50.00
Dave Ehlers,40001,Bottle & Cork,380 W Pleasantview Ave,Hackensack,Bergen,6515.00
Dave Ehlers,52011,Englewood Wine (A),1 Engle St,Englewood,Bergen,17.00
Dave Ehlers,52019,W E Beverage (A),91 W Palisade Ave,Englewood,Bergen,7307.00
Dave Ehlers,41012,Deli Mart (A),789 Main St,Hackensack,Bergen,5206.00
Dave Ehlers,58001,Total Wine & More (River Edge),1001 Main St,River Edge,Bergen,61393.00
Dave Ehlers,40022,Buy Rite Of Hackensack,410 River St,Hackensack,Bergen,19305.50
Dave Ehlers,41005,George's Liq,130 Anderson St,Hackensack,Bergen,5826.00
Dave Ehlers,39012,Wine And Liq Depot(A),310 Huyler St,South Hackensac,Bergen,14083.00
Dave Ehlers,14007,Total Wine & More (Totowa),465 US Highway 46,Totowa,Passaic,62733.00
Dave Ehlers,52004,Grand Liquor & Delicatesen,124 Grand Ave.,Englewood,Bergen,701.00
Dave Ehlers,50013,Wine & More (P),953 Teaneck Rd,Teaneck,Bergen,13110.71
Dave Ehlers,40010,Hackensack Liquors,500 South River St,Hackensack,Bergen,13507.00
Dave Ehlers,57006,New Milford Liquors,401 River Rd,New Milford,Bergen,2761.00
Dave Ehlers,52015,Shop Rite Liq (A)Englewd,53 Nathaniel Pl,Englewood,Bergen,24974.00
Dave Ehlers,56008,Bergenfield Liq & Fw,5 S Washington Ave,Bergenfield,Bergen,11213.00
Dave Ehlers,51013,G & G Liquors,1435 Teaneck Rd,Teaneck,Bergen,4705.00
Dave Ehlers,40004,Simple Simon's (Z),337 Essex St,Hackensack,Bergen,6929.00
Dave Ehlers,52029,Santa Barbara,79 Slocum Ave,Englewood,Bergen,495.00
Dave Ehlers,51008,H & R Disc. Liq (P),1350-1352 Teaneck Rd,Teaneck,Bergen,5314.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,710 River Rd,New Milford,Bergen,4348.00
Dave Ehlers,51018,Teaneck Discount Liquor,764 New Bridge Road,Teaneck,Bergen,2516.17
Dave Ehlers,57001,Barrel & Brew Bar & Liq,868-872 River Rd,New Milford,Bergen,20023.20
Dave Ehlers,56013,Time Lounge And Liq (A),487-489 S Washington Ave,Bergenfield,Bergen,6984.00
Dave Ehlers,58002,River Edge Wine & Liquor,504 Kinderkamack Rd,River Edge,Bergen,2131.00
Dave Ehlers,52025,Englewood Wine and Spirits,481 N Dean St,Englewood,Bergen,2691.00
Dave Ehlers,41015,99 Ranch Market,450 Hackensack Ave,Hackensack,Bergen,977.00
Dave Ehlers,51004,Fill Er Up Kosher Wine(P),174 West Englewood Ave,Teaneck,Bergen,557.00
Dave Ehlers,51012,Teaneck Liquors,1531 Teaneck Rd,Teaneck,Bergen,802.00
Dave Ehlers,40017,Essex St Liquor and Wine,214 Essex St,Hackensack,Bergen,5702.00
Default,120002,Watershed Pub & Deli (P),62 Old Route 23,Newfoundland,Passaic,2106.00
Default,120002,PICNIC,150 Wagaraw Road,Hawthorne,Passaic,759.00
Default,12089,FRANKFORD FD / NJ STATE FAIR,34 PLAINS ROAD,Augusta,Passaic,1347.00
Default,1001,Watershed Pub & Deli (P),62 Old Route 23,Newfoundland,Passaic,0.00
Derrick Laws,27027,Yaremy Liquors,895 Paulison Ave,Woodland Park,Passaic,726217.88
Derrick Laws,20040,Hiciano Liquor Store,71 73 Park Ave,Paterson,Passaic,5805.00
Derrick Laws,21045,Dorta Liquor (A),353 21st Ave,Paterson,Passaic,7703.00
Derrick Laws,17002,Hillcrest Liqrs (A),168 Union Ave,Paterson,Passaic,4432.00
Derrick Laws,20041,Yaremy Liquors,29 Park Ave,Paterson,Passaic,1160.00
Derrick Laws,20075,Griselda Rest.(A),81 Market Street,Paterson,Passaic,90.00
Derrick Laws,15020,Angel's Wine & Liquors,78 North 6th St,Paterson,Passaic,3448.00
Derrick Laws,21035,M & R Disc (A) Liqs.,408 21st Ave,Paterson,Passaic,5460.00
Derrick Laws,20080,Raphael & Angel Liq (A),390 Main St,Paterson,Passaic,8612.00
Derrick Laws,20066,J & B Bar & Liq (Z),468 Broadway,Paterson,Passaic,3706.00
Derrick Laws,15012,Pal's Liquor,241 Union Ave,Paterson,Passaic,10022.00
Derrick Laws,15069,Mexico Bar & Grill,246 Mcbride Ave,Paterson,Passaic,828.00
Derrick Laws,20037,The Point Liquor & Bar,620 Main Street,Paterson,Passaic,20740.53
Derrick Laws,21033,The Liquor Shop,498 E 30th Street,Paterson,Passaic,23526.00
Derrick Laws,20030,10th Ave Liq & Food (P),350 10th Ave,Paterson,Passaic,6023.00
Derrick Laws,22067,Gonzalez Liq & Bar(A),105 Park Ave,Paterson,Passaic,35414.82
Derrick Laws,20089,Carlitto's Bar(P),402 Main Street,Paterson,Passaic,284.00
Derrick Laws,15008,Westmount Country Club,728 Rifle Camp Road,Woodland Park,Passaic,273.00
Derrick Laws,20060,Moya E.Bar&Liq.(Z),428 East 18th St,Paterson,Passaic,4683.50
Derrick Laws,21050,Quis Queya Liquor(P),586 21st Avenue,Paterson,Passaic,11603.00
Derrick Laws,20005,La Sorpresa Liq (P),115 4th Ave,Paterson,Passaic,9419.00
Derrick Laws,22022,C Town (A),680 Main Street,Paterson,Passaic,25894.73
Derrick Laws,22006,Ant's Bar & Liquors,16 Mary Street,Paterson,Passaic,71076.15
Derrick Laws,15023,Santana's Sport(P)Bella,215 Market St,Paterson,Passaic,9618.75
Derrick Laws,22032,Economy Liquors,186 5th Ave,Paterson,Passaic,16439.00
Derrick Laws,21031,Broadway Liq (A),732 Broadway,Paterson,Passaic,5426.50
Derrick Laws,20048,Downtown Cafe (P),29 Church St,Paterson,Passaic,320.00
Derrick Laws,21048,Ferraro's Liquor,423 21st Avenue,Paterson,Passaic,10119.00
Derrick Laws,20126,Scheps Discount Bar/Liq,152 23rd Avenue,Paterson,Passaic,169480.89
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,171 Browertown Rd,Little Falls,Passaic,24081.00
Derrick Laws,20027,230 Liq & Groc.(A),230 Rosa Parks Blvd,Paterson,Passaic,8210.00
Derrick Laws,20038,Patsy's (A) Tavern,72 7th Ave,Paterson,Passaic,88.00
Derrick Laws,21001,Rocky's Liquor Store,48-50 Third Avenue,Paterson,Passaic,3089.00
Derrick Laws,20129,Main Discount (P) Liqs.,1137 Main St,Paterson,Passaic,235.00
Derrick Laws,21012,Elks Ldge 333 (Z) Pater.,272 Ellison St,Paterson,Passaic,328.00
Derrick Laws,20058,Krystal Bar(P) & Liqs.,123 Highland St,Paterson,Passaic,4949.00
Derrick Laws,20131,El Fogon Rest,475 Union Avenue,Paterson,Passaic,3132.00
Derrick Laws,20079,Limestone Liquors (A),349 Union Ave,Paterson,Passaic,9574.00
Derrick Laws,22053,Rincon Centroamericano,197 Market St,Paterson,Passaic,376.00
Derrick Laws,20127,Brothers A&C Pizza (P),343 21st Avenue,Paterson,Passaic,1159.00
Derrick Laws,20028,Integrity Masonic,224 Broadway,Paterson,Passaic,2113.50
Derrick Laws,23004,Shop Rite Wines/Spirits,895 Paulison Ave,Clifton,Passaic,176504.01
Derrick Laws,27027,Shamrock B&G (P),13 Hoover Ave,Passaic,Passaic,206.00
Derrick Laws,15013,El Oasis,450 Union Ave,Paterson,Passaic,8202.00
Derrick Laws,15037,Liquor Gallery (Paterson),459 Mcbride Ave,Paterson,Passaic,6260.50
Derrick Laws,20025,Mercer Bar & Liquors,73 Mercer St,Paterson,Passaic,6103.00
Dylan Rubino,28006,J B Liquors_2,46 Ridge Road,North Arlington,Bergen,1343.00
Dylan Rubino,28006,J B Liquors_2,46 Ridge Road,North Arlington,Bergen,1343.00
Jaime Colonna,49001,One Stop Wine (A) & Liq,592 Ridge Road,North Arlington,Bergen,1878.00
Jaime Colonna,28001,One Stop Wine (A) & Liq,592 Ridge Road,North Arlington,Bergen,1299.00
Jaime Colonna,49001,Don Coqui,541 River Rd,Edgewater,Bergen,579.00
Javier Melo,38046,Venus Bar & Restaurant,952 Main Ave,Wallington,Passaic,409622.04
Javier Melo,27044,Clary's Restaurant & Bar,196 Monroe St,Passaic,Passaic,538.00
Javier Melo,27034,Liquor Stop (Passaic),321 Broadway,Passaic,Passaic,5774.00
Javier Melo,22065,Mambo Lounge (P),62-64 Dover St,Paterson,Passaic,1677.00
Javier Melo,20021,Diamond Liquors (P),507 Summer St,Paterson,Passaic,10136.00
Javier Melo,21026,C Town Supermarket(P),444 20th Avenue,Paterson,Passaic,6453.00
Javier Melo,27051,Factory 220,220 Passaic St,Passaic,Passaic,228.00
Javier Melo,15014,Deli Parchardo Liquors,111 N Main St,Paterson,Passaic,2407.00
Javier Melo,27055,Don Lalo Restaurant,879 Main Ave,Passaic,Passaic,188.00
Javier Melo,24034,La Fortaleza (Clifton),590 Lexington Ave,Clifton,Passaic,478.00
Javier Melo,27119,El Chever (P),228 Washington Pl,Passaic,Passaic,10.00
Javier Melo,27144,La Fortaleza (Passaic),32 Market St,Passaic,Passaic,3109.50
Javier Melo,21005,La Fuente Bar (A),43 Ellison Street,Paterson,Passaic,461.00
