Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Product Num,Product Name,Date,Buyer Count   1/1/2025 - 12/31/2026,Units   1/1/2025 - 12/31/2026,Revenue   1/1/2025 - 12/31/2026,Gross Profit   1/1/2025 - 12/31/2026
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,1/21/2026,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,5/14/2025,1.00,2.00,$54.67,$18.64
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Pequannock,Morris 3,201077,Green River Honey 1/750 mL Btl,7/17/2026,1.00,1.00,$20.00,$7.65
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201054,Green River Wheated 1/750 mL,10/23/2025,1.00,6.00,$162.00,$53.91
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201076,Green River Wheated Full Proof 1/750 ml Btl,4/30/2026,1.00,6.00,$218.00,$60.91
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,201053,Green River Rye 1/750 mL,2/4/2025,1.00,1.00,$27.33,$9.32
Allison Scott,1005,Grasshopper Irish Pub (A),2891 Route 23,Newfoundland,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,7/17/2026,1.00,1.00,$36.67,$13.15
Allison Scott,24056,Jaime's (A),915 Bloomfield Ave,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/4/2025,1.00,1.00,$34.67,$0.49
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201053,Green River Rye 1/750 mL,5/7/2026,1.00,1.00,$26.83,$8.82
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201054,Green River Wheated 1/750 mL,4/30/2026,1.00,6.00,$154.00,$45.91
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Wayne,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/5/2025,1.00,6.00,$196.00,$54.91
Allison Scott,12022,Grasshopper Too (A),26 Erie Ave,Wayne,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,7/17/2026,1.00,1.00,$36.67,$13.15
Allison Scott,8015,Thatcher Mc Ghees (A),6 Wanaque Ave,Pompton Lakes,Passaic-FF,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/27/2025,1.00,1.00,$34.67,$0.49
Allison Scott,24048,Dante's,955 Valley Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/28/2025,1.00,1.00,$34.67,$0.49
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,9/9/2025,1.00,2.00,$58.66,$22.63
Allison Scott,24048,Dante's,955 Valley Rd,Clifton,Passaic,201053,Green River Rye 1/750 mL,2/28/2025,1.00,1.00,$27.33,$9.32
Allison Scott,14010,Uncorked (P),650 Union Blvd,Totowa,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/8/2026,1.00,1.00,$36.67,$13.15
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/4/2026,1.00,1.00,$36.67,$13.15
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,10/7/2025,1.00,1.00,$36.67,$13.15
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,201051,Green River Bourbon 1/750 mL Btl,2/4/2025,1.00,1.00,$27.33,$9.32
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/29/2026,1.00,1.00,$36.67,$13.15
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,1/6/2026,1.00,1.00,$26.83,$8.82
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,6/9/2026,1.00,2.00,$77.33,$22.79
Allison Scott,24044,Pub 46 B & G (Z),1081 Rt 46 East,Clifton,Passaic,201051,Green River Bourbon 1/750 mL Btl,2/5/2025,1.00,1.00,$27.33,$9.32
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/24/2025,1.00,1.00,$34.50,$34.32
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Wayne,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/29/2025,1.00,1.00,$38.67,$12.49
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,7/14/2026,1.00,1.00,$36.67,$13.15
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/26/2026,1.00,5.00,$188.33,$57.43
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201051,Green River Bourbon 1/750 mL Btl,4/30/2026,1.00,6.00,$154.00,$45.91
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/24/2025,1.00,1.00,$38.33,$12.15
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Clifton,Passaic,201054,Green River Wheated 1/750 mL,5/29/2026,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,4/22/2025,1.00,2.00,$54.67,$18.64
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Pequannock,Morris 3,201051,Green River Bourbon 1/750 mL Btl,6/6/2025,1.00,1.00,$27.33,$9.32
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Clifton,Passaic,201077,Green River Honey 1/750 mL Btl,5/29/2026,1.00,1.00,$20.00,$7.65
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,2/25/2025,1.00,1.00,$27.33,$9.32
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/5/2025,1.00,6.00,$218.00,$60.91
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Hawthorne,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/22/2025,1.00,2.00,$68.00,$67.64
Allison Scott,8015,Thatcher Mc Ghees (A),6 Wanaque Ave,Pompton Lakes,Passaic-FF,201077,Green River Honey 1/750 mL Btl,7/15/2026,1.00,1.00,$20.00,$7.65
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,4/8/2025,1.00,2.00,$54.67,$18.64
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201054,Green River Wheated 1/750 mL,12/18/2025,1.00,6.00,$161.00,$52.91
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201066,Green River Single Barrel GSPD #1 1/750 mL,4/30/2026,1.00,6.00,$267.96,$71.87
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Hawthorne,Passaic,201051,Green River Bourbon 1/750 mL Btl,1/22/2025,1.00,2.00,$54.00,($160.36)
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,3/27/2026,1.00,-1.00,($37.67),($11.49)
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201054,Green River Wheated 1/750 mL,11/20/2025,1.00,6.00,$161.00,$52.91
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/27/2025,1.00,1.00,$38.67,$12.49
Allison Scott,12022,Grasshopper Too (A),26 Erie Ave,Wayne,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/14/2025,1.00,1.00,$34.67,$11.15
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,5/5/2026,1.00,2.00,$53.67,$17.64
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/27/2026,1.00,-5.00,($188.33),($57.43)
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,11/18/2025,1.00,1.00,$26.83,$8.82
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201077,Green River Honey 1/750 mL Btl,5/8/2026,1.00,6.00,$115.00,$40.91
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,9/24/2025,1.00,1.00,$29.33,$11.32
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,10/7/2025,1.00,1.00,$36.67,$13.15
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,201051,Green River Bourbon 1/750 mL Btl,10/20/2025,1.00,1.00,$29.33,$11.32
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,6/10/2025,1.00,1.00,$27.33,$9.32
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,1.00,$34.67,$11.15
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/4/2025,1.00,1.00,$38.67,$12.49
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Wayne,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/11/2025,1.00,1.00,$34.67,$11.15
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/24/2025,1.00,1.00,$38.33,$38.15
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201053,Green River Rye 1/750 mL,3/27/2026,1.00,1.00,$26.83,$8.82
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/25/2026,1.00,1.00,$36.67,$13.15
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201054,Green River Wheated 1/750 mL,5/5/2026,1.00,1.00,$26.83,$8.82
Allison Scott,14010,Uncorked (P),650 Union Blvd,Totowa,Passaic,201054,Green River Wheated 1/750 mL,4/8/2026,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201054,Green River Wheated 1/750 mL,4/8/2026,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,3/3/2026,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/8/2025,1.00,1.00,$38.67,$12.49
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/28/2026,1.00,3.00,$122.00,$43.46
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,10/2/2025,1.00,1.00,$29.33,$11.32
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,4/30/2026,1.00,6.00,$218.00,$60.91
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201054,Green River Wheated 1/750 mL,3/27/2026,1.00,5.00,$134.17,$44.09
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Pequannock,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/6/2025,1.00,1.00,$34.67,$11.15
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,5/27/2025,1.00,2.00,$54.67,$18.64
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/13/2026,1.00,1.00,$36.67,$13.15
Allison Scott,24056,Jaime's (A),915 Bloomfield Ave,Clifton,Passaic,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,3/4/2025,1.00,1.00,$38.67,$12.49
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,10/28/2025,1.00,1.00,$27.00,$8.99
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,17009,Jimmy Geez (P),436 Belmont Ave,Haledon,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/5/2025,1.00,1.00,$34.67,$11.15
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Clifton,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/29/2026,1.00,1.00,$40.67,$14.49
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Clifton,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/18/2025,1.00,1.00,$34.67,$11.15
Allison Scott,14003,Murph's Bar & Liquor,375 Union Blvd,Totowa,Passaic,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,12/2/2025,1.00,2.00,$77.33,$24.97
Allison Scott,25056,Emerald Corner (Z),12 Oak St,Clifton,Passaic,201077,Green River Honey 1/750 mL Btl,7/17/2026,1.00,1.00,$20.00,$7.65
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,11/4/2025,1.00,1.00,$26.83,$8.82
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Hawthorne,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/21/2026,1.00,1.00,$40.67,$14.49
Allison Scott,24038,J. Alexander's Restaurant,405 Allwood Road,Clifton,Passaic,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/13/2025,1.00,2.00,$76.67,$24.30
Allison Scott,15006,Great Notch Inn(Z),400 Us 46 West,Little Falls,Passaic,201053,Green River Rye 1/750 mL,6/5/2025,1.00,1.00,$27.33,$9.32
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,11/25/2025,1.00,1.00,$26.83,$8.82
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,10/21/2025,1.00,1.00,$29.33,$11.32
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Pequannock,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/25/2025,1.00,1.00,$34.67,$11.15
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,7/2/2025,1.00,1.00,$27.33,$9.32
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/5/2025,1.00,6.00,$218.00,$60.91
Allison Scott,24038,J. Alexander's Restaurant,405 Allwood Road,Clifton,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/13/2025,1.00,2.00,$76.67,$24.30
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Pompton Lakes,Passaic-FF,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/5/2025,1.00,6.00,$218.00,$60.91
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Wayne,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/30/2025,1.00,2.00,$76.67,$24.30
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,11/11/2025,1.00,1.00,$26.83,$8.82
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/5/2025,1.00,1.00,$34.67,$11.15
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,3/26/2026,1.00,1.00,$37.67,$11.49
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Clifton,Passaic,201051,Green River Bourbon 1/750 mL Btl,2/18/2025,1.00,1.00,$27.33,$9.32
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,201054,Green River Wheated 1/750 mL,10/20/2025,1.00,1.00,$29.33,$11.32
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris 3,201051,Green River Bourbon 1/750 mL Btl,2/3/2026,1.00,1.00,$26.83,$8.82
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/6/2025,1.00,6.00,$222.00,$64.91
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/17/2025,1.00,6.00,$218.00,$60.91
Anthony Palmisano,7001,Home Wine and Liquors,92 RT 23,Riverdale,Morris 3,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/10/2026,1.00,6.00,$226.00,$68.91
Anthony Palmisano,10003,Buy Rite W &L Pompton(P),500 NJ-23,Pompton Plains,Morris 3,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/9/2026,1.00,6.00,$226.00,$68.91
Anthony Palmisano,1031,Highland Wine&Liquor Inc,1926 Union Valley Rd K,Hewitt,Passaic-FF,201051,Green River Bourbon 1/750 mL Btl,6/6/2025,1.00,6.00,$162.00,$53.91
Anthony Palmisano,7001,Home Wine and Liquors,92 RT 23,Riverdale,Morris 3,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,7/7/2026,1.00,6.00,$226.00,$68.91
Anthony Palmisano,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,Sussex,201054,Green River Wheated 1/750 mL,4/25/2025,1.00,2.00,$54.67,$18.64
Anthony Palmisano,3001,Best Cellars (Wanaque),1069 Ringwood Ave,Wanaque,Passaic-FF,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/29/2025,1.00,6.00,$226.00,$68.91
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/20/2026,1.00,6.00,$218.00,$60.91
Anthony Palmisano,6002,Roserne Liquors North,1150 NJ-23,Kinnelon,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/21/2025,1.00,1.00,$34.50,$34.32
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,Sussex,201051,Green River Bourbon 1/750 mL Btl,3/13/2026,1.00,6.00,$161.00,$52.91
Anthony Palmisano,6002,Roserne Liquors North,1150 NJ-23,Kinnelon,Morris 3,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/21/2025,1.00,1.00,$38.33,$38.15
Anthony Palmisano,2003,Ringwood W&L,130 Skyline Drive,Ringwood,Passaic-FF,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/13/2025,1.00,2.00,$75.33,$22.97
Anthony Palmisano,231213,The Kites (P),2 Chamonix Drive,Vernon,Sussex,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/9/2025,1.00,2.00,$69.33,$22.30
Anthony Palmisano,3005,Usa Wine Traders (Wanaque),207 Ringwood Ave,Wanaque,Passaic-FF,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/22/2025,1.00,6.00,$196.00,$194.91
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,11/20/2025,1.00,6.00,$218.00,$60.91
Anthony Palmisano,2003,Ringwood W&L,130 Skyline Drive,Ringwood,Passaic-FF,201052,Green River Full Proof 1/750 mL,3/13/2025,1.00,3.00,$113.00,$34.46
Anthony Palmisano,3001,Best Cellars (Wanaque),1069 Ringwood Ave,Wanaque,Passaic-FF,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/30/2025,1.00,6.00,$226.00,$68.91
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,4/17/2025,1.00,6.00,$218.00,$60.91
Anthony Palmisano,3001,Best Cellars (Wanaque),1069 Ringwood Ave,Wanaque,Passaic-FF,201051,Green River Bourbon 1/750 mL Btl,1/30/2025,1.00,6.00,$162.00,($481.09)
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201054,Green River Wheated 1/750 mL,2/17/2026,1.00,12.00,$322.00,$105.82
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/20/2026,1.00,6.00,$196.00,$54.91
Anthony Palmisano,5006,Roserne Pkg Store South,1477 NJ-23,Butler,Morris 3,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/15/2025,1.00,12.00,$436.00,$433.82
Anthony Palmisano,7001,Home Wine and Liquors,92 RT 23,Riverdale,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,10/14/2025,1.00,2.00,$73.33,$26.30
Anthony Palmisano,4004,The River Of Beer,133 Main St,Bloomingdale,Passaic,201054,Green River Wheated 1/750 mL,9/18/2025,1.00,1.00,$29.33,$11.32
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,Sussex,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/28/2025,1.00,6.00,$204.00,$202.91
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/17/2025,1.00,6.00,$196.00,$54.91
Anthony Palmisano,7001,Home Wine and Liquors,92 RT 23,Riverdale,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/10/2026,1.00,6.00,$208.00,$66.91
Anthony Palmisano,5006,Roserne Pkg Store South,1477 NJ-23,Butler,Morris 3,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/15/2025,1.00,6.00,$218.00,$216.91
Anthony Palmisano,5001,River Place Food Store,1284 Rt. 23,Butler,Morris 3,201051,Green River Bourbon 1/750 mL Btl,4/10/2026,1.00,6.00,$161.00,$52.91
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,Sussex,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/15/2026,1.00,6.00,$208.00,$66.91
Anthony Palmisano,5001,River Place Food Store,1284 Rt. 23,Butler,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/10/2026,1.00,6.00,$208.00,$66.91
Anthony Palmisano,3011,Flip's Bar (P),18 Railroad Ave,Wanaque,Passaic-FF,201051,Green River Bourbon 1/750 mL Btl,6/26/2025,1.00,2.00,$54.67,$18.64
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/23/2025,1.00,6.00,$222.00,$220.91
Anthony Palmisano,4004,The River Of Beer,133 Main St,Bloomingdale,Passaic,201054,Green River Wheated 1/750 mL,10/30/2025,1.00,6.00,$148.02,$39.93
Anthony Palmisano,231213,The Kites (P),2 Chamonix Drive,Vernon,Sussex,201051,Green River Bourbon 1/750 mL Btl,8/21/2025,1.00,1.00,$29.33,$11.32
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201052,Green River Full Proof 1/750 mL,11/13/2025,1.00,12.00,$436.00,$121.82
Anthony Palmisano,4004,The River Of Beer,133 Main St,Bloomingdale,Passaic,201054,Green River Wheated 1/750 mL,10/1/2025,1.00,6.00,$162.00,$53.91
Anthony Palmisano,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,Sussex,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/22/2025,1.00,4.00,$138.00,$43.94
Anthony Palmisano,1031,Highland Wine&Liquor Inc,1926 Union Valley Rd K,Hewitt,Passaic-FF,201077,Green River Honey 1/750 mL Btl,5/29/2026,1.00,6.00,$115.00,$40.91
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201053,Green River Rye 1/750 mL,4/17/2025,1.00,6.00,$154.00,$45.91
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,201051,Green River Bourbon 1/750 mL Btl,11/13/2025,1.00,12.00,$308.00,$91.82
Anthony Palmisano,5006,Roserne Pkg Store South,1477 NJ-23,Butler,Morris 3,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/15/2025,1.00,12.00,$392.00,$389.82
