Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Product Num,Product Name,Date,Buyer Count   1/1/2025 - 12/31/2026,Units   1/1/2025 - 12/31/2026,Revenue   1/1/2025 - 12/31/2026,Gross Profit   1/1/2025 - 12/31/2026
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/17/2025,1.00,2.00,$77.33,$24.97
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,7/3/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/25/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,9/15/2025,1.00,3.00,$307.98,$75.45
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201052,Green River Full Proof 1/750 mL,11/13/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/7/2025,1.00,2.00,$74.00,$21.64
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/7/2025,1.00,1.00,$38.33,$12.15
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/23/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/27/2025,1.00,6.00,$218.00,$216.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/29/2025,1.00,2.00,$75.33,$22.97
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201051,Green River Bourbon 1/750 mL Btl,12/29/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201054,Green River Wheated 1/750 mL,11/17/2025,1.00,6.00,$161.00,$52.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/27/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,6/29/2026,1.00,3.00,$325.98,$93.44
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/6/2025,1.00,18.00,$654.00,$182.73
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201054,Green River Wheated 1/750 mL,5/22/2025,1.00,6.00,$162.00,$53.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,8/25/2025,1.00,6.00,$208.00,$66.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201053,Green River Rye 1/750 mL,10/23/2025,1.00,6.00,$152.00,$43.91
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/28/2025,1.00,3.00,$115.00,$36.46
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/1/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/27/2025,1.00,6.00,$218.00,$216.91
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/11/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/18/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,11/6/2025,1.00,3.00,$325.98,$93.44
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/30/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/17/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,74005,Winemart Discount,700 Broadway Suite 42,Westwood,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/24/2026,1.00,2.00,$69.33,$22.30
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201053,Green River Rye 1/750 mL,2/11/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,11/7/2025,1.00,2.00,$75.33,$22.97
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,12.00,$392.00,$109.82
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,10/14/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201054,Green River Wheated 1/750 mL,2/26/2026,1.00,6.00,$161.00,$52.91
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/20/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,6/30/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,68002,Wine And Beverage Spirits,14 Bi State Shop Ctr 72d,Old Tappan,Bergen,201051,Green River Bourbon 1/750 mL Btl,7/24/2025,1.00,6.00,$162.00,$53.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,11/5/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,11/20/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/4/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201077,Green River Honey 1/750 mL Btl,5/7/2026,1.00,6.00,$115.00,$40.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201053,Green River Rye 1/750 mL,2/6/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/7/2025,1.00,2.00,$74.00,$21.64
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/8/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/1/2025,1.00,2.00,$81.33,$28.97
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201054,Green River Wheated 1/750 mL,11/5/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/2/2025,1.00,2.00,$75.33,$22.97
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/24/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,7/7/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/13/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201052,Green River Full Proof 1/750 mL,8/15/2025,1.00,1.00,$40.67,$14.49
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,6/19/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201054,Green River Wheated 1/750 mL,12/16/2025,1.00,30.00,$770.00,$229.55
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/6/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/6/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,72001,Cambridge Wines (Woodcliff Lake),500 Chestnut Ridge Rd #4,Woodcliff Lake,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/11/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,9/15/2025,1.00,3.00,$307.98,$75.45
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,12/16/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/24/2026,1.00,12.00,$392.00,$109.82
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201053,Green River Rye 1/750 mL,12/11/2025,1.00,-1.00,($27.00),($8.99)
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201076,Green River Wheated Full Proof 1/750 ml Btl,3/30/2026,1.00,6.00,$226.00,$68.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201051,Green River Bourbon 1/750 mL Btl,11/24/2025,1.00,6.00,$161.00,$52.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201054,Green River Wheated 1/750 mL,4/10/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,6/20/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201052,Green River Full Proof 1/750 mL,8/11/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,9/15/2025,1.00,3.00,$307.98,$75.45
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,7/30/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/25/2025,1.00,0.00,$0.00,$0.00
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/29/2025,1.00,12.00,$436.00,$121.82
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201051,Green River Bourbon 1/750 mL Btl,3/27/2026,1.00,2.00,$53.67,$17.64
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201051,Green River Bourbon 1/750 mL Btl,4/10/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/25/2026,1.00,6.00,$226.00,$68.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,12/1/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201054,Green River Wheated 1/750 mL,3/25/2026,1.00,6.00,$154.00,$45.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/5/2025,1.00,6.00,$204.00,$62.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,8/25/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,11/20/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201053,Green River Rye 1/750 mL,4/16/2026,1.00,6.00,$154.00,$45.91
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/11/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,70003,Montvale Wine & Spirits,18 S. Kinderkamack Rd,Montvale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/24/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,8/5/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,Oradell,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,9/25/2025,1.00,-6.00,($218.00),($60.91)
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,6/20/2025,1.00,2.00,$209.33,$54.30
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/4/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201052,Green River Full Proof 1/750 mL,2/3/2026,1.00,1.00,$40.67,$14.49
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/15/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201051,Green River Bourbon 1/750 mL Btl,1/14/2026,1.00,6.00,$154.00,$45.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/1/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,4/10/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/15/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/6/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,6/20/2025,1.00,2.00,$209.33,$54.30
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,9/23/2025,1.00,6.00,$615.96,$150.87
Shane Barreca,75002,Shop Rite Liq (A)Emerson,425 Old Hook Rd,Emerson,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,10/14/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201052,Green River Full Proof 1/750 mL,10/23/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/28/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201051,Green River Bourbon 1/750 mL Btl,9/4/2025,1.00,6.00,$152.00,$43.91
Shane Barreca,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,Oradell,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/17/2025,1.00,12.00,$436.00,$121.82
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/4/2025,1.00,12.00,$436.00,$121.82
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/7/2025,1.00,2.00,$77.33,$24.97
Shane Barreca,55001,Coasters Liquors,37 Union Ave,Cresskill,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,9/10/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/5/2026,1.00,6.00,$208.00,$66.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/19/2025,1.00,6.00,$204.00,$62.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201053,Green River Rye 1/750 mL,1/15/2026,1.00,6.00,$154.00,$45.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/11/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,12/11/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201064,Bardstown Collaboration Series Silver Oak 1/750 mL Btl,5/21/2025,1.00,1.00,$105.67,$28.15
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201051,Green River Bourbon 1/750 mL Btl,11/13/2025,1.00,12.00,$308.00,$91.82
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/10/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/19/2025,1.00,6.00,$196.00,$54.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,6/29/2026,1.00,3.00,$325.98,$93.44
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,10/9/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,12/11/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,12/26/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,8/4/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,7/3/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,5/15/2025,1.00,6.00,$218.00,$60.91
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/4/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201054,Green River Wheated 1/750 mL,1/27/2025,1.00,6.00,$154.00,$152.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,12/1/2025,1.00,1.00,$40.67,$14.49
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,4/8/2025,1.00,1.00,$105.67,$28.15
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,6/2/2025,1.00,1.00,$37.67,$11.49
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201053,Green River Rye 1/750 mL,12/1/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,55001,Coasters Liquors,37 Union Ave,Cresskill,Bergen,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,9/10/2025,1.00,1.00,$105.67,$28.15
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/26/2026,1.00,6.00,$218.00,$60.91
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/24/2025,1.00,6.00,$226.00,$68.91
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,201054,Green River Wheated 1/750 mL,1/28/2026,1.00,18.00,$462.00,$137.73
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201064,Bardstown Collaboration Series Silver Oak 1/750 mL Btl,6/20/2025,1.00,2.00,$209.33,$54.30
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201054,Green River Wheated 1/750 mL,2/6/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,72001,Cambridge Wines (Woodcliff Lake),500 Chestnut Ridge Rd #4,Woodcliff Lake,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/11/2026,1.00,6.00,$196.00,$54.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201051,Green River Bourbon 1/750 mL Btl,6/9/2025,1.00,6.00,$162.00,$53.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201051,Green River Bourbon 1/750 mL Btl,1/15/2026,1.00,6.00,$154.00,$45.91
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,201051,Green River Bourbon 1/750 mL Btl,5/23/2025,1.00,2.00,$54.33,$18.30
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,201052,Green River Full Proof 1/750 mL,1/27/2025,1.00,6.00,$218.00,$216.91
Shane Barreca,67004,Beverage Barn (A),224 Livingston St,Northvale,Bergen,201054,Green River Wheated 1/750 mL,12/31/2025,1.00,18.00,$462.00,$137.73
Shane Barreca,74005,Winemart Discount,700 Broadway Suite 42,Westwood,Bergen,201053,Green River Rye 1/750 mL,3/24/2026,1.00,2.00,$53.67,$17.64
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,11/6/2025,1.00,3.00,$325.98,$93.44
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201053,Green River Rye 1/750 mL,11/13/2025,1.00,6.00,$154.00,$45.91
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,7/13/2026,1.00,3.00,$325.98,$93.44
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201051,Green River Bourbon 1/750 mL Btl,1/27/2025,1.00,12.00,$308.00,($978.18)
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,201054,Green River Wheated 1/750 mL,12/15/2025,1.00,6.00,$161.00,$52.91
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,201054,Green River Wheated 1/750 mL,1/27/2025,1.00,6.00,$154.00,$152.91
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,201054,Green River Wheated 1/750 mL,12/4/2025,1.00,6.00,$154.00,$45.91
