Customer Num,Customer Name,Draft Package,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Units   2026
76009,The Plank Pizza And Bar,2) Draft and Package,383 Market St,Saddle Brook,Bergen,Bergen,1.00,54.00
76012,Excelsior (Z),3) Package Only,190 Rte 46,Saddle Brook,Bergen,Bergen,1.00,68.00
76013,Vfw Of Saddlebrook,2) Draft and Package,44 Market St,Saddle Brook,Bergen,Bergen,1.00,471.00
76014,Que Pasta (A),3) Package Only,326 Market St,Saddle Brook,Bergen,Bergen,1.00,83.00
76021,Saddle Brook Liquor & Bar,2) Draft and Package,383 Market St,Saddle Brook,Bergen,Bergen,1.00,5778.00
76022,American Lgn (Z) (Saddle Brook),3) Package Only,302 Midland Ave,Saddle Brook,Bergen,Bergen,1.00,255.00
77003,Blue 42 Restaurant & Bar,2) Draft and Package,158 Market St,Elmwood Park,Bergen,Bergen,1.00,913.00
77011,Asu Mare Peru Restobar,2) Draft and Package,430 Market St,Elmwood Park,Bergen,Bergen,1.00,146.00
77013,William J. Mulligan VFW Post 281,2) Draft and Package,6 Veterans Pl,Elmwood Park,Bergen,Bergen,1.00,372.00
77014,Blvd Bar & Grill (Z),2) Draft and Package,401 Boulevard,Elmwood Park,Bergen,Bergen,1.00,290.00
77017,Hook & Reel,2) Draft and Package,100 Broaway Suite 13,Elmwood Park,Bergen,Bergen,1.00,196.00
77031,Parkway Lanes,2) Draft and Package,200 Rt 46 East,Elmwood Park,Bergen,Bergen,1.00,298.00
77033,Elmwood Pk-Pater Elks #60,3) Package Only,192 Market St,Elmwood Park,Bergen,Bergen,1.00,5.00
77034,American Lgn Elmwood Park,2) Draft and Package,1 Legion Pl,Elmwood Park,Bergen,Bergen,1.00,16.00
77038,Taverna Mykonos,3) Package Only,238 Broadway,Elmwood Park,Bergen,Bergen,1.00,1507.83
78007,Woodstone Pizza B & G,2) Draft and Package,352 W. Passaic Street,Rochelle Park,Bergen,Bergen,1.00,169.00
78010,American Lgn Rochelle Pk,2) Draft and Package,33 W Passaic St,Rochelle Park,Bergen,Bergen,1.00,600.00
78011,Nanni's (A),3) Package Only,53 W Passaic St,Rochelle Park,Bergen,Bergen,1.00,55.00
78014,Longhorn Steak Rochele Pk,2) Draft and Package,160 Rte 17 North,Rochelle Park,Bergen,Bergen,1.00,284.00
78016,Outback Stk Hse Roch Pk,2) Draft and Package,194 Rt 17 N,Rochelle Park,Bergen,Bergen,1.00,168.00
78017,El Asadero Mexican Grill (Rochelle Park),2) Draft and Package,375 W. Passaic St.,Rochelle Park,Bergen,Bergen,1.00,13758.15
78018,Columbian Club (Z),2) Draft and Package,235 Rochelle Ave,Rochelle Park,Bergen,Bergen,1.00,127.00
79001,Victor's Maywood Inn,2) Draft and Package,122 W Pleasant Ave,Maywood,Bergen,Bergen,1.00,641.00
79009,American Lgn (Z) (Maywood),2) Draft and Package,135 E Passaic,Maywood,Bergen,Bergen,1.00,152.00
79010,Ruth's Chris Steakhouse (Maywood),2) Draft and Package,83 W. Spring Valley Ave,Maywood,Bergen,Bergen,1.00,43.00
79011,K Of C Maywood,2) Draft and Package,105 Grove Ave,Maywood,Bergen,Bergen,1.00,21.00
80003,The Capital Grille (A),3) Package Only,1 Garden State Plaza,Paramus,Bergen,Bergen,1.00,148.00
80007,The Orange Lantern,2) Draft and Package,15 E Firehouse Lane,Paramus,Bergen,Bergen,1.00,1231.00
80008,Fogo de Chao (Paramus),2) Draft and Package,Garden St Plaza,Paramus,Bergen,Sales,1.00,106.00
80009,Houlihans (Para)(A),2) Draft and Package,65 Rt 4 West,Paramus,Bergen,Bergen,1.00,190.00
80010,Suburban Diner,2) Draft and Package,172 Route 17 N,Paramus,Bergen,Bergen,1.00,41.00
80011,Casa De Montecristo,2) Draft and Package,184 Route 17n.,Paramus,Bergen,Bergen,1.00,233.00
80012,California Pizza Paramus,2) Draft and Package,1160 Garden State Plaza,Paramus,Bergen,Bergen,1.00,107.00
80013,Bonefish Grill (A) (Paramus),2) Draft and Package,601 From Road,Paramus,Bergen,Bergen,1.00,145.00
80015,Nordstrom Garden Court,3) Package Only,501 Garden State Plaza,Paramus,Bergen,Sales,1.00,10.00
80017,Season's 52,3) Package Only,1 Garden State Plaza,Paramus,Bergen,Sales,1.00,87.00
80018,Millers Paramus Ale House,2) Draft and Package,270 Rt. 4 East,Paramus,Bergen,Bergen,1.00,1930.00
80019,Kiku Restaurant,3) Package Only,365 Rte 17 So.,Paramus,Bergen,Bergen,1.00,306.00
80023,Red Lobster Paramus,2) Draft and Package,211 Rt 17,Paramus,Bergen,Bergen,1.00,76.00
80024,Applebee's Paramus,2) Draft and Package,Fashion Ctr Mall Rt17 N,Paramus,Bergen,Bergen,1.00,257.00
80027,Ridgewood Country Club,2) Draft and Package,96 W Midland Ave,Paramus,Bergen,Bergen,1.00,554.00
80028,El Cid,2) Draft and Package,205 Paramus Rd,Paramus,Bergen,Bergen,1.00,193.00
80029,Seoul Galbi,3) Package Only,123 Paramus Rd,Paramus,Bergen,Bergen,1.00,358.00
80031,Grand Lux Cafe (A),2) Draft and Package,1 Garden State Plaza,Paramus,Bergen,Bergen,1.00,182.00
80033,Elks Post 2001 Paramus,2) Draft and Package,200 Rt 17,Paramus,Bergen,Bergen,1.00,50.00
80035,Arcola Country C.,2) Draft and Package,24 Paramus Rd,Paramus,Bergen,Bergen,1.00,274.00
80040,Biagio's,2) Draft and Package,299 Paramus Rd,Paramus,Bergen,Bergen,1.00,1071.00
80042,Olive Garden Paramus,2) Draft and Package,1620 Bergen Town Center,Paramus,Bergen,Bergen,1.00,144.00
80053,Paramus Courtyard,3) Package Only,320 Rte 17 No,Paramus,Bergen,Bergen,1.00,38.00
80054,Chili's Paramus,2) Draft and Package,75 Rt17 Garden State Pl,Paramus,Bergen,Bergen,1.00,233.00
80057,On The Border Paramus,2) Draft and Package,71 Rt17 Garden State Pl,Paramus,Bergen,Bergen,1.00,30.00
80061,The Green Lounge,2) Draft and Package,314 Paramus Rd,Paramus,Bergen,Bergen,1.00,2696.25
80062,Hampton Inn Paramus,3) Package Only,625 From Rd,Paramus,Bergen,Bergen,1.00,51.00
80063,Eddie V's,3) Package Only,1 Garden State Plaza,Paramus,Bergen,Sales,1.00,164.00
81002,Shoti Bread House,2) Draft and Package,14-29 River Rd,Fair Lawn,Bergen,Sales,1.00,30.00
81003,Fair Lawn Lanes (P),2) Draft and Package,22-22 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,236.00
81004,Stosh's Craft Bar (Z),2) Draft and Package,18 15 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,441.00
81005,The Craftsman,2) Draft and Package,6-18 Maple Ave,Fair Lawn,Bergen,Sales,1.00,381.00
81012,Dutch House,2) Draft and Package,24-07 Fair Lawn Ave,Fair Lawn,Bergen,Bergen,1.00,364.00
81015,Fair Lawn Athletic Club,2) Draft and Package,14-19 Paramelee Ave,Fair Lawn,Bergen,Bergen,1.00,373.00
81017,JJ's Pub,2) Draft and Package,25-01 Broadway,Fair Lawn,Bergen,Bergen,1.00,739.00
81018,B R C Catering (P),2) Draft and Package,24-20 Broadway,Fair Lawn,Bergen,Bergen,1.00,235.00
81019,Oceanos Osyter Bar Grill,3) Package Only,2-27 Saddle River Rd,Fair Lawn,Bergen,Bergen,1.00,426.40
81023,K Of C W Bergen,2) Draft and Package,16-16 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,33.00
81024,Anthony's Coal Fired Pizza (Fair Lawn),2) Draft and Package,2101 Promenade Blvd,Fair Lawn,Bergen,Bergen,1.00,186.00
81027,RP Prime Steakhouse,2) Draft and Package,41-11 Rte 4 W,Fair Lawn,Bergen,Bergen,1.00,77.00
81029,Cosmo Club (Z),2) Draft and Package,33-02 Morlot Avenue,Fair Lawn,Bergen,Bergen,1.00,47.00
81031,Rail Yard Tavern (P),2) Draft and Package,14-26 Plaza Rd,Fair Lawn,Bergen,Bergen,1.00,-8.00
81032,Hyatt Place Fair Lawn (A),3) Package Only,41-01 Broadway,Fair Lawn,Bergen,Bergen,1.00,27.00
83005,Glen Rock Inn,2) Draft and Package,222 Rock Rd,Glen Rock,Bergen,Bergen,1.00,2214.00
83008,Glen Rock Ac Clb(P),2) Draft and Package,221 Main St,Glen Rock,Bergen,Bergen,1.00,458.00
83009,Jalapeno Mex. Grille(A),2) Draft and Package,930 Prospect St,Glen Rock,Bergen,Bergen,1.00,216.00
83011,Stone & Rail,2) Draft and Package,175 Rock Rd,Glen Rock,Bergen,Bergen,1.00,209.00
84006,Roots Ridgewood (A),3) Package Only,17 Chestnut St,Ridgewood,Bergen,Bergen,1.00,40.00
84007,Steel Wheel Tavern,2) Draft and Package,51 N Broad St,Ridgewood,Bergen,Bergen,1.00,370.00
84009,Mac Murphy,2) Draft and Package,8 Godwin Ave,Ridgewood,Bergen,Bergen,1.00,913.00
84011,The Madison Rose,2) Draft and Package,2-4 Garber Square,Ridgewood,Bergen,Sales,1.00,34.00
84012,Bareburger (Ridgewood),2) Draft and Package,15 E Ridgewood Ave,Ridgewood,Bergen,Bergen,1.00,576.00
84015,The Office 2131 Ridgewood,2) Draft and Package,32-34 Chestnut St,Ridgewood,Bergen,Bergen,1.00,213.00
84021,Upper Ridgewood Tennis(A),3) Package Only,915 Glenview Road,Ridgewood,Bergen,Bergen,1.00,58.00
84022,Park West Tavern,2) Draft and Package,30 Oak Street,Ridgewood,Bergen,Bergen,1.00,889.00
85001,Eleven Central,2) Draft and Package,11 Central Ave,Midland Park,Bergen,Bergen,1.00,424.00
85003,Arturo's Restaurnt,2) Draft and Package,41 Central Ave,Midland Park,Bergen,Bergen,1.00,57.00
85005,Vol Fire Co Midland Pk.,3) Package Only,45 Witte Dr,Midland Park,Bergen,Bergen,1.00,20.00
86002,Doghouse Saloon (Z),2) Draft and Package,270 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,847.00
86005,K Of C (Z) Washing. Twsp,2) Draft and Package,79 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,226.00
86006,Seasons Catering (A),3) Package Only,644 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,196.00
86007,Bacari,3) Package Only,800 Ridgewood Rd,Washington Twsp,Bergen,Bergen,1.00,205.00
87006,Hohokus Inn & Tavern,2) Draft and Package,1 Franklin Tpke,Hohokus,Bergen,Bergen,1.00,84.00
88002,Nellie's Place (P),2) Draft and Package,9 Franklin Tpk,Waldwick,Bergen,Bergen,1.00,467.00
88003,W's Village Grille,2) Draft and Package,71 Crescent Ave,Waldwick,Bergen,Bergen,1.00,344.00
88006,Andrea's Restaurant,2) Draft and Package,20 E Prospect St,Waldwick,Bergen,Bergen,1.00,20.00
88007,Charlie's Place,2) Draft and Package,18 W Prospect St,Waldwick,Bergen,Bergen,1.00,86.00
88008,American Lgn (P) (Waldwick),2) Draft and Package,46 Franklin Tpke,Waldwick,Bergen,Bergen,1.00,119.00
88009,Matthew Colonial Rest(A),3) Package Only,4 Franklin Tpke,Waldwick,Bergen,Bergen,1.00,25.00
89001,Savini Rest (A),3) Package Only,168 W Cresent Ave,Allendale,Bergen,Bergen,1.00,126.00
89002,Allendale Bar & Grill,2) Draft and Package,67 Allendale Ave,Allendale,Bergen,Bergen,1.00,802.00
92002,Anthony's CF Pizza (A) (Ramsey),2) Draft and Package,984 Route 17 No Suite B,Ramsey,Bergen,Bergen,1.00,277.00
92003,Bar Boutique,2) Draft and Package,110 E Main St,Ramsey,Bergen,Bergen,1.00,70.00
92004,Brothers Smokehouse,2) Draft and Package,900 Rte 17 No,Ramsey,Bergen,Bergen,1.00,289.00
92005,Kinchley's,2) Draft and Package,586 Franklin Tpk,Ramsey,Bergen,Bergen,1.00,565.00
92006,Chili's Ramsey (A),2) Draft and Package,900 Rt 17 N,Ramsey,Bergen,Bergen,1.00,218.00
92007,Brady's At(A)The Station,2) Draft and Package,5 W Main St,Ramsey,Bergen,Bergen,1.00,1070.00
92010,Houlihan's Ramsey,2) Draft and Package,706 Rt 17 N,Ramsey,Bergen,Bergen,1.00,168.00
92012,The Shannon Rose/Ramsey,2) Draft and Package,1200 Rt 17 N,Ramsey,Bergen,Bergen,1.00,488.00
92013,Varka,3) Package Only,30 N Spruce St,Ramsey,Bergen,Bergen,1.00,198.00
92014,Ramsey Country Clb,2) Draft and Package,105 Lakeside Dr,Ramsey,Bergen,Bergen,1.00,525.00
92016,K Of C Ramsey,2) Draft and Package,48 Mechanic St,Ramsey,Bergen,Bergen,1.00,26.00
93001,Stateline Diner (P),2) Draft and Package,375 Rt 17 N,Mahwah,Bergen,Bergen,1.00,91.00
93002,Roxanne's A),2) Draft and Package,150 Franklin Tpk,Mahwah,Bergen,Bergen,1.00,308.00
93004,Mahwah B & G (A),2) Draft and Package,2 Island Rd,Mahwah,Bergen,Bergen,1.00,601.00
93005,Mason Jar Restaurant,2) Draft and Package,219 Ramapo Valley Rd,Mahwah,Bergen,Bergen,1.00,614.00
93007,Rp Prime Restaurant,2) Draft and Package,209 Ramapo Valley Rd,Mahwah,Bergen,Bergen,1.00,199.00
93008,Nonna's Pizza,2) Draft and Package,11 Franklin Tpke,Mahwah,Bergen,Bergen,1.00,97.00
93013,Elks Post 1941 (Z),3) Package Only,1 Foxwood Ln,Mahwah,Bergen,Bergen,1.00,386.00
93014,Double Tree By Hilton,2) Draft and Package,180 Rt 17 S,Mahwah,Bergen,Bergen,1.00,201.00
93016,Sangria Taps/Rest(Z),3) Package Only,1033 Mac Arthur Blvd(Ctr),Mahwah,Bergen,Bergen,1.00,32.00
93018,Courtyard Mahwah,2) Draft and Package,140 Rt 17 S,Mahwah,Bergen,Bergen,1.00,90.00
94002,Trovato's Due (Z),2) Draft and Package,4 Barbara Lane,Oakland,Bergen,Bergen,1.00,182.00
94003,Segovia Tavern,2) Draft and Package,110 W Oakland Ave,Oakland,Bergen,Bergen,1.00,273.00
94004,Hansil's Bar (P),2) Draft and Package,7 Ramapo Valley Rd.,Oakland,Bergen,Bergen,1.00,241.00
94005,Cenzino's (P),3) Package Only,589 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,70.00
94006,Harvest and Ale,2) Draft and Package,588 Ramapo Valley Rd,Oakland,Bergen,Sales,1.00,1353.50
94009,Oakland Diner,3) Package Only,72 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,88.00
94010,Portobello Banquets,2) Draft and Package,155 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,120.00
94011,Elks Post 2167,2) Draft and Package,33 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,57.00
94012,Holiday Bowl,2) Draft and Package,29 Spruce St,Oakland,Bergen,Bergen,1.00,579.00
94013,Portobello Feasts,3) Package Only,175 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,271.00
94016,Doc Watsons NJ,2) Draft and Package,20 Elm St,Oakland,Bergen,Bergen,1.00,386.00
95001,Pazza,3) Package Only,794 Franklin Ave,Franklin Lakes,Bergen,Bergen,1.00,308.00
95002,Indian Trail Club,2) Draft and Package,830 Franklin Lakes Rd,Franklin Lakes,Bergen,Bergen,1.00,297.00
96001,Wyckoff Tavern Kitchen and Bar,2) Draft and Package,315 Franklin Ave,Wyckoff,Bergen,Sales,1.00,156.00
96005,The Brick House (P),2) Draft and Package,179 Godwin Ave,Wyckoff,Bergen,Bergen,1.00,494.00
96006,Blue Moon Mexican Cafe,2) Draft and Package,327j Franklin Ave,Wyckoff,Bergen,Bergen,1.00,643.00
96007,The Original Barn,2) Draft and Package,359 Sicomac Ave,Wyckoff,Bergen,Bergen,1.00,97.00
96010,Aldo's Italian Rest(Z),2) Draft and Package,640 Wyckoff Ave,Wyckoff,Bergen,Bergen,1.00,291.00
150009,Gaslight Brewery & Rest.,2) Draft and Package,15 S Orange Ave,South Orange,Essex,Essex,1.00,3.00
150010,Cloverleaf Tavern,2) Draft and Package,395 Bloomfield Ave,Caldwell,Essex,Essex,1.00,96.00
150014,Tierney's Tavern(A),2) Draft and Package,138 Valley Road,Montclair,Essex,Essex,1.00,205.00
150015,Michael Roscommon Hs(A),2) Draft and Package,531 Joralemon St,Belleville,Essex,Essex,1.00,1.00
150024,Mcgovern's Tavern(A),2) Draft and Package,58 New Street,Newark,Essex,Essex,1.00,41.00
150049,Verona Inn(Z),2) Draft and Package,624 Bloomfield Ave,Verona,Essex,Essex,1.00,25.00
150050,Fitzgerald 1928,2) Draft and Package,13 Herman St,Glen Ridge,Essex,Essex,1.00,32.00
150054,Mad For Chicken Newark,2) Draft and Package,224 Market St,Newark,Essex,Essex,1.00,908.00
150084,Pineapple Express Barbecue,2) Draft and Package,1 Lackawanna Plaza,Montclair,Essex,Sales,1.00,374.00
150085,The Oakley Kitchen,2) Draft and Package,789 Bloomfield Ave,Nutley,Essex,Essex,1.00,3.00
150092,Shillelagh Club,2) Draft and Package,648 Prospect Ave,West Orange,Essex,Essex,1.00,14.00
150096,Prudential Center,3) Package Only,165 Mulberry St.,Newark,Essex,Essex,1.00,6671.00
150099,Prime 94 Steakhouse & Grill,2) Draft and Package,94 Fairfield Road,Fairfield,Essex,Essex,1.00,14.00
150104,Sidelines Bar And Grill,2) Draft and Package,198 Us-46,Fairfield,Essex,Essex,1.00,11.00
150110,Mountain Ridge Cc,2) Draft and Package,713 Passaic Ave,West Caldwell,Essex,Essex,1.00,20.00
150112,The Old Canal Inn,2) Draft and Package,2 East Passaic Ave,Nutley,Essex,Essex,1.00,18.00
150122,Nomada,2) Draft and Package,706 Bloomfield Ave,Verona,Essex,Sales,1.00,11.00
150123,Cowans Public,2) Draft and Package,229 Centre St,Nutley,Essex,Essex,1.00,15.00
150124,Just Jakes,2) Draft and Package,30 Park St,Montclair,Essex,Essex,1.00,55.00
150125,American Whiskey Newark,2) Draft and Package,51 Edison Place,Newark,Essex,Essex,1.00,4.00
150137,Danahers,2) Draft and Package,31 Passaic Ave,Fairfield,Essex,Essex,1.00,46.00
150139,Mompou Restaurant,2) Draft and Package,77 Ferry St,Newark,Essex,Essex,1.00,32.00
150142,Fornos Of Spain (A),3) Package Only,47 Ferry St,Newark,Essex,Essex,1.00,10.00
150146,Bello's,2) Draft and Package,376 Market St,Newark,Essex,Essex,1.00,58.00
150148,St.James Gate Public House,2) Draft and Package,167 Maplewood Ave,Maplewood,Essex,Essex,1.00,16.00
150159,Castle Rock Bar and Grill,2) Draft and Package,440 Main St,West Orange,Essex,Essex,1.00,2.00
150161,Essex County Cc (A),2) Draft and Package,350 Mt.Pleasant Ave,West Orange,Essex,Essex,1.00,5.00
150165,Marriott @Newark Liberty,2) Draft and Package,1 Hotel Rd,Newark,Essex,Essex,1.00,56.00
150185,Redds Biergarten,2) Draft and Package,216-220 Market St,Newark,Essex,Essex,1.00,217.00
150187,Burke's Tavern,2) Draft and Package,150 Lafeyette St,Newark,Essex,Essex,1.00,10.00
150195,DOUGH,2) Draft and Package,168 Passaic Ave,Fairfield,Essex,Sales,1.00,187.00
150196,Franklin Steakhouse Tvrn,2) Draft and Package,318 Passaic Ave,Fairfield,Essex,Essex,1.00,9.00
150199,Town Pub Of Bloomfeild,2) Draft and Package,378 Broad St,Bloomfield,Essex,Essex,1.00,11.00
150205,Dillon's,2) Draft and Package,45 Freeman St,West Orange,Essex,Essex,1.00,10.00
150215,Castaway Restaurant,3) Package Only,284 Watchung Ave,Orange,Essex,Essex,1.00,79.00
150228,Antik Greek Kitchens,2) Draft and Package,335 Fairfield Road,Fairfield,Essex,Essex,1.00,17.00
150231,Village Hall,2) Draft and Package,101 South Orange Ave,South Orange,Essex,Essex,1.00,9.00
150232,Avenue Bistro,2) Draft and Package,558 Bloomfield Ave,Verona,Essex,Essex,1.00,4.00
150235,460 BISTRO,2) Draft and Package,460 Pleasant Valley Way,West Orange,Essex,Essex,1.00,27.00
150244,Bacchanal Junction,2) Draft and Package,558 Arlington Ave,Bloomfield,Essex,Sales,1.00,6.00
150245,Levy @ The Prudential Center,3) Package Only,165 Mulberry St.,Newark,Essex,Essex,1.00,1121.00
150249,Millburn Standard,2) Draft and Package,42 Main St,Millburn,Essex,Essex,1.00,46.00
150250,Par 440 Restaurant,2) Draft and Package,440 Parsonage Hill Rd,Short Hills,Essex,Essex,1.00,29.00
150252,Guys & Dolls Billiards & Sports Bar,2) Draft and Package,524 Washington Ave,Belleville,Essex,Essex,1.00,12.00
150260,Glen Ridge Country Club,2) Draft and Package,555 Ridgewood Ave,Glen Ridge,Essex,Essex,1.00,17.00
150300,Obals Inn,2) Draft and Package,439 Broad St,Bloomfield,Essex,Essex,1.00,177.00
150302,The Blue Steel Pizza Co.,2) Draft and Package,285 Glenwood Ave,Bloomfield,Essex,Essex,1.00,3015.20
150305,Six Points Pub,2) Draft and Package,574 Bloomfield Ave,Bloomfield,Essex,Essex,1.00,133.00
150450,Ringside Pub,2) Draft and Package,379 Bloomfield Ave,Caldwell,Essex,Essex,1.00,20.00
150499,Garden State Tavern,2) Draft and Package,811 Passaic Ave,West Caldwell,Essex,Essex,1.00,9.00
150501,Nikko Hibachi Steakhouse,2) Draft and Package,38 2 Bridges Rd,Fairfield,Essex,Essex,1.00,112.00
150611,Jim Dandy's,2) Draft and Package,563 Franklin Ave,Nutley,Essex,Essex,1.00,37.00
150619,Grasshopper Cedar Grove,2) Draft and Package,292 Grove Ave,Cedar Grove,Essex,Essex,1.00,53.00
150626,Pub At Njit,2) Draft and Package,150 Bleeker Street,Newark,Essex,Essex,1.00,25.00
150641,Otg Management Ewr,2) Draft and Package,1 Terminal C Newark Liberty or,Newark,Essex,Essex,1.00,241.00
150655,Lufthansa Business Lounge,2) Draft and Package,3 Brewster Rd Terminal B,Newark,Essex,Essex,1.00,185.00
151020,Porta,2) Draft and Package,499 Bloomfield Ave,Montclair,Essex,Essex,1.00,3.00
151022,Egan & Sons,2) Draft and Package,116-118 Walnut St,Montclair,Essex,Essex,1.00,54.00
151024,The Wellmont Theater,2) Draft and Package,5 Seymour St,Montclair,Essex,Essex,1.00,18.00
151027,Halcyon Seafood Brasserie,2) Draft and Package,114 Walnut St,Montclair,Essex,Essex,1.00,59.00
151028,Faubourg Montclair,2) Draft and Package,544 Bloomfield Ave,Montclair,Essex,Essex,1.00,5.00
152034,Qxt's Nightclub,3) Package Only,248 Mulberry St,Newark,Essex,Essex,1.00,30.00
152037,The Deep Inn,2) Draft and Package,60 Pulaski St,Newark,Essex,Essex,1.00,9.00
170008,Zeppelin Hall (Z),2) Draft and Package,88 Liberty View Drive,Jersey City,Hudson,Hudson,1.00,460.00
170025,The Corner Pho,2) Draft and Package,189 Erie St,Jersey City,Hudson,Sales,1.00,10.00
170032,Texas-Arizona (A),2) Draft and Package,76 River Street,Hoboken,Hudson,Hudson,1.00,45.00
170042,O'nieal's (A),2) Draft and Package,343 Park Ave,Hoboken,Hudson,Hudson,1.00,82.00
170059,Mulligan's (P),2) Draft and Package,159 1st St,Hoboken,Hudson,Hudson,1.00,360.00
170061,O'Donnell's (P),2) Draft and Package,233 Harrison Ave,Harrison,Hudson,Hudson,1.00,2.00
170065,Hudson & Co. Bar & Grill,2) Draft and Package,3 2nd St Ste.150,Jersey City,Hudson,Hudson,1.00,12.00
170070,Levy @ Sports Illustrated Stadium,2) Draft and Package,600 Cape May St,Harrison,Hudson,Hudson,1.00,100.00
170104,Saku (P),3) Package Only,936 Park Ave,Hoboken,Hudson,Hudson,1.00,40.00
170113,Lira Ii Liquor,3) Package Only,514 62nd Street,West New York,Hudson,Hudson,1.00,30.00
170117,Thai O'brien (P),2) Draft and Package,478 Avenue E.,Bayonne,Hudson,Hudson,1.00,6.00
170118,Madison Bar & Grill,2) Draft and Package,1316 Washington Street,Hoboken,Hudson,Hudson,1.00,22.00
170126,Carpe Diem,2) Draft and Package,1405 Grand St.,Hoboken,Hudson,Hudson,1.00,30.00
170128,Dear Maud,2) Draft and Package,205 1st Street,Hoboken,Hudson,Hudson,1.00,25.00
170129,Ani Ramen House,2) Draft and Package,218 Newark Ave,Jersey City,Hudson,Hudson,1.00,33.00
170132,Cork City Pub,2) Draft and Package,239 Bloomfield Street,Hoboken,Hudson,Hudson,1.00,76.00
170133,The Ainsworth,2) Draft and Package,310 Sinatra Drive,Hoboken,Hudson,Hudson,1.00,1271.00
170138,Light Horse Tavern (A),2) Draft and Package,199 Washington Street,Jersey City,Hudson,Hudson,1.00,329.00
170141,Surf City,2) Draft and Package,11 Marin Blvd,Jersey City,Hudson,Hudson,1.00,78.00
170147,White Star Bar,2) Draft and Package,230 Brunswick St,Jersey City,Hudson,Hudson,1.00,21.00
170153,Molos Rest,2) Draft and Package,1 Pershing Rd,Weehawken,Hudson,Hudson,1.00,70.00
170154,White Star Harbor Bar(P),2) Draft and Package,179 Warren St.,Jersey City,Hudson,Hudson,1.00,61.00
170155,Bangalore Kitchen,2) Draft and Package,126 River Dr S,Jersey City,Hudson,Hudson,1.00,20.00
170156,City Bistro (A),2) Draft and Package,56 14th St.,Hoboken,Hudson,Hudson,1.00,15.00
170157,Dorrian's Restaurant,2) Draft and Package,555 Washington Blvd,Jersey City,Hudson,Hudson,1.00,70.00
170166,BRICK LANE CURRY HOUSE,3) Package Only,136 Newark Ave,Jersey City,Hudson,Hudson,1.00,19.00
170167,South House,2) Draft and Package,149 Newark Ave,Jersey City,Hudson,Hudson,1.00,20.00
170170,Grand Vin,2) Draft and Package,500 Grand St,Hoboken,Hudson,Hudson,1.00,7.00
170177,LegendsFC,2) Draft and Package,130 Newark Ave,Jersey City,Hudson,Hudson,1.00,4.00
170192,Greene Hook Resturant,2) Draft and Package,70 Greene St,Jersey City,Hudson,Hudson,1.00,40.00
170193,Mcginley Square Pub,2) Draft and Package,755 Montgomery St.,Jersey City,Hudson,Hudson,1.00,12.00
170204,Pint (Z),2) Draft and Package,34 Wayne Street,Jersey City,Hudson,Hudson,1.00,59.00
170221,Hudson Hall(A),2) Draft and Package,364 Marin Blvd,Jersey City,Hudson,Hudson,1.00,25.00
170223,Ohara's Downtown,2) Draft and Package,172 First St,Jersey City,Hudson,Hudson,1.00,33.00
170229,Joia Restaurant,2) Draft and Package,1100 Frank E. Rogers Blvd,Harrison,Hudson,Hudson,1.00,10.00
170231,Hyatt Regency,2) Draft and Package,2 Exchange Place,Jersey City,Hudson,Hudson,1.00,30.00
170235,Lucky 7 Tavern,2) Draft and Package,322 2nd St.,Jersey City,Hudson,Hudson,1.00,700.00
170236,Taphaus,2) Draft and Package,2 2nd St,Jersey City,Hudson,Hudson,1.00,9.00
170240,The Greenroom,2) Draft and Package,203 Frank E. Rodgers Blvd,Harrison,Hudson,Hudson,1.00,91.00
170241,American Legion Hoboken Post107,2) Draft and Package,308 2nd St.,Hoboken,Hudson,Hudson,1.00,42.00
170243,Hendrick's Corner,2) Draft and Package,671 Broadway,Bayonne,Hudson,Hudson,1.00,46.00
170249,White Eagle Hall,2) Draft and Package,335-337 Newark Ave,Jersey City,Hudson,Hudson,1.00,86.00
170254,Park Tavern,2) Draft and Package,575 West Side Ave,Jersey City,Hudson,Hudson,1.00,51.00
170257,Harrys Daughter,2) Draft and Package,339 Communipaw Ave,Jersey City,Hudson,Hudson,1.00,10.00
170260,Schmitty's,2) Draft and Package,359 First Street,Hoboken,Hudson,Hudson,1.00,47.00
170263,Aramark at Liberty Science Center,2) Draft and Package,222 Jersey City Blvd.,Jersey City,Hudson,Hudson,1.00,30.00
170264,Boots and Bones,2) Draft and Package,116 Newark Ave,Jersey City,Hudson,Hudson,1.00,142.00
170266,San Patricios Jersey City,2) Draft and Package,8 Erie St A,Jersey City,Hudson,Hudson,1.00,47.00
170267,Grace O'malleys,2) Draft and Package,140 Newark Ave,Jersey City,Hudson,Hudson,1.00,34.00
