cust,name,rep,premise,city,brand,package,prog_cases,post_cases,rebuys
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors,1/24/12oz Can,12,9,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors,30/12oz Can,143,75,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors,1/12/24oz Can,29,0,0
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors,15/16oz Btl,21,13,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors,18/16oz Btl,9,4,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,4/6/7oz NR,14,8,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,4/6/12oz NR,12,7,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,2/12/12oz NR,32,18,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,24/12oz NR,42,43,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/12oz NR,48,46,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,2/12/12oz Can,57,66,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,30/12oz Can,546,342,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,1/24/12oz Can,20,30,5
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/12oz Can,171,130,5
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,4/6/16oz Can,16,12,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/16oz Btl,23,12,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,24/16oz Btl,29,0,0
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/16oz Can,5,5,1
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,1/12/24oz Can,38,29,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Coors Light,15/16oz Btl,25,17,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,15.5 Gal Keg,1,3,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,18/16oz Can,26,45,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,4/6/12oz NR,10,12,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,24/12oz NR,72,35,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,2/12/12oz NR,40,39,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,18/12oz NR,42,42,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,15/16oz Btl,47,51,5
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,24/16oz Btl,10,5,1
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,18/16oz Btl,43,30,4
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,2/12/12oz Can,125,115,5
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,30/12oz Can,458,330,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,1/24/12oz Can,23,20,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,18/12oz Can,160,205,5
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,4/6/16oz Can,17,24,6
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,1/12/24oz Can,14,8,3
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Lite,4/6/7oz NR,6,3,1
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,2/12/11.2oz NR,26,6,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,4/6/11.2oz NR,7,6,1
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,4/6/11.2oz Can,3,2,1
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,2/12/11.2oz Can,7,10,2
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,1/12/24oz Can,2,0,0
191710,Shop Rite Wine & Spirits Stanhope,Klejdi Lamo,Off Premise,Stanhope,Peroni,4/6/11.2oz NR,5,2,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors,2/12/12oz Can,5,6,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors,30/12oz Can,13,0,0
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors,1/12/24oz Can,9,0,0
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,4/6/12oz NR,2,5,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,2/12/12oz Can,7,10,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/12oz Can,40,20,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,4/6/16oz Can,10,5,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,18/16oz Btl,8,7,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,12/40oz NR,2,1,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,1/12/24oz Can,24,15,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,15/16oz Btl,105,15,3
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Coors Light,36/12oz Can,90,45,3
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,4/6/12oz NR,6,7,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,2/12/12oz NR,3,4,2
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,15/16oz Btl,38,3,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,18/16oz Btl,10,12,3
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,2/12/12oz Can,30,10,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,18/12oz Can,40,40,4
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,4/6/16oz Can,15,5,1
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,1/12/24oz Can,5,15,3
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Lite,36/12oz Can,128,55,4
191713,Stanhope Liquors,Klejdi Lamo,Off Premise,Stanhope,Peroni,4/6/11.2oz NR,3,1,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors,4/6/12oz NR,7,1,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors,2/12/12oz NR,11,4,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors,2/12/12oz Can,10,2,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors,18/12oz Can,11,4,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors,30/12oz Can,3,0,0
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,4/6/12oz NR,19,5,2
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,2/12/12oz NR,14,29,4
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,2/12/12oz Can,25,17,4
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,18/12oz Can,85,46,7
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,4/6/16oz Can,35,26,6
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,18/16oz Btl,6,2,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,18/16oz Can,2,0,0
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,1/12/24oz Can,19,16,3
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Coors Light,36/12oz Can,73,36,6
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,4/6/12oz NR,10,0,0
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,2/12/12oz NR,15,7,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,18/16oz Btl,9,13,3
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,2/12/12oz Can,44,20,4
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,30/12oz Can,24,8,2
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,18/12oz Can,39,24,4
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,4/6/16oz Can,28,12,4
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,1/12/24oz Can,12,5,2
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,2/12/16oz Can,2,0,0
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Lite,36/12oz Can,37,16,3
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Peroni,2/12/11.2oz NR,5,7,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Peroni,4/6/11.2oz NR,5,3,1
191803,Kingston Liquors,Klejdi Lamo,Off Premise,Hackettstown,Peroni,4/6/11.2oz NR,5,0,0
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors,4/6/12oz NR,2,5,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors,2/12/12oz Can,13,10,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors,30/12oz Can,24,5,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors,1/12/24oz Can,1,2,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,4/6/12oz NR,11,1,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,2/12/12oz NR,7,4,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,2/12/12oz Can,46,33,4
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,30/12oz Can,52,40,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/12oz Can,45,30,3
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,4/6/16oz Can,9,0,0
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/16oz Btl,5,3,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/16oz Can,5,22,5
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,1/12/24oz Can,14,8,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/16oz Can,5,5,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,4/6/12oz NR,12,0,0
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,2/12/12oz NR,6,9,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/16oz Btl,10,16,3
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,2/12/12oz Can,16,10,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,30/12oz Can,35,0,0
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/12oz Can,17,29,5
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,4/6/16oz Can,5,0,0
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Lite,1/12/24oz Can,52,25,5
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Peroni,2/12/11.2oz NR,3,2,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Peroni,4/6/11.2oz NR,3,6,2
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Peroni,4/6/11.2oz Can,1,1,1
191812,Patel Liqr & Gro(P),Klejdi Lamo,Off Premise,Budd Lake,Peroni,1/12/24oz Can,5,1,1
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,4/6/12oz NR,13,11,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,2/12/12oz NR,16,19,5
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,2/12/12oz Can,26,15,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,30/12oz Can,20,15,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,1/12/24oz Can,79,62,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,15/16oz Btl,2,6,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors,18/16oz Btl,5,9,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,1/4 BBL Keg (7.75 Gal),1,0,0
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,4/6/7oz NR,7,5,1
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,4/6/12oz NR,17,13,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,2/12/12oz NR,29,15,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,24/12oz NR,8,16,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/12oz NR,12,13,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,2/12/12oz Can,49,26,5
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,30/12oz Can,220,169,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,1/24/12oz Can,9,0,0
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/12oz Can,57,45,5
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,4/6/16oz Can,35,34,8
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/16oz Btl,13,14,6
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,24/16oz Btl,7,2,2
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,18/16oz Can,35,33,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,1/12/24oz Can,61,42,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Coors Light,15/16oz Btl,28,12,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,15.5 Gal Keg,2,4,2
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/16oz Can,21,0,0
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,4/6/12oz NR,18,11,5
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,24/12oz NR,20,24,5
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,2/12/12oz NR,27,28,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/12oz NR,30,22,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,15/16oz Btl,23,24,6
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,24/16oz Btl,6,7,6
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/16oz Btl,31,19,8
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,2/12/12oz Can,96,46,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,30/12oz Can,240,229,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,1/24/12oz Can,38,21,4
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,18/12oz Can,94,81,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,4/6/16oz Can,26,22,6
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,1/12/24oz Can,19,14,6
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Lite,2/12/16oz Can,52,40,7
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Peroni,2/12/11.2oz NR,7,23,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Peroni,4/6/11.2oz NR,9,9,3
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Peroni,4/6/11.2oz Can,2,1,1
191814,Sandy's Wine & Spirit (P) (Budd Lake),Klejdi Lamo,Off Premise,Budd Lake,Peroni,4/6/11.2oz NR,6,4,2
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors,4/6/12oz NR,3,2,1
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors,1/12/24oz Can,45,30,2
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/7oz NR,3,2,1
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/12oz NR,3,2,1
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz NR,29,24,3
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz Can,22,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,30/12oz Can,7,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,1/24/12oz Can,10,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,18/12oz Can,4,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/16oz Can,9,5,1
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,24/16oz Btl,20,17,4
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,12/40oz NR,1,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Coors Light,1/12/24oz Can,175,170,4
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Lite,4/6/12oz NR,15,12,3
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Lite,2/12/12oz NR,3,1,1
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Lite,2/12/12oz Can,3,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Lite,18/12oz Can,2,0,0
26001,Luigi's Liquor (A),Matt Powierski,Off Premise,Passaic,Lite,1/12/24oz Can,5,4,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors,4/6/12oz NR,1,4,2
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors,2/12/12oz NR,24,30,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors,30/12oz Can,5,0,0
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors,1/12/24oz Can,349,105,6
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/7oz NR,55,30,2
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/8oz Can,8,5,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/12oz NR,24,17,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz NR,40,20,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,24/12oz NR,44,32,6
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz Can,61,45,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,30/12oz Can,125,135,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,1/24/12oz Can,15,30,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,18/12oz Can,52,29,3
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/16oz Can,8,15,4
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,24/16oz Btl,194,109,8
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,12/40oz NR,7,1,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Coors Light,1/12/24oz Can,958,420,7
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Lite,4/6/12oz NR,6,3,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Lite,2/12/12oz NR,9,4,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Lite,2/12/12oz Can,8,8,2
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Lite,1/12/24oz Can,88,43,6
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Lite,4/6/7oz NR,3,3,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Peroni,4/6/11.2oz NR,15,5,1
27031,Home Wine Liquor (Passaic),Matt Powierski,Off Premise,Passaic,Peroni,4/6/11.2oz NR,2,4,2
27032,Cork and Barrel,Matt Powierski,Off Premise,Passaic,Coors,4/6/12oz NR,2,6,2
27032,Cork and Barrel,Matt Powierski,Off Premise,Passaic,Coors Light,4/6/12oz NR,8,5,1
27032,Cork and Barrel,Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz Can,12,8,2
27032,Cork and Barrel,Matt Powierski,Off Premise,Passaic,Lite,4/6/12oz NR,5,0,0
27032,Cork and Barrel,Matt Powierski,Off Premise,Passaic,Peroni,4/6/11.2oz NR,5,0,0
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors,4/6/12oz NR,5,0,0
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors,1/12/24oz Can,114,59,5
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/7oz NR,30,5,1
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/8oz Can,5,5,1
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz NR,10,10,1
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,2/12/12oz Can,115,44,3
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,30/12oz Can,40,14,3
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,18/12oz Can,44,34,3
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,4/6/16oz Can,43,15,3
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,18/16oz Btl,10,10,2
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Coors Light,1/12/24oz Can,634,290,7
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Lite,4/6/12oz NR,5,0,0
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Lite,2/12/12oz Can,10,40,3
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Lite,1/12/24oz Can,39,25,4
27063,Archies (P),Matt Powierski,Off Premise,Passaic,Peroni,4/6/11.2oz NR,5,0,0
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors,4/6/12oz NR,7,4,2
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors,2/12/12oz NR,9,12,5
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors,2/12/12oz Can,19,24,7
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors,30/12oz Can,28,20,2
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors,1/12/24oz Can,106,56,5
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors Light,4/6/7oz NR,3,3,1
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors Light,4/6/12oz NR,8,5,3
31004,Metro Liquors (East Rutherford),Matt Powierski,Off Premise,East Rutherford,Coors Light,2/12/12oz NR,9,10,3
