customer_num,name,premise,address,county,area,rep,dm
28033,Homewood Suites By Hilton,On,125 Rt.17 South,Bergen,Bergen,Robin Feldman,Chris McCrohan
29003,Liquor Shed,Off,740 Ridge Road,Bergen,Bergen,Jim Heaney,Denise Montes
29004,Shop-Rite Liq Lyndhurst,Off,542 New York Ave,Bergen,Bergen,Phil Ernst,Mike Engel
29008,Krauszers Food,Off,121-123 Valley Brook Ave,Bergen,Bergen,Jim Heaney,Denise Montes
29009,Quick Buy,Off,149 Ridge Rd,Bergen,Bergen,Jim Heaney,Denise Montes
29010,Paradise Liquors,Off,500 Stuyvesant Ave,Bergen,Bergen,Alisa Acciardi,Mike Kennedy
29011,World of Wine & Liquor,Off,419 Valley Brook Ave.,Bergen,Bergen,Jim Heaney,Denise Montes
29012,Riverside Liquors,Off,601 Riverside Ave,Bergen,Bergen,Jim Heaney,Denise Montes
29013,Lyndhurst Liquors (P),Off,298 Ridge Road,Bergen,Bergen,Jim Heaney,Denise Montes
29014,Bar 503,On,503 Valley Brook Ave,Bergen,Sales,Nick Melissari,Chris McCrohan
29016,J & J Fine W & L (P),Off,39 Ridge Road,Bergen,Bergen,Jim Heaney,Denise Montes
29017,Meadow Fine Liquors,Off,425 Lewandowski St.,Bergen,Bergen,Jim Heaney,Denise Montes
29018,Pietro's Trattoria,On,543 Ridge Road,Bergen,Bergen,Robin Feldman,Chris McCrohan
29019,Mickey's Bar & Grill (Z),On,601 Riverside Plaza,Bergen,Bergen,Nick Melissari,Chris McCrohan
29021,Uncle Vinnys Bar & Grill,On,37 Ridge Road,Bergen,Bergen,Nick Melissari,Chris McCrohan
29028,Angelo's Restaurant,On,263 Ridge Road,Bergen,Bergen,Nick Melissari,Chris McCrohan
29030,City Lounge (P),On,455 Valley Brook Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
29033,Courtyard Marriott(A),On,1 Polito Avenue,Bergen,Bergen,Robin Feldman,Chris McCrohan
29035,Marty Gra's (A),On,601 Schuyler Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
29036,Mr.Bruno's,On,439 Valley Brook Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
29039,Lee's Hawaiian (P),On,768 Stuyvesant Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29041,Masonic (A) Club,On,316 Riverside Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29043,Am Vets Post 20,On,323 New York Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29044,American Lgn Lyndhurst #139,On,217 Webster Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29045,Teros Snack Bar,On,224 Ridge Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
29047,Elks Post (P),On,251 Park Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29051,Medieval Times,On,149 Polito Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
29052,Polish American Club,On,730 New Jersey Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29054,San Carlo Restaurant,On,620 Stuyvesant Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
29055,Vfw Lyndhurst (P),On,527 Valley Brook Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
30002,American Lgn 109 (P) Rutherford,On,424 Carmita Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
30003,Mason's Cellar (A),Off,32 Ames Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30004,West End Wine & Liq,Off,311 Union Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30005,Rutherford Wine (A),Off,270 Park Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30006,Forest Dairy (A),Off,10 Spring Dell,Bergen,Bergen,Jim Heaney,Denise Montes
30007,Village Wine (P),Off,75 Park Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30010,Krauser Food & Liq(A),Off,275 Park Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30012,Elks Post 547 (A),On,48 Ames Avenue,Bergen,Bergen,Nick Melissari,Chris McCrohan
30017,Renaissance Meadowlands,On,801 Rutherford Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
30026,Simulcast,On,1 Racetrack Drive,Bergen,Bergen,Nick Melissari,Chris McCrohan
30029,Native Union Club,On,15 Sylvan St,Bergen,Bergen,Nick Melissari,Chris McCrohan
30030,Sonoma Bistro,On,59 Park Ave,Bergen,Bergen,Jim Heaney,Denise Montes
30031,Paisano's,On,132 Park Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
30032,Panebianco Cucina Italiana,On,88 Park Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31004,Metro Liquors (East Rutherford),Off,576 Paterson Ave,Bergen,Bergen,Matt Powierski,Denise Montes
31006,The Roosevelt,On,356 Paterson Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31007,Nizi Japanese,On,340 Paterson Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31008,Metro Wine And Liq(A),Off,89 NJ-17,Bergen,Bergen,Matt Powierski,Denise Montes
31009,Vesta Wood Fired Pizza,On,64 Hoboken Road,Bergen,Bergen,Robin Feldman,Chris McCrohan
31011,Blarney Station,On,258 Park Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31013,Elia Restaurant,On,240 Hackensack St,Bergen,Bergen,Nick Melissari,Chris McCrohan
31017,Victory Sports Bar,On,1 Racetrack Drive,Bergen,Bergen,Nick Melissari,Chris McCrohan
31019,Bj's Warehouse E Rutherfo,Off,300 Rt 17 N,Bergen,Bergen,John Neukum,Mike Engel
31020,Chili's B & G E Rutherfor,On,140 Rte 17 North,Bergen,Bergen,Nick Melissari,Chris McCrohan
31022,Candlewick,On,179 Paterson Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
31023,Applebee's Garfield (A),On,186 Passaic St,Bergen,Bergen,Nick Melissari,Chris McCrohan
31024,Castle Billiards (Z),On,349 Rt 17,Bergen,Bergen,Nick Melissari,Chris McCrohan
31026,Rockafella's,On,443 Paterson Aven,Bergen,Bergen,Nick Melissari,Chris McCrohan
31027,New Park Tav (A),On,250 Park Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31028,The Union Bar & Provisions,On,170 Union Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31029,Annabella's House Of Mozz,On,900 Paterson Plank Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
31030,Al-Di-La' (P),On,1 Hoboken Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
31032,Fiesta Hut (Z),On,227 Park Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
31033,Capri Deli&Liq (P),Off,226 Paterson Ave,Bergen,Bergen,Matt Powierski,Denise Montes
31036,Eros Cafe,On,168 Union Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31037,Delaware North Met Life Stadium,On,102 Route 120,Bergen,Bergen,Chris Politano,Chris McCrohan
31039,Yard House 8390,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31040,Hilton Meadowlnd E Ruth,On,2 Meadowland Plaza,Bergen,Bergen,Robin Feldman,Chris McCrohan
31042,Residence Inn East Rutherford,On,10 Murray Hill Pkway,Bergen,Bergen,Nick Melissari,Chris McCrohan
31043,House of Que (East Rutherford),On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31045,Dream Bar,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31046,H Mart Inc (Space A101-A),Off,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31047,Jarana,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31048,Song'E Napule,On,106 Park Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
31049,Marcus Live Bar & Grille,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31051,Around The Clock Diner,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31052,Mozzarella Bar,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31053,Little Sheep Restaurant/Bar,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31054,Burger Shack,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31055,The Game Room,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31056,H Mart Inc (Space A103),On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31058,Dream 360,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31059,Apres Cafe,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31060,Bottle Republic (Rutherford),Off,10 NJ-17,Bergen,Bergen,Matt Powierski,Denise Montes
31061,Tipsy Tie Dye,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
31062,Dream Live Performing Arts Center,On,1 American Dream Way,Bergen,Bergen,Nick Melissari,Chris McCrohan
32001,Lola's Tequila Haus.,On,335 Paterson Plank Road,Bergen,Bergen,Javier Melo,Denise Montes
32005,Biggies (A),On,430 Rte 17 So,Bergen,Bergen,Nick Melissari,Chris McCrohan
32008,Steve's Bar & Grill (A),On,620 Rt 17,Bergen,Bergen,Nick Melissari,Chris McCrohan
32009,American Lgn (P) (Carlstadt),On,412 Third St,Bergen,Bergen,Matt Powierski,Denise Montes
32010,Segovia Meson,On,645 Washington Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
32011,La Fortaleza (Carlstadt),On,335 PATERSON PLANK ROAD,Bergen,Sales,Javier Melo,Denise Montes
32012,The Local Pub,On,442 Hackensack St,Bergen,Bergen,Nick Melissari,Chris McCrohan
32014,Wine Liquor Shop,Off,434 Hackensack St,Bergen,Bergen,Matt Powierski,Denise Montes
32015,Cjd 2l Corp(Sofive),On,2 Palmer Terrace,Bergen,Bergen,Nick Melissari,Chris McCrohan
32016,Cobblestone Hill Deli,Off,287 Broad St,Bergen,Bergen,Matt Powierski,Denise Montes
32017,Wine Grand (Carlstadt),Off,675 Paterson Ave,Bergen,Bergen,Matt Powierski,Denise Montes
32020,Il Villaggio Rest,On,651 Rt 17 N,Bergen,Bergen,Robin Feldman,Chris McCrohan
32023,Redd's Rest (Z),On,317 Washington Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
32026,Gianna's (Z),On,843 Washington Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
32031,Spring Hill Suites Carlstadt,On,192 Paterson Plank Road,Bergen,Bergen,Robin Feldman,Chris McCrohan
32032,HUNKAR RESTAURANT,On,319 Hackensack St,Bergen,Bergen,Nick Melissari,Chris McCrohan
32033,Pulse Gentleman's Club,On,325 Patterson Plank Rd,Bergen,Sales,John O'Donoghue,Mike Kennedy
33001,El Tango Argentina Grill,On,35 Moonachie Rd,Bergen,Bergen,Matt Powierski,Denise Montes
33002,Moonachie Liquors,Off,46 Moonachie Rd,Bergen,Bergen,Matt Powierski,Denise Montes
33003,Segovia,On,150 Moonachie Road,Bergen,Bergen,Matt Powierski,Denise Montes
33004,Gray Cliff (A),On,290 Moonachie Ave,Bergen,Bergen,Matt Powierski,Denise Montes
33005,La Havana 59,On,110 Moonachie Ave,Bergen,Bergen,Pablo Lopez,Denise Montes
33006,Bazzarellis (Z),On,117 Moonachie Rd,Bergen,Bergen,Matt Powierski,Denise Montes
33009,In Thyme,On,55 Moonachie Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
34000,Holiday Inn (Hasbrook Height),On,283 Route 17 South,Bergen,Bergen,Robin Feldman,Chris McCrohan
34001,Meadowland Wine & Liquor,Off,280 Valley Blvd,Bergen,Bergen,Chris Payton,Mike Engel
34002,Heights Bar (P),On,163 Boulevard,Bergen,Bergen,Nick Melissari,Chris McCrohan
34003,Yoshi Liq/Wine (P),Off,244 Boulevard,Bergen,Bergen,Chris Payton,Mike Engel
34004,Princess Liquor's(P),Off,441 Boulevard,Bergen,Bergen,Chris Payton,Mike Engel
34006,Bensi (P) (Shoprite Plza),On,459 Rt 17 S,Bergen,Bergen,Robin Feldman,Chris McCrohan
34007,Liquor Masters (P),Off,459 Route 17,Bergen,Bergen,Chris Payton,Mike Engel
34008,The Ivy Inn,On,268 Terrace Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
34009,The Wine Rack Hasbrouck Hts,Off,69 Route 17 South,Bergen,Bergen,Chris Payton,Mike Engel
34010,Costillas Colombian Bar & Grill,On,208 Boulevard,Bergen,Sales,Robin Feldman,Chris McCrohan
34014,Hasbrouck Heights Elks,On,128 Baldwin Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
34016,Vfw Hasbrouck (A),On,513 Veterans Pl,Bergen,Bergen,Robin Feldman,Chris McCrohan
34017,Ktb Coffee Shop,On,183 Boulevard,Bergen,Bergen,Nick Melissari,Chris McCrohan
34018,Hilton Hasbrk Hts #50591,On,650 Terrace Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
34019,Home2 Suites by Hilton,On,377 RT 17 S,Bergen,Bergen,Robin Feldman,Chris McCrohan
35001,Westmont Liquors 64,Off,611 Avalon Drive,Bergen,Bergen,Chris Payton,Mike Engel
35002,Woodridge Wines & Liq(A),Off,206 Hackensack St,Bergen,Bergen,Chris Payton,Mike Engel
35005,Chile,On,187 Hackensack St,Bergen,Bergen,Nick Melissari,Chris McCrohan
35006,The Concourse #728,On,379 Rt 17 South,Bergen,Sales,Nick Melissari,Chris McCrohan
35009,Fiesta (A),On,255 Route 17 S,Bergen,Bergen,Chris Payton,Mike Engel
35010,GUS'S LAST WORD,On,191-193 Valley Blvd,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
36006,Wallington Liquor and Wine,Off,168 Main Ave,Bergen,Sales,Matt Powierski,Denise Montes
36007,Shop Rite Of Wallington,Off,375 Paterson Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36008,Vicki's Bar & Liquors,Off,166 Maple Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36014,Viva Margarita Wallington,On,413 Paterson Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
36015,Wallington Lane (Bowlero),On,299 Paterson Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
36016,King Liquors,Off,434 Main Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36025,Karol's Pub (A),On,252 Maple Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36026,Agave Cocina Mexicana,On,32 Locust Ave,Bergen,Bergen,Javier Melo,Denise Montes
36031,Ayla Restaurant & Bar,On,209 Paterson Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36035,Hillside (A) S A C,On,26 1st St,Bergen,Bergen,Office Tell Sell,Chris McCrohan
36038,Tatra Haus Restaurant,Off,115 Main Ave,Bergen,Bergen,Matt Powierski,Denise Montes
36043,Sports Bar & Liquors,On,171 Hathaway St,Bergen,Bergen,Matt Powierski,Denise Montes
37001,Good Fella's (Z) Rest.,On,661 Midland Ave,Bergen,Bergen,Matt Powierski,Denise Montes
37002,Garfield Bar & Liq (P),Off,46 Wood St,Bergen,Bergen,Matt Powierski,Denise Montes
37004,Tres Agaves,On,178 Palisade Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
37005,Charlies Tav(Z),On,147 Frederick St,Bergen,Bergen,Nick Melissari,Chris McCrohan
37006,Garfield Discount Liquors,Off,76 Jewell St,Bergen,Bergen,Matt Powierski,Denise Montes
37007,Jay's Liquormart,Off,142 Division Ave,Bergen,Bergen,Matt Powierski,Denise Montes
37010,Vfw Outwater (Z) Lane,On,340 Outwater Lane,Bergen,Bergen,Robin Feldman,Chris McCrohan
37011,The Firehouse,On,42 Plauderville Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
37012,Sportsmens (P) Tavern,On,245 Outwater Lane,Bergen,Bergen,Nick Melissari,Chris McCrohan
37013,Joe's Liquors,Off,114 Outwater Lane,Bergen,Bergen,Matt Powierski,Denise Montes
37019,BJ Polonia,On,126 Ray St,Bergen,Bergen,Nick Melissari,Chris McCrohan
37022,Ceviche Peruvian Cuisine,On,517 River Drive,Bergen,Sales,Nick Melissari,Chris McCrohan
37023,Worldwide Liquors,Off,68 Van Winkle Ave,Bergen,Bergen,Matt Powierski,Denise Montes
37025,All Nations Liq,Off,80 Passaic St,Bergen,Bergen,Matt Powierski,Denise Montes
37026,"Michele (Z) Rest,",On,32 Passaic St,Bergen,Bergen,Matt Powierski,Denise Montes
37027,Piast Meats & Prov.,Off,1 Passaic St,Bergen,Bergen,Matt Powierski,Denise Montes
37029,River Drive Bar (P),Off,85 River Dr,Bergen,Bergen,Matt Powierski,Denise Montes
37034,Blackjack Mulligans(P) (Garfield),On,279 Passaic St,Bergen,Bergen,Nick Melissari,Chris McCrohan
37038,Wisla Center (Z),On,73 Main St,Bergen,Bergen,Matt Powierski,Denise Montes
37040,The Venetian,On,546 River Rd,Bergen,Bergen,Matt Powierski,Denise Montes
37044,Riverview Liquors & Bar,Off,800 River Dr.,Bergen,Sales,Matt Powierski,Denise Montes
37045,Los Cantaritos Cantina,On,791 Midland Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
37047,Dp's Pub & Seafood Grill,On,732 River Dr,Bergen,Bergen,Matt Powierski,Denise Montes
37050,Royal Manor,On,454 Midland Ave,Bergen,Bergen,Matt Powierski,Denise Montes
37055,82 OAK BAR & BISTRO,On,149 Vanwinkle Ave,Bergen,Sales,Robin Feldman,Chris McCrohan
37060,Pazza Luna (P),On,52 Chestnut St,Bergen,Bergen,Matt Powierski,Denise Montes
37063,Jojo's Bar & Grill,On,133 Monroe St,Bergen,Bergen,Nick Melissari,Chris McCrohan
37065,Voraz Fuision,On,68 Lanza Ave,Bergen,Sales,Javier Melo,Denise Montes
37066,La Fortaleza (Garfield),On,361 Midland Ave,Bergen,Bergen,Javier Melo,Denise Montes
37068,Whoopee Liq (A),Off,194 Van Winkle Ave,Bergen,Bergen,Matt Powierski,Denise Montes
37070,The Hive Bar & Bistro,On,142 Outwater Lane,Bergen,Bergen,Nick Melissari,Chris McCrohan
37075,Deja Vu (Z),On,50 River Drive,Bergen,Bergen,Matt Powierski,Denise Montes
38001,JR Sports Bar & Liquors(Z),Off,452 Passaic Ave,Bergen,Bergen,Chris Payton,Mike Engel
38002,Satin Dolls (A),On,230 Route 17,Bergen,Bergen,Nick Melissari,Chris McCrohan
38007,Garden Liquors (P),Off,300 Harrison Ave,Bergen,Bergen,Chris Payton,Mike Engel
38008,Shop Rite Liq.(A)Lodi,Off,150 Main Str,Bergen,Bergen,Chris Payton,Mike Engel
38013,Amazon Fresh (Lodi),Off,2 Memorial Drive,Bergen,Bergen,Chris Payton,Mike Engel
38016,Lodi Liquor Store(P),Off,25 C WASHINGTON STREET,Bergen,Bergen,Chris Payton,Mike Engel
38017,Quick Stop Food & Liq,Off,93 S. Main St,Bergen,Bergen,Chris Payton,Mike Engel
38018,THE BOTTLE SHOP,Off,366 Essex St,Bergen,Sales,Phil Ernst,Mike Engel
38019,Circle Liquors,Off,1- 6 South Main Street,Bergen,Bergen,Chris Payton,Mike Engel
38020,Lodi Lanes (A),On,58 Terhune Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
38021,Buy Rite Of Main St Lodi,Off,449 Main St,Bergen,Bergen,Chris Payton,Mike Engel
38025,Rebar (Z),On,132 Essex St,Bergen,Bergen,Nick Melissari,Chris McCrohan
38028,Colombia Bakery Factory & Restaurant,On,1 South Main St,Bergen,Sales,Chris Payton,Mike Engel
38034,La Nota Restaurant Bar,On,2 Mercer St. #2,Bergen,Sales,Chris Payton,Mike Engel
38035,The Elan (P),On,111 Rt 46 W,Bergen,Bergen,Office Tell Sell,Chris McCrohan
38039,Hilltop Tav.(Z),On,50 Essex St,Bergen,Bergen,Nick Melissari,Chris McCrohan
38040,Buy Rite Discount Liquor,Off,183 Route 46 West,Bergen,Bergen,Chris Payton,Mike Engel
38043,K Of C Lodi,On,39 Washington Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
38046,La Fortaleza (Lodi),On,10 Route 46,Bergen,Bergen,Javier Melo,Denise Montes
38047,American Legion Lodi Post 136,On,41 Union St,Bergen,Bergen,Robin Feldman,Chris McCrohan
39001,Home Wines & Liq 75 (A) (South Hackensack),Off,75 Saddle River Ave,Bergen,Bergen,Phil Ernst,Mike Engel
39003,Pompei's Little Market,Off,31 Calicooneck Rd,Bergen,Bergen,Chris Payton,Mike Engel
39004,Noches De Colombia (S. Hackensack)),On,370 Rt 46 West,Bergen,Bergen,Pablo Lopez,Denise Montes
39006,Fat Bastard & Sons,On,434 Route 46 West,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
39007,Club Flamingo (A),On,430 Route 46,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
39008,Blush Gentleman's Club,On,2 S Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
39010,Players Club (Z),On,213 Huyler St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
39012,Wine And Liq Depot(A),Off,310 Huyler St,Bergen,Bergen,Dave Ehlers,Mike Engel
39015,Rudy's Inflight Caterers,On,180 North Street,Bergen,Bergen,Robin Feldman,Chris McCrohan
39016,NB Liquors,Off,2 Teterboro Landing Dr,Bergen,Bergen,John Neukum,Mike Engel
39017,Bj's Rest & Brewhouse(A),On,21 Teterboro Landing Dr,Bergen,Bergen,Nick Melissari,Chris McCrohan
39018,Texas Roadhouse,On,20 Teterboro Landing Dr.,Bergen,Bergen,Nick Melissari,Chris McCrohan
39019,Costco 1214 Teterboro (NA),Off,2 Teterboro Landing Dr,Bergen,Bergen,John Neukum,Mike Engel
40001,Bottle & Cork,Off,380 W Pleasantview Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
40004,Simple Simon's (Z),Off,337 Essex St,Bergen,Bergen,Dave Ehlers,Mike Engel
40005,Lazy Lanigans (A),On,604 Main Street,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
40007,Elks Post 153 (Z),On,351 1st St,Bergen,Bergen,Robin Feldman,Chris McCrohan
40008,Tavern 61 (Z),On,61 River St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
40010,Hackensack Liquors,Off,500 South River St,Bergen,Bergen,Dave Ehlers,Mike Engel
40015,Capon's Chophouse,On,390 Hackensack Ave.,Bergen,Sales,Nick Melissari,Chris McCrohan
40017,Essex St Liquor and Wine,Off,214 Essex St,Bergen,Bergen,Dave Ehlers,Mike Engel
40019,Budy's Wine & Liq (A),Off,139 Hudson St,Bergen,Bergen,Phil Ernst,Mike Engel
40021,Bowler City Bowling,On,85 Midtown Bridge St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
40022,Buy Rite Of Hackensack,Off,410 River St,Bergen,Bergen,Dave Ehlers,Mike Engel
40024,Maggiano's Little(A)Italy,On,70 Riverside Square Mall,Bergen,Bergen,Nick Melissari,Chris McCrohan
40025,Pf Changs China Bis(A) (Hackensack),On,50 Riverside Square Mall,Bergen,Bergen,Nick Melissari,Chris McCrohan
40026,Brooklyn's (A),On,161 Hackensack Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
40027,Cigarro Bar and Lounge,On,91 Main St,Bergen,Sales,Robin Feldman,Chris McCrohan
40028,Elks Post 658 (A),On,37 Linden St,Bergen,Bergen,Robin Feldman,Chris McCrohan
40030,JINYA Ramen Bar (Hackensack),On,390 Hackensack Ave,Bergen,Sales,Nick Melissari,Chris McCrohan
40032,Side Bar,On,45 Main St,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
40035,Chit Chat Diner,On,515 Essex St,Bergen,Bergen,Robin Feldman,Chris McCrohan
40037,Parisi Deli,Off,89 S State St,Bergen,Bergen,Dave Ehlers,Mike Engel
40038,Forte Ristorante,On,160 Prospect Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
40040,St Paul Lodge#7,On,184 Berdan Place,Bergen,Bergen,Robin Feldman,Chris McCrohan
41001,Casual Habana Cafe(Hack),On,125 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41002,Mi Tierrita (P),On,252 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41005,George's Liq,Off,130 Anderson St,Bergen,Bergen,Dave Ehlers,Mike Engel
41006,Straphanger Saloon (A),On,126 Anderson St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41008,Noches De Colombia (Hackensack),On,382 Main St,Bergen,Bergen,Pablo Lopez,Denise Montes
41009,TRUE FOOD,On,390 HACKENSACK AVE,Bergen,Sales,Nick Melissari,Chris McCrohan
41010,Lenoras Bar (P),On,129 Johnson Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41011,Bangkok Garden(P) Thai,On,261 Main St,Bergen,Bergen,Robin Feldman,Chris McCrohan
41012,Deli Mart (A),Off,789 Main St,Bergen,Bergen,Dave Ehlers,Mike Engel
41013,Viva Margarita Hackensack,On,774 Main St,Bergen,Bergen,Nick Melissari,Chris McCrohan
41015,99 Ranch Market,Off,450 Hackensack Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
41016,Cheesecake Fact (A)Hacken,On,197 Riverside Square Mall,Bergen,Bergen,Nick Melissari,Chris McCrohan
41017,Rosa Mexicano (A),On,390 Hackensack Ave # 60,Bergen,Bergen,Nick Melissari,Chris McCrohan
41020,Lidos Restaurant (P),On,701 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41022,Coach House Diner/Rest(Z),On,55 Rt 4 E,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41023,The Whiskey Priest (Hackensack),On,159 Main St.,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41025,Morton's The Stkhse Hacke,On,274 Riverside Square Mall,Bergen,Bergen,Nick Melissari,Chris McCrohan
41026,Amc- Shops @ Riverside P,On,390 Hackensack Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
41027,Cubby's (P),On,249 S River St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41029,Riviera Lounge (P),On,310 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
41031,Houstons (A)Hackensack,On,1 Riverside Square (181),Bergen,Bergen,Nick Melissari,Chris McCrohan
41033,Applebee's (A) Hackensack,On,450 Hackensack Ave.,Bergen,Bergen,Nick Melissari,Chris McCrohan
41034,Lodi Moose Lodge 1971,On,215 Charles St,Bergen,Bergen,Robin Feldman,Chris McCrohan
42001,Garden Shabu,On,1 Valley Road,Bergen,Bergen,Robin Feldman,Chris McCrohan
42002,L. F. Wine Country (P),Off,299 Bergen Pike,Bergen,Bergen,Matt Powierski,Denise Montes
42003,Whiskey Roads,On,152 Washington Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
42004,Wine And People,Off,260 Bergen Tpk,Bergen,Bergen,Matt Powierski,Denise Montes
42005,Empire Club (P),On,136 Mehrhof Rd,Bergen,Bergen,Office Tell Sell,Chris McCrohan
42007,Vfw 809 (P),On,100 Main St,Bergen,Bergen,Robin Feldman,Chris McCrohan
42009,Nikki's Bar & Grill,On,213 Washington Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
42010,Little Ferry Wines/Liquor,Off,66 Marshall Ave,Bergen,Bergen,Matt Powierski,Denise Montes
42011,Buzzzrite Liquors,Off,269 Route Rt 46 West,Bergen,Sales,Matt Powierski,Denise Montes
42012,Vinny's Disc Liq (P),Off,315 Main St,Bergen,Bergen,Matt Powierski,Denise Montes
42014,Segovia Steak House(A),On,217 Main St,Bergen,Bergen,Matt Powierski,Denise Montes
42015,Amer Lgn (Z) Little Ferry,On,100 Liberty Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
42016,Palermo Cafe (A),On,389 Liberty St,Bergen,Bergen,Office Tell Sell,Chris McCrohan
