customer_num,name,premise,address,county,area,rep,dm
42017,Cast Iron Pot Signature,On,260 Bergen Turnpike,Bergen,Bergen,Matt Powierski,Denise Montes
43001,City Supermarket,Off,289 Bergen Blvd,Bergen,Bergen,Phil Ernst,Mike Engel
43002,Checo Supermarket,Off,210 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43004,Boulevard Liq.(Fairview),Off,153 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
43005,Rome Liquors (Fairview),Off,174 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43006,Fairview Liq & Groc.(A),Off,36 Anderson Avenue,Bergen,Bergen,Dan Lagala,Mike Engel
43007,American Classic Liq,Off,157 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43013,Buy Rite Of Fairview,Off,201 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43014,Patsy's Bistro,On,344 Jersey Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
43015,Kikos Liquors Ii,Off,321 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43019,Cast Iron Pot (A),On,356 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
43022,C & C Bar Factory,On,560 Fairview Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43029,El Tio Taco Ii,On,332 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
43031,La Fortuna (P),On,430 Kamena St,Bergen,Bergen,Dan Lagala,Mike Engel
43032,El Caporal Mexican Food,On,341 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
43033,American Lgn Fairview (A),On,110 Anderson Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
43035,S & A Society (Z),On,270 Walker St,Bergen,Bergen,Robin Feldman,Chris McCrohan
44001,Brazeiro Churrascaria,On,442 Anderson Ave,Bergen,Sales,Dan Lagala,Mike Engel
44002,Wine And Food Mart (Z),Off,589 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44005,Winston Wine & Liq,Off,659 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44006,Garden St. Wine & Liquor,Off,461 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44008,GOGIYA,On,606 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44009,Metro Liquor (Cliffside Park),Off,341 Gorge Rd.,Bergen,Sales,Dan Lagala,Mike Engel
44010,Garden State Food&Liq (P),Off,666 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44012,690 Park,On,690 Anderson Avenue,Bergen,Bergen,Dan Lagala,Mike Engel
44014,Campbell's Wines & Liquor,Off,730 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44016,Liquor City(A)Cliffside,Off,494 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44017,Frankie's Gastro,On,651 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44025,Rudys (A),On,591 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44027,354 Steakhouse (A),On,354 Lawton Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44028,512 Bar,On,512 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44031,Viva La Margarita Cliffside Park,On,790 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44032,Rustica Bar & Restaurant,On,565 Gorge Rd,Bergen,Bergen,Office Tell Sell,Chris McCrohan
44033,Brass Rail Pub Cliffside,On,339 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44035,O'Malleys Pub LLC DBA Blackbird Pub,On,658 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44038,Palisadium Club,On,700 Palisadium Drive,Bergen,Bergen,Dan Lagala,Mike Engel
44039,Villa Amalfi,On,793 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44040,Stop N Go Conven. (P),Off,81 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44042,R J's (Z),On,76 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44043,Mythos Greek Taverna,On,352 Anderson Ave,Bergen,Sales,Dan Lagala,Mike Engel
44044,Sonsonate Rest(P),On,100 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44047,Sedona Tap House,On,679 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44048,Clubhouse Cafe (P),On,661 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44049,Rome Liquor (Cliffside Park),Off,743 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
44052,Minit Mart_2,Off,237 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
45002,JC&D Best Wine & Liquor,Off,321 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
45004,Ridgefield Liq (Z),Off,520 Shaler Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
45005,Colonial Bar,On,719 Grand Avenue,Bergen,Bergen,Chris Payton,Mike Engel
45007,Cantina 46,On,88 Route 46 W,Bergen,Sales,Nick Melissari,Chris McCrohan
45015,Tivoli Restaurant,On,533 Shaler Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
45018,Duri Pocha,On,441 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
45019,Twobox Chicken Ridgefield,On,686 Grand Ave,Bergen,Sales,Nick Melissari,Chris McCrohan
45020,Tutto A Modo Mio,On,482 Bergen Blvd,Bergen,Sales,Nick Melissari,Chris McCrohan
46002,Best Choice Liqrs (P),Off,23 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46003,Palisades Park Liq(P),Off,100 E Columbia Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46004,Hang Ahri(Pelicana Chic)Z,On,417 E.Brinkerhoff Avenue,Bergen,Bergen,Dan Lagala,Mike Engel
46005,Pine Tree Yitaewon,On,7 Broad Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
46006,Rock 21,On,400 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
46007,Kumade,On,412 Bergen Blvd,Bergen,Bergen,Nick Melissari,Chris McCrohan
46008,Bella Wine & Liquor,Off,331 Broad Ave.,Bergen,Bergen,Dan Lagala,Mike Engel
46009,Banner Delicatessen,Off,400 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46010,So Noon Nan Jib,On,238 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46011,Han Mi Supermkt (A),Off,220 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46012,Jay Cee (P) Deli & Liq.,Off,246 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46013,Boulevard Food Store,Off,520a Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
46014,Soosang Hand Pocha,On,239 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46015,Mukeunji (Z),Off,421 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46017,Mariachi (Roku) (Z),On,15 Grand Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46018,Mad For Chicken Palisades Park,On,257 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46019,Palisades Wine And Liquor,Off,534 Bergen Blvd,Bergen,Bergen,Phil Ernst,Mike Engel
46020,Third Floor Cafe,On,232 Broad Ave 3rd Floor,Bergen,Sales,Dan Lagala,Mike Engel
46022,Te Min Quan (P) Rest.,On,270 Broad Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
46024,Anthony's Pharmacy,Off,341 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46027,Grand Wine Bar/Karaoke(Z),On,42 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46028,Legends (P),On,16 Statehighway 5,Bergen,Bergen,Nick Melissari,Chris McCrohan
46029,Hanam Daeji,On,445 Grand Ave,Bergen,Bergen,Dan Lagala,Mike Engel
46030,Elks Post 2475 (Z),On,536 10th St,Bergen,Bergen,Dan Lagala,Mike Engel
46031,Kang Ho Dong,On,329 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
46033,Discount Lqr(A) Outlet,Off,15 Grand Ave,Bergen,Bergen,Chris Payton,Mike Engel
47003,Mk Valencia Rest & Lg(P),On,228 Main Street,Bergen,Bergen,Chris Payton,Mike Engel
47004,Wides Deli & Liquor,Off,81-85 Central Ave,Bergen,Bergen,Phil Ernst,Mike Engel
47005,Exquisite W & L (A),Off,215 Main St,Bergen,Bergen,Chris Payton,Mike Engel
47006,Elks Post 1506,On,30 Spruce St,Bergen,Bergen,Robin Feldman,Chris McCrohan
47007,Luigi's Rest (P),On,54 Mt Vernon St,Bergen,Bergen,Office Tell Sell,Chris McCrohan
47009,Iga Supermarkets (A),Off,201-205 Main St,Bergen,Bergen,Chris Payton,Mike Engel
47011,Ridgefield Deli & Liq,Off,284 Teaneck Road,Bergen,Bergen,Chris Payton,Mike Engel
47014,K Of C 2229 (Z),On,106 Bergen Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
47017,Westside Village (A),On,18 Paulison Ave,Bergen,Bergen,Chris Payton,Mike Engel
47019,Hilton Garden Inn Ridgefield Park,On,70 Challenger Rd,Bergen,Bergen,Chris Payton,Mike Engel
48002,Manor Wine & Liquor,Off,430 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
48005,Leonia Wine & Spirits,Off,307 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
48006,Andres Wine & Spirits,Off,322 Broad Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49001,Don Coqui,On,541 River Rd,Bergen,Bergen,Jaime Colonna,Mike Kennedy
49003,Roberto's Restaurant (P),On,936 River Rd,Bergen,Bergen,Office Tell Sell,Chris McCrohan
49004,Dino's Bar & Grill,On,1466 River Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49006,Ga Yeon Restaurant,On,2020 Hudson St,Bergen,Bergen,Office Tell Sell,Chris McCrohan
49009,Ft Lee Athletic Club,On,2029 Lemoine Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
49012,365 BBQ,On,176 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49013,Cuba 57,On,2139 Hudson Terrace,Bergen,Bergen,Nick Melissari,Chris McCrohan
49015,PYEONGANDONG,On,89 Main St,Bergen,Bergen,Nick Melissari,Chris McCrohan
49016,Ipic Theaters,On,2023 Hudson St,Bergen,Bergen,Dan Lagala,Mike Engel
49018,Jumong Restaurant,On,1550 Lemoine Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49019,Bp Gas Station,Off,1671 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
49020,Hudson Wine Market,Off,1638 Schlosser St,Bergen,Bergen,Dan Lagala,Mike Engel
49021,Hyatt Place Fort Lee,On,2167 Route 4 East,Bergen,Bergen,Nick Melissari,Chris McCrohan
49022,El asadero Mexican Grill (Fort Lee),On,2052 Hudson St,Bergen,Bergen,Nick Melissari,Chris McCrohan
49024,Ventana's Restaurant,On,200 Park Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49025,Flemings Stkhse (P),On,90 Promanade Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
49026,J D Steak Pit,On,124 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49027,Linwood Wine-Linwood Plaza,Off,102 Linwood Plaza,Bergen,Bergen,Dan Lagala,Mike Engel
49029,Obaltan,On,799 Abbott Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
49031,Top Shelf Liquors,Off,2450 Lemoine Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49032,Fairway Mkt & Gift(A),Off,1214 Anderson Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49033,Banner Liquor Iii,Off,1175 Palisade Avenue,Bergen,Bergen,Dan Lagala,Mike Engel
49034,In Napoli (A),On,116 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49035,Gulf Express Fort Lee,Off,1651 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
49036,Junction Liquors,Off,266 Columbia Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49039,Acme Markets (Fort Lee),Off,2160 Lemoine Ave,Bergen,Sales,Phil Ernst,Mike Engel
49040,Healing Karaoke,On,2011 Lemoine Ave #303,Bergen,Bergen,Nick Melissari,Chris McCrohan
49041,WOOGA,On,1296 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49042,Fire Company 3 Ft Lee,On,557 Main St,Bergen,Bergen,Office Tell Sell,Chris McCrohan
49043,De Novo European Pub,On,1257 River Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49044,Linwood Wine-Hudson Light,Off,675 Park Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49045,Liquor World,Off,1475 Bergen Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
49047,LaNoma Italian Steakhouse,On,2010 Hudson St,Bergen,Sales,Nick Melissari,Chris McCrohan
49048,River Palm (A),On,1416 River Rd,Bergen,Bergen,Dan Lagala,Mike Engel
49049,The Metropolitan Lounge,On,190 River Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49050,Bada Story (Z),On,799 Abbott Blvd,Bergen,Bergen,Dan Lagala,Mike Engel
49051,Gopchang Story,On,214 Main St,Bergen,Sales,Office Tell Sell,Chris McCrohan
49053,Soho (Z),On,2027 Lemoine Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49054,Hiram's,On,1345 Palisade Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
49055,Edgewater Liquor (A),Off,547 River Road,Bergen,Bergen,Dan Lagala,Mike Engel
49056,Hmart Fresh (P),Off,1379 16th Street,Bergen,Bergen,Dan Lagala,Mike Engel
49057,Gammeeok,On,485 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49059,Outback Steakhouse(Z)Edg,On,539 River Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49060,Franco's Metro Rest (P),On,1475 Bergen Blvd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49061,Double Tree Hotel Ft Lee,On,2117 Route 4 E,Bergen,Bergen,Dan Lagala,Mike Engel
49063,COV,On,115 River Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
49064,Bareburger (Edgewater),On,78 The Promenade,Bergen,Bergen,Nick Melissari,Chris McCrohan
49065,Haven Rest/Bar (A),On,2 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49066,Mitsuwa Market (A),Off,595 River Rd,Bergen,Bergen,Dan Lagala,Mike Engel
49067,Taverna Veranda,On,725 River Road #49,Bergen,Sales,Robin Feldman,Chris McCrohan
49069,Pho 32,On,1645 Lemoine Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49071,Chillers Grill (A),On,2191 Fletcher Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49072,JJ Dak,On,144 Main St,Bergen,Bergen,Dan Lagala,Mike Engel
49074,Dong Bang Grill,On,1616 Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
49076,Raku Izakaya (Z),On,209 Main Street,Bergen,Bergen,Dan Lagala,Mike Engel
49082,Beverage Depot,Off,2151 Rt 4 East,Bergen,Bergen,Phil Ernst,Mike Engel
49083,Courtyard By Marriott Edgewater,On,3 Pembroke Rd,Bergen,Bergen,Dan Lagala,Mike Engel
49085,Tommy's Tavern + Tap (Edgewater),On,11 The Promenade,Bergen,Bergen,Nick Melissari,Chris McCrohan
49086,9 Degree Golf Simulator Bar & Restaurant,On,1642 Schlosser St,Bergen,Bergen,Dan Lagala,Mike Engel
49090,Homewood Suites Edgewater,On,10 The Promenade,Bergen,Bergen,Dan Lagala,Mike Engel
50001,Andy's Corner (Z),On,257 Queen Ann Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50002,Lushka Liquors,Off,358 Palisades Ave,Bergen,Bergen,Phil Ernst,Mike Engel
50003,"Agave Liquor, Wine & Spirits",Off,74 W Main St,Bergen,Bergen,Phil Ernst,Mike Engel
50004,Bistro Taino,On,107 E Main S,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
50005,Megha Liquor & Grocery,Off,8 East Fort Lee Rd,Bergen,Bergen,Phil Ernst,Mike Engel
50006,Cozy Tavern (P),On,131 Queen Anne Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50007,Welsh Farms,Off,55 Queen Anne Road,Bergen,Bergen,Chris Payton,Mike Engel
50008,101 Pub (A),On,101 Queen Anne Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50009,Riverview Liq (P),Off,55 River Rd,Bergen,Bergen,Phil Ernst,Mike Engel
50012,Ma'adan Catering,Off,446 Cedar Lane,Bergen,Bergen,Chris Payton,Mike Engel
50013,Wine & More (P),Off,953 Teaneck Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
50015,PUB 178,On,178 Cedar Lane,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50016,Teaneck Quickshop(P)Conv,Off,725 Cedar Lane,Bergen,Bergen,Chris Payton,Mike Engel
50018,Debonair Music Hall,On,1409 Queen Ann Road,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50020,Wineland,Off,247 Degraw Ave,Bergen,Bergen,Chris Payton,Mike Engel
50028,Amarone (P),On,63 Cedar Lane,Bergen,Bergen,Robin Feldman,Chris McCrohan
50029,La Tequilera Restaurant,On,293 Queen Anne Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50032,Vfw 5561 Bogota,On,241 W Shore Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
50035,Nobo,On,1400 Palisade Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
50036,Moose Lodge 961 (Z),On,201 W Englewood Av Bx 717,Bergen,Bergen,Robin Feldman,Chris McCrohan
50038,Hampton Inn & Suites,On,1 Glenwood Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
51004,Fill Er Up Kosher Wine(P),Off,174 West Englewood Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
51005,Zina's Steakhouse & Grill,On,827 Teaneck Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
51008,H & R Disc. Liq (P),Off,1350-1352 Teaneck Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
51010,Elsa Lareina Del Chicharo,On,1515 Teaneck Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
51011,American Lgn Teaneck (Z),On,650 American Legion Dr,Bergen,Bergen,Robin Feldman,Chris McCrohan
51012,Teaneck Liquors,Off,1531 Teaneck Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
51013,G & G Liquors & Bar,Off,1435 Teaneck Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
51014,Marriott (A) Teaneck,On,100 Frank Burr Blvd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
51015,K Of C Teaneck,On,829 Windsor Rd,Bergen,Bergen,Robin Feldman,Chris McCrohan
51018,Teaneck Discount Liquor,Off,764 New Bridge Road,Bergen,Bergen,Dave Ehlers,Mike Engel
52003,Cassies (A),On,18 S Dean St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52004,Grand Liquor & Delicatesen,Off,124 Grand Ave.,Bergen,Bergen,Dave Ehlers,Mike Engel
52005,Noches De Colombia(Englewood)),On,90 W. Palisade Ave,Bergen,Bergen,Pablo Lopez,Denise Montes
52008,Englewood Liq (A),Off,42 E Palisade Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
52009,CAJUN SEAFOOD AND BAR,On,45 NATHANIEL PLACE,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
52011,Englewood Wine (A),Off,1 Engle St,Bergen,Bergen,Dave Ehlers,Mike Engel
52012,CZEN Restaurant,On,36 N Van Brunt St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52013,Lulu Lounge,On,63 Nathaniel Pl,Bergen,Bergen,Dave Ehlers,Mike Engel
52014,El Tango,On,22-24 N Van Brunt St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52015,Shop Rite Liq (A)Englewd,Off,53 Nathaniel Pl,Bergen,Bergen,Dave Ehlers,Mike Engel
52017,Tapas De Espana (P),On,47 N Dean St,Bergen,Bergen,Robin Feldman,Chris McCrohan
52018,Aumm Aumm @The Brownstone,On,73 Brownstone Way,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52019,W E Beverage (A),Off,91 W Palisade Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
52023,Jerry's Outlet,Off,410 S Dean St,Bergen,Bergen,Robin Feldman,Chris McCrohan
52025,Englewood Wine and Spirits,Off,481 N Dean St,Bergen,Bergen,Dave Ehlers,Mike Engel
52026,Englewood Field Club,On,341 Engle St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52027,American Lgn 58 (A) Englewood,On,151 W Forest Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
52029,Santa Barbara,Off,79 Slocum Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
52030,Sofia,On,36 Engle St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52031,Huel Deli & Grocery LLC,Off,548 Grand Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
52032,Ideal Lodge 470 (P),On,17 Bennett Rd,Bergen,Bergen,Robin Feldman,Chris McCrohan
52033,Blue Akai,On,23 E Palisade Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52036,Vida Garden,On,14-16 Armory St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52037,Colombia Kaliente,On,30 East Palisade Ave.,Bergen,Sales,Pablo Lopez,Denise Montes
52038,Grissini's Restaurant,On,484 Sylvan Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
52040,Burgundy Convenience Store,Off,4 W Palisade Ave,Bergen,Sales,Dave Ehlers,Mike Engel
52043,Balthazar Bakery (A),Off,214 South Dean St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52046,Bergen Performing Arts,On,30 N Van Brunt St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
52049,Sini Bistro,On,401 S Van Brunt St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
53001,Brownstone Pancake Factor,On,717 E Palisade Ave,Bergen,Bergen,Dan Lagala,Mike Engel
53002,Mr Bbq,On,150 Sylvan Way,Bergen,Bergen,Dan Lagala,Mike Engel
53003,Bada Story,On,464 Sylvan Ave.,Bergen,Bergen,Dan Lagala,Mike Engel
53004,Lefkes Restaurant,On,495 Sylvan Ave,Bergen,Bergen,Dan Lagala,Mike Engel
53005,Cliffs Steakhouse(A),On,18 Sylvan Ave,Bergen,Bergen,Dan Lagala,Mike Engel
53006,Cafe Italiano (Z),On,14 Sylvan Ave,Bergen,Bergen,Office Tell Sell,Chris McCrohan
53007,Giovanni's Bicycle Club,On,487 Sylvan Ave,Bergen,Bergen,Dan Lagala,Mike Engel
54001,Tenafly Pizza (Z),On,38 W Railroad Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
54004,Spring House,On,91 West Clinton Ave,Bergen,Sales,Robin Feldman,Chris McCrohan
54005,The 130 Club,On,130 County Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
54006,Tenafly Fine Wine & Spirits,Off,14 Riveredge Rd,Bergen,Bergen,Dan Lagala,Mike Engel
54007,Wine Ventures,Off,7 Washington St,Bergen,Bergen,Dan Lagala,Mike Engel
54011,Knickerbocker Golf (P),On,188 Knickerbocker Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
54012,Axia Taverna,On,18 Piermont Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
54014,Elks Post 2271 (Z),On,20 Franklin St,Bergen,Bergen,Robin Feldman,Chris McCrohan
54017,Tenafly Classic Diner,On,16 W Railroad Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
55001,Coasters Liquors,Off,37 Union Ave,Bergen,Bergen,Shane Barreca,Paul Deady
55003,Scotty's Bar & Grill,On,172 Piermont Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
55005,Cresskill Tavern,On,29 E Madison Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
55008,American Lgn (Z) (Cresskill),On,75 Legion Dr,Bergen,Bergen,Robin Feldman,Chris McCrohan
55009,Samdan Mediterranean Restaurant And Bar,On,178 Piermont Rd,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
56001,Tony's Italian Cuisine,On,127 S. Washington Ave,Bergen,Sales,Paul Mclaughlin,Chris McCrohan
56004,Jack E Pooh's,On,22 N Front St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
56006,Lula's Latin Cuisine,On,86 S. Washington Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
56007,Portland Wine & Liquor,Off,22 Portland Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
56008,Bergenfield Liq & Fw,Off,5 S Washington Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
56009,Tommy Fox's Pub Hse(P),On,32 S Washington Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
56011,International Bar/Rest,On,96 S Washington Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
56013,Time Lounge And Liq (A),Off,487-489 S Washington Ave,Bergen,Bergen,Dave Ehlers,Mike Engel
56015,VINEYARD,Off,89 New Bridge Rd,Bergen,Sales,Dave Ehlers,Mike Engel
56016,Chapala Grill - Bergenfield,On,52 S Washington Ave,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
56018,Vfw 6467 (Z),On,321 S Washington Ave,Bergen,Bergen,Robin Feldman,Chris McCrohan
56022,Elks Post 1477,On,40 W Church St,Bergen,Bergen,Robin Feldman,Chris McCrohan
57001,Barrel & Brew Bar & Liq,Off,868-872 River Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
57003,Joes Beer Wine & Spirits,Off,710 River Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
57004,River & Henley,On,704 River Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
57006,New Milford Liquors,Off,401 River Rd,Bergen,Bergen,Dave Ehlers,Mike Engel
57007,New Bridge Inn(A),On,105 Old New Bridge Rd,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
57009,Pancho Burrito's (A),On,214 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
57011,Casual Habana Cafe (P),On,200 Main St,Bergen,Bergen,Paul Mclaughlin,Chris McCrohan
