Sales Rep Assigned,Customer Num,Customer Name,Buyer Count   2026
Nick Melissari,92014,Ramsey Country Clb,1.00
Nick Melissari,88002,Nellie's Place (P),1.00
Nick Melissari,80057,On The Border Paramus,1.00
Nick Melissari,78016,Outback Stk Hse Roch Pk,1.00
Nick Melissari,32023,Redd's Rest (Z),1.00
Nick Melissari,31013,Elia Restaurant,1.00
Nick Melissari,80042,Olive Garden Paramus,1.00
Nick Melissari,28016,Inka Flames,1.00
Nick Melissari,46028,Legends (P),1.00
Nick Melissari,79010,Ruth's Chris Steakhouse (Maywood),1.00
Nick Melissari,80040,Biagio's,1.00
Nick Melissari,31030,Al-Di-La' (P),1.00
Nick Melissari,30031,Paisano's,1.00
Nick Melissari,93004,Mahwah B & G (A),1.00
Nick Melissari,96005,The Brick House (P),1.00
Nick Melissari,29035,Marty Gra's (A),1.00
Nick Melissari,80012,California Pizza Paramus,1.00
Nick Melissari,29045,Teros Snack Bar,1.00
Nick Melissari,31045,Dream Bar,1.00
Nick Melissari,31006,The Roosevelt,1.00
Nick Melissari,31039,Yard House 8390,1.00
Nick Melissari,28019,Turf and Barrel,1.00
Nick Melissari,31058,Dream 360,1.00
Nick Melissari,80018,Millers Paramus Ale House,1.00
Nick Melissari,80011,Casa De Montecristo,1.00
Nick Melissari,29030,City Lounge (P),1.00
Nick Melissari,31036,Eros Cafe,1.00
Nick Melissari,38020,Lodi Lanes (A),1.00
Nick Melissari,28020,Tejo Bar & Rest,1.00
Nick Melissari,88003,W's Village Grille,1.00
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),1.00
Nick Melissari,80054,Chili's Paramus,1.00
Nick Melissari,38025,Rebar (Z),1.00
Nick Melissari,31028,The Union Bar & Provisions,1.00
Nick Melissari,92010,Houlihan's Ramsey,1.00
Nick Melissari,36014,Viva Margarita Wallington,1.00
Nick Melissari,96006,Blue Moon Mexican Cafe,1.00
Nick Melissari,32015,Cjd 2l Corp(Sofive),1.00
Nick Melissari,85003,Arturo's Restaurnt,1.00
Nick Melissari,31049,Marcus Live Bar & Grille,1.00
Nick Melissari,28003,Ktb Coffee Shop & Lounge,1.00
Nick Melissari,31023,Applebee's Garfield (A),1.00
Nick Melissari,80062,Hampton Inn Paramus,1.00
Nick Melissari,49054,Hiram's,1.00
Nick Melissari,94013,Portobello Feasts,1.00
Nick Melissari,78017,El Asadero Mexican Grill (Rochelle Park),1.00
Nick Melissari,29036,Mr.Bruno's,1.00
Nick Melissari,80024,Applebee's Paramus,1.00
Nick Melissari,31061,Tipsy Tie Dye,1.00
Nick Melissari,42003,Whiskey Roads,1.00
Nick Melissari,94012,Holiday Bowl,1.00
Nick Melissari,96007,The Original Barn,1.00
Nick Melissari,49059,Outback Steakhouse(Z)Edg,1.00
Nick Melissari,94009,Oakland Diner,1.00
Nick Melissari,80061,The Green Lounge,1.00
Nick Melissari,28027,Roma Rest. (P),1.00
Nick Melissari,28024,N Arlington Bowl O Drome,1.00
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),1.00
Nick Melissari,80031,Grand Lux Cafe (A),1.00
Nick Melissari,32012,The Local Pub,1.00
Nick Melissari,80013,Bonefish Grill (A) (Paramus),1.00
Nick Melissari,31007,Nizi Japanese,1.00
Nick Melissari,31059,Apres Cafe,1.00
Nick Melissari,31027,New Park Tav (A),1.00
Nick Melissari,78007,Woodstone Pizza B & G,1.00
Nick Melissari,41025,Morton's The Stkhse Hacke,1.00
Nick Melissari,30032,Panebianco Cucina Italiana,1.00
Nick Melissari,49021,Hyatt Place Fort Lee,1.00
Office Tell Sell,21020,Rincon Criollo Restaurant,1.00
Office Tell Sell,43014,Patsy's Bistro,1.00
Office Tell Sell,52038,Grissini's Restaurant,1.00
Office Tell Sell,38035,The Elan (P),1.00
Office Tell Sell,49003,Roberto's Restaurant (P),1.00
Office Tell Sell,77038,Taverna Mykonos,1.00
Office Tell Sell,4008,Lina's Ristorante,1.00
Office Tell Sell,44032,Rustica Bar & Restaurant,1.00
Office Tell Sell,49042,Fire Company 3 Ft Lee,1.00
Office Tell Sell,230110,Homestead Rest,1.00
Office Tell Sell,49009,Ft Lee Athletic Club,1.00
Office Tell Sell,49025,Flemings Stkhse (P),1.00
Office Tell Sell,53006,Cafe Italiano (Z),1.00
Office Tell Sell,42016,Palermo Cafe (A),1.00
Office Tell Sell,15054,Blue Palace (A),1.00
Office Tell Sell,76008,Saddle Brook (A) Diner,1.00
Office Tell Sell,15053,Wrights Tavern(Z),1.00
Office Tell Sell,78018,Columbian Club (Z),1.00
Office Tell Sell,33009,In Thyme,1.00
Office Tell Sell,20103,Moonlight (P) Lounge,1.00
Office Tell Sell,49006,Ga Yeon Restaurant,1.00
Office Tell Sell,22009,Paterson Fire Dept,1.00
Office Tell Sell,31032,Fiesta Hut (Z),1.00
Office Tell Sell,42005,Empire Club (P),1.00
Office Tell Sell,76007,Matsuya,1.00
Office Tell Sell,36035,Hillside (A) S A C,1.00
Office Tell Sell,47007,Luigi's Rest (P),1.00
Pablo Lopez,20046,Circle Cafe (A),1.00
Pablo Lopez,22019,Noches De Colombia (Paterson),1.00
Pablo Lopez,25040,Palenque Bar & Grill(A),1.00
Pablo Lopez,20004,Bocaditos Bistro,1.00
Pablo Lopez,15018,Diana's Bar (Z),1.00
Pablo Lopez,24032,El Dorado Rest (Z),1.00
Pablo Lopez,22001,Lena Y Carbon Restaurant,1.00
Pablo Lopez,25073,Aruba Lounge (P),1.00
Pablo Lopez,39004,Noches De Colombia (S. Hackensack)),1.00
Pablo Lopez,22044,Los Cristales (Z),1.00
Pablo Lopez,27145,LOTUS,1.00
Pablo Lopez,41008,Noches De Colombia (Hackensack),1.00
Pablo Lopez,22021,Super Korona (Z) Bar,1.00
Pablo Lopez,20102,La Fiesta,1.00
Pablo Lopez,20081,Hacienda (P),1.00
Pablo Lopez,20108,5th Avenue (P) Tavern,1.00
Pablo Lopez,25041,Family Association,1.00
Pablo Lopez,27015,Dona Maria Rest,1.00
Pablo Lopez,25087,Sarina Bar,1.00
Pablo Lopez,52005,Noches De Colombia(Englewood)),1.00
Pablo Lopez,27099,Mama Sushi Rest & Lounge,1.00
Pablo Lopez,21022,Costa Marina Lounge(A),1.00
Pablo Lopez,22013,Hi-Beams (P),1.00
Pablo Lopez,25051,Portuguese Tavern Steak House,1.00
Pablo Lopez,22025,Dulce Patria,1.00
Pablo Lopez,22031,Roxxie's (P),1.00
Pablo Lopez,21042,Marcet Cafe,1.00
Pablo Lopez,24063,Noches De Colombia (Clifton),1.00
Pablo Lopez,20090,D'classico (P),1.00
Pablo Lopez,27070,Saritas Mexican Rest(A),1.00
Pablo Lopez,25086,Con Sabor A Peru (A),1.00
Pablo Lopez,15046,Romo Restaurant,1.00
Pablo Lopez,15062,Ragtime Gentlemen's Club,1.00
Pablo Lopez,21038,Freddie's Dugout,1.00
Pablo Lopez,21014,Ranchito Mi Peru,1.00
Pablo Lopez,27050,Grand Rodeo Night Club(Z),1.00
Pablo Lopez,33005,La Havana 59,1.00
Pablo Lopez,27067,Ukranian (Z) Center,1.00
Pablo Lopez,25046,Jay Aldo's (Z) Bar & Pizz,1.00
Pablo Lopez,27073,Noches De Colombia (Passaic),1.00
Pablo Lopez,15045,Bacchus Sport Bar & Grill,1.00
Pablo Lopez,21030,Bonfire Mofongo House (P),1.00
Pablo Lopez,22036,Tease (P),1.00
Pablo Lopez,24030,El Mexicano Rest (P),1.00
Pablo Lopez,25071,Jaimito's Crtside(Z),1.00
Paul Mclaughlin,70005,Montvale Bowl (A),1.00
Paul Mclaughlin,81023,K Of C W Bergen,1.00
Paul Mclaughlin,81003,Fair Lawn Lanes (P),1.00
Paul Mclaughlin,69007,Florentine Garden,1.00
Paul Mclaughlin,50015,PUB 178,1.00
Paul Mclaughlin,52049,Sini Bistro,1.00
Paul Mclaughlin,61004,Andiamo,1.00
Paul Mclaughlin,62003,Stern And Bow,1.00
Paul Mclaughlin,75001,Emerson Hotel,1.00
Paul Mclaughlin,81015,Fair Lawn Athletic Club,1.00
Paul Mclaughlin,61002,Haworth Golf Club(A),1.00
Paul Mclaughlin,41027,Cubby's (P),1.00
Paul Mclaughlin,57012,N Milford Ath Club,1.00
Paul Mclaughlin,81024,Anthony's Coal Fired Pizza (Fair Lawn),1.00
Paul Mclaughlin,61003,White Beeches Golf Club,1.00
Paul Mclaughlin,76009,The Plank Pizza And Bar,1.00
Paul Mclaughlin,50029,La Tequilera Restaurant,1.00
Paul Mclaughlin,62002,Rudy's Pizzeria (P),1.00
Paul Mclaughlin,36015,Wallington Lane (Bowlero),1.00
Paul Mclaughlin,54011,Knickerbocker Golf (P),1.00
Paul Mclaughlin,70008,Hearth & Tap Co.,1.00
Paul Mclaughlin,69005,Let's Meat Steakhouse,1.00
Paul Mclaughlin,52012,CZEN Restaurant,1.00
Paul Mclaughlin,57009,Pancho Burrito's (A),1.00
Paul Mclaughlin,52046,Bergen Performing Arts,1.00
Paul Mclaughlin,52014,El Tango,1.00
Paul Mclaughlin,40026,Brooklyn's (A),1.00
Paul Mclaughlin,67014,The Rockleigh C C (P),1.00
Paul Mclaughlin,60004,La Taberna Steak House,1.00
Paul Mclaughlin,76005,Midland Brewhouse (A),1.00
Paul Mclaughlin,86006,Seasons Catering (A),1.00
Paul Mclaughlin,74010,Osteria Crescendo,1.00
Paul Mclaughlin,71001,Peppercorn's,1.00
Paul Mclaughlin,81019,Oceanos Osyter Bar Grill,1.00
Paul Mclaughlin,52018,Aumm Aumm @The Brownstone,1.00
Paul Mclaughlin,40021,Bowler City Bowling,1.00
Paul Mclaughlin,54001,Tenafly Pizza (Z),1.00
Paul Mclaughlin,41029,Riviera Lounge (P),1.00
Paul Mclaughlin,41002,Mi Tierrita (P),1.00
Paul Mclaughlin,73001,Lou's,1.00
Paul Mclaughlin,56006,Lula's Latin Cuisine,1.00
Paul Mclaughlin,59005,Hackensack Golf (A),1.00
Paul Mclaughlin,40008,Tavern 61 (Z),1.00
Paul Mclaughlin,55005,Cresskill Tavern,1.00
Paul Mclaughlin,52033,Blue Akai,1.00
Paul Mclaughlin,39008,Blush Gentleman's Club,1.00
Paul Mclaughlin,51014,Marriott (A) Teaneck,1.00
Paul Mclaughlin,65005,Dimora Ristorante (P),1.00
Paul Mclaughlin,60012,Grant Street Cafe (A),1.00
Paul Mclaughlin,54012,Axia Taverna,1.00
Paul Mclaughlin,65006,Gerry's Place,1.00
Paul Mclaughlin,62008,Bareburger (Closter),1.00
Paul Mclaughlin,40038,Forte Ristorante,1.00
Paul Mclaughlin,41006,Straphanger Saloon (A),1.00
Paul Mclaughlin,62012,Landmark Closter,1.00
Paul Mclaughlin,81004,Stosh's Craft Bar (Z),1.00
Paul Mclaughlin,86002,Doghouse Saloon (Z),1.00
Paul Mclaughlin,67002,Brady's Fox Hunt Inn,1.00
Paul Mclaughlin,70013,Flemings Prime Steakhouse and Wine Bar,1.00
Paul Mclaughlin,54005,The 130 Club,1.00
Paul Mclaughlin,59006,The Oak House,1.00
Paul Mclaughlin,85001,Eleven Central,1.00
Paul Mclaughlin,81029,Cosmo Club (Z),1.00
Paul Mclaughlin,51005,Zina's Steakhouse & Grill,1.00
Paul Mclaughlin,57004,River & Henley,1.00
Paul Mclaughlin,29051,Medieval Times,1.00
Paul Mclaughlin,67010,Biddy O'malleys Pub (A),1.00
Paul Mclaughlin,68006,Old Tappan Manor (P),1.00
Paul Mclaughlin,73002,The Cornerstone (P),1.00
Paul Mclaughlin,81027,RP Prime Steakhouse,1.00
Paul Mclaughlin,69012,449 Prime @ Edgewood Country Club,1.00
Paul Mclaughlin,74021,Bar Mutz,1.00
Paul Mclaughlin,74012,Iron Horse,1.00
Paul Mclaughlin,52026,Englewood Field Club,1.00
Paul Mclaughlin,71005,Park Steakhouse,1.00
Paul Mclaughlin,41022,Coach House Diner/Rest(Z),1.00
Paul Mclaughlin,40005,Lazy Lanigans (A),1.00
Paul Mclaughlin,52030,Sofia,1.00
Paul Mclaughlin,56004,Jack E Pooh's,1.00
Paul Mclaughlin,86007,Bacari,1.00
Paul Mclaughlin,62007,The Hill,1.00
Paul Mclaughlin,39010,Players Club (Z),1.00
Paul Mclaughlin,71007,103 Prime Time,1.00
Paul Mclaughlin,41020,Lidos Restaurant (P),1.00
Paul Mclaughlin,69003,Edgewood Country Club,1.00
Paul Mclaughlin,62010,LUCIOS,1.00
Paul Mclaughlin,52036,Vida Garden,1.00
Paul Mclaughlin,63002,Alpine C.C. (Z),1.00
Paul Mclaughlin,50006,Cozy Tavern (P),1.00
Paul Mclaughlin,70012,Fire & Oak (A),1.00
Paul Mclaughlin,65003,Verana,1.00
Paul Mclaughlin,69011,Green Point Restaurant,1.00
Paul Mclaughlin,50001,Andy's Corner (Z),1.00
Paul Mclaughlin,72002,Bareburger (Woodcliff Lake),1.00
Paul Mclaughlin,74001,Lolitas Mexican Cantina,1.00
Paul Mclaughlin,41023,The Whiskey Priest (Hackensack),1.00
Paul Mclaughlin,56011,International Bar/Rest,1.00
Paul Mclaughlin,62011,Sear House (A),1.00
Paul Mclaughlin,60014,Pop(xo) Taco,1.00
Paul Mclaughlin,56009,Tommy Fox's Pub Hse(P),1.00
Paul Mclaughlin,50035,Nobo,1.00
Paul Mclaughlin,50008,101 Pub (A),1.00
Paul Mclaughlin,71011,Marriott (P) Park Ridge,1.00
Paul Mclaughlin,74004,P J Finnegan's,1.00
Paul Mclaughlin,41010,Lenoras Bar (P),1.00
Paul Mclaughlin,39007,Club Flamingo (A),1.00
Paul Mclaughlin,67001,Olar Noso,1.00
Paul Mclaughlin,41001,Casual Habana Cafe(Hack),1.00
Paul Mclaughlin,50018,Debonair Music Hall,1.00
Paul Mclaughlin,57011,Casual Habana Cafe (P),1.00
Paul Mclaughlin,52003,Cassies (A),1.00
Paul Mclaughlin,70004,Davey's Locker (A),1.00
Paul Mclaughlin,56016,Chapala Grill - Bergenfield,1.00
Paul Mclaughlin,57007,New Bridge Inn(A),1.00
Paul Mclaughlin,69009,Rivervale Country Club,1.00
Phil Ernst,76021,Saddle Brook Liquor & Bar,1.00
Robin Feldman,54017,Tenafly Classic Diner,1.00
Robin Feldman,77013,William J. Mulligan VFW Post 281,1.00
Robin Feldman,60017,K Of C Dumont,1.00
Robin Feldman,11004,Arca,1.00
Robin Feldman,190608,Cedar Lake Club,1.00
Robin Feldman,17015,Haledon Fire Dept(A),1.00
Robin Feldman,42015,Amer Lgn (Z) Little Ferry,1.00
Robin Feldman,80033,Elks Post 2001 Paramus,1.00
Robin Feldman,58003,River Edge Diner & Rest.,1.00
Robin Feldman,52032,Ideal Lodge 470 (P),1.00
Robin Feldman,191219,Berkshire Valley Gc,1.00
Robin Feldman,18005,Giuseppe (P) Rest.,1.00
Robin Feldman,230303,Crossed Keys Inn,1.00
Robin Feldman,76022,American Lgn (Z) (Saddle Brook),1.00
Robin Feldman,85005,Vol Fire Co Midland Pk.,1.00
Robin Feldman,5012,Butler Fire Department(P),1.00
Robin Feldman,9001,Pompton Queen (P),1.00
Robin Feldman,70009,Montvale Fire Company,1.00
Robin Feldman,18008,Papa Joe's (Z),1.00
Robin Feldman,231314,Elks Lodge 2288,1.00
Robin Feldman,50036,Moose Lodge 961 (Z),1.00
Robin Feldman,67009,American Lgn Northvale,1.00
Robin Feldman,55008,American Lgn (Z) (Cresskill),1.00
Robin Feldman,43033,American Lgn Fairview (A),1.00
Robin Feldman,14013,Elks Post 2111 (A),1.00
Robin Feldman,41011,Bangkok Garden(P) Thai,1.00
Robin Feldman,93013,Elks Post 1941 (Z),1.00
Robin Feldman,231005,Ogdensburg Fire Dept,1.00
Robin Feldman,54014,Elks Post 2271 (Z),1.00
Robin Feldman,2009,Frungillo Caterers,1.00
Robin Feldman,230126,Hudson Farm Club,1.00
Robin Feldman,58008,K Of C River Edge,1.00
Robin Feldman,12012,Cosmopolitan,1.00
Robin Feldman,28025,Arlington Diner (A),1.00
Robin Feldman,230124,Fu's Chinese (P) Rest.,1.00
Robin Feldman,191206,Bella Vista,1.00
Robin Feldman,29055,Vfw Lyndhurst (P),1.00
Robin Feldman,62015,Elks Lodge 2304(Z),1.00
Robin Feldman,24036,Elks Post (Z) #1569,1.00
Robin Feldman,57013,Vfw 4290 New Milford(P),1.00
Robin Feldman,51015,K Of C Teaneck,1.00
Robin Feldman,230429,Chun Bo (P) Restaurant,1.00
Robin Feldman,12024,Park Wayne Diner,1.00
Robin Feldman,1030,Elks Post 2236 (P),1.00
Robin Feldman,60016,Elks Post (Z) Dumont,1.00
Robin Feldman,93001,Stateline Diner (P),1.00
Robin Feldman,73004,Osso Buco,1.00
Robin Feldman,65008,American Lgn Norwood,1.00
Robin Feldman,190919,Amer Lgn Of Wharton 91,1.00
Robin Feldman,192156,Hapgoods Restaurant,1.00
Robin Feldman,29018,Pietro's Trattoria,1.00
Robin Feldman,12042,Exotic Indian Cuisine,1.00
Robin Feldman,66002,Kiku (Z) Restaurant,1.00
Robin Feldman,29039,Lee's Hawaiian (P),1.00
Robin Feldman,77033,Elmwood Pk-Pater Elks #60,1.00
Robin Feldman,77034,American Lgn Elmwood Park,1.00
Robin Feldman,190202,Boonton Elks,1.00
Robin Feldman,191306,Shore Hills Country Club,1.00
Robin Feldman,231802,Candy's Pizza,1.00
Robin Feldman,29052,Polish American Club,1.00
Robin Feldman,230118,Lake Mohawk (P) Golf Club,1.00
Robin Feldman,30017,Renaissance Meadowlands,1.00
Robin Feldman,190716,Lake Telemark Country Clu,1.00
Robin Feldman,8016,Elks Pompton Lakes,1.00
Robin Feldman,190712,White Meadow Lake Cc,1.00
Robin Feldman,191527,Garden State Yacht Club,1.00
Robin Feldman,190210,Matta Donna (Z),1.00
Robin Feldman,29033,Courtyard Marriott(A),1.00
Robin Feldman,79009,American Lgn (Z) (Maywood),1.00
Robin Feldman,52017,Tapas De Espana (P),1.00
Robin Feldman,190605,Hunan Taste (Z),1.00
Robin Feldman,191406,Courtyard Marriott Mt Arl,1.00
Robin Feldman,19025,Riverside Veteran,1.00
Robin Feldman,50032,Vfw 5561 Bogota,1.00
Robin Feldman,15049,Francesco's In The Park,1.00
Robin Feldman,15081,Evolution Restaurant & Bar,1.00
Robin Feldman,6003,Cypress,1.00
Robin Feldman,32031,Spring Hill Suites Carlstadt,1.00
Robin Feldman,42007,Vfw 809 (P),1.00
Robin Feldman,231708,American Lgn Branchville,1.00
Robin Feldman,29047,Elks Post (P),1.00
Robin Feldman,230305,Casa Bellisma (A),1.00
Robin Feldman,190908,4 Seasons Restaurant,1.00
Robin Feldman,29041,Masonic (A) Club,1.00
Robin Feldman,230115,Elks Post 2356,1.00
Robin Feldman,42001,Garden Shabu,1.00
Robin Feldman,51011,American Lgn Teaneck (Z),1.00
Robin Feldman,230417,Hampton (P) Diner,1.00
Robin Feldman,12058,Sports Friends Soccer (A),1.00
Robin Feldman,93016,Sangria Taps/Rest(Z),1.00
Robin Feldman,11012,American Lg 279 Lincoln Park,1.00
Robin Feldman,9007,American Lgn Pompton Plains,1.00
Robin Feldman,12068,Courtyard by Marriott Wayne Fairfield,1.00
Robin Feldman,46022,Te Min Quan (P) Rest.,1.00
Robin Feldman,230433,Stillwater Area Vol Fire,1.00
Robin Feldman,47014,K Of C 2229 (Z),1.00
Robin Feldman,73007,Bensi (P),1.00
Robin Feldman,50038,Hampton Inn & Suites,1.00
Robin Feldman,32020,Il Villaggio Rest,1.00
Robin Feldman,79011,K Of C Maywood,1.00
Robin Feldman,12066,Residence Inn,1.00
Robin Feldman,10002,American Lgn Pequannock 450,1.00
Robin Feldman,37010,Vfw Outwater (Z) Lane,1.00
Robin Feldman,84021,Upper Ridgewood Tennis(A),1.00
Robin Feldman,40040,St Paul Lodge#7,1.00
Robin Feldman,74014,American Lgn (Z) (Westwood),1.00
Robin Feldman,191301,Lake Hopatcong Yacht Club,1.00
Robin Feldman,3012,Tree Tavern (A),1.00
Robin Feldman,5016,Vfw Butler,1.00
Robin Feldman,93018,Courtyard Mahwah,1.00
Robin Feldman,190718,Marcella Community Club,1.00
Robin Feldman,71009,American Lgn Park Ridge,1.00
Robin Feldman,230302,Perona Farms,1.00
Robin Feldman,40035,Chit Chat Diner,1.00
Robin Feldman,1032,Prime 374 - Seafood & Steak,1.00
Robin Feldman,8013,Vfw 2906 Pompt. Lks.(Z),1.00
Robin Feldman,34014,Hasbrouck Heights Elks,1.00
Robin Feldman,28026,Elks Post 1992 (Z),1.00
Robin Feldman,50028,Amarone (P),1.00
Robin Feldman,190714,Green Pond Yacht Club (Z),1.00
Robin Feldman,81032,Hyatt Place Fair Lawn (A),1.00
Robin Feldman,230934,Wallkill Golf Club,1.00
Robin Feldman,191202,Casa Bianca (P),1.00
Robin Feldman,28015,K Of C N Arlington (Z),1.00
Robin Feldman,19014,Macaluso's (P),1.00
Robin Feldman,71015,Park Ridge Vol Fire Dept,1.00
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,1.00
Robin Feldman,56022,Elks Post 1477,1.00
Robin Feldman,74002,Elks Post 1562,1.00
Robin Feldman,2010,Skyline Lakes Prop Owners,1.00
Robin Feldman,76013,Vfw Of Saddlebrook,1.00
Robin Feldman,17019,La Neves (P),1.00
Robin Feldman,1026,American Legion Post 289 (A) West Milford,1.00
Robin Feldman,80019,Kiku Restaurant,1.00
Robin Feldman,9009,Cedar Crest Village(607),1.00
Robin Feldman,34000,Holiday Inn (Hasbrook Height),1.00
Robin Feldman,31022,Candlewick,1.00
Robin Feldman,92016,K Of C Ramsey,1.00
Robin Feldman,25018,Tick-Tock Diner (A),1.00
Robin Feldman,23015,Disabled Amvets (P),1.00
Robin Feldman,15077,E & V (A) Restaurant,1.00
Robin Feldman,17017,Veterans Club (Z),1.00
Robin Feldman,29054,San Carlo Restaurant,1.00
Robin Feldman,86005,K Of C (Z) Washing. Twsp,1.00
Robin Feldman,74019,K Of C Westwood,1.00
Robin Feldman,12067,Hilton Garden Inn wayne,1.00
Robin Feldman,94011,Elks Post 2167,1.00
Robin Feldman,57015,Elks Post 2290 (Z),1.00
Robin Feldman,190301,American Lgn Lake Hiawath,1.00
Robin Feldman,191403,Davy's Dogs,1.00
Robin Feldman,230910,American Lgn Franklin,1.00
Robin Feldman,42009,Nikki's Bar & Grill,1.00
Robin Feldman,28017,Lassoni Ristorante(P),1.00
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,1.00
Robin Feldman,24043,Valley Regency (A),1.00
Robin Feldman,12006,Novelli (P),1.00
Robin Feldman,29044,American Lgn Lyndhurst #139,1.00
Robin Feldman,34016,Vfw Hasbrouck (A),1.00
Robin Feldman,191203,American Lgn Oak Ridge Post 423,1.00
Robin Feldman,67006,Northvale Diner,1.00
Robin Feldman,94016,Doc Watsons NJ,1.00
Robin Feldman,231306,American Lgn 213 Sussex,1.00
Robin Feldman,23012,Moose Lodge (Z),1.00
Robin Feldman,230404,American Lgn #86 Newton,1.00
Robin Feldman,190710,Hilton Garden Inn Rockaway,1.00
Robin Feldman,41034,Lodi Moose Lodge 1971,1.00
Robin Feldman,230807,North Shore House,1.00
Robin Feldman,52027,American Lgn 58 (A) Englewood,1.00
Robin Feldman,30002,American Lgn 109 (P) Rutherford,1.00
Robin Feldman,95002,Indian Trail Club,1.00
Robin Feldman,12047,American Lgn 174 Wayne,1.00
Robin Feldman,12023,The Village Inn,1.00
Robin Feldman,230108,Vfw 7248 Sparta,1.00
Robin Feldman,190708,American Lgn Rockaway,1.00
Robin Feldman,4011,Bloomingdale Fire Dept,1.00
Robin Feldman,38043,K Of C Lodi,1.00
Robin Feldman,71010,Elks Post 2234,1.00
Robin Feldman,78010,American Lgn Rochelle Pk,1.00
Robin Feldman,28033,Homewood Suites By Hilton,1.00
Robin Feldman,190607,Rockaway River Cc(P),1.00
Robin Feldman,191524,GRIFFIN & HOWE,1.00
Robin Feldman,39015,Rudy's Inflight Caterers,1.00
Robin Feldman,191815,Eastern Asian Bistro/Bar,1.00
Robin Feldman,190613,Rock Ridge Community,1.00
Robin Feldman,5009,K Of C Pequannock Valley,1.00
Robin Feldman,12019,In The Crease (P),1.00
Robin Feldman,40007,Elks Post 153 (Z),1.00
Robin Feldman,190717,Luzzi's (Z),1.00
Robin Feldman,43035,S & A Society (Z),1.00
Robin Feldman,34018,Hilton Hasbrk Hts #50591,1.00
Robin Feldman,34019,Home2 Suites by Hilton,1.00
Robin Feldman,34006,Bensi (P) (Shoprite Plza),1.00
Robin Feldman,12025,Vila Verde (P) Rest.,1.00
Robin Feldman,34008,The Ivy Inn,1.00
Robin Feldman,31009,Vesta Wood Fired Pizza,1.00
Robin Feldman,2005,Arta Trattoria (P),1.00
Robin Feldman,56018,Vfw 6467 (Z),1.00
Robin Feldman,88009,Matthew Colonial Rest(A),1.00
Robin Feldman,66001,Montammy Golf Club (P),1.00
Robin Feldman,6005,Smoke Rise Club (P),1.00
Robin Feldman,15079,American Lgn Totowa,1.00
Robin Feldman,47006,Elks Post 1506,1.00
Robin Feldman,12046,Packanack Lake Comm Asso,1.00
Robin Feldman,18007,The Tides,1.00
