Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Boston Beer Company,200669 Sun Cruiser Classic Lemonade 6/4/12 oz Can,20,$45.00,8/4/2026,8/25/2026,3,$24.36,$0.00,$3.00,$21.36,$70.92,52.53%
Boston Beer Company,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,0,$45.00,8/3/2026,8/20/2026,3,$21.37,$0.00,$0.00,$21.37,$70.89,52.51%
Boston Beer Company,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,0,$45.00,8/12/2026,8/18/2026,3,$21.37,$0.00,$0.00,$21.37,$70.89,52.51%
Boston Beer Company,200628 Dogfish Head Blueberry Lemondrop 6/4/12 oz Can,5,$60.00,8/10/2026,8/17/2026,3,$36.37,$0.00,$0.00,$36.37,$70.89,39.38%
Boston Beer Company,200630 Dogfish Head Peach Mango Rum Punch 6/4/12 oz Can,5,$60.00,8/5/2026,8/25/2026,3,$36.37,$0.00,$0.00,$36.37,$70.89,39.38%
Flying Fish,5500 Big Man Brew Hazy Grove Keg 15.5 Gal Keg,0,$200.00,8/20/2026,8/20/2026,1,$125.00,$1.86,$0.00,$129.16,$70.84,35.42%
MolsonCoors Beverage Company,1683 Vizzy V2 Berry 2/12/12 oz Can,3,$32.00,8/5/2026,8/31/2026,7,$22.62,$0.27,$1.00,$21.89,$70.78,31.60%
Pabst Brewing Company,7372 Colt 45 2/15/12 oz Can,5,$15.90,8/13/2026,8/28/2026,15,$12.18,$0.34,$1.56,$11.19,$70.60,29.60%
Pabst Brewing Company,7313 Pabst 1/30/12 oz Can,26,$19.16,8/12/2026,8/12/2026,16,$16.17,$0.34,$1.75,$14.77,$70.26,22.92%
Southern Tier Brewing Company,4373 Southern Tier Harvest Autumn 5.2 Gal Keg,2,$63.00,8/21/2026,8/21/2026,3,$43.05,$0.62,$4.00,$39.67,$69.98,37.02%
Global Beer,3639 Sullivan's Black Marble Stout 6/4/13.7 oz Can,5,$62.00,8/4/2026,8/5/2026,3,$38.25,$0.36,$2.00,$38.71,$69.87,37.56%
Global Beer,3639 Sullivan's Black Marble Stout 6/4/13.7 oz Can,3,$62.00,8/27/2026,8/27/2026,3,$38.25,$0.36,$2.00,$38.71,$69.87,37.56%
Global Beer,3640 Sullivan's Irish Gold 6/4/16 oz Can,3,$62.00,8/6/2026,8/21/2026,3,$38.25,$0.36,$2.00,$38.71,$69.87,37.56%
Warwick Valley,8216 Doc's Pear 1/12/22 oz Btl,5,$39.25,8/4/2026,8/31/2026,7,$29.00,$0.31,$0.00,$29.31,$69.58,25.33%
Boston Beer Company,200668 Sun Cruiser Lemonade Variety Pack 2/12/12 oz Can,0,$43.00,8/19/2026,8/19/2026,3,$19.87,$0.00,$0.00,$19.87,$69.39,53.79%
Boston Beer Company,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,3,$43.00,8/4/2026,8/12/2026,3,$19.87,$0.00,$0.00,$19.87,$69.39,53.79%
MolsonCoors Beverage Company,502 Miller Lite 7.75 Gal Keg,5,$62.00,8/3/2026,8/3/2026,3,$39.70,$0.93,$1.75,$38.88,$69.36,37.29%
Heineken USA,2111 Dos Equis Lager 2/12/12 oz Btl,0,$34.00,8/4/2026,8/31/2026,6,$22.17,$0.27,$0.00,$22.44,$69.36,34.00%
Flying Fish,5607 Flying Fish Oktoberfish 4/6/12 oz Can,3,$38.75,8/14/2026,8/28/2026,6,$25.50,$0.27,$0.00,$27.19,$69.35,29.83%
Beak & Skiff,9118 1911 Honey Crisp 6/4/16 oz Can,2,$56.00,8/11/2026,8/20/2026,4,$38.22,$0.45,$0.00,$38.67,$69.32,30.95%
Beak & Skiff,9127 1911 Black Cherry 6/4/16 oz Can,0,$56.00,8/6/2026,8/27/2026,4,$38.22,$0.45,$0.00,$38.67,$69.32,30.95%
Boston Beer Company,8676 Truly Hard Seltzer Pineapple 1/12/24 oz Can,25,$29.00,8/10/2026,8/31/2026,9,$21.03,$0.27,$0.00,$21.30,$69.30,26.55%
Pabst Brewing Company,7394 St Ides Malt 4/6/16 oz Can,5,$17.80,8/7/2026,8/27/2026,15,$12.68,$0.27,$0.00,$13.18,$69.28,25.95%
Sapporo,10345 Sapporo Light 2/12/12 oz Can,10,$24.50,8/4/2026,8/21/2026,10,$17.31,$0.27,$0.00,$17.58,$69.20,28.24%
Boston Beer Company,8339 Twisted Tea Original Cardboard Bag n' Box 4/5 L Btl,200,$54.00,8/25/2026,8/25/2026,5,$43.02,$0.16,$3.00,$40.18,$69.12,25.60%
Southern Tier Brewing Company,11665 Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,3,$70.00,8/27/2026,8/27/2026,3,$46.69,$0.27,$0.00,$46.96,$69.12,32.91%
Constellation Brands,2509 Corona Light 1/24/12 oz Loose Btl,10,$34.00,8/14/2026,8/19/2026,7,$23.86,$0.27,$0.00,$24.13,$69.09,29.03%
Constellation Brands,2442 Corona Premier 2/12/12 oz Can,0,$28.90,8/4/2026,8/14/2026,8,$20.00,$0.27,$0.00,$20.27,$69.01,29.85%
Constellation Brands,2442 Corona Premier 2/12/12 oz Can,3,$28.90,8/12/2026,8/27/2026,8,$20.00,$0.27,$0.00,$20.27,$69.01,29.85%
Constellation Brands,2652 Victoria 2/12/12 oz Can,0,$33.00,8/14/2026,8/26/2026,7,$22.88,$0.27,$0.00,$23.15,$68.95,29.85%
Passion Tree Co,11423 Pop Sips Spiked Prebiotic Soda Variety Pack 3/8/7.5 oz Can,3,$38.00,8/13/2026,8/25/2026,7,$28.00,$0.17,$0.00,$28.17,$68.82,25.87%
Cape May,13139 Cape May Pick of The Batch Pumpkin Ale 5.2 Gal Keg,2,$95.00,8/18/2026,8/20/2026,2,$60.00,$0.62,$0.00,$60.62,$68.76,36.19%
Boston Beer Company,200674 Sun Cruiser Classic Lemonade 1/12/19.2 oz Can,52,$32.00,8/13/2026,8/20/2026,5,$18.25,$0.00,$0.00,$18.25,$68.75,42.97%
Boston Beer Company,200677 Sun Cruiser Blueberry Lemonade 1/12/19.2 oz Can,208,$32.00,8/18/2026,8/25/2026,5,$18.25,$0.00,$0.00,$18.25,$68.75,42.97%
Bell's,10731 Bell's Light Hearted Ale 4/6/12 oz Can,5,$30.00,8/12/2026,8/27/2026,7,$19.92,$0.27,$0.00,$20.19,$68.67,32.70%
Montauk Brewing Co,810 Montauk Pilsner 5.2 Gal Keg,2,$77.00,8/5/2026,8/20/2026,3,$55.01,$0.62,$1.50,$54.13,$68.61,29.70%
Montauk Brewing Co,672 Montauk Watermelon Session Ale 5.2 Gal Keg,5,$77.00,8/3/2026,8/3/2026,3,$55.01,$0.62,$1.50,$54.13,$68.60,29.70%
MolsonCoors Beverage Company,930 Leinenkugel Oktoberfest 4/6/12 oz Btl,0,$37.00,8/5/2026,8/21/2026,4,$26.12,$0.27,$0.00,$19.86,$68.56,46.32%
Noca Beverages,6035 Noca Too Turnt Tea Bayou Berrry Blast 2/12/12 oz Can,5,$29.00,8/19/2026,8/27/2026,10,$21.88,$0.27,$0.00,$22.15,$68.50,23.62%
Paulaner,10408 Paulaner Oktoberfest Bier 13.2 Gal Keg,0,$180.00,8/17/2026,8/17/2026,1,$110.00,$1.59,$0.00,$111.59,$68.41,38.01%
Boston Beer Company,8383 Twisted Tea Extreme Blue Razz 1/12/24 oz Can,25,$29.00,8/4/2026,8/28/2026,9,$21.38,$0.27,$0.25,$21.40,$68.40,26.21%
Mark Anthony,8633 White Claw Hard Seltzer Grape 4/6/12 oz Can,0,$37.80,8/20/2026,8/26/2026,6,$26.22,$0.27,$0.00,$26.40,$68.40,30.16%
Mark Anthony,8627 White Claw Green Apple 4/6/12 oz Can,91,$34.65,8/4/2026,8/31/2026,7,$26.22,$0.27,$1.60,$24.89,$68.32,28.17%
Warwick Valley,8213 Doc's Pear 4/6/12 oz Btl,3,$42.00,8/20/2026,8/26/2026,5,$28.00,$0.34,$0.00,$28.34,$68.31,32.53%
Famosa,3722 Famosa 1/12/24 oz Can,12,$25.00,8/26/2026,8/26/2026,10,$18.90,$0.27,$1.00,$18.17,$68.30,27.32%
FX Matt,9599 Saranac A Cluster Of Stars 2/12/12 oz Can,5,$26.00,8/4/2026,8/27/2026,10,$18.95,$0.27,$0.55,$19.18,$68.20,26.23%
Mark Anthony,8628 White Claw Surge Variety #2 2/12/12 oz Can,500,$28.00,8/17/2026,8/17/2026,20,$24.32,$0.27,$0.00,$24.59,$68.20,12.18%
BJ'S Private Label Brew,14115 BJ'S Lightswitch Lager Keg 15.5 Gal Keg,1,$101.85,8/26/2026,8/26/2026,2,$66.00,$1.86,$0.00,$67.86,$67.98,33.37%
BJ'S Private Label Brew,14149 BJ'S Grass Attack Cold IPA 15.5 Gal Keg,1,$116.35,8/5/2026,8/5/2026,2,$80.50,$1.86,$0.00,$82.36,$67.98,29.21%
Tilray Alternative Beverage,94035 Happy Flower THC Strawberry Daiquiri 10 MG 6/4/12 oz Can,3,$93.00,8/14/2026,8/17/2026,2,$58.75,$0.27,$0.00,$59.02,$67.96,36.54%
US Beverage,2331 Dragon Stout Fire 4/6/9.6 oz Btl,0,$35.50,8/3/2026,8/12/2026,6,$23.90,$0.22,$0.00,$24.21,$67.71,31.79%
Heineken USA,1831 Heineken Silver 4/6/12 oz Btl,5,$30.00,8/3/2026,8/14/2026,9,$22.50,$0.27,$0.29,$22.48,$67.68,25.07%
Heineken USA,1831 Heineken Silver 4/6/12 oz Btl,3,$30.00,8/3/2026,8/13/2026,9,$22.50,$0.27,$0.29,$22.48,$67.68,25.07%
Heineken USA,1831 Heineken Silver 4/6/12 oz Btl,30,$30.00,8/3/2026,8/24/2026,9,$22.50,$0.27,$0.29,$22.48,$67.68,25.07%
DG Yuengling Inc,4785 Yuengling Oktoberfest 2/12/12 oz Can,10,$25.28,8/5/2026,8/5/2026,10,$17.74,$0.27,$0.00,$18.53,$67.50,26.70%
Constellation Brands,2831 Modelo Chelada Variety 2/12/12 oz Can,3,$33.00,8/12/2026,8/25/2026,7,$23.86,$0.27,$0.75,$23.38,$67.34,29.15%
Pabst Brewing Company,7310 Pabst 2/12/12 oz Can,3,$18.50,8/4/2026,8/25/2026,14,$13.43,$0.27,$0.25,$13.69,$67.33,26.00%
Boston Beer Company,200630 Dogfish Head Peach Mango Rum Punch 6/4/12 oz Can,0,$70.00,8/13/2026,8/27/2026,2,$36.37,$0.00,$0.00,$36.37,$67.26,48.04%
Boston Beer Company,200606 Dogfish Head Strawberry Honeyberry Vodka Lemonade 6/4/12 oz Can,2,$70.00,8/26/2026,8/26/2026,2,$36.37,$0.00,$0.00,$36.37,$67.26,48.04%
Boston Beer Company,200610 Dogfish Head Blood Orange & Mango Vodka Crush 6/4/12 oz Can,0,$70.00,8/7/2026,8/31/2026,2,$36.37,$0.00,$0.00,$36.37,$67.26,48.04%
MolsonCoors Beverage Company,20337 Monaco Blue Crush 2/12/12 oz Can,5,$46.80,8/12/2026,8/27/2026,3,$27.00,$0.00,$2.60,$24.40,$67.20,47.86%
MolsonCoors Beverage Company,20320 Monaco Classic Lime Margarita 2/12/12 oz Loose Can,5,$46.80,8/4/2026,8/26/2026,3,$27.00,$0.00,$2.60,$24.40,$67.20,47.86%
Harpoon Brewery,7641 Long Trail Harvest Ale 4/6/12 oz Btl,0,$34.50,8/12/2026,8/28/2026,6,$23.04,$0.27,$0.00,$23.31,$67.14,32.43%
Harpoon Brewery,7630 Long Trail Ale 4/6/12 oz Btl,0,$34.50,8/4/2026,8/31/2026,6,$23.04,$0.27,$0.00,$23.31,$67.14,32.43%
Vermont Hard Cider,8022 Woodchuck Hard Cider Amber 4/6/12 oz Btl,0,$37.00,8/4/2026,8/26/2026,6,$23.82,$0.34,$0.00,$25.83,$67.04,30.20%
Constellation Brands,2826 Modelo Chelada Mango y Chile 1/12/24 oz Can,3,$32.25,8/4/2026,8/27/2026,7,$22.41,$0.27,$0.00,$22.68,$67.00,29.68%
Narragansett,5370 Narragansett Lager 4/6/16 oz Can,0,$28.00,8/7/2026,8/31/2026,8,$19.28,$0.36,$0.00,$19.64,$66.88,29.86%
Stone Brewing,13221 Stone Fear Movie Lions Double IPA 1/12/19.2 oz Can,5,$25.55,8/4/2026,8/26/2026,8,$18.00,$0.22,$1.00,$17.22,$66.67,32.62%
Stone Brewing,13218 Stone Double Delicious IPA 1/12/19.2 oz Can,3,$25.55,8/11/2026,8/26/2026,8,$18.00,$0.22,$1.00,$17.22,$66.67,32.62%
Stone Brewing,13228 Stone IPA 1/12/19.2 oz Can,3,$25.55,8/11/2026,8/26/2026,8,$18.00,$0.22,$1.00,$17.22,$66.67,32.62%
Sixpoint Brewing,10910 Sixpoint Stooper Hazy IPA 4/6/12 oz Can,15,$32.85,8/6/2026,8/21/2026,7,$23.36,$0.27,$0.30,$23.33,$66.64,28.98%
New Belgium Brewing Company,16707 New Belgium Voodoo Ranger Hardcharged Tea Variety 2/12/12 oz Can,5,$29.00,8/18/2026,8/25/2026,9,$24.58,$0.27,$3.25,$21.60,$66.60,25.52%
Bell's,10767 Bell's Oktoberfest 4/6/12 oz Can,0,$41.10,8/7/2026,8/17/2026,4,$24.19,$0.27,$0.00,$24.46,$66.56,40.49%
MolsonCoors Beverage Company,1771 Arnold Palmer Spiked Half & Half 1/12/24 oz Can,0,$30.00,8/6/2026,8/31/2026,8,$21.42,$0.27,$0.00,$21.69,$66.50,27.71%
Cape May,13118 Cape May White Keg 15.5BBL,5,$190.00,8/3/2026,8/3/2026,1,$121.00,$1.86,$0.00,$123.55,$66.45,34.97%
Boston Beer Company,4032 Sam Adams Juicy IPA 15.5 Gal Keg,2,$181.00,8/3/2026,8/13/2026,1,$112.75,$1.86,$0.00,$114.61,$66.39,36.68%
Constellation Brands,2426 Corona Sunbrew 4/6/12 oz Btl,3,$31.50,8/4/2026,8/28/2026,9,$23.86,$0.27,$0.00,$24.13,$66.33,23.40%
Mark Anthony,86007 Mike's Hard Strawberry Lemonade 2/12/12 oz Can,15,$30.00,8/5/2026,8/18/2026,8,$23.20,$0.27,$1.75,$21.72,$66.24,27.60%
Radeberger USA,7180 Radeberger 4/6/11.2 oz Btl,0,$36.50,8/10/2026,8/31/2026,5,$23.00,$0.25,$0.00,$23.25,$66.24,36.30%
New Belgium Brewing Company,6764 New Belgium Voodoo Ranger Juicy Haze 2/12/12 oz Can,0,$39.40,8/6/2026,8/28/2026,5,$25.89,$0.27,$0.00,$26.16,$66.20,33.60%
New Belgium Brewing Company,6792 New Belgium Voodoo Ranger Juice Force 2/12/12 oz Can,0,$39.40,8/11/2026,8/21/2026,5,$25.89,$0.27,$0.00,$26.16,$66.20,33.60%
Warwick Valley,8240 Doc's Peach 6/4/16 oz Can,3,$55.00,8/5/2026,8/27/2026,4,$38.00,$0.45,$0.00,$38.45,$66.20,30.09%
Pabst Brewing Company,7315 Pabst 4/6/12 oz Btl,3,$20.40,8/6/2026,8/28/2026,12,$14.84,$0.27,$0.50,$14.89,$66.06,26.99%
Hornell Brewing Company,200583 Arizona Hard Vodka Tea Variety 3/8/12 oz Can,0,$49.00,8/7/2026,8/14/2026,3,$26.99,$0.00,$0.00,$26.99,$66.03,44.92%
Lagunitas Brewing Co,12910 Lagunitas IPA 1/12/19.2 oz Can,0,$36.00,8/12/2026,8/28/2026,5,$22.58,$0.22,$0.00,$22.80,$66.02,36.68%
Pabst Brewing Company,7310 Pabst 2/12/12 oz Can,0,$19.00,8/6/2026,8/28/2026,13,$13.43,$0.27,$0.00,$13.92,$66.00,26.72%
DG Yuengling Inc,4716 Yuengling Lager 1/24/12 oz Loose Can,3,$25.50,8/5/2026,8/19/2026,7,$15.42,$0.27,$0.00,$16.08,$65.97,36.96%
MolsonCoors Beverage Company,1522 Redd's Wicked Apple Bites 2/12/7.5 oz Can,5,$21.46,8/21/2026,8/31/2026,11,$15.30,$0.17,$0.00,$15.47,$65.89,27.91%
Victory Brewing Company,11566 Victory Berry Monkey Fruited Sour Ale Keg 15.5BBL,0,$202.00,8/27/2026,8/27/2026,1,$134.25,$1.86,$0.00,$136.11,$65.89,32.62%
Pampa Beverages,2320 Quilmes 4/6/12 oz Btl,0,$35.00,8/3/2026,8/25/2026,8,$26.50,$0.27,$0.00,$26.77,$65.84,23.51%
Sapporo,9092 Sapporo Premium Non-Alcoholic 4/6/12 oz Can,0,$36.00,8/5/2026,8/31/2026,5,$22.84,$0.00,$0.00,$22.84,$65.80,36.56%
Flying Fish,12706 Flying Fish Juicy Bones Juicy IPA 4/6/12 oz Can,0,$39.75,8/3/2026,8/31/2026,5,$25.50,$0.27,$0.00,$26.61,$65.68,33.05%
MolsonCoors Beverage Company,516 Miller Lite 2/9/16 oz Aluminum Btl,3,$26.40,8/6/2026,8/28/2026,9,$19.34,$0.27,$0.50,$19.11,$65.66,27.63%
FX Matt,11267 Flying Dog Snake Dog 2/12/16oz Can,5,$33.50,8/12/2026,8/21/2026,7,$24.54,$0.36,$1.50,$24.14,$65.54,27.95%
Paulaner,10413 Paulaner Hefe-Weizen 13.2 Gal Keg,5,$175.00,8/3/2026,8/3/2026,1,$108.00,$1.59,$0.00,$109.59,$65.41,37.38%
DG Yuengling Inc,4731 Yuengling Lager 2/12/16 oz Can,0,$27.25,8/11/2026,8/28/2026,7,$17.02,$0.36,$0.00,$17.93,$65.23,34.20%
MolsonCoors Beverage Company,411 High Life 2/12/12 oz Btl,0,$21.25,8/4/2026,8/28/2026,11,$15.05,$0.27,$0.00,$15.32,$65.23,27.91%
Sapporo,10334 Sapporo Premium 1/12/22 oz Can,25,$29.50,8/12/2026,8/12/2026,8,$22.35,$0.25,$1.25,$21.35,$65.22,27.64%
Constellation Brands,2831 Modelo Chelada Variety 2/12/12 oz Can,0,$35.00,8/7/2026,8/21/2026,6,$23.86,$0.27,$0.00,$24.13,$65.22,31.06%
Constellation Brands,2512 Corona Light 2/12/12 oz Btl,0,$35.00,8/6/2026,8/11/2026,6,$23.86,$0.27,$0.00,$24.13,$65.22,31.06%
DG Yuengling Inc,4769 Yuengling Flight Keg 7.75 Gal Keg,2,$59.00,8/12/2026,8/25/2026,3,$35.50,$0.00,$0.00,$37.27,$65.19,36.83%
Forged Irish Stout,1052 Forged Irish Stout 15.5 Gal Keg,0,$199.00,8/3/2026,8/28/2026,1,$132.00,$1.86,$0.00,$133.86,$65.14,32.73%
Saratoga,81001 Saratoga Sparkling 1/12/28 oz Btl,3,$23.50,8/5/2026,8/26/2026,12,$19.08,$0.00,$1.00,$18.08,$65.04,23.06%
Saratoga,81002 Saratoga Still 1/12/28 oz Btl,3,$23.50,8/5/2026,8/25/2026,12,$19.08,$0.00,$1.00,$18.08,$65.04,23.06%
Pabst Brewing Company,7305 Pabst Light 4/6/16 oz Can,15,$18.00,8/5/2026,8/19/2026,15,$14.90,$0.36,$1.86,$13.67,$64.95,24.06%
Heineken USA,1801 Heineken 13.2 Gal Keg,0,$164.00,8/3/2026,8/31/2026,1,$97.50,$1.59,$0.00,$99.09,$64.91,39.58%
Boston Beer Company,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,2,$39.00,8/13/2026,8/20/2026,3,$21.37,$0.00,$4.00,$17.37,$64.89,55.46%
Mark Anthony,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,500,$28.00,8/17/2026,8/17/2026,19,$24.32,$0.27,$0.00,$24.59,$64.79,12.18%
Mark Anthony,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,500,$28.00,8/17/2026,8/27/2026,19,$24.32,$0.27,$0.00,$24.59,$64.79,12.18%
MolsonCoors Beverage Company,1772 Arnold Palmer Spiked Half & Half 2/12/12 oz Can,0,$33.30,8/11/2026,8/27/2026,7,$23.80,$0.27,$0.00,$24.07,$64.62,27.72%
Boston Beer Company,4032 Sam Adams Juicy IPA 15.5 Gal Keg,10,$179.00,8/3/2026,8/3/2026,1,$112.75,$1.86,$0.00,$114.61,$64.39,35.97%
MolsonCoors Beverage Company,564 Milwaukee Best Ice 1/12/32 oz Can,10,$16.40,8/5/2026,8/31/2026,18,$13.27,$0.36,$0.80,$12.83,$64.35,21.80%
DG Yuengling Inc,4768 Yuengling Flight 2/12/12 oz Can,0,$26.00,8/6/2026,8/28/2026,7,$16.17,$0.27,$0.00,$16.83,$64.20,35.28%
Mark Anthony,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,91,$31.00,8/4/2026,8/4/2026,10,$24.32,$0.27,$0.00,$24.59,$64.10,20.68%
Phusion Projects,7922 Four Loko Peach 1/12/23.5 oz Can,102,$23.00,8/18/2026,8/25/2026,25,$20.09,$0.26,$0.00,$20.44,$64.00,11.13%
Hofbrauhaus USA,3336 Hofbrau Oktoberfest 6/4/16.9 oz Can,2,$48.00,8/13/2026,8/25/2026,4,$32.25,$0.38,$0.00,$32.01,$63.98,33.32%
Heineken USA,1824 Heineken 2/5 L Keg Can,0,$30.00,8/17/2026,8/27/2026,6,$19.02,$0.32,$0.00,$19.34,$63.97,35.54%
Tilray Alternative Beverage,94037 Happy Flower THC Cocktail Margarita 10 MG 6/4/12 oz Can,10,$91.00,8/20/2026,8/20/2026,2,$58.75,$0.27,$0.00,$59.02,$63.96,35.14%
Tilray Alternative Beverage,94036 Happy Flower THC Peach Bellini 10 MG 6/4/12 oz Can,10,$91.00,8/20/2026,8/20/2026,2,$58.75,$0.27,$0.00,$59.02,$63.96,35.14%
Lagunitas Brewing Co,12906 Lagunitas IPA 4/6/12 oz Btl,3,$37.80,8/7/2026,8/20/2026,5,$24.74,$0.27,$0.00,$25.01,$63.95,33.84%
Mark Anthony,8632 White Claw Surge Blueberry 1/12/19.2 oz Can,3,$30.00,8/5/2026,8/25/2026,9,$22.68,$0.22,$0.00,$22.90,$63.94,23.68%
Mark Anthony,8624 White Claw Surge 8% Cranberry 19.2 oz Can,3,$30.00,8/7/2026,8/31/2026,9,$22.68,$0.22,$0.00,$22.90,$63.94,23.68%
Mark Anthony,8592 White Claw Hard Seltzer Mango 1/12/19.2 oz Can,2,$30.00,8/6/2026,8/25/2026,9,$22.68,$0.22,$0.00,$22.90,$63.94,23.68%
Total Beverage Solutions,10506 Weihenstephan Festbier 13.2 Gal Keg,0,$192.00,8/11/2026,8/11/2026,1,$126.50,$1.59,$0.00,$128.09,$63.91,33.29%
Total Beverage Solutions,10509 Weihenstephan Hefe-Weiss 13.2 Gal Keg,0,$192.00,8/3/2026,8/28/2026,1,$126.50,$1.59,$0.00,$128.09,$63.91,33.29%
Cape May,13134 Cape May Oktoberfest 4/6/12 oz Can,0,$43.73,8/19/2026,8/20/2026,4,$27.50,$0.27,$0.00,$27.77,$63.84,36.50%
Cruz Beverage,200384 YaVe Tequila Blanco 1/6/750 mL Btl,2,$168.00,8/19/2026,8/31/2026,2,$22.83,$1.09,$0.83,$23.09,$63.83,17.54%
Boston Beer Company,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,10,$38.25,8/5/2026,8/7/2026,3,$21.37,$0.00,$4.38,$16.99,$63.78,55.58%
Stone Brewing,13207 Stone Buenaveza 5.2 Gal Keg,2,$69.00,8/12/2026,8/12/2026,2,$46.50,$0.62,$10.00,$37.12,$63.76,46.20%
Stone Brewing,13272 Stone Pilsner 5.2 Gal Keg,10,$69.00,8/3/2026,8/3/2026,2,$46.50,$0.62,$10.00,$37.12,$63.76,46.20%
MolsonCoors Beverage Company,7118 Fosters Premium Ale 1/12/25.4 oz Can,3,$25.00,8/3/2026,8/31/2026,9,$18.66,$0.29,$1.03,$17.92,$63.68,28.30%
Boston Beer Company,8154 Angry Orchard Crisp Apple 1/12/19.2 oz Can,2,$27.00,8/7/2026,8/27/2026,9,$19.71,$0.22,$0.00,$19.93,$63.67,26.20%
Alte Beverage,94105 Alte THC Pineapple Mojito Mint Lime 5 MG 6/4/12 oz Can,3,$88.00,8/19/2026,8/19/2026,2,$56.00,$0.27,$0.00,$56.27,$63.46,36.06%
Heineken USA,1820 Heineken 1/12/24 oz Can,3,$31.80,8/4/2026,8/11/2026,7,$22.47,$0.27,$0.00,$22.74,$63.42,28.49%
Prestige,200352 Amethystos White 12/750 mL,0,$210.00,8/18/2026,8/18/2026,1,$144.50,$2.08,$0.00,$146.58,$63.42,30.20%
Mark Anthony,86008 Mike's Hard Lemonade Zero Sugar 4/6/12 oz Can,0,$33.50,8/4/2026,8/31/2026,6,$22.67,$0.27,$0.00,$22.94,$63.36,31.52%
Phusion Projects,7910 Four Loko Fruit Punch 1/12/23.5 oz Can,0,$30.00,8/4/2026,8/26/2026,6,$19.09,$0.26,$0.00,$19.45,$63.32,35.18%
Pabst Brewing Company,7314 Pabst 2/12/12 oz Btl,5,$18.85,8/6/2026,8/27/2026,12,$14.21,$0.27,$1.20,$13.58,$63.29,27.98%
Sapporo,10343 Sapporo Premium 4/6/12 oz Can,35,$29.50,8/3/2026,8/18/2026,8,$22.57,$0.27,$1.25,$21.59,$63.28,26.81%
Boston Beer Company,200675 Sun Cruiser Lemonade Iced Tea 1/12/19.2 oz Can,2,$34.00,8/24/2026,8/28/2026,4,$18.25,$0.00,$0.00,$18.25,$63.00,46.32%
Narragansett,5371 Narragansett Lager 2/12/12 oz Can,3,$23.50,8/6/2026,8/27/2026,10,$16.94,$0.27,$0.00,$17.21,$62.90,26.77%
US Beverage,3540 Innis & Gunn Original Scotch Whiskey 6/4/16 oz Can,0,$56.00,8/14/2026,8/27/2026,4,$39.94,$0.36,$0.00,$40.30,$62.80,28.04%
Paulaner,3411 Tsingtao Premium Lager 6/4/16.9oz Can,2,$45.50,8/14/2026,8/20/2026,4,$29.43,$0.38,$0.00,$29.81,$62.76,34.48%
MolsonCoors Beverage Company,523 Miller Lite 1/18/12 oz Can,0,$21.00,8/5/2026,8/28/2026,8,$12.96,$0.20,$0.00,$13.16,$62.68,37.31%
Passion Tree Co,11423 Pop Sips Spiked Prebiotic Soda Variety Pack 3/8/7.5 oz Can,10,$36.00,8/4/2026,8/4/2026,8,$28.00,$0.17,$0.00,$28.17,$62.65,21.75%
Southern Tier Brewing Company,11639 Southern Tier Harvest Autumn IPA 4/6/12 oz Can,3,$32.50,8/12/2026,8/12/2026,6,$21.79,$0.27,$0.00,$22.06,$62.64,32.12%
Southern Tier Brewing Company,11639 Southern Tier Harvest Autumn IPA 4/6/12 oz Can,5,$32.50,8/5/2026,8/19/2026,6,$21.79,$0.27,$0.00,$22.06,$62.64,32.12%
Southern Tier Distilling Company,200502 Southern Tier Bourbon Smash 6/4/12 oz Can,0,$63.00,8/7/2026,8/25/2026,2,$31.69,$0.00,$0.00,$31.69,$62.62,49.70%
Constellation Brands,2803 Modelo Negra 7.75 Gal Keg,5,$87.00,8/3/2026,8/3/2026,2,$54.83,$0.93,$0.00,$55.76,$62.48,35.91%
Constellation Brands,2517 Corona Light 7.75 Gal Keg,5,$87.00,8/3/2026,8/3/2026,2,$54.83,$0.93,$0.00,$55.76,$62.48,35.91%
DG Yuengling Inc,4718 Yuengling Black & Tan 4/6/12 oz Btl,6,$27.00,8/5/2026,8/25/2026,8,$18.30,$0.27,$0.00,$19.20,$62.38,28.88%
Mark Anthony,200288 Ole Tequila Cocktail Paloma 6/4/12 oz Can,0,$61.00,8/6/2026,8/6/2026,2,$29.85,$0.00,$0.00,$29.85,$62.30,51.07%
Radeberger USA,9421 Clausthaler IPA Non-Alcoholic 4/6/11.2 oz Btl,0,$35.00,8/6/2026,8/27/2026,5,$22.58,$0.00,$0.00,$22.58,$62.10,35.49%
Stone Brewing,13224 Stone Hazy IPA 5.2 Gal Keg,2,$80.00,8/11/2026,8/11/2026,2,$53.25,$0.62,$4.90,$48.97,$62.06,38.79%
