Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Pabst Brewing Company,7422 Jack Daniels Country Cocktails Downhome Punch 4/6/10 oz Btl,5,$28.00,8/4/2026,8/26/2026,41,$19.50,$0.23,$0.98,$19.47,$349.53,30.45%
New Belgium Brewing Company,16702 New Belgium Voodoo Ranger Tropic Force 1/15/19.2 oz Can,10,$35.50,8/4/2026,8/31/2026,35,$25.25,$0.27,$0.00,$25.52,$349.30,28.11%
Harpoon Brewery,7630 Long Trail Ale 4/6/12 oz Btl,5,$32.50,8/3/2026,8/31/2026,38,$23.04,$0.27,$0.00,$23.31,$349.22,28.28%
DG Yuengling Inc,4765 Yuengling Flight 4/6/12 oz Btl,25,$28.00,8/3/2026,8/31/2026,42,$18.85,$0.27,$0.00,$19.70,$348.68,29.65%
Mark Anthony,8634 White Claw Hard Seltzer Peach 2/12/12 oz Can,208,$29.40,8/17/2026,8/28/2026,47,$24.32,$0.27,$2.60,$21.99,$348.27,25.20%
DG Yuengling Inc,4711 Yuengling Lager 1/24/12 oz Loose Btl,2,$24.00,8/3/2026,8/28/2026,45,$15.41,$0.27,$0.00,$16.26,$348.24,32.24%
Constellation Brands,2412 Corona Extra 2/12/12 oz Btl,5,$35.00,8/4/2026,8/25/2026,32,$23.86,$0.27,$0.00,$24.13,$347.84,31.06%
MolsonCoors Beverage Company,593 Olde English 4/6/16 oz Can,10,$18.50,8/5/2026,8/31/2026,79,$14.52,$0.36,$0.78,$14.11,$347.21,23.76%
Mark Anthony,8640 White Claw Surge Variety Pack 1/24/12 oz Can,104,$26.90,8/10/2026,8/27/2026,43,$22.41,$0.27,$3.84,$18.84,$346.58,29.96%
Constellation Brands,2449 Corona Premier 1/24/12 oz Loose Can,10,$24.00,8/3/2026,8/28/2026,51,$17.87,$0.27,$0.93,$17.21,$346.29,28.29%
Boston Beer Company,200676 Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,25,$43.00,8/3/2026,8/31/2026,16,$21.37,$0.00,$0.00,$21.37,$346.08,50.30%
Radeberger USA,7170 Dab 13.2 Gal Keg,25,$130.00,8/3/2026,8/3/2026,9,$105.00,$1.59,$15.00,$91.59,$345.73,29.55%
DG Yuengling Inc,4768 Yuengling Flight 2/12/12 oz Can,5,$24.55,8/4/2026,8/25/2026,42,$16.17,$0.27,$0.50,$16.33,$345.31,33.49%
MolsonCoors Beverage Company,1209 Blue Moon Belgian White Ale 1/24/12 oz Loose Btl,2,$34.00,8/3/2026,8/28/2026,33,$23.28,$0.27,$0.00,$23.54,$345.26,30.77%
Noca Beverages,6037 Noca Too Turnt Lemonade Pink Lemonade 2/12/12 oz Can,10,$28.00,8/3/2026,8/31/2026,59,$21.88,$0.27,$0.00,$22.15,$345.15,20.89%
Boston Beer Company,8336 Twisted Tea Half & Half 4/6/12 oz Btl,15,$31.25,8/3/2026,8/31/2026,39,$22.13,$0.27,$0.00,$22.40,$345.15,28.32%
Pabst Brewing Company,7312 Pabst 1/18/12 oz Can,15,$14.20,8/3/2026,8/27/2026,91,$10.95,$0.20,$0.75,$10.41,$344.95,26.70%
Boston Beer Company,8674 Truly Hard Seltzer Lemonade Variety 2/12/12 oz Can,5,$30.40,8/5/2026,8/28/2026,45,$22.47,$0.27,$0.00,$22.74,$344.70,25.20%
MolsonCoors Beverage Company,618 Keystone Light 1/12/24 oz Can,50,$11.70,8/4/2026,8/11/2026,145,$10.35,$0.27,$1.30,$9.32,$344.67,20.32%
MolsonCoors Beverage Company,513 Miller Lite 1/18/12 oz Btl,25,$17.60,8/5/2026,8/28/2026,75,$13.06,$0.20,$0.25,$13.01,$344.44,26.09%
MolsonCoors Beverage Company,1531 Redd's Wicked Apple 1/12/24 oz Can,2,$22.50,8/3/2026,8/31/2026,61,$20.70,$0.27,$4.10,$16.87,$343.74,25.04%
Constellation Brands,2807 Modelito Especial 1/24/7 oz Loose Btl,5,$21.75,8/4/2026,8/28/2026,55,$15.53,$0.16,$0.18,$15.51,$343.06,28.68%
Heineken USA,1812 Heineken 2/12/12 oz Btl,5,$36.00,8/4/2026,8/28/2026,28,$23.48,$0.27,$0.00,$23.75,$343.00,34.03%
Cape May,13117 Cape May White 4/6/12 oz Can,5,$40.00,8/3/2026,8/28/2026,28,$27.50,$0.27,$0.00,$27.77,$342.44,30.58%
Boston Beer Company,12011 Dogfish Head 60 Minute IPA 2/12/12 oz Can,15,$30.80,8/3/2026,8/31/2026,42,$23.38,$0.27,$1.00,$22.65,$342.30,26.46%
Boston Beer Company,8344 Twisted Tea Light 1/12/24 oz Can,5,$29.00,8/4/2026,8/31/2026,45,$21.38,$0.27,$0.25,$21.40,$342.00,26.21%
Heineken USA,1814 Heineken 4/6/12 oz Can,0,$36.00,8/4/2026,8/28/2026,28,$23.52,$0.27,$0.00,$23.79,$341.88,33.92%
Montauk Brewing Co,812 Montauk Juicy IPA 4/6/12 oz Can,5,$36.90,8/4/2026,8/31/2026,31,$26.62,$0.27,$1.00,$25.89,$341.31,29.84%
Stone Brewing,13225 Stone IPA 4/6/12 oz Btl,0,$38.90,8/7/2026,8/31/2026,26,$25.53,$0.27,$0.00,$25.80,$340.60,33.68%
Great Lakes,5315 Great Lakes Eliot Ness 4/6/12 oz Can,5,$32.50,8/3/2026,8/28/2026,35,$22.50,$0.27,$0.00,$22.77,$340.55,29.94%
Sierra Nevada Brewing Company,4725 Sierra Nevada Atomic Torpedo 1/15/19.2 oz Can,0,$35.50,8/3/2026,8/31/2026,32,$24.60,$0.27,$0.00,$24.87,$340.16,29.94%
Sapporo,10343 Sapporo Premium 4/6/12 oz Can,5,$29.50,8/3/2026,8/28/2026,43,$22.57,$0.27,$1.25,$21.59,$340.13,26.81%
MolsonCoors Beverage Company,249 Coors Light 1/36/12 oz Can,0,$31.40,8/6/2026,8/28/2026,33,$20.72,$0.41,$0.00,$21.12,$339.24,32.74%
MolsonCoors Beverage Company,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,4,$20.00,8/5/2026,8/27/2026,45,$12.46,$0.00,$0.00,$12.46,$339.17,37.69%
Boston Beer Company,8677 Truly Hard Seltzer Wild Berry 1/12/24 oz Can,5,$29.00,8/3/2026,8/31/2026,44,$21.03,$0.27,$0.00,$21.30,$338.80,26.55%
Warwick Valley,8211 Doc's Apple 4/6/12 oz Btl,5,$40.00,8/4/2026,8/31/2026,29,$28.00,$0.34,$0.00,$28.34,$338.21,29.16%
Heineken USA,1824 Heineken 2/5 L Keg Can,100,$27.00,8/5/2026,8/28/2026,44,$19.02,$0.32,$0.00,$19.34,$337.10,28.38%
Sapporo,10338 Sapporo Reserve 1/12/22 oz Can,5,$31.00,8/6/2026,8/31/2026,40,$22.35,$0.25,$0.00,$22.60,$336.10,27.10%
Boston Beer Company,200671 Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,5,$40.85,8/4/2026,8/31/2026,16,$19.87,$0.00,$0.00,$19.87,$335.68,51.36%
Mark Anthony,86001 Mike's Hard Lemonade 4/6/12 oz Can,15,$31.25,8/6/2026,8/31/2026,39,$22.67,$0.27,$0.29,$22.65,$335.40,27.52%
MolsonCoors Beverage Company,113 Coors Banquet 2/12/12 oz Btl,3,$24.60,8/3/2026,8/31/2026,51,$17.76,$0.27,$0.00,$18.03,$335.27,26.72%
DG Yuengling Inc,4738 Yuengling Light Lager 2/12/12 oz Btl,25,$24.60,8/5/2026,8/31/2026,46,$16.45,$0.27,$0.00,$17.31,$335.24,29.63%
Boston Beer Company,8375 Twisted Tea Party Pack Variety 1/24/12 oz Loose Can,15,$27.00,8/3/2026,8/31/2026,45,$19.31,$0.27,$0.00,$19.58,$333.90,27.48%
MolsonCoors Beverage Company,1412 Killians 2/12/12 oz Btl,3,$29.50,8/3/2026,8/31/2026,38,$20.46,$0.27,$0.00,$20.73,$333.18,29.72%
DG Yuengling Inc,4703 Yuengling Lager 7.75 Gal Keg,5,$59.00,8/3/2026,8/3/2026,16,$35.50,$0.93,$0.00,$38.18,$333.04,35.28%
Pabst Brewing Company,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,0,$80.00,8/26/2026,8/28/2026,14,$55.51,$0.27,$0.00,$56.25,$332.53,29.69%
Mark Anthony,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,104,$34.65,8/4/2026,8/27/2026,34,$26.22,$0.27,$1.60,$24.89,$331.84,28.17%
Athletic Brewing Company,9487 Athletic Run Wild IPA Non-Alcoholic 1/15/19.2 oz Can,5,$28.80,8/4/2026,8/24/2026,39,$20.30,$0.00,$0.00,$20.30,$331.50,29.51%
Garage Beer,6995 Garage Beer Light Lager 4/6/12 oz Btl,5,$27.70,8/3/2026,8/31/2026,42,$20.19,$0.27,$0.65,$19.81,$331.38,28.48%
Constellation Brands,2828 Modelo Chelada Limon y Sal 2/12/12 oz Can,5,$30.75,8/3/2026,8/25/2026,39,$23.86,$0.27,$1.88,$22.26,$331.31,27.63%
Heineken USA,1808 Heineken 1/24/12 oz Loose Btl,5,$36.00,8/6/2026,8/27/2026,27,$23.48,$0.27,$0.00,$23.75,$330.75,34.03%
Pabst Brewing Company,7315 Pabst 4/6/12 oz Btl,26,$19.85,8/3/2026,8/31/2026,63,$14.84,$0.27,$0.79,$14.60,$330.46,26.42%
Boston Beer Company,200672 Sun Cruiser Classic Iced Tea 1/12/19.2 oz Can,4,$32.00,8/5/2026,8/31/2026,24,$18.25,$0.00,$0.00,$18.25,$330.00,42.97%
Boston Beer Company,12011 Dogfish Head 60 Minute IPA 2/12/12 oz Can,5,$32.80,8/4/2026,8/28/2026,36,$23.38,$0.27,$0.00,$23.65,$329.40,27.90%
DG Yuengling Inc,4736 Yuengling Light Lager 4/6/12 oz Btl,25,$27.00,8/3/2026,8/31/2026,42,$18.30,$0.27,$0.00,$19.17,$328.95,29.01%
Mark Anthony,8547 MXD Blue Hawaiian 1/24/16 oz Loose Can,3,$32.00,8/3/2026,8/31/2026,40,$25.63,$0.36,$2.21,$23.78,$328.80,25.69%
DG Yuengling Inc,4701 Yuengling Lager 15.5 Gal Keg,0,$104.00,8/3/2026,8/31/2026,3,$52.50,$1.86,$0.00,($5.52),$328.56,105.31%
FIFCO,11105 Genesee Ice 1/30/12 oz Can,5,$17.10,8/4/2026,8/28/2026,63,$12.55,$0.34,$1.00,$11.89,$328.39,30.48%
Saratoga,81004 Saratoga Sparkling 1/24/12 oz Btl,5,$22.00,8/4/2026,8/28/2026,76,$19.68,$0.00,$2.00,$17.68,$328.32,19.64%
Boston Beer Company,12079 Dogfish Head Punkin Ale 5.2 Gal Keg,2,$87.00,8/13/2026,8/28/2026,12,$59.06,$0.62,$0.00,$59.68,$327.79,31.40%
Barn Brew Co,94027 Farmers Secret THC It's Our Little Seltzer Variety 10 MG D9 3/8/12 oz Can,10,$86.00,8/28/2026,8/28/2026,10,$53.00,$0.27,$0.00,$53.27,$327.30,38.06%
Pabst Brewing Company,7305 Pabst Light 4/6/16 oz Can,5,$18.00,8/3/2026,8/31/2026,75,$14.90,$0.36,$1.86,$13.64,$327.26,24.24%
Heineken USA,1906 Heineken Light 4/6/12 oz Btl,20,$31.35,8/5/2026,8/28/2026,41,$23.53,$0.27,$0.43,$23.37,$327.18,25.45%
BJ'S Private Label Brew,14125 BJ'S Root Beer Non-Alcoholic 15.5 Gal Keg,0,$102.00,8/4/2026,8/26/2026,13,$75.00,$1.86,$0.00,$76.86,$326.82,24.65%
Heineken USA,1812 Heineken 2/12/12 oz Btl,320,$31.15,8/6/2026,8/6/2026,42,$23.48,$0.27,$0.38,$23.37,$326.76,24.98%
Warwick Valley,8202 Doc's Pear 15.5 Gal Keg,10,$130.00,8/3/2026,8/3/2026,10,$105.00,$2.33,$10.00,$97.33,$326.75,25.13%
Stone Brewing,13226 Stone IPA 4/6/12 oz Can,5,$36.90,8/4/2026,8/26/2026,27,$25.53,$0.27,$1.00,$24.80,$326.70,32.79%
MolsonCoors Beverage Company,1210 Blue Moon Belgian White Ale 2/12/12 oz Btl,5,$32.50,8/4/2026,8/31/2026,36,$24.67,$0.27,$1.50,$23.44,$326.23,27.88%
MolsonCoors Beverage Company,712 Miller Genuine Draft 2/12/12 oz Btl,20,$24.60,8/3/2026,8/31/2026,49,$17.70,$0.27,$0.00,$17.97,$324.97,26.96%
Heineken USA,1818 Heineken 1/12/22 oz Btl,11,$30.80,8/3/2026,8/31/2026,38,$22.51,$0.25,$0.50,$22.26,$324.62,27.74%
MolsonCoors Beverage Company,526 Miller Lite 4/6/16 oz Can,25,$27.80,8/3/2026,8/28/2026,47,$21.51,$0.36,$0.98,$20.90,$324.49,24.83%
Total Beverage Solutions,10530 Banks Lager 4/6/12 oz Btl,3,$41.00,8/11/2026,8/28/2026,33,$30.90,$0.27,$0.00,$31.17,$324.39,23.98%
Heineken USA,1871 Heineken 0.0 4/6/11.2 oz Can,10,$31.35,8/3/2026,8/28/2026,37,$23.02,$0.00,$0.43,$22.59,$324.12,27.94%
Heineken USA,2010 Amstel Light 2/12/12 oz Btl,5,$31.25,8/4/2026,8/28/2026,40,$23.48,$0.27,$0.60,$23.15,$324.00,25.92%
Boston Beer Company,12142 Dogfish Head Punkin Ale 4/6/12 oz Can,20,$31.80,8/14/2026,8/31/2026,187,$29.80,$0.27,$0.00,$30.07,$323.51,5.44%
New Belgium Brewing Company,20201 Kirin Ichiban 4/6/12 oz Btl,25,$31.50,8/4/2026,8/28/2026,44,$23.91,$0.27,$0.00,$24.18,$322.08,23.24%
Boston Beer Company,8330 Twisted Tea 4/6/12 oz Btl,2,$33.50,8/5/2026,8/28/2026,29,$22.13,$0.27,$0.00,$22.40,$321.90,33.13%
MolsonCoors Beverage Company,9030 Coors 0.0 Non-Alcohlic 2/12/12 oz Can,3,$24.60,8/4/2026,8/31/2026,39,$17.35,$0.00,$1.00,$16.35,$321.83,33.54%
Noca Beverages,6035 Noca Too Turnt Tea Bayou Berrry Blast 2/12/12 oz Can,10,$28.00,8/4/2026,8/28/2026,55,$21.88,$0.27,$0.00,$22.15,$321.75,20.89%
New Belgium Brewing Company,16708 New Belgium House Hazy IPA 15.5 Gal Keg,2,$174.00,8/4/2026,8/25/2026,6,$118.63,$1.86,$0.00,$120.49,$321.06,30.75%
Mark Anthony,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,91,$31.00,8/4/2026,8/27/2026,50,$24.32,$0.27,$0.00,$24.59,$320.50,20.68%
Heineken USA,1813 Heineken 1/18/12 oz Btl,100,$23.25,8/10/2026,8/28/2026,54,$17.51,$0.20,$0.38,$17.33,$319.55,25.45%
MolsonCoors Beverage Company,112 Coors Banquet 4/6/12 oz Btl,0,$29.10,8/3/2026,8/31/2026,33,$19.15,$0.27,$0.00,$19.42,$319.54,33.27%
Boston Beer Company,3817 Sam Adams Boston Lager 2/12/12 oz Btl,240,$30.00,8/21/2026,8/21/2026,50,$23.36,$0.27,$0.00,$23.63,$318.50,21.23%
Boston Beer Company,3918 Sam Adams Octoberfest 2/12/12 oz Btl,320,$30.00,8/24/2026,8/24/2026,50,$23.36,$0.27,$0.00,$23.63,$318.50,21.23%
Lodo Brands,94076 LODO THC The Well 5 MG 1/6/750 mL,3,$113.00,8/18/2026,8/27/2026,10,$80.94,$0.29,$0.00,$81.23,$317.74,28.12%
Heineken USA,1916 Heineken Light 2/12/12 oz Can,0,$36.00,8/3/2026,8/31/2026,26,$23.52,$0.27,$0.00,$23.79,$317.46,33.92%
Phusion Projects,7911 Four Loko 14% Electric Lemonade 1/12/23.5 oz Can,5,$28.00,8/3/2026,8/31/2026,37,$19.09,$0.26,$0.00,$19.45,$316.50,30.55%
Boston Beer Company,200673 Sun Cruiser Pink Lemonade 1/12/19.2 oz Can,10,$32.00,8/4/2026,8/27/2026,23,$18.25,$0.00,$0.00,$18.25,$316.25,42.97%
Red Bull,8720 Red Bull Sugar Free 1/24/8.4 oz Can,0,$45.00,8/4/2026,8/26/2026,26,$32.84,$0.00,$0.00,$32.84,$316.16,27.02%
Boston Beer Company,12144 Dogfish Head All IPA Variety 2/12/12 oz Can,20,$30.30,8/3/2026,8/28/2026,40,$23.38,$0.27,$1.25,$22.40,$316.00,26.07%
Pabst Brewing Company,7295 Lone Star 4/6/12 oz Btl,3,$18.85,8/3/2026,8/31/2026,66,$14.33,$0.27,$0.78,$14.07,$315.73,25.38%
New Belgium Brewing Company,20201 Kirin Ichiban 4/6/12 oz Btl,5,$31.50,8/4/2026,8/26/2026,43,$23.91,$0.27,$0.00,$24.18,$314.76,23.24%
Boston Beer Company,83053 Lytt Peach Mango 1/24/6.8 oz Btl,3,$59.30,8/4/2026,8/27/2026,25,$46.60,$0.15,$0.00,$46.75,$313.68,21.16%
MolsonCoors Beverage Company,20306 Monaco Sour Apple 2/12/12 oz Loose Can,5,$46.80,8/10/2026,8/31/2026,14,$27.00,$0.00,$2.60,$24.40,$313.60,47.86%
MolsonCoors Beverage Company,1771 Arnold Palmer Spiked Half & Half 1/12/24 oz Can,5,$27.40,8/3/2026,8/31/2026,45,$21.42,$0.27,$1.25,$20.44,$313.29,25.41%
MolsonCoors Beverage Company,1222 Blue Moon Belgian White Ale 6/4/16 oz Can,2,$28.00,8/3/2026,8/28/2026,42,$22.18,$0.36,$2.00,$20.54,$313.19,26.63%
Total Beverage Solutions,5960 Shipyard Smashed Pumpkin 6/4/16 oz Can,5,$66.00,8/18/2026,8/28/2026,16,$45.75,$0.36,$0.00,$46.43,$313.16,29.66%
Total Beverage Solutions,10519 Weihenstephan Pilsner 4/6/11.2 oz Btl,10,$46.00,8/4/2026,8/27/2026,23,$32.15,$0.25,$0.00,$32.40,$312.75,29.56%
Molly's,200291 Molly's Irish Cream 6/1.75 L Btl,2,$125.00,8/4/2026,8/31/2026,10,$94.00,$15.26,$15.50,$93.76,$312.44,25.00%
Mark Anthony,8619 White Claw Blackberry 4/6/12 oz Can,50,$34.65,8/3/2026,8/26/2026,32,$26.22,$0.27,$1.60,$24.89,$312.32,28.17%
Mark Anthony,8627 White Claw Green Apple 4/6/12 oz Can,208,$34.65,8/17/2026,8/27/2026,32,$26.22,$0.27,$1.60,$24.89,$312.32,28.17%
DG Yuengling Inc,4712 Yuengling Lager 2/12/12 oz Can,0,$26.00,8/4/2026,8/31/2026,35,$16.45,$0.27,$0.00,$17.10,$311.49,34.23%
Flying Fish,5522 Flying Fish Hopfish American IPA Keg 15.5 Gal Keg,2,$165.00,8/21/2026,8/26/2026,6,$116.00,$1.86,$6.00,$113.13,$311.25,31.44%
Sapporo,10338 Sapporo Reserve 1/12/22 oz Can,50,$29.75,8/4/2026,8/27/2026,37,$22.35,$0.25,$1.25,$21.35,$310.89,28.24%
Mark Anthony,86002 Mike's Hard Black Cherry Lemonade 4/6/12 oz Can,15,$31.25,8/11/2026,8/31/2026,36,$22.67,$0.27,$0.29,$22.65,$309.60,27.52%
Mark Anthony,8559 Cayman Jack Margarita Variety 2/12/12 oz Can,3,$31.00,8/3/2026,8/31/2026,41,$23.20,$0.27,$0.00,$23.47,$308.73,24.29%
Boston Beer Company,4012 Sam Adams Just the Haze NA 4/6/12 oz Can,2,$34.00,8/3/2026,8/28/2026,36,$25.43,$0.00,$0.00,$25.43,$308.52,25.21%
Talkhouse Encore,200275 Talkhouse Encore Variety 3/8/12 oz Can,8,$54.00,8/5/2026,8/27/2026,14,$32.00,$0.00,$0.00,$32.00,$308.00,40.74%
Heineken USA,2151 Carta Blanca 1/12/32 oz Btl,5,$28.60,8/4/2026,8/28/2026,37,$19.93,$0.36,$0.00,$20.29,$307.47,29.06%
Heineken USA,1818 Heineken 1/12/22 oz Btl,0,$31.80,8/3/2026,8/31/2026,34,$22.51,$0.25,$0.00,$22.76,$307.45,28.44%
Famosa,3722 Famosa 1/12/24 oz Can,10,$25.00,8/5/2026,8/31/2026,45,$18.90,$0.27,$1.00,$18.17,$307.35,27.32%
Boston Beer Company,200669 Sun Cruiser Classic Lemonade 6/4/12 oz Can,208,$45.00,8/17/2026,8/24/2026,13,$24.36,$0.00,$3.00,$21.36,$307.32,52.53%
Boston Beer Company,8143 Angry Orchard Thriller Variety 2/12/12 oz Can,5,$33.50,8/11/2026,8/28/2026,33,$23.85,$0.34,$0.00,$24.19,$307.31,27.80%
Great Lakes,5324 Great Lakes Oktoberfest 4/6/12 oz Can,3,$33.00,8/12/2026,8/28/2026,30,$22.50,$0.27,$0.00,$22.77,$306.90,31.00%
Mark Anthony,8551 Cayman Jack Margarita 2/12/12 oz Can,25,$28.75,8/5/2026,8/31/2026,58,$23.20,$0.27,$0.00,$23.47,$306.24,18.37%
Sixpoint Brewing,10916 Sixpoint Resin Double IPA 4/6/12 oz Can,20,$42.05,8/12/2026,8/27/2026,25,$29.86,$0.27,$0.30,$29.83,$305.50,29.06%
Total Beverage Solutions,8854 Magners Hard Cider Original 6/4/16.9 oz Can,5,$54.00,8/7/2026,8/28/2026,16,$34.45,$0.48,$0.00,$34.93,$305.19,35.32%
DG Yuengling Inc,4766 Yuengling Flight 2/12/12 oz Btl,25,$24.55,8/3/2026,8/26/2026,38,$16.17,$0.27,$0.50,$16.52,$305.02,32.70%
Bardstown Bourbon Co,201057 Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,18,$218.00,8/7/2026,8/14/2026,5,$26.00,$0.18,$0.00,$26.18,$304.55,27.94%
Bardstown Bourbon Co,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,18,$218.00,8/4/2026,8/14/2026,5,$26.00,$0.18,$0.00,$26.18,$304.55,27.94%
Red Bull,8720 Red Bull Sugar Free 1/24/8.4 oz Can,0,$41.25,8/5/2026,8/28/2026,25,$32.84,$0.00,$3.75,$29.09,$304.00,29.48%
Red Bull,8720 Red Bull Sugar Free 1/24/8.4 oz Can,0,$42.25,8/7/2026,8/28/2026,25,$32.84,$0.00,$2.75,$30.09,$304.00,28.78%
Mark Anthony,8548 Cayman Jacked Tropical Margarita 1/12/19.2 oz Can,3,$29.00,8/3/2026,8/31/2026,38,$22.68,$0.22,$1.89,$21.01,$303.77,27.57%
MolsonCoors Beverage Company,231 Coors Light Big 1/18/16 oz Can,25,$19.30,8/4/2026,8/31/2026,51,$13.46,$0.27,$0.38,$13.36,$302.99,30.78%
MolsonCoors Beverage Company,218 Coors Light 4/6/12 oz Can,50,$27.80,8/6/2026,8/31/2026,35,$19.50,$0.27,$0.63,$19.14,$302.96,31.14%
Boston Beer Company,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,4,$39.00,8/7/2026,8/31/2026,14,$21.37,$0.00,$4.00,$17.37,$302.82,55.46%
Boston Beer Company,4040 Sam Adams American Light 2/12/12 oz Can,10,$32.80,8/10/2026,8/31/2026,33,$23.36,$0.27,$0.00,$23.63,$302.61,27.96%
Mark Anthony,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,50,$34.65,8/3/2026,8/25/2026,31,$26.22,$0.27,$1.60,$24.89,$302.56,28.17%
Boston Beer Company,200673 Sun Cruiser Pink Lemonade 1/12/19.2 oz Can,4,$32.00,8/4/2026,8/31/2026,22,$18.25,$0.00,$0.00,$18.25,$302.50,42.97%
"Cavalier Ventures, LLC",200574 Coastal Cocktails Vodka Orange Crush 6/4/12 oz Can,5,$61.55,8/6/2026,8/27/2026,14,$37.69,$0.00,$0.00,$39.95,$302.42,35.10%
FX Matt,11228 Flying Dog Snake Dog 4/6/12 oz Btl,5,$36.50,8/6/2026,8/31/2026,27,$25.04,$0.27,$0.00,$25.31,$302.13,30.66%
Constellation Brands,2843 Modelo Chelada Suprema Tropical 1/12/24 oz Can,10,$31.30,8/3/2026,8/31/2026,35,$22.41,$0.27,$0.00,$22.68,$301.74,27.54%
Mark Anthony,8410 Mikes Hard Lemonade 4/6/11.2 oz Btl,5,$33.00,8/4/2026,8/27/2026,30,$22.69,$0.25,$0.00,$22.94,$301.73,30.48%
Pabst Brewing Company,7305 Pabst Light 4/6/16 oz Can,26,$18.00,8/3/2026,8/31/2026,69,$14.90,$0.36,$1.86,$13.65,$299.82,24.14%
Pride & Clarke,200312 Pride & Clarke Vodka 48/200 mL Btl,5,$75.25,8/5/2026,8/31/2026,34,$52.50,$13.95,$0.00,$66.45,$299.26,11.70%
Radeberger USA,3173 Schofferhofer Grapefruit 4/6/11.2 oz Btl,20,$36.00,8/4/2026,8/28/2026,24,$24.30,$0.25,$1.00,$23.55,$298.75,34.58%
Constellation Brands,2425 Corona Extra 1/24/12 oz Loose Can,3,$32.50,8/6/2026,8/28/2026,30,$22.28,$0.27,$0.00,$22.55,$298.50,30.62%
Heineken USA,1872 Heineken 0.0 2/12/11.2 oz Can,0,$35.00,8/5/2026,8/31/2026,26,$23.52,$0.00,$0.00,$23.52,$298.48,32.80%
Mark Anthony,8585 White Claw Hard Seltzer Black Cherry 1/12/19.2 oz Can,2,$30.00,8/5/2026,8/28/2026,42,$22.68,$0.22,$0.00,$22.90,$298.37,23.68%
Mark Anthony,8561 MXD Margarita 1/24/16 oz Loose Can,3,$32.00,8/3/2026,8/31/2026,36,$25.63,$0.36,$2.21,$23.78,$295.92,25.69%
Victory Brewing Company,4914 Victory Golden Monkey Belgian-Style Tripel 4/6/12 oz Can,10,$36.50,8/4/2026,8/28/2026,30,$26.39,$0.27,$0.00,$26.66,$295.20,26.96%
SN Food & Beverage LLC,200882 Carbliss Black Raspberry 6/4/12 oz Can,2,$55.50,8/11/2026,8/28/2026,12,$32.00,$0.00,$1.10,$30.90,$295.20,44.32%
Phusion Projects,7922 Four Loko Peach 1/12/23.5 oz Can,5,$28.00,8/3/2026,8/31/2026,39,$20.09,$0.26,$0.00,$20.44,$294.84,27.00%
Mark Anthony,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,208,$34.65,8/17/2026,8/28/2026,30,$26.22,$0.27,$1.60,$24.89,$292.80,28.17%
Cape May,13120 Cape May Coastal Evacuation Double IPA 4/6/12 oz Can,3,$43.00,8/4/2026,8/26/2026,23,$30.00,$0.27,$0.00,$30.27,$292.79,29.60%
Boston Beer Company,8677 Truly Hard Seltzer Wild Berry 1/12/24 oz Can,3,$29.00,8/4/2026,8/26/2026,38,$21.03,$0.27,$0.00,$21.30,$292.60,26.55%
Boston Beer Company,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,25,$37.50,8/7/2026,8/14/2026,14,$21.37,$0.00,$4.75,$16.62,$292.32,55.68%
Red Bull,8711 Red Bull Red Edition 1/24/8.4 oz Can,2,$44.50,8/13/2026,8/31/2026,24,$32.84,$0.00,$0.50,$32.34,$291.84,27.33%
Victory Brewing Company,5094 Victory Sour Monkey Sour Tripel 2/12/12 oz Can,10,$31.00,8/4/2026,8/27/2026,34,$23.40,$0.27,$1.25,$22.42,$291.72,27.68%
Heineken USA,1910 Heineken Light 2/12/12 oz Btl,60,$31.25,8/3/2026,8/26/2026,37,$23.48,$0.27,$0.38,$23.37,$291.56,25.22%
Radeberger USA,3174 Schofferhofer Grapefruit 6/4/16.9 oz Can,0,$44.00,8/3/2026,8/27/2026,21,$29.75,$0.38,$0.00,$30.13,$291.26,31.52%
MolsonCoors Beverage Company,20318 Monaco Black Raspberry 2/12/12 oz Loose Can,5,$46.80,8/4/2026,8/27/2026,13,$27.00,$0.00,$2.60,$24.40,$291.20,47.86%
Constellation Brands,2609 Pacifico 1/24/12 oz Loose Can,10,$29.00,8/14/2026,8/27/2026,36,$22.53,$0.27,$1.88,$20.92,$290.88,27.86%
Paulaner,10447 Paulaner Hefe-Weizen 2/12/11.2 oz Btl,10,$33.25,8/4/2026,8/27/2026,25,$22.88,$0.25,$1.50,$21.63,$290.45,34.94%
