Customer Num,Customer Name,Area,Shipping Address,City,Date,Sales Rep Name,District Manager Name,Brand,Brand Family,Supplier,Units   2026
230307,Newton Country Club,Sussex,25 Club Rd,Newton,4/23/2026,Brian Sengebush,Chris McCrohan,Dogfish Head 60 Minute IPA,Dogfish Head Beer,Boston Beer Company,1.00
191507,The Windlass Rest (A),Morris 1,45 Nolans Point Park Rd,Lake Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,4/23/2026,Allison Scott,Chris McCrohan,Modelo Negra,Modelo Negra,Constellation Brands,1.00
24022,Applebee's Clifton,Passaic,375 Rte 3 E,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
69007,Florentine Garden,Bergen,97 Rivervale Road,Rivervale,4/23/2026,Paul Mclaughlin,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,2.00
1022,The Cheesecake Factory,Morris 1,301 Mt. Hope Ave,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
38002,Satin Dolls (A),Bergen,230 Route 17,Lodi,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
17009,Jimmy Geez (P),Passaic,436 Belmont Ave,Haledon,4/23/2026,Allison Scott,Chris McCrohan,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,1.00
231601,Farmstead Golf (P),Sussex,88 Lawrence Rd,Lafayette,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,3.00
191507,The Windlass Rest (A),Morris 1,45 Nolans Point Park Rd,Lake Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
173073,Corkscrew Bar,Hudson,61 Congress St,Jersey City,4/23/2026,Dylan Rubino,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
230407,Fountain House (Z),Sussex,439 NJ-94,Newton,4/23/2026,Brian Sengebush,Chris McCrohan,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,2.00
41033,Applebee's (A) Hackensack,Bergen,450 Hackensack Ave.,Hackensack,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
191507,The Windlass Rest (A),Morris 1,45 Nolans Point Park Rd,Lake Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
191601,Stoll Street Tavern,Morris 1,100 Stoll St,Netcong,4/23/2026,Brian Sengebush,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,2.00
83008,Glen Rock Ac Clb(P),Bergen,221 Main St,Glen Rock,4/23/2026,Mike Ast,Paul Deady,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,1.00
24061,Breaker Billiards,Passaic,1142 US-46,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Lagunitas IPA,Lagunitas,Lagunitas Brewing Co,1.00
49059,Outback Steakhouse(Z)Edg,Bergen,539 River Rd,Edgewater,4/23/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
38002,Satin Dolls (A),Bergen,230 Route 17,Lodi,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
60002,QB's Bar and Grill,Sales,49 W Madison Ave,Dumont,4/23/2026,Paul Mclaughlin,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
32023,Redd's Rest (Z),Bergen,317 Washington Ave,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Weihenstephen Hefe-Weiss,Weihenstephaner,Total Beverage Solutions,1.00
170147,White Star Bar,Hudson,230 Brunswick St,Jersey City,4/23/2026,Jaime Colonna,Mike Kennedy,Great Lakes Eliot Ness Amber Lager,Great Lakes,Great Lakes,1.00
191007,Charley's Tavern,Morris 1,57 NJ-181,Lake Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
151022,Egan & Sons,Essex,116-118 Walnut St,Montclair,4/23/2026,Michael Harboy,Mike Kennedy,Sixpoint Crisp,Sixpoint,Sixpoint Brewing,2.00
1022,The Cheesecake Factory,Morris 1,301 Mt. Hope Ave,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
230925,Springs Bistro Biosphere,Sussex,3 Wild Turkey Way,Hamburg,4/23/2026,Anthony Palmisano,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
231703,AG Pizza and Restaurant (Branchville),Sussex,3 Mill St,Branchville,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
93004,Mahwah B & G (A),Bergen,2 Island Rd,Mahwah,4/23/2026,Nick Melissari,Chris McCrohan,Peroni,Peroni,MolsonCoors Beverage Company,1.00
190203,Boonton Lanes,Morris 1,720 Myrtle Ave,Boonton,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
31011,Blarney Station,Bergen,258 Park Ave,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Cape May Coastal Evacuation,Cape May,Cape May,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,4/23/2026,Anthony Palmisano,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
69007,Florentine Garden,Bergen,97 Rivervale Road,Rivervale,4/23/2026,Paul Mclaughlin,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,3.00
32023,Redd's Rest (Z),Bergen,317 Washington Ave,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
1004,The Vreeland Store,Passaic-FF,1383 Macopin Road,West Milford,4/23/2026,Anthony Palmisano,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
17009,Jimmy Geez (P),Passaic,436 Belmont Ave,Haledon,4/23/2026,Allison Scott,Chris McCrohan,Angry Orchard Crisp Apple,Angry Orchard,Boston Beer Company,1.00
191618,Polo's Bar And Grill,Morris 1,140 ledgewood ave,Netcong,4/23/2026,Brian Sengebush,Chris McCrohan,Garage Beer Light,Garage Beer,Garage Beer,1.00
17009,Jimmy Geez (P),Passaic,436 Belmont Ave,Haledon,4/23/2026,Allison Scott,Chris McCrohan,New Belgium Voodoo Ranger IPA,Voodoo Family,New Belgium Brewing Company,1.00
17009,Jimmy Geez (P),Passaic,436 Belmont Ave,Haledon,4/23/2026,Allison Scott,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
92014,Ramsey Country Clb,Bergen,105 Lakeside Dr,Ramsey,4/23/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
4011,Bloomingdale Fire Dept,Passaic,97 Hamburg Tpke,Bloomingdale,4/23/2026,Robin Feldman,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
38039,Hilltop Tav.(Z),Bergen,50 Essex St,Lodi,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
93004,Mahwah B & G (A),Bergen,2 Island Rd,Mahwah,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
1017,Millers Ale House Rockawa,Morris 1,325 Mt Hope Avenue,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
17009,Jimmy Geez (P),Passaic,436 Belmont Ave,Haledon,4/23/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
170231,Hyatt Regency,Hudson,2 Exchange Place,Jersey City,4/23/2026,Jaime Colonna,Mike Kennedy,Sapporo Premium,Sapporo,Sapporo,2.00
191719,American Lgn Stanhope,Sussex,119 NJ-183,Stanhope,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,2.00
231303,The Sussex Saloon,Sales,15-17 Main St,Sussex,4/23/2026,Anthony Palmisano,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
230903,Black Bear Golf(A),Sussex,138 New Jersey 23,Franklin,4/23/2026,Anthony Palmisano,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,4/23/2026,Allison Scott,Chris McCrohan,Corona Light,Corona Light,Constellation Brands,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,4/23/2026,Allison Scott,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
92012,The Shannon Rose/Ramsey,Bergen,1200 Rt 17 N,Ramsey,4/23/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
92012,The Shannon Rose/Ramsey,Bergen,1200 Rt 17 N,Ramsey,4/23/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
32005,Biggies (A),Bergen,430 Rte 17 So,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,3.00
39018,Texas Roadhouse,Bergen,20 Teterboro Landing Dr.,Teterboro,4/23/2026,Nick Melissari,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,2.00
24022,Applebee's Clifton,Passaic,375 Rte 3 E,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
150305,Six Points Pub,Essex,574 Bloomfield Ave,Bloomfield,4/23/2026,Alisa Acciardi,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
94016,Doc Watsons NJ,Bergen,20 Elm St,Oakland,4/23/2026,Robin Feldman,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
3011,Flip's Bar (P),Passaic-FF,18 Railroad Ave,Wanaque,4/23/2026,Anthony Palmisano,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
23001,Bogey's Sport Bar,Passaic,103 Valley Road,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Dogfish Head 60 Minute IPA,Dogfish Head Beer,Boston Beer Company,1.00
49059,Outback Steakhouse(Z)Edg,Bergen,539 River Rd,Edgewater,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
60002,QB's Bar and Grill,Sales,49 W Madison Ave,Dumont,4/23/2026,Paul Mclaughlin,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
77031,Parkway Lanes,Bergen,200 Rt 46 East,Elmwood Park,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
49076,Raku Izakaya (Z),Bergen,209 Main Street,Fort Lee,4/23/2026,Dan Lagala,Mike Engel,Sapporo Premium,Sapporo,Sapporo,2.00
21038,Freddie's Dugout,Passaic,16 3rd Ave,Paterson,4/23/2026,Pablo Lopez,Denise Montes,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
151027,Halcyon Seafood Brasserie,Essex,114 Walnut St,Montclair,4/23/2026,Michael Harboy,Mike Kennedy,Montauk Wave Chaser IPA,Montauk,Montauk Brewing Co,-1.00
25077,Chevy's Fresh Mex (A)Clif,Passaic,365 Rte 3 East,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
231703,AG Pizza and Restaurant (Branchville),Sussex,3 Mill St,Branchville,4/23/2026,Brian Sengebush,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
230925,Springs Bistro Biosphere,Sussex,3 Wild Turkey Way,Hamburg,4/23/2026,Anthony Palmisano,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
231002,Stew N Dolly's Place,Sussex,46 Main St,Ogdensburg,4/23/2026,Anthony Palmisano,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
44047,Sedona Tap House,Bergen,679 Anderson Ave,Cliffside Park,4/23/2026,Dan Lagala,Mike Engel,Narrangansett Lager,Narragansett,Narragansett,1.00
92010,Houlihan's Ramsey,Bergen,706 Rt 17 N,Ramsey,4/23/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
12034,"Dave & Buster's Nj, Inc",Passaic,310 Willowbrook Mall,Wayne,4/23/2026,Allison Scott,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
190709,Adams (P),Morris 1,123 Hibernia Ave,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
41016,Cheesecake Fact (A)Hacken,Bergen,197 Riverside Square Mall,Hackensack,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
22016,Johnny A's (P) Hitchn Pos,Passaic,95 Barclay Street,Paterson,4/23/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
25077,Chevy's Fresh Mex (A)Clif,Passaic,365 Rte 3 East,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
29036,Mr.Bruno's,Bergen,439 Valley Brook Ave,Lyndhurst,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
191523,Rustic Texmex & Sports Bar,Sales,47 maxim Drive,Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
31011,Blarney Station,Bergen,258 Park Ave,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Coors Banquet,Coors,MolsonCoors Beverage Company,1.00
231703,AG Pizza and Restaurant (Branchville),Sussex,3 Mill St,Branchville,4/23/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
29021,Uncle Vinnys Bar & Grill,Bergen,37 Ridge Road,Lyndhurst,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
39018,Texas Roadhouse,Bergen,20 Teterboro Landing Dr.,Teterboro,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
190905,Rockaway River Barn,Morris 1,11 Greenpond Rd,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
230306,AG Pizza & Restaurant - Newton,Sussex,131 Newton Sparta Rd,Newton,4/23/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
23001,Bogey's Sport Bar,Passaic,103 Valley Road,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
49076,Raku Izakaya (Z),Bergen,209 Main Street,Fort Lee,4/23/2026,Dan Lagala,Mike Engel,New Belgium Voodoo Ranger IPA,Voodoo Family,New Belgium Brewing Company,1.00
170313,Astor Bar & Grill,Hudson,725 Montgomery St,Jersey City,4/23/2026,Jaime Colonna,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,1.00
24061,Breaker Billiards,Passaic,1142 US-46,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
190709,Adams (P),Morris 1,123 Hibernia Ave,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,2.00
151027,Halcyon Seafood Brasserie,Essex,114 Walnut St,Montclair,4/23/2026,Michael Harboy,Mike Kennedy,Sixpoint Summer Sesh,Sixpoint,Sixpoint Brewing,1.00
38002,Satin Dolls (A),Bergen,230 Route 17,Lodi,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
93004,Mahwah B & G (A),Bergen,2 Island Rd,Mahwah,4/23/2026,Nick Melissari,Chris McCrohan,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
230312,Skyland Baseball,Sussex,94 Championship Place,Augusta,4/23/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
62008,Bareburger (Closter),Bergen,129 Vervalen St,Closter,4/23/2026,Paul Mclaughlin,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
23013,Vfw 7165 (P),Passaic,491 Valley Rd,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Yuengling Black & Tan,Yuengling Black & Tan,DG Yuengling Inc,1.00
40030,JINYA Ramen Bar (Hackensack),Sales,390 Hackensack Ave,Hackensack,4/23/2026,Nick Melissari,Chris McCrohan,Sapporo Premium,Sapporo,Sapporo,2.00
230312,Skyland Baseball,Sussex,94 Championship Place,Augusta,4/23/2026,Brian Sengebush,Chris McCrohan,Dogfish Head 60 Minute IPA,Dogfish Head Beer,Boston Beer Company,2.00
29036,Mr.Bruno's,Bergen,439 Valley Brook Ave,Lyndhurst,4/23/2026,Nick Melissari,Chris McCrohan,Cape May IPA,Cape May,Cape May,1.00
31011,Blarney Station,Bergen,258 Park Ave,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Magners Original,Magners,Total Beverage Solutions,1.00
32005,Biggies (A),Bergen,430 Rte 17 So,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,3.00
31023,Applebee's Garfield (A),Bergen,186 Passaic St,Garfield,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
21043,Duffy's Tavern (Z),Passaic,856 River Street,Paterson,4/23/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
40025,Pf Changs China Bis(A) (Hackensack),Bergen,50 Riverside Square Mall,Hackensack,4/23/2026,Nick Melissari,Chris McCrohan,New Belgium Voodoo Ranger Juicy Haze IPA,Voodoo Family,New Belgium Brewing Company,1.00
49059,Outback Steakhouse(Z)Edg,Bergen,539 River Rd,Edgewater,4/23/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
39018,Texas Roadhouse,Bergen,20 Teterboro Landing Dr.,Teterboro,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
230903,Black Bear Golf(A),Sussex,138 New Jersey 23,Franklin,4/23/2026,Anthony Palmisano,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
32023,Redd's Rest (Z),Bergen,317 Washington Ave,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
12034,"Dave & Buster's Nj, Inc",Passaic,310 Willowbrook Mall,Wayne,4/23/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
191208,The Grill Room,Morris 1,53 Schoolhouse Road,Oak Ridge,4/23/2026,Anthony Palmisano,Chris McCrohan,Source of Hoppiness,Source Brewing,Source Brewing,1.00
31026,Rockafella's,Bergen,443 Paterson Aven,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Peroni,Peroni,MolsonCoors Beverage Company,1.00
32005,Biggies (A),Bergen,430 Rte 17 So,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
231713,Flatbrook Tap House (P),Sussex,180 Us-206,Branchville,4/23/2026,Brian Sengebush,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
41016,Cheesecake Fact (A)Hacken,Bergen,197 Riverside Square Mall,Hackensack,4/23/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
92014,Ramsey Country Clb,Bergen,105 Lakeside Dr,Ramsey,4/23/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
45005,Colonial Bar,Bergen,719 Grand Avenue,Ridgefield,4/23/2026,Chris Payton,Mike Engel,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
230407,Fountain House (Z),Sussex,439 NJ-94,Newton,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
24022,Applebee's Clifton,Passaic,375 Rte 3 E,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Heineken,Heineken USA,Heineken USA,1.00
191502,Alice's (Z),Morris 1,24 Nolan Point Park Rd,Lake Hopatcong,4/23/2026,Brian Sengebush,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,4/23/2026,Allison Scott,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
50008,101 Pub (A),Bergen,101 Queen Anne Rd,Bogota,4/23/2026,Paul Mclaughlin,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
31020,Chili's B & G E Rutherfor,Bergen,140 Rte 17 North,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
170914,Chili's Secaucus,Hudson,700 Plaza Drive,Secaucus,4/23/2026,Dylan Rubino,Mike Kennedy,Stone IPA,Stone Brewing,Stone Brewing,3.00
173039,The Brass Rail Restaurant,Hudson,135 Washington St,Hoboken,4/23/2026,Jaime Colonna,Mike Kennedy,Hofbrau Original,Hofbrau Usa,Hofbrauhaus USA,1.00
12034,"Dave & Buster's Nj, Inc",Passaic,310 Willowbrook Mall,Wayne,4/23/2026,Allison Scott,Chris McCrohan,Lagunitas IPA,Lagunitas,Lagunitas Brewing Co,1.00
25077,Chevy's Fresh Mex (A)Clif,Passaic,365 Rte 3 East,Clifton,4/23/2026,Allison Scott,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
21038,Freddie's Dugout,Passaic,16 3rd Ave,Paterson,4/23/2026,Pablo Lopez,Denise Montes,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
32008,Steve's Bar & Grill (A),Bergen,620 Rt 17,Carlstadt,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,4/23/2026,Anthony Palmisano,Chris McCrohan,New Belgium Fat Tire Amber Ale,Fat Tire Family,New Belgium Brewing Company,1.00
31028,The Union Bar & Provisions,Bergen,170 Union Ave,East Rutherford,4/23/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
84015,The Office 2131 Ridgewood,Bergen,32-34 Chestnut St,Ridgewood,4/23/2026,Mike Ast,Paul Deady,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,2.00
12034,"Dave & Buster's Nj, Inc",Passaic,310 Willowbrook Mall,Wayne,4/23/2026,Allison Scott,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
92016,K Of C Ramsey,Bergen,48 Mechanic St,Ramsey,4/23/2026,Robin Feldman,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
171340,PF Changs China Bistro (West NY),Hudson,10 Port Imperial Blvd,West New York,4/23/2026,Dylan Rubino,Mike Kennedy,Sapporo Premium,Sapporo,Sapporo,1.00
191618,Polo's Bar And Grill,Morris 1,140 ledgewood ave,Netcong,4/23/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
190925,Olive Garden Rockaway,Morris 1,323 Mt Hope Ave.,Rockaway,4/23/2026,Brian Sengebush,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
4011,Bloomingdale Fire Dept,Passaic,97 Hamburg Tpke,Bloomingdale,4/23/2026,Robin Feldman,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
88002,Nellie's Place (P),Bergen,9 Franklin Tpk,Waldwick,4/22/2026,Nick Melissari,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
8015,Thatcher Mc Ghees (A),Passaic-FF,6 Wanaque Ave,Pompton Lakes,4/22/2026,Allison Scott,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
84022,Park West Tavern,Bergen,30 Oak Street,Ridgewood,4/22/2026,Mike Ast,Paul Deady,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,4/22/2026,Anthony Palmisano,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
29035,Marty Gra's (A),Bergen,601 Schuyler Ave,Lyndhurst,4/22/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,5.00
19005,Celtic Corner,Passaic,312 Lafayette Ave,Hawthorne,4/22/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
1010,Jimmy Geez(North)Bar/Gril,Passaic,3219 Rt 23 South,Oak Ridge,4/22/2026,Anthony Palmisano,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
151024,The Wellmont Theater,Essex,5 Seymour St,Montclair,4/22/2026,Michael Harboy,Mike Kennedy,Garage Beer Light,Garage Beer,Garage Beer,2.00
36014,Viva Margarita Wallington,Bergen,413 Paterson Ave,Wallington,4/22/2026,Nick Melissari,Chris McCrohan,Dos Equis Lager Especial,Dos Equis,Heineken USA,1.00
29014,Bar 503,Sales,503 Valley Brook Ave,Lyndhurst,4/22/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
1024,Buffalo Wild Wings (Rockaway),Morris 1,343 Mount Hope Ave,Rockaway,4/22/2026,Brian Sengebush,Chris McCrohan,New Belgium Voodoo Ranger Juicy Haze IPA,Voodoo Family,New Belgium Brewing Company,1.00
