Asset Type,Purchased Date,Sold Date,Customer Name,Num Of Placed Assets
*SH* White Claw 50in TV,,,Bottle King (A) Dumont,1
*SH* White Claw Portable Rolling Speaker,,,Lincoln Park Fine Wines & Spirits,1
*SH* White Claw Portable Rolling Speaker,,,The Wine Rack Hasbrouck Hts,1
*SH* White Claw Portable Rolling Speaker,,,Clifton Commons S & W,1
*SH* White Claw Portable Rolling Speaker,,,Shoppers Disc(A)Pompton,1
*SH* White Claw Portable Rolling Speaker,,,Kohler Samples Taken 100%,1
*SH* White Claw Portable Rolling Speaker,,,George's Market (A),1
*SH* White Claw Portable Rolling Speaker,,,Super Wine Warehse(P)Pate,1
*SH* White Claw Portable Rolling Speaker,,,Usa Wine Traders Club (Saddle Brook),1
*SH* White Claw Portable Rolling Speaker,,,Grasshopper Too (A),1
*SH* White Claw Portable Rolling Speaker,,,Sandy's Wine & Spirit (P) (Budd Lake),1
*sh*Modelo Folding Table,,,Nico's Wine & Spirits,1
*sh*Modelo Folding Table,,,Johnny's Liqs (P),1
*sh*Modelo Folding Table,,,Buy Rite Discount Liquor,1
*sh*Modelo Folding Table,,,Usa Wine Traders (Wanaque),1
*sh*Modelo Folding Table,,,Gerry's Place,1
*SH*Pacifico Woody LED,,,Passaic Discount Liquors,1
*TG* Radeberger .5L Mug,,,The Hoboken Biergarten,30
*TG* Sierra Nevada National Parks Yeti Cooler,,,Total Wine & More (Totowa),1
*TG* Sierra Nevada National Parks Yeti Cooler,,,Shop Rite Wine & Spirits Stanhope,1
*TG* Sierra Nevada National Parks Yeti Cooler,,,Total Wine & More (River Edge),1
*TG* Sierra Nevada National Parks Yeti Cooler,,,Mac & Lindy's W & S (A),1
*TG*Pabst Patio Umbrella,,,Tierney's Tavern(A),8
1911 LED - LED,,,Kitchen & Beer Bar,1
1911 LED - LED,,,Wine Barrel (P),1
1911 rack - MISCELLANEOUS,,,Buy Rite Discount Liquor,1
24 oz Glide racks,,,Eddy's Wine & Liq,1
24 oz Glide racks,,,Valley Liquors (A),1
24 oz Glide racks,,,Mulberry Liquors,1
24 oz Glide racks,,,Bottle King (A) Ramsey,1
24 oz Glide racks,,,Liquor Factory I Landing,1
24 oz Glide racks,,,Kohler Samples Taken 100%,2
24 oz Glide racks,,,Buy Rite Wine & Liquor,1
24 oz Glide racks,,,Wine Barrel (P),1
24 oz Glide racks,,,Shop Rite Liq (A)Wharton,1
24 oz Glide racks,,,The George Inn,1
24 oz Glide racks,,,Liquor Shed,1
24 oz Glide racks,,,Broadway W&L,1
24 oz Glide racks,,,Little Falls Liq(P),1
24 oz Glide racks,,,Krauszer's Liquor Wine and Spirits,1
24 oz Glide racks,,,Massarelli's Liquors,1
24 oz Glide racks,,,Liquor Factory II Jefferson,2
24 oz Glide racks,,,Bottle King (A) Wayne,3
24 oz Glide racks,,,Patricks Wine Barn,2
32oz Glide Racks,,,Mulberry Liquors,1
Angry Orchard AFrame,,,Emerald Corner (Z),1
Angry Orchard AFrame,,,Underdog Lounge(P),2
Angry Orchard AFrame,,,Whiskey Wolf Tavern (P),1
Angry Orchard AFrame,,,Nikki's Bar & Grill,1
Angry Orchard AFrame,,,Evolution Restaurant & Bar,1
Angry Orchard AFrame,,,Brick & Brew,1
Angry Orchard LED,,,Buy Rite W &L Pompton(P),1
Angry Orchard LED,,,The Side Door (P),1
Angry Orchard LED,,,Ringwood W&L,1
Angry Orchard LED,,,Shoppers Disc(A)Pompton,1
Angry Orchard LED,,,Krauszer's Liquor Wine and Spirits,1
Angry Orchard LED,,,Texas Roadhouse,1
Angry Orchard LED,,,Garden State Deli (A),1
Angry Orchard LED,,,Usa Wine Traders (Wanaque),2
Angry Orchard Pints,,,Usa Wine Traders Club (Saddle Brook),1
Angry Orchard Pints,,,cherry's,1
Angry Orchard Pints,,,The Village Inn,4
Angry Orchard Rack - 6-Pack Rack,,,Ringwood W&L,1
Angry Orchard St Pats 16oz plastic cups,,,Sharky's Wings(P),1
Angry Orchard St Pats 16oz plastic cups,,,Thatcher Mc Ghees (A),1
Angry Orchard St Pats 16oz plastic cups,,,Gerry's Place,1
Angry Orchard St Pats 16oz plastic cups,,,Thatcher Mcghee's (A),2
Bells 16oz shaker - SHAKER,,,Hearth & Tap Co.,1
Bells 16oz shaker - SHAKER,,,Brokedown Palace,1
BLue Moon 16oz glass - Glasses,,,The Barnyard and Carriage House,1
BLue Moon 16oz glass - Glasses,,,In The Crease (P),1
BLue Moon 16oz glass - Glasses,,,Franklin Lake Liq,1
BLue Moon 16oz glass - Glasses,,,Cypress,1
BLue Moon 16oz glass - Glasses,,,The Whiskey Priest (Hackensack),2
BLue Moon 16oz glass - Glasses,,,Bottagra Rest (P),1
BLue Moon 16oz glass - Glasses,,,Brokedown Palace,1
BLue Moon 16oz glass - Glasses,,,Vesta Wood Fired Pizza,2
BLue Moon 16oz glass - Glasses,,,Debonair Music Hall,2
BLue Moon 16oz glass - Glasses,,,Roma Rest. (P),1
BLue Moon 16oz glass - Glasses,,,La Taberna Steak House,2
BLue Moon 16oz glass - Glasses,,,Breaker Billiards,1
BLue Moon 16oz glass - Glasses,,,Osso Buco,1
BLue Moon 16oz glass - Glasses,,,Lakeside Drive Tavern,1
BLue Moon 16oz glass - Glasses,,,North Jersey C C,1
BLue Moon 16oz glass - Glasses,,,Players Club (Z),3
BLue Moon 16oz glass - Glasses,,,Blackjack Mulligans(P) (Garfield),2
BLue Moon 16oz glass - Glasses,,,The Firehouse,2
BLue Moon 16oz glass - Glasses,,,Haworth Golf Club(A),2
Blue Moon 23oz Glasses - Glasses,,,Ridgewood Super Cellar,1
Blue Moon 23oz Glasses - Glasses,,,Chevy's Fresh Mex (A)Clif,2
Blue Moon 23oz Glasses - Glasses,,,Grand Wine Bar/Karaoke(Z),2
Blue Moon 23oz Glasses - Glasses,,,Millers Paramus Ale House,3
Blue Moon 23oz Glasses - Glasses,,,Millers Ale House Rockawa,1
Blue Moon AFrame,,,Breaker Billiards,1
Blue Moon AFrame,,,The Lamp Post Inn,1
Blue Moon AFrame,,,Indian Spice Route 23,1
Blue Moon AFrame,,,Brick & Brew,1
Blue Moon AFrame,,,Sunset Pub & Grill(Z),1
Blue Moon AFrame,,,Westwood Wine and Liquors,1
Blue Moon Animated LED,,,Tenafly Pizza (Z),1
Blue Moon Animated LED,,,Buy Rite Discount Liquor,1
Blue Moon Animated LED,,,Star Liquor Store,1
Blue Moon Animated LED,,,Hilltop Tav.(Z),1
Blue Moon Animated LED,,,Johnny's Liqs (P),1
Blue Moon Animated LED,,,Liquor City(A)Cliffside,2
Blue Moon Animated LED,,,Thatcher Mc Ghees (A),1
Blue Moon Animated LED,,,Economy Liquors,1
Blue Moon Animated LED,,,Yard House 8390,1
Blue Moon Animated LED,,,Twobox Chicken Ridgefield,1
Blue Moon Animated LED,,,Texas Roadhouse,1
Blue Moon Animated LED,,,Blarney Station,1
Blue Moon Animated LED,,,Biagio's,1
Blue Moon Animated LED,,,Jalapeno Mex. Grille(A),1
Blue Moon Animated LED,,,Buffalo Wild Wings (Rockaway),2
Blue Moon LED - LED,,,J & S Roadhouse,1
Blue Moon LED - LED,,,Liquor Stop (P) (Clifton),1
Blue Moon LED - LED,,,Lucky 7 (A),1
Blue Moon LED - LED,,,World of Wine & Liquor,1
Blue Moon LED - LED,,,Krauszer's Liquor Wine and Spirits,1
Blue Moon LED - LED,,,El Oasis,1
Blue Moon LED - LED,,,Welsh Farms,1
Blue Moon LED - LED,,,Blarney Station,1
Blue Moon Mirror,,,Yesterdays (P),1
Blue Moon Mirror,,,Shop Rite Liq (A)Hillsdal,1
Blue Moon Mirror,,,Elks Post 782 (Z),1
Blue Moon Mirror,,,O'reilly Pub (P),1
Blue Moon Mirror,,,Elevengreen,1
Blue Moon Mirror,,,Nikki's Bar & Grill,1
Blue Moon Mirror,,,Mt Creek Kink (So)A,1
Blue Moon Mirror,,,Millers Paramus Ale House,1
Blue Moon Mirror,,,Mason Street Grille,1
Blue Moon Mirror,,,Freddy's Lake House Bar And Grill,1
Blue Moon Mirror,,,Sharky's Wings(P),1
Blue Moon Mirror,,,Whiskey Wolf Tavern (P),1
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Rivervale Country Club,3
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Mac & Lindy's W & S (A),1
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,pompton crafthouse,2
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,JJ's Pub,1
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Johnnie's Tavern,2
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Fountain House (Z),3
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Blue Akai,6
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Buffalo Wild Wings (Rockaway),2
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Mr.Bruno's,3
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Mountain House Tav & Gril,18
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,Bottagra Rest (P),4
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,QB's Bar and Grill,3
Blue Moon Patio Umbrella - PATIO UMBRELLA,,,The Celtic Knot,4
Bold Rock LED - LED,,,Kohler Samples Taken 100%,4
Boston Beer Basketball Jersey,,,Bottle King (A) Ramsey,2
Cape May 16oz Shaker - Glasses,,,Tommy Fox's Pub Hse(P),1
Cape May 16oz Shaker - Glasses,,,Eleven Central,1
Cape May 16oz Shaker - Glasses,,,101 Pub (A),1
Cape May 16oz Shaker - Glasses,,,Chevy's Fresh Mex (A)Clif,1
Cape May 16oz Shaker - Glasses,,,River & Henley,1
Cape May 16oz Shaker - Glasses,,,The George Inn,1
Cape May 16oz Shaker - Glasses,,,Applebee's Grill(A)Newton,1
Cape May 16oz Shaker - Glasses,,,Mr.Bruno's,2
Cape May 16oz Shaker - Glasses,,,Blackjack Mulligans (Hawthorne),2
Cape May 16oz Shaker - Glasses,,,Doc Watsons NJ,4
Cape May 16oz Shaker - Glasses,,,Twobox Chicken Ridgefield,2
Cape May 16oz Shaker - Glasses,,,El Cid,4
Cape May 16oz Shaker - Glasses,,,COV,2
Cape May 16oz Shaker - Glasses,,,IL Vero Westwood,2
Cape May 16oz Shaker - Glasses,,,The Firehouse,2
Cape May 16oz Shaker - Glasses,,,Charlies Tav(Z),2
Cape May Beach Chair,,,Glen Rock Ac Clb(P),1
Cape May Beach Chair,,,Lincoln Center Liq,1
Cape May Beach Chair,,,Sheridan Lodge (P),1
Cape May Beach Chair,,,ShopRite Wines & Spirits of Franklin,1
Cape May Beach Chair,,,Charley's Tavern,1
Cape May LED,,,Sussex Co.Discount Liq(P),1
Cape May Patio Umbrella,,,Elevengreen,2
Cape May Patio Umbrella,,,Freddy's Lake House Bar And Grill,1
Cape May Patio Umbrella,,,Mckenna's Pub (P),1
Carbliss Black Raz Can LED,,,Cork & Keg (A),1
Carbliss Guitar LED,,,The Orange Lantern,1
Carbliss Guitar LED,,,Sunset Pub & Grill(Z),1
Carbliss Guitar LED,,,Hearth & Tap Co.,1
Carbliss Guitar LED,,,Celtic Crossings,1
Carbliss Guitar LED,,,The Celtic Knot,1
Carbliss LED,,,Linwood Wine-Linwood Plaza,1
Carbliss LED,,,The Greenwood Tavern,1
Carbliss Pineapple can LED,,,Ronny's Liqrs (Z),1
Carbliss Pineapple can LED,,,Bottle King (A) Hillsdale,1
Cayman Jack Canvas Clock,,,Fair Lawn Athletic Club,1
Cayman Jack Canvas Clock,,,Liquor Shed,1
Cayman Jack Canvas Clock,,,Country Convenience Store,1
Cayman Jack Canvas Clock,,,Monroe Wine & Liq(P),1
Cayman Jack Canvas Clock,,,Rutt's Hut (A),1
Cayman Jack Canvas Clock,,,Bottle Republic (Rutherford),1
Cayman Jack Canvas Clock,,,ShopRite Wines & Spirits of Sparta,1
Cayman Jack Canvas Clock,,,"Brix - Wine, Spirits, Beer (Fredon)",1
Cayman Jack Cooler,,,Legacy Bar & Liquor,1
Cayman Jack Cooler,,,Buy Rite Liquors Franklin,1
Cayman Jack Cooler,,,Goffle Road Wine and More,1
Cayman Jack LED,,,Bombolon Liquor & Grocery,1
Cayman Jack LED,,,Broadway W&L,1
Cayman Jack LED,,,Discount Liq & Bar,1
Coors Banquet LED,,,Hackensack Liquors,1
Coors Banquet LED,,,Paradise Liquors,1
Coors Banquet LED,,,Gyp's Tavern,1
Coors Banquet LED,,,Shop Rite Liq (A)Hillsdal,1
Coors Banquet LED,,,Schulman's (P) Deli,1
Coors Banquet LED,,,House of Que (East Rutherford),1
Coors Banquet LED,,,Whoopee Liq (A),1
Coors Banquet LED,,,Usa Wine Traders (Wanaque),1
Coors Banquet LED,,,Limestone Liquors (A),1
Coors Banquet LED,,,Wine Land,1
Coors Banquet LED,,,THE BOTTLE SHOP,1
Coors Banquet LED,,,Krauszer's Liquor Wine and Spirits,1
Coors Banquet LED,,,Bottle Republic (Rutherford),1
Coors Banquet LED,,,Princess Liquor's(P),1
Coors Banquet LED,,,The Lamp Post Inn,1
Coors Banquet LED,,,Kohler Samples Taken 100%,3
Coors Light 16oz Shaker - Glasses,,,The Orange Lantern,5
Coors Light 16oz Shaker - Glasses,,,Clifton Disc Liq (A),1
Coors Light 16oz Shaker - Glasses,,,Mahwah B & G (A),2
Coors Light 16oz Shaker - Glasses,,,Hansil's Bar (P),2
Coors Light 16oz Shaker - Glasses,,,Hawthorne Liq (A),1
Coors Light 16oz Shaker - Glasses,,,Rock Bar,2
Coors Light 16oz Shaker - Glasses,,,Jimmy Geez (P),1
Coors Light 16oz Shaker - Glasses,,,P J Finnegan's,2
Coors Light 16oz Shaker - Glasses,,,Great Notch Inn(Z),1
Coors Light 16oz Shaker - Glasses,,,Lakeside Drive Tavern,1
Coors Light 16oz Shaker - Glasses,,,D'Carbon Restaurant Hawthorne,1
Coors Light 16oz Shaker - Glasses,,,W's Village Grille,2
Coors Light 16oz Shaker - Glasses,,,Doc Watsons NJ,1
Coors Light 16oz Shaker - Glasses,,,Shortways' Barn (A),1
Coors Light 16oz Shaker - Glasses,,,Haworth Golf Club(A),1
Coors Light 16oz Shaker - Glasses,,,Whiskey Roads,2
Coors Light 16oz Shaker - Glasses,,,Jimmy Geez(North)Bar/Gril,1
Coors Light 16oz Shaker - Glasses,,,Steel Wheel Tavern,1
Coors Light 16oz Shaker - Glasses,,,Sharky's West (P),1
Coors Light 16oz Shaker - Glasses,,,Whiskey Wolf Tavern (P),1
Coors Light 16oz Shaker - Glasses,,,Tommy Fox's Pub Hse(P),1
Coors Light 16oz Shaker - Glasses,,,The George Inn,1
Coors Light 16oz Shaker - Glasses,,,Old School Pub P),2
Coors Light 16oz Shaker - Glasses,,,Early American Tavern,2
Coors Light 16oz Shaker - Glasses,,,Murph's Bar & Liquor,1
Coors Light 16oz Shaker - Glasses,,,Grant Street Cafe (A),2
Coors Light 16oz Shaker - Glasses,,,The Celtic Knot,2
Coors Light 16oz Shaker - Glasses,,,Rudys (A),1
Coors Light 16oz Shaker - Glasses,,,Riverside Grill(D'carbon),1
Coors Light 16oz Shaker - Glasses,,,In The Drink@Passaic Gc,2
Coors Light 16oz Shaker - Glasses,,,The Shannon Rose (A),1
Coors Light 16oz Shaker - Glasses,,,Blu Ale House,2
Coors Light 16oz Shaker - Glasses,,,Blackjack Mulligan's Public House,6
Coors Light 16oz Shaker - Glasses,,,Emerald Corner (Z),3
Coors Light 16oz Shaker - Glasses,,,Bask 46,8
Coors Light 16oz Shaker - Glasses,,,Johnny A's (P) Hitchn Pos,3
Coors Light 16oz Shaker - Glasses,,,Mason Jar Restaurant,7
Coors Light 16oz Shaker - Glasses,,,Tavern On Ridge,3
Coors Light 16oz Shaker - Glasses,,,Blackjack Mulligans(P) (Garfield),3
Coors Light 16oz Shaker - Glasses,,,City Lounge (P),3
Coors Light 16oz Shaker - Glasses,,,Millers Paramus Ale House,3
Coors Light 16oz Shaker - Glasses,,,Blue Moon Mexican Cafe,7
Coors Light 16oz Shaker - Glasses,,,The Side Door (P),2
Coors Light 16oz Shaker - Glasses,,,Hearth & Tap Co.,2
Coors Light 16oz Shaker - Glasses,,,Parkway Lanes,2
Coors Light 16oz Shaker - Glasses,,,Bogey's Sport Bar,2
Coors Light 16oz Shaker - Glasses,,,New Park Tav (A),2
Coors Light 16oz Shaker - Glasses,,,The Exchange,6
Coors Light 16oz Shaker - Glasses,,,Sharky's Wings(P),8
Coors Light 16oz Shaker - Glasses,,,Aldo's Italian Rest(Z),4
Coors Light 16oz Shaker - Glasses,,,Celtic Crossings,3
Coors Light 16oz Shaker - Glasses,,,Biggies (A),4
Coors Light 16oz Shaker - Glasses,,,Duffy's Tavern (Z),4
Coors Light 16oz Shaker - Glasses,,,JR Sports Bar & Liquors(Z),2
Coors Light 16oz Shaker - Glasses,,,Dingo's Den (P),2
Coors Light 16oz Shaker - Glasses,,,Reservoir Tavern(A),3
Coors Light 16oz Shaker - Glasses,,,Sunset Pub & Grill(Z),9
Coors Light 16oz Shaker - Glasses,,,Bardis (P),3
Coors Light 16oz Shaker - Glasses,,,The Barnyard and Carriage House,2
Coors Light 16oz Shaker - Glasses,,,Nellie's Place (P),8
Coors Light 16oz Shaker - Glasses,,,Jojo's Bar & Grill,2
Coors Light 16oz Shaker - Glasses,,,Victor's Maywood Inn,3
Coors Light 16oz Shaker - Glasses,,,Allendale Bar & Grill,2
Coors Light 16oz Shaker - Glasses,,,Underdog Lounge(P),3
Coors Light 16oz Signature Shaker,,,Aldo's Italian Rest(Z),2
Coors Light 16oz Signature Shaker,,,The Side Door (P),2
Coors Light 16oz Signature Shaker,,,Sharky's Wings(P),1
Coors Light 16oz Signature Shaker,,,Rockafella's,2
Coors Light 16oz Signature Shaker,,,The Yard,1
Coors Light 16oz Signature Shaker,,,The Knoll Country Club & Catering,1
Coors Light 16oz Signature Shaker,,,Jimmy Geez (P),1
Coors Light 16oz Signature Shaker,,,cherry's,1
Coors Light 16oz Signature Shaker,,,Celtic Corner,2
Coors Light 16oz Signature Shaker,,,Evolution Restaurant & Bar,2
Coors Light 16oz Signature Shaker,,,Country Cottage Rest (P),1
Coors Light 16oz Signature Shaker,,,Clifton Disc Liq (A),1
Coors Light 16oz Signature Shaker,,,Emerald Corner (Z),1
Coors Light 16oz Signature Shaker,,,Sharky's West (P),2
Coors Light 16oz Signature Shaker,,,Underdog Lounge(P),1
Coors Light 16oz Signature Shaker,,,Bensi (P),2
Coors Light 16oz Signature Shaker,,,The Firehouse,3
Coors Light 16oz Signature Shaker,,,Millers Paramus Ale House,3
Coors Light 16oz Signature Shaker,,,Tavern On Ridge,2
Coors Light 16oz Signature Shaker,,,Reservoir Tavern(A),2
Coors Light 16oz Signature Shaker,,,W's Village Grille,4
Coors Light 16oz Signature Shaker,,,Grand Wine Bar/Karaoke(Z),2
Coors Light 16oz Signature Shaker,,,Breaker Billiards,2
Coors Light 16oz Signature Shaker,,,Roma Rest. (P),3
Coors Light 16oz Signature Shaker,,,Cubby's (P),2
Coors Light 22oz shaker - Glasses,,,The Exchange,1
Coors Light 22oz shaker - Glasses,,,Aldo's Italian Rest(Z),2
Coors Light 22oz shaker - Glasses,,,Jojo's Bar & Grill,2
Coors Light 22oz shaker - Glasses,,,Osso Buco,2
Coors Light 22oz shaker - Glasses,,,Pancho Burrito's (A),1
Coors Light 22oz shaker - Glasses,,,Millers Ale House Rockawa,9
Coors Light 22oz shaker - Glasses,,,The Firehouse,2
Coors Light 22oz shaker - Glasses,,,Roma Rest. (P),2
Coors Light 22oz shaker - Glasses,,,Millers Paramus Ale House,9
Coors Light 22oz shaker - Glasses,,,365 BBQ,2
Coors Light 22oz shaker - Glasses,,,Nellie's Place (P),2
Coors Light AFrame,,,The Barnyard and Carriage House,1
Coors Light AFrame,,,Sunset Pub & Grill(Z),1
Coors Light AFrame,,,Circle Liquors,1
Coors Light AFrame,,,Palenque Bar & Grill(A),1
Coors Light AFrame,,,QB's Bar and Grill,1
Coors Light AFrame,,,In The Drink@Passaic Gc,1
Coors Light AFrame,,,Duffy's Tavern (Z),1
Coors Light AFrame,,,La Catrina,1
Coors Light AFrame,,,The Yard,1
Coors Light AFrame,,,BBQ Chicken Franklin,1
Coors Light AFrame,,,Rock Bar,1
Coors Light AFrame,,,The River Of Beer,2
Coors Light EGO Battery Blower/trimmer Combo,,,Liquor Outlet,1
Coors Light EGO Battery Blower/trimmer Combo,,,Kohler Samples Taken 100%,2
Coors Light EGO Battery Blower/trimmer Combo,,,Shoppers Vineyard (A),1
Coors Light EGO Battery Blower/trimmer Combo,,,Lincoln Park Fine Wines & Spirits,1
Coors Light EGO Battery Blower/trimmer Combo,,,Liquor City(A)Cliffside,1
Coors Light EGO Battery Blower/trimmer Combo,,,Culver Liquor and Bar,1
Coors Light EGO Battery Blower/trimmer Combo,,,ShopRite Wines & Spirits of Franklin,1
Coors Light Fishing LED,,,Satin Dolls (A),1
Coors Light Fishing LED,,,Jimmy Geez(North)Bar/Gril,1
Coors Light Fishing LED,,,Chido Mexican Kitchen,1
Coors Light Fishing LED,,,Wine Land,1
Coors Light Fishing LED,,,Usa Wine Traders Club (Bloomingdale),1
Coors Light Fishing LED,,,Charlies Tav(Z),1
Coors Light Fishing LED,,,Picatinney Golf(NAFIB4-22-A-0036),1
Coors Light Fishing LED,,,Masonic (A) Club,1
Coors Light Fishing LED,,,Whoopee Liq (A),1
Coors Light Fishing LED,,,Jefferson House (A),1
Coors Light Fishing LED,,,Usa Wine Traders (Wanaque),1
Coors Light Fishing LED,,,Garden State Deli (A),1
Coors Light Fishing LED,,,Montville Wine & Spirits,1
Coors Light Fishing LED,,,Blarney Station,1
Coors Light Fishing LED,,,Texas Roadhouse,1
Coors Light Fishing LED,,,Rockafella's,1
Coors Light Golf Bag - DEALER LOADER,,,Glen Rock Ac Clb(P),1
Coors Light Golf Bag - DEALER LOADER,,,Hamburg Liquor,1
Coors Light Golf LED,,,"Brix - Wine, Spirits, Beer (Fredon)",1
Coors Light Grill,,,Sunny's Liqs.(P),1
Coors Light Grill,,,Bottle King (A) Glen Rock,1
Coors Light ice cold coors led,,,River Palm (A),1
Coors Light ice cold coors led,,,Patsy's (A) Tavern,1
Coors Light Inflatable Basketball Chair,,,Emerald Corner (Z),1
Coors Light Inflatable Basketball Chair,,,Chabons Ii Liq/Bar (A),1
Coors Light Inflatable Basketball Chair,,,Kohler Samples Taken 100%,1
Coors Light Inflatable Basketball Chair,,,American Lgn 174 Wayne,2
Coors Light Karaoke Menu Board,,,Cypress,1
Coors Light Karaoke Menu Board,,,Vault Liquors,1
Coors Light Karaoke Menu Board,,,J & S Roadhouse,1
Coors Light Karaoke Menu Board,,,Mt Creek Kink (So)A,1
Coors Light Karaoke Menu Board,,,Shoppers Disc(A)Pompton,3
Coors Light La Mas Fria LED,,,Brothers A&C Pizza (P),1
Coors Light La Mas Fria LED,,,Paradise Liquors,1
Coors Light La Mas Fria LED,,,Mexico Bar & Grill,1
Coors Light Lake Inflate- Dealer Loader,,,Mckenna's Pub (P),2
Coors Light Lake Inflate- Dealer Loader,,,Sharky's Wings(P),1
Coors Light Lake Inflate- Dealer Loader,,,Elks Post 782 (Z),2
Coors Light Lake Inflate- Dealer Loader,,,Elevengreen,1
Coors Light Lake Inflate- Dealer Loader,,,Fair Lawn Athletic Club,1
Coors Light Lake Inflate- Dealer Loader,,,O'reilly Pub (P),1
Coors Light Lake Inflate- Dealer Loader,,,Charley's Tavern,2
Coors Light Light up Menu Board - MISCELLANEOUS,,,The Lamp Post Inn,1
Coors Light Light up Menu Board - MISCELLANEOUS,,,Cypress,1
Coors Light NJH LED - LED,,,Exquisite W & L (A),1
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Stone & Rail,1
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Shop Rite Liq (A)Hillsdal,2
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Kitchen & Beer Bar,5
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Cedar Lake Club,1
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Golden Pub (P),6
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Sheridan Lodge (P),10
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Double Ai Asian Bistro,10
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Mr.Bruno's,5
Coors Light Patio Umbrella - PATIO UMBRELLA,,,The Second Half On Main,4
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Fountain House (Z),4
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Feathers (A),8
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Newton Country Club,8
Coors Light Patio Umbrella - PATIO UMBRELLA,,,The Exchange,10
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Kohler Samples Taken 100%,2
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Mahwah B & G (A),20
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Rockafella's,8
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Cubby's (P),4
Coors Light Patio Umbrella - PATIO UMBRELLA,,,Whiskey Wolf Tavern (P),10
Coors Light Small LED,,,Shoppers Disc(A)Pompton,1
Coors Light Small LED,,,The George Inn,1
Coors Light Small LED,,,cherry's,1
Coors Light Small LED,,,Quick Check Liquor (A),1
Coors Light Small LED,,,Wine Land,1
Coors Light Small LED,,,La Nota Restaurant Bar,1
Coors Light Small LED,,,Discount Liq & Bar,1
Coors Light Small LED,,,"Buffalo Wild Wings - Wayne, NJ",1
Coors Light Small LED,,,Hawthorne Liq (A),1
Coors Light Small LED,,,Vault Liquors,1
Coors Light Small LED,,,Valley Liquors (A),1
Coors Light Small LED,,,Grand Wine Bar/Karaoke(Z),1
Coors Light Small LED,,,Broadway W&L,1
Coors Light Small LED,,,Costambar Bar & Liquor Corp.,1
Coors Light Small LED,,,Shop Rite Liq (A)Hillsdal,1
Coors Light Small LED,,,Thatcher Mc Ghees (A),1
Coors Light Small LED,,,Krauszer's Liquor Wine and Spirits,2
Coors Light Small LED,,,Kohler Samples Taken 100%,1
Coors Light Small LED,,,The Lamp Post Inn,1
Coors Light Small LED,,,BBQ Chicken Franklin,1
Coors Light Summer LED,,,365 BBQ,1
Corona Adirondack LED,,,Freddie's Dugout,1
Corona Clock - CLOCK,,,Radburn Liquors (A,2
Corona Clock - CLOCK,,,Blarney Station,1
Corona Clock - CLOCK,,,Parker Liquors (Z),3
Corona DDLM Bobblehead - DEALER LOADER,,,Parker Liquors (Z),1
Corona DDLM LED - LED,,,The Yard,1
Corona DDLM LED - LED,,,Chido Mexican Kitchen,1
Corona DDLM LED - LED,,,Buy Rite Discount Liquor,1
Corona DDLM LED - LED,,,Bottle King (A) Hillsdale,1
Corona DDLM LED - LED,,,Biagio's,1
Corona DDLM LED - LED,,,Jalapenos Mexican Grill,1
Corona DDLM LED - LED,,,Whoopee Liq (A),1
Corona DDLM LED - LED,,,Parker Liquors (Z),1
Corona DDLM LED - LED,,,Club 15(P),1
Corona DDLM LED - LED,,,Shoppers Disc(A)Pompton,1
Corona DDLM LED - LED,,,Quick Check Liquor (A),1
Corona DDLM LED - LED,,,Discount Liq & Bar,1
Corona DDLM LED - LED,,,Picatinney Golf(NAFIB4-22-A-0036),1
Corona DDLM LED - LED,,,Linwood Wine-Linwood Plaza,1
Corona Familiar LED,,,Usa Wine Traders (Wanaque),1
Corona Familiar LED,,,Clary's Restaurant & Bar,1
Corona Flex Bottle LED,,,Minit Mart_2,1
Corona Flex Bottle LED,,,Palenque Bar & Grill(A),1
Corona Flex Bottle LED,,,Star Liquor Store,1
Corona Flex Bottle LED,,,Super Wine Warehse(P)Pate,1
