Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,County,City,Area,Premise,Buyer Count   2026,Cases   2026
Hakan Sadik,152000,Royal Liquors 3,634 18th Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,293.00
Hakan Sadik,152001,Manny's Liquors,203 16th Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,376.00
Hakan Sadik,152002,Home Wine & Liquor (224 Newark),224 Elizabeth Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,989.00
Hakan Sadik,152003,Hawthorne Quality Liquors,340 Hawthorne Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,212.50
Hakan Sadik,152005,Quality Liquors #2,41 Evergreen Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,248.00
Hakan Sadik,152006,Skyline Liquors #2,778 Bergen St,Essex,Essex,Newark,Essex,Off Premise,1.00,359.00
Hakan Sadik,152007,All Brothers Liquors #3 (Newark),373 West Market St,Essex,Essex,Newark,Essex,Off Premise,1.00,256.00
Hakan Sadik,152008,Chancellor Newark,423 Chancellor Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,219.00
Hakan Sadik,152009,Family Liquors,1112 Broad St,Essex,Essex,Newark,Essex,Off Premise,1.00,44.00
Hakan Sadik,152010,Royal Wine Iv,1073 Bergen St,Essex,Essex,Newark,Essex,Off Premise,1.00,543.00
Hakan Sadik,152011,Royal Liquor Ii,717-719 Frelinghuysen Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,320.00
Hakan Sadik,152012,Oasis Liquors & Bar,284 Lyons Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,75.00
Hakan Sadik,152013,C & D Liquors,152 Bloomfield Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,394.00
Hakan Sadik,152014,Haber Liquors,378 Chancellor Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,183.00
Hakan Sadik,152015,954 Liquors,954 18th Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,420.00
Hakan Sadik,152017,Pennsylvania Liquors,61 Pennsylvania Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,225.00
Hakan Sadik,152018,Kimka Liquors,918-920 18th Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,201.00
Hakan Sadik,152019,New Silver Key Iii,343 Avon Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,140.00
Hakan Sadik,152025,New Owl Liquors,400 Springfield Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,253.00
Hakan Sadik,152027,Roseville Liquors & Wines,335 Roseville Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,50.00
Hakan Sadik,152029,Skyline Liquors Iii,513 Hawthorne Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,182.00
Hakan Sadik,152030,Austin Liquor,324a Mt.Prospect Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,39.00
Hakan Sadik,152031,Edwin Liquors,207 South 11th St,Essex,Essex,Newark,Essex,Off Premise,1.00,85.00
Hakan Sadik,152032,Avenue Liquors,208 Bloomfield Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,217.00
Hakan Sadik,152034,Qxt's Nightclub,248 Mulberry St,Essex,Essex,Newark,Essex,On Premise,1.00,30.00
Hakan Sadik,152035,City Line Super Liquor,955 Frelinghuysen Ave,Essex,Essex,Newark,Essex,Off Premise,1.00,365.00
Hakan Sadik,152038,Norfolk Liquors,137 Norfork St,Essex,Essex,Newark,Essex,Off Premise,1.00,64.00
Hakan Sadik,152048,D & S Liquors,618 15th ave.,Essex,Essex,Newark,Essex,Off Premise,1.00,257.00
Hakan Sadik,170070,Levy @ Sports Illustrated Stadium,600 Cape May St,Hudson,Hudson,Harrison,Hudson,On Premise,1.00,100.00
Jaime Colonna,170002,Alvins W&L (P),1004 Washington Ave,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,297.00
Jaime Colonna,170007,Augie's Wine & Liq (P),419 Adams Street,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,28.00
Jaime Colonna,170008,Zeppelin Hall (Z),88 Liberty View Drive,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,491.00
Jaime Colonna,170018,ShopRite Wines & Spirits of Hoboken,900 Madison St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,1136.00
Jaime Colonna,170020,Hoboken Beer & Soda,599 Newark St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,2264.00
Jaime Colonna,170021,Jersey City Buy Rite (A),575 Manila Ave,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,29814.95
Jaime Colonna,170032,Texas-Arizona (A),76 River Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,46.00
Jaime Colonna,170036,Cork Wines & Spirits (Harrison),399 Somerset St.,Hudson,Hudson,Harrison,Hudson,Off Premise,1.00,942.28
Jaime Colonna,170037,Willow Grocery Liq.,841 Willow Ave (9th),Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,224.00
Jaime Colonna,170042,O'nieal's (A),343 Park Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,27.00
Jaime Colonna,170045,Cork Wines & Spirits (Hoboken),1450 Washington St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,3485.23
Jaime Colonna,170059,Mulligan's (P),159 1st St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,366.00
Jaime Colonna,170065,Hudson & Co. Bar & Grill,3 2nd St Ste.150,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,13.00
Jaime Colonna,170068,Central Ave Liquors,210-212 Central Ave,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,734.00
Jaime Colonna,170076,Grand View Wine & Liquor,665-667 Grand St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,3481.27
Jaime Colonna,170090,Bauers Wine & Liquor,739 West Side Avenue,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,129.00
Jaime Colonna,170104,Saku (P),936 Park Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,40.00
Jaime Colonna,170118,Madison Bar & Grill,1316 Washington Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,37.00
Jaime Colonna,170125,Hudson Vine (A),1 2ND ST,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,495.00
Jaime Colonna,170126,Carpe Diem,1405 Grand St.,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,30.00
Jaime Colonna,170128,Dear Maud,205 1st Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,28.00
Jaime Colonna,170129,Ani Ramen House,218 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,37.00
Jaime Colonna,170132,Cork City Pub,239 Bloomfield Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,81.00
Jaime Colonna,170133,The Ainsworth,310 Sinatra Drive,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,1271.00
Jaime Colonna,170137,Giannone Wine & Liq(#2),305 River St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,1062.00
Jaime Colonna,170141,Surf City,11 Marin Blvd,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,89.00
Jaime Colonna,170147,White Star Bar,230 Brunswick St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,27.00
Jaime Colonna,170153,Molos Rest,1 Pershing Rd,Hudson,Hudson,Weehawken,Hudson,On Premise,1.00,83.00
Jaime Colonna,170154,White Star Harbor Bar(P),179 Warren St.,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,65.00
Jaime Colonna,170155,Bangalore Kitchen,126 River Dr S,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,20.00
Jaime Colonna,170156,City Bistro (A),56 14th St.,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,15.00
Jaime Colonna,170158,Sunset wine & spirits,702 Washington St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,110.00
Jaime Colonna,170166,BRICK LANE CURRY HOUSE,136 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,19.00
Jaime Colonna,170167,South House,149 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,20.00
Jaime Colonna,170170,Grand Vin,500 Grand St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,8.00
Jaime Colonna,170177,LegendsFC,130 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,4.00
Jaime Colonna,170179,Shop Rite/Metro Plaza,400 Luis Marin Blvd,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,1031.00
Jaime Colonna,170204,Pint (Z),34 Wayne Street,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,64.00
Jaime Colonna,170220,Sprove Marketplace,70 Chris. Columbus Dr,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,537.00
Jaime Colonna,170221,Hudson Hall(A),364 Marin Blvd,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,25.00
Jaime Colonna,170223,Ohara's Downtown,172 First St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,35.00
Jaime Colonna,170231,Hyatt Regency,2 Exchange Place,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,32.00
Jaime Colonna,170235,Lucky 7 Tavern,322 2nd St.,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,726.00
Jaime Colonna,170236,Taphaus,2 2nd St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,9.00
Jaime Colonna,170241,American Legion Hoboken Post107,308 2nd St.,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,42.00
Jaime Colonna,170248,Coolvines Powerhouse,350 Warren St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,325.00
Jaime Colonna,170249,White Eagle Hall,335-337 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,101.00
Jaime Colonna,170255,Liquor House,118 Erie St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,438.00
Jaime Colonna,170258,Village Wine & Liquors Ii,366 2nd St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,268.00
Jaime Colonna,17026,Wine Dad's Jersey City,273 16th St.,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,220.00
Jaime Colonna,170260,Schmitty's,359 First Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,48.00
Jaime Colonna,170264,Boots and Bones,116 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,43.00
Jaime Colonna,170265,Metropolis,96 River St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,167.00
Jaime Colonna,170268,The Ashford/Six 26,145 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,41.00
Jaime Colonna,170275,Buddy's,247 Washington St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,46.00
Jaime Colonna,170278,Hyatt House Jersey City,1 Exchange Place,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,16.00
Jaime Colonna,170280,Stingray Lounge,1210 Washington St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,22.00
Jaime Colonna,170282,The Hoboken Biergarten,1422 Grand Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,680.00
Jaime Colonna,170288,Canopy Jersey City,159 Morgan St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,3.00
Jaime Colonna,17029,Wine Dad's - Summit Ave Jersey City,425 Summit Ave,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,29.00
Jaime Colonna,170294,Halifax Restaurant,225 River St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,11.00
Jaime Colonna,170300,Ray's Liquors,266 Martin Luther King Dr,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,3827.64
Jaime Colonna,170313,Astor Bar & Grill,725 Montgomery St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,20.00
Jaime Colonna,170332,Abbey's Pub,326 Third St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,47.00
Jaime Colonna,170429,Village W & L (P),348 Grove St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,213.00
Jaime Colonna,170463,Willie Mcbride's Pub/Rest,616 Grand St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,20.00
Jaime Colonna,170467,80 River St Restaurant,80 River St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,2.00
Jaime Colonna,170468,The Ferryman On 1st,94 Bloomfield St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,52.00
Jaime Colonna,170469,Pier 13,1301 Sinatra Driver North,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,421.00
Jaime Colonna,170471,Union Hall,306 Sinatra Drive,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,410.50
Jaime Colonna,171011,Belo Bar,104 Hudson St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,9.00
Jaime Colonna,171012,Shepherd/Knucklehead Hobo,1313 Willow Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,17.00
Jaime Colonna,171013,Hoboken Liquor & Grocery,98 Willow Avenue,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,109.00
Jaime Colonna,171014,Giannone Wines & Liq.(P),55 Riverwalk Pl,Hudson,Hudson,West New York,Hudson,Off Premise,1.00,14984.70
Jaime Colonna,171015,Uncorked Wines & Spirits - Hoboken NJ,1450 Washington St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,186.00
Jaime Colonna,171018,Urban Coal House,116 14th St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,58.00
Jaime Colonna,171117,Delite Market,420 Washington St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,373.00
Jaime Colonna,171118,Antique Bar And Bakery,122 Willow Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,155.00
Jaime Colonna,171119,Wine Dads Hoboken,341 14th St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,433.00
Jaime Colonna,171413,Green Rock Tap & Grill,70 Hudson St.,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,6.00
Jaime Colonna,172015,Daniels Wine And Liq,87 Garden St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,102.00
Jaime Colonna,172016,Karma Kafe,505 Washington St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,40.00
Jaime Colonna,173031,Sparrow's Wine & Liq(P) (1224 Hoboken),1224 Shipyard Lane,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,1640.00
Jaime Colonna,173032,Sparrows Wine & Liq (P) (126 Hoboken),126 Washington St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,642.00
Jaime Colonna,173037,Hudson Golf,16 Hudson Place,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,25.00
Jaime Colonna,173039,The Brass Rail Restaurant,135 Washington St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,63.00
Jaime Colonna,173041,Blue Ribbon Wine/Liq/Groc,450 1st St.,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,326.00
Jaime Colonna,173043,The Shannon,106 1st Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,65.00
Jaime Colonna,173053,Finnegans,734 Willow Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,91.00
Jaime Colonna,173054,10th & Willow Bar & Grill,935 Willow Ave,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,5.00
Jaime Colonna,173055,Hoboken Vine,400 Newark St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,468.00
Jaime Colonna,173056,Garden Wine & Liq (P),700 Park Avenue,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,78.00
Jaime Colonna,173058,Ottomanelli's Liquor Store,422 Monroe St,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,171.00
Jaime Colonna,173059,The Stewed Cow,400 Adams St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,17.00
Jaime Colonna,173060,8th Street Tavern,800 Washington St,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,19.00
Jaime Colonna,173061,City Line Liquors (Hoboken),211 Washington St.,Hudson,Hudson,Hoboken,Hudson,Off Premise,1.00,20.00
Jaime Colonna,173064,The Thirsty Quaker (P),492 Monmouth St,Hudson,Hudson,Jersey City,Hudson,Off Premise,1.00,505.00
Jaime Colonna,173068,The Hutten Tavern,225 Hutten St,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,32.00
Jaime Colonna,173069,Curry On,765 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,32.00
Jaime Colonna,173072,Rasoi Restaurant,810 Newark Ave,Hudson,Hudson,Jersey City,Hudson,On Premise,1.00,20.00
Jaime Colonna,173078,Cheese+Wine,720 Monroe St C102,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,46.00
Jaime Colonna,173079,Snack Bar,520 Adams ST,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,33.00
Jaime Colonna,178011,The Highwood,500 Ave @ Port Imperial,Hudson,Hudson,Weehawken,Hudson,On Premise,1.00,559.00
Jaime Colonna,178107,Empyrean Bistro & Bar,800 Jackson Street,Hudson,Hudson,Hoboken,Hudson,On Premise,1.00,30.00
Jaime Colonna,179012,Plank Road Inn (A),1538 Paterson Plank Road,Hudson,Hudson,Secaucus,Hudson,On Premise,1.00,13.00
Jaime Colonna,28001,One Stop Wine (A) & Liq,592 Ridge Road,Bergen,Bergen,North Arlington,Bergen,Off Premise,1.00,1578.00
Jaime Colonna,49001,Don Coqui,541 River Rd,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,663.00
Javier Melo,15014,Deli Parchardo Liquors,111 N Main St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,2710.00
Javier Melo,15031,Pete's Family Liqs,49 N Main Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,3450.00
Javier Melo,15059,Belmont Liqrs (P),146 Belmont Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,3723.00
Javier Melo,15085,Reign,138 Belmont Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,500.00
Javier Melo,20021,Diamond Liquors (P),507 Summer St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,11857.00
Javier Melo,20031,La Joya Liquors,15 Park Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7453.00
Javier Melo,20055,Paruta's (A),89 Market St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,7468.50
Javier Melo,20056,East Side Bar Liquors,442 10th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,9821.00
Javier Melo,20061,Seguidilla 56 Lounge & Liquors,227 Park Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,12324.00
Javier Melo,20069,Segundo's (P),293 Madison Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7344.00
Javier Melo,20104,Roses Bar & Liquors,102 Market Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1631.00
Javier Melo,20110,The Cathedral Restaurant,378 Main St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,690.00
Javier Melo,21005,La Fuente Bar (A),43 Ellison Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,461.00
Javier Melo,21006,Camilo Liquors(A),424 6th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,4630.00
Javier Melo,21021,Park Avenue Liquors,307 Park Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,4273.00
Javier Melo,21023,Luna Liquors,291 Park Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,11399.00
Javier Melo,21026,C Town Supermarket(P),444 20th Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,7701.00
Javier Melo,21028,Estevez Liquors & Grocery 2 LLC,262 22nd Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5971.00
Javier Melo,21044,Farm Boy,465 Getty Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,14051.00
Javier Melo,21054,C & S Lucky Liquors (P),299 Grand Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,6476.00
Javier Melo,21055,C & S Lucky Liquors II,460 Chamberlain Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,6049.00
Javier Melo,22024,Edwards (P) Wine & Liq,910 Main Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,44151.21
Javier Melo,22065,Mambo Lounge (P),62-64 Dover St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1840.00
Javier Melo,24003,Paulison Liquors (P),621 Paulison Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,7557.00
Javier Melo,24018,Agave Cantina Mexicana,421 Piaget Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,277.00
Javier Melo,24034,La Fortaleza (Clifton),590 Lexington Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,519.00
Javier Melo,24042,Made in Miami Bar Bistro,39 Harding Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,83.00
Javier Melo,25012,Bottle Liquor (P),550 Lexington Avenue,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,14010.00
Javier Melo,25047,Parker Liquors (Z),203 Parker Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,13256.00
Javier Melo,26003,La Casona Cafe Restaurant Bar,829 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,4342.00
Javier Melo,27001,Fiesta Night Club(P),115 President St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,4285.00
Javier Melo,27002,President Liqrs (A),158 President St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,19683.05
Javier Melo,27008,Bermuda Liquors (P),177 Hope Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,9445.00
Javier Melo,27009,La Rancherita,22 Jackson St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,5457.98
Javier Melo,27012,ESTEVEZ LIQUORS LLC,110 Market St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,11618.00
Javier Melo,27018,Cantina Bar,165 Passaic St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,300.00
Javier Melo,27034,Liquor Stop (Passaic),321 Broadway,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,7124.00
Javier Melo,27037,Shanik Liqs.(P),952 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,11287.00
Javier Melo,27039,Venus Bar & Restaurant,68 Central Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,348.00
Javier Melo,27040,Danny's Liquor,268 Monroe St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,11699.00
Javier Melo,27044,Clary's Restaurant & Bar,196 Monroe St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,608.00
Javier Melo,27046,New Eagle Liquors,126 Passaic St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,13517.00
Javier Melo,27051,Factory 220,220 Passaic St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,228.00
Javier Melo,27053,Rumba Bar,234 Monroe St.,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,93.00
Javier Melo,27055,Don Lalo Restaurant,879 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,188.00
Javier Melo,27059,D'bar Liquors (P),898 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,37223.24
Javier Melo,27071,Mariana's Liquors,266 Passaic Street,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,4198.00
Javier Melo,27076,El Asadero Mexican Grill (Passaic),305 Passaic St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,27775.54
Javier Melo,27077,Mojito Bar,159 Market St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,24893.00
Javier Melo,27085,Cazadores Bar (Z) LLC,246 3rd St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,1132.00
Javier Melo,27094,El Anochecer,154 Passaic St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,4004.00
Javier Melo,27095,Club Sq (A),40 3rd St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,2943.00
Javier Melo,27102,Fragancia Sports Bar,161 8th St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,16681.11
Javier Melo,27108,Los Arcos (P) Rest.,305 Monroe St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,566.00
Javier Melo,27111,Davids' Place (P),361 Monroe St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,628.00
Javier Melo,27119,El Chever (P),228 Washington Pl,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,23.00
Javier Melo,27144,La Fortaleza (Passaic),32 Market St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,3841.00
Javier Melo,27146,Foxes Place,201 Parker Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,23315.23
Javier Melo,36026,Agave Cocina Mexicana,32 Locust Ave,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,131.33
Javier Melo,37066,La Fortaleza (Garfield),361 Midland Ave,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,822.00
Javier Melo,38046,La Fortaleza (Lodi),10 Route 46,Bergen,Bergen,Lodi,Bergen,On Premise,1.00,596.00
Jayson Romine,191010,Liquor Factory II Jefferson,725 NJ-15,Morris 1,Morris,Lake Hopatcong,Morris 1,Off Premise,1.00,14542.00
Jayson Romine,191302,Liquor Factory I Landing,175 Lakeside Blvd # 9,Morris 1,Morris,Landing,Morris 1,Off Premise,1.00,8717.00
Jayson Romine,191408,Super Saver Liq,322 Howard Blvd,Morris 1,Morris,Mt Arlington,Morris 1,Off Premise,1.00,6898.00
Jayson Romine,191526,Liquor Factory IV Hopatcong,128 Lakeside Blvd,Sussex,Sussex,Hopatcong,Sussex,Off Premise,1.00,11934.00
Jayson Romine,191702,Liquor Factory VI Byram,8 Route 206 N,Morris 1,Sussex,Byram,Morris 1,Off Premise,1.00,9588.00
Jayson Romine,230105,ShopRite Wines & Spirits of Sparta,16 North Village Blvd,Sussex,Sussex,Sparta,Sussex,Off Premise,1.00,20657.00
Jayson Romine,230106,Burkes,6 Sparta Ave N,Sussex,Sussex,Sparta,Sussex,Off Premise,1.00,1795.17
Jayson Romine,230114,Liquor Factory III Sparta,41 Woodport Road,Sussex,Sussex,Sparta,Sussex,Off Premise,1.00,18253.83
Jayson Romine,230121,White Deer Inn,4 White Deer Plaza,Sussex,Sussex,Sparta,Sussex,Off Premise,1.00,3769.00
Jayson Romine,230314,Liquor Factory V Andover,231 Newton Sparta Rd # 3,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,9806.00
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),17 Hampton House Road,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,21030.00
Jayson Romine,230420,Spring Street Liquors,110 Spring Street,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,8560.00
Jayson Romine,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,15804.00
Jayson Romine,230431,Seplow's Liquors,5 Woodside Ave,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,5939.00
Jayson Romine,230440,"Brix - Wine, Spirits, Beer (Fredon)",403 NJ-94,Sussex,Sussex,Fredon Township,Sussex,Off Premise,1.00,4173.00
Jayson Romine,230441,Wine Country Newton,49 Hampton House Road,Sussex,Sussex,Newton,Sussex,Off Premise,1.00,6827.00
