Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,County,City,Area,Premise,Buyer Count   2026,Cases   2026
Jayson Romine,230902,Buy Rite Liquors Franklin,244 NJ-23,Sussex,Sussex,Franklin,Sussex,Off Premise,1.00,14384.00
Jayson Romine,230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,Sussex,Sussex,Franklin,Sussex,Off Premise,1.00,14418.00
Jayson Romine,230911,The Right Bottle,190 Munsonhurst Rd,Sussex,Sussex,Franklin,Sussex,Off Premise,1.00,5007.00
Jayson Romine,230913,Wine Grand (Franklin),288 Rt 23 North,Sussex,Sussex,Franklin,Sussex,Off Premise,1.00,1761.35
Jayson Romine,230918,Market Place Liquor,99 NJ-23,Sussex,Sussex,Hamburg,Sussex,Off Premise,1.00,1569.00
Jayson Romine,230920,Hamburg Liquor,90-92 NJ-23,Sussex,Morris,Hamburg,Sussex,Off Premise,1.00,3793.17
Jayson Romine,230924,Sussex Co.Discount Liq(P),3235 NJ-94,Sussex,Sussex,Franklin,Sussex,Off Premise,1.00,4983.00
Jayson Romine,231203,The George Inn,84 NJ-94,Sussex,Sussex,Vernon,Sussex,Off Premise,1.00,10126.00
Jayson Romine,231215,Mac & Lindy's W & S (A),530 Co Rd 515,Sussex,Sussex,Vernon,Sussex,Off Premise,1.00,14958.00
Jayson Romine,231308,Wantage Plaza Liq Outlet,205 NJ-23,Sussex,Sussex,Wantage,Sussex,Off Premise,1.00,8658.00
Jayson Romine,231315,Woody's Liq Shop (A),83 Hamburg Ave,Sussex,Sussex,Wantage,Sussex,Off Premise,1.00,4116.00
Jayson Romine,231316,Patricks Wine Barn,38 Hamburg Ave,Sussex,Sussex,Sussex,Sussex,Off Premise,1.00,22162.00
Jayson Romine,231501,Highland General Store,111 Highland Lakes Rd,Sussex,Sussex,Highland Lakes,Sussex,Off Premise,1.00,4144.00
Jayson Romine,231502,Lake Wanda Store,812 Canistear Rd,Sussex,Sussex,Highland Lakes,Sussex,Off Premise,1.00,1166.00
Jayson Romine,231701,George's Wine & Spirits,12 Morris Ave.,Sussex,Sussex,Branchville,Sussex,Off Premise,1.00,3971.00
Jayson Romine,231707,Kent's Liquors,333 Rte 206,Sussex,Sussex,Branchville,Sussex,Off Premise,1.00,1924.00
Jayson Romine,408,Fredon Liquor (Fredon Deli),428 RT 94,Sussex,Sussex,Fredon Township,Sussex,Off Premise,1.00,3134.00
Jim Heaney,13008,Little Falls Liq(P),315 Main Street,Passaic,Passaic,Little Falls,Passaic,Off Premise,1.00,8533.17
Jim Heaney,13017,On The Rocks,101 Newark Pompton Turnpike,Passaic,Passaic,Little Falls,Passaic,Off Premise,1.00,4016.00
Jim Heaney,14001,Wine & Bev. Depot (A),823 Riverview Dr N,Passaic,Passaic,Totowa,Passaic,Off Premise,1.00,150504.97
Jim Heaney,23002,Valley Liquors (A),343 Hazel St,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,5542.00
Jim Heaney,23003,Pete's Liquors,383 Valley Road,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,3922.00
Jim Heaney,23007,Field Liquors (A),1006 W Rt 46 W,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,2250.00
Jim Heaney,24001,Richfield Liquors,1362 Clifton Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,2291.00
Jim Heaney,24002,Swizzle Stick Liq (A),137 3rd St,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,4580.00
Jim Heaney,24005,Henry's Liquors,1224 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,3145.00
Jim Heaney,24009,Quik Stop Conv(Z),261 Clifton Avenue,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,5183.00
Jim Heaney,24011,Shoppers Vineyard (A),875 Bloomfield Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,34288.00
Jim Heaney,24012,Dante's Liquor & Wine,729 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,4707.00
Jim Heaney,24014,Bottleneck Liquors,120 Market St,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,1985.50
Jim Heaney,24015,Allwood Liquor Store,60 Market St,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,32609.34
Jim Heaney,24016,Broad Liquors (A),1187 Broad Street,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,12801.00
Jim Heaney,24017,Rainbow Liquor (P),292 Lakeview Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,11147.17
Jim Heaney,24020,US#1 Wine & Liquor,534 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,7041.00
Jim Heaney,24021,Liquor Stop (P) (Clifton),565 Clifton Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,865.00
Jim Heaney,24037,Vasel's (A),586 Bloomfield Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,2245.00
Jim Heaney,25008,Clifton Commons S & W,132 Kingsland Rd Suite 4,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,15142.00
Jim Heaney,25017,Savers Club Liquor Locker,314 Clifton Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,8772.00
Jim Heaney,25023,Clifton Wine & Liquor,111 Lakeview Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,2140.00
Jim Heaney,25031,Lexington Liquors (Z),430 Lexington Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,17131.00
Jim Heaney,25032,Liquor Mart 46,1081 US-46,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,912.00
Jim Heaney,25042,Town Liquors,805 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,6162.00
Jim Heaney,27016,Marina's Wine & Spirits,497 Van Houten Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,9272.94
Jim Heaney,28004,Schuyler Food,574 Schuyler Ave,Bergen,Bergen,North Arlington,Bergen,Off Premise,1.00,2333.00
Jim Heaney,28007,Metro Liquors (North Arlington),17 Schuyler Ave,Bergen,Bergen,North Arlington,Bergen,Off Premise,1.00,5366.00
Jim Heaney,28011,Liquor Mart (North Arlington),126 Ridge Rd,Bergen,Bergen,North Arlington,Bergen,Off Premise,1.00,3421.17
Jim Heaney,28012,Lucky 7 (A),77 River Rd,Bergen,Bergen,North Arlington,Bergen,Off Premise,1.00,11499.83
Jim Heaney,29003,Liquor Shed,740 Ridge Road,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,4902.50
Jim Heaney,29008,Krauszers Food,121-123 Valley Brook Ave,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,962.00
Jim Heaney,29009,Quick Buy,149 Ridge Rd,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,2561.00
Jim Heaney,29011,World of Wine & Liquor,419 Valley Brook Ave.,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,28658.08
Jim Heaney,29012,Riverside Liquors,601 Riverside Ave,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,3739.00
Jim Heaney,29013,Lyndhurst Liquors (P),298 Ridge Road,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,2921.67
Jim Heaney,29017,Meadow Fine Liquors,425 Lewandowski St.,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,3703.00
Jim Heaney,30003,Mason's Cellar (A),32 Ames Ave,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,8409.70
Jim Heaney,30004,West End Wine & Liq,311 Union Ave,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,4699.00
Jim Heaney,30005,Rutherford Wine (A),270 Park Ave,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,6507.94
Jim Heaney,30006,Forest Dairy (A),10 Spring Dell,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,2064.00
Jim Heaney,30007,Village Wine (P),75 Park Ave,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,2567.15
Jim Heaney,30010,Krauser Food & Liq(A),275 Park Ave,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,2455.00
Jim Heaney,30030,Sonoma Bistro,59 Park Ave,Bergen,Bergen,Rutherford,Bergen,On Premise,1.00,141.00
John Neukum,12060,Costco Whlse V#32366-Wayn,149 Rt. 23,Passaic,Passaic,Wayne,Passaic,Off Premise,1.00,51086.00
John Neukum,190931,Costco 315 Wharton (NA),315 Rt. 15 North,Bergen,Morris,Wharton,Bergen,Off Premise,1.00,1000.00
John Neukum,201026,Sam's Club (Secaucus),300 Park Plaza Dr,Hudson,Hudson,Secaucus,Hudson,Off Premise,1.00,1501.00
John Neukum,24010,Western Bev 21088 Clift,20 Bridewell Place,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,80003.00
John Neukum,24059,Costco 306 Clifton (NA),20 Bridewell Place,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,500.00
John Neukum,31019,Bj's Warehouse E Rutherfo,300 Rt 17 N,Bergen,Bergen,East Rutherford,Bergen,Off Premise,1.00,232048.00
John Neukum,39016,NB Liquors,2 Teterboro Landing Dr,Bergen,Bergen,Teterboro,Bergen,Off Premise,1.00,50092.00
John Neukum,39019,Costco 1214 Teterboro (NA),2 Teterboro Landing Dr,Bergen,Bergen,Teterboro,Bergen,Off Premise,1.00,1297.00
John O'Donoghue,150031,Fairfield Wine Cellar,99 Us-46,Essex,Essex,Fairfield,Essex,Off Premise,1.00,270.00
John O'Donoghue,150099,Prime 94 Steakhouse & Grill,94 Fairfield Road,Essex,Essex,Fairfield,Essex,On Premise,1.00,15.00
John O'Donoghue,150104,Sidelines Bar And Grill,198 Us-46,Essex,Essex,Fairfield,Essex,On Premise,1.00,11.00
John O'Donoghue,150228,Antik Greek Kitchens,335 Fairfield Road,Essex,Essex,Fairfield,Essex,On Premise,1.00,17.00
John O'Donoghue,150250,Par 440 Restaurant,440 Parsonage Hill Rd,Essex,Essex,Short Hills,Essex,On Premise,1.00,32.00
John O'Donoghue,250001,Vine Republik (Mountainside),1267 Rte 22,Union,Union,Mountainside,Union,Off Premise,1.00,294.00
John O'Donoghue,250044,Vine Republic (Berkeley Height),500 Springfield Ave,Union,Union,Berkeley Heights,Union,Off Premise,1.00,675.00
John O'Donoghue,250900,Arirang Hibachi Steakhous,1230 Us-22,Union,Union,Mountainside,Union,On Premise,1.00,196.00
John O'Donoghue,250901,Chrones Tavern,906 Mountain Ave,Union,Union,Mountainside,Union,On Premise,1.00,5.00
John O'Donoghue,60003,Charlie's Liquor and Convenience,68 E Madison Ave,Bergen,Bergen,Dumont,Bergen,Off Premise,1.00,876.00
John O'Donoghue,61001,Haworth Fine Wine/Spirits,155 Terrace St,Bergen,Bergen,Haworth,Bergen,Off Premise,1.00,226.00
John O'Donoghue,63001,X Plor Wine,27 Park Street,Bergen,Bergen,Demarest,Bergen,Off Premise,1.00,232.00
Klejdi Lamo,190101,Montville Wine & Spirits,223 Changebridge Road,Morris 1,Morris,Montville,Morris 1,Off Premise,1.00,4749.17
Klejdi Lamo,190207,Liquor Outlet,289 Myrtle Ave,Morris 1,Morris,Boonton,Morris 1,Off Premise,1.00,31126.50
Klejdi Lamo,190208,Boonton Liquor Locker,119 Hawkins Pl,Morris 1,Morris,Boonton,Morris 1,Off Premise,1.00,5368.00
Klejdi Lamo,190216,House of Wine & Liquor,308 E Wootton St,Morris 1,Morris,Boonton,Morris 1,Off Premise,1.00,92498.91
Klejdi Lamo,190302,Basket Of Cheer Ii (Lake Hiawatha),149 N Beverwyck Rd,Morris 1,Morris,Lake Hiawatha,Morris 1,Off Premise,1.00,5589.00
Klejdi Lamo,190304,Shoppers Disc Liquor,65-69 N Beverwyck Rd,Morris 1,Morris,Lake Hiawatha,Morris 1,Off Premise,1.00,9603.67
Klejdi Lamo,190501,Mountain Lakes Wine & Liquor,3 Romaine Rd,Morris 1,Morris,Mountain Lakes,Morris 1,Off Premise,1.00,28534.50
Klejdi Lamo,190603,Denville W & L,43 Broadway,Morris 1,Morris,Denville,Morris 1,Off Premise,1.00,3897.00
Klejdi Lamo,190702,Smith's Tavern,175 E Main St,Morris 1,Morris,Rockaway,Morris 1,On Premise,1.00,800.00
Klejdi Lamo,190705,Rockaway W/L,73 W Main St,Morris 1,Morris,Rockaway,Morris 1,Off Premise,1.00,9358.00
Klejdi Lamo,190802,Sam's Liq Wine (P),325 W Clinton St,Morris 1,Morris,Dover,Morris 1,Off Premise,1.00,6278.00
Klejdi Lamo,190804,Midtown Liq,101 White Meadow Rd,Morris 1,Morris,Rockaway,Morris 1,Off Premise,1.00,6440.17
Klejdi Lamo,190901,Berkshire(P) Bot. Shop,915 Berkshire Valley Rd,Morris 1,Morris,Wharton,Morris 1,Off Premise,1.00,1203.00
Klejdi Lamo,190907,Wharton Liquor Store,41 N Main St,Morris 1,Morris,Wharton,Morris 1,Off Premise,1.00,5367.00
Klejdi Lamo,190913,Main Street Liquor,340 S Main St,Morris 1,Morris,Wharton,Morris 1,Off Premise,1.00,5024.33
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,306 NJ-15,Morris 3,Morris,Wharton,Morris 3,Off Premise,1.00,33283.00
Klejdi Lamo,191210,Milton Inn,3 Ridge Rd & Berkshire,Morris 1,Morris,Oak Ridge,Morris 1,Off Premise,1.00,19754.00
Klejdi Lamo,191213,Island Of Spirits (P),3025 Rt 23 N,Passaic,Passaic,Oak Ridge,Passaic,Off Premise,1.00,6551.00
Klejdi Lamo,191511,Nova Liquors,49 Lakeside Blvd,Sussex,Sussex,Hopatcong,Sussex,Off Premise,1.00,8813.89
Klejdi Lamo,191518,3 IN 1 LIQUORS INC,47 Hopatchung Rd,Sussex,Sussex,Hopatcong,Sussex,Off Premise,1.00,4048.33
Klejdi Lamo,191604,The Village Place,31 Allen St,Morris 1,Morris,Netcong,Morris 1,Off Premise,1.00,903.00
Klejdi Lamo,191606,Quick Check Liquor (A),70 Main St,Morris 1,Morris,Netcong,Morris 1,Off Premise,1.00,11861.65
Klejdi Lamo,191608,Shop-Rite(A) Netcong,75 Us-46 Lackawanna Plaza,Morris 1,Morris,Netcong,Morris 1,Off Premise,1.00,9256.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,Sussex,Sussex,Stanhope,Sussex,Off Premise,1.00,21764.00
Klejdi Lamo,191713,Stanhope Liquors,141 Rt 183,Sussex,Sussex,Stanhope,Sussex,Off Premise,1.00,3770.00
Klejdi Lamo,191803,Kingston Liquors,7 Naughright Rd,Morris 1,Morris,Hackettstown,Morris 1,Off Premise,1.00,4571.00
Klejdi Lamo,191812,Patel Liqr & Gro(P),114 Us-46,Morris 1,Morris,Budd Lake,Morris 1,Off Premise,1.00,3922.33
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,Morris 1,Morris,Budd Lake,Morris 1,Off Premise,1.00,19983.00
Matt Powierski,26001,Luigi's Liquor (A),175 Jefferson St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,6710.00
Matt Powierski,27031,Home Wine Liquor (Passaic),593 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,28031.00
Matt Powierski,27063,Archies (P),229 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,9268.00
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,Bergen,Bergen,East Rutherford,Bergen,Off Premise,1.00,8889.50
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,Bergen,Bergen,East Rutherford,Bergen,Off Premise,1.00,5373.67
Matt Powierski,31033,Capri Deli&Liq (P),226 Paterson Ave,Bergen,Bergen,East Rutherford,Bergen,Off Premise,1.00,13231.40
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Bergen,Bergen,Rutherford,Bergen,Off Premise,1.00,7676.00
Matt Powierski,32009,American Lgn (P) (Carlstadt),412 Third St,Bergen,Bergen,Carlstadt,Bergen,On Premise,1.00,590.00
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Bergen,Bergen,Carlstadt,Bergen,Off Premise,1.00,2412.00
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Bergen,Bergen,Carlstadt,Bergen,Off Premise,1.00,4481.00
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Bergen,Bergen,Carlstadt,Bergen,Off Premise,1.00,5013.67
Matt Powierski,33002,Moonachie Liquors,46 Moonachie Rd,Bergen,Bergen,Moonachie,Bergen,Off Premise,1.00,4732.00
Matt Powierski,33003,Segovia,150 Moonachie Road,Bergen,Bergen,Moonachie,Bergen,On Premise,1.00,101.00
Matt Powierski,33004,Gray Cliff (A),290 Moonachie Ave,Bergen,Bergen,Moonachie,Bergen,On Premise,1.00,441.00
Matt Powierski,33006,Bazzarellis (Z),117 Moonachie Rd,Bergen,Bergen,Moonachie,Bergen,On Premise,1.00,516.30
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Bergen,Bergen,Wallington,Bergen,Off Premise,1.00,11492.17
Matt Powierski,36008,Vicki's Bar & Liquors,166 Maple Ave,Bergen,Bergen,Wallington,Bergen,Off Premise,1.00,2230.39
Matt Powierski,36016,King Liquors,434 Main Ave,Bergen,Bergen,Wallington,Bergen,Off Premise,1.00,3630.05
Matt Powierski,36025,Karol's Pub (A),252 Maple Ave,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,399.00
Matt Powierski,36031,Ayla Restaurant & Bar,209 Paterson Ave,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,3719.69
Matt Powierski,36038,Tatra Haus Restaurant,115 Main Ave,Bergen,Bergen,Wallington,Bergen,Off Premise,1.00,36.00
Matt Powierski,36043,Sports Bar & Liquors,171 Hathaway St,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,292.00
Matt Powierski,37001,Good Fella's (Z) Rest.,661 Midland Ave,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,106.00
Matt Powierski,37002,Garfield Bar & Liq (P),46 Wood St,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,3057.00
Matt Powierski,37006,Garfield Discount Liquors,76 Jewell St,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,3415.00
Matt Powierski,37007,Jay's Liquormart,142 Division Ave,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,1156.00
Matt Powierski,37013,Joe's Liquors,114 Outwater Lane,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,1712.00
Matt Powierski,37023,Worldwide Liquors,68 Van Winkle Ave,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,2005.00
Matt Powierski,37025,All Nations Liq,80 Passaic St,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,803.00
Matt Powierski,37026,"Michele (Z) Rest,",32 Passaic St,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,10.00
Matt Powierski,37027,Piast Meats & Prov.,1 Passaic St,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,729.00
Matt Powierski,37029,River Drive Bar (P),85 River Dr,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,4371.00
Matt Powierski,37038,Wisla Center (Z),73 Main St,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,247.00
Matt Powierski,37040,The Venetian,546 River Rd,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,646.00
Matt Powierski,37047,Dp's Pub & Seafood Grill,732 River Dr,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,485.00
Matt Powierski,37050,Royal Manor,454 Midland Ave,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,133.00
Matt Powierski,37060,Pazza Luna (P),52 Chestnut St,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,47.00
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Bergen,Bergen,Garfield,Bergen,Off Premise,1.00,11335.33
Matt Powierski,37075,Deja Vu (Z),50 River Drive,Bergen,Bergen,Garfield,Bergen,On Premise,1.00,58.00
Matt Powierski,42002,L. F. Wine Country (P),299 Bergen Pike,Bergen,Bergen,Little Ferry,Bergen,Off Premise,1.00,2711.00
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Bergen,Bergen,Little Ferry,Bergen,Off Premise,1.00,16899.38
Matt Powierski,42010,Little Ferry Wines/Liquor,66 Marshall Ave,Bergen,Bergen,Little Ferry,Bergen,Off Premise,1.00,2584.00
Matt Powierski,42012,Vinny's Disc Liq (P),315 Main St,Bergen,Bergen,Little Ferry,Bergen,Off Premise,1.00,4159.00
Matt Powierski,42014,Segovia Steak House(A),217 Main St,Bergen,Bergen,Little Ferry,Bergen,On Premise,1.00,235.00
Matt Powierski,42017,Cast Iron Pot Signature,260 Bergen Turnpike,Bergen,Bergen,Little Ferry,Bergen,On Premise,1.00,258.00
Matt Powierski,77001,Food Mart Liquor,430 Market St,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,1174.00
Matt Powierski,77002,Birchwood Liq & Deli (Z),545 Boulevard,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,5532.00
Matt Powierski,77007,Wine Land,894 River Dr,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,3910.00
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,13826.17
Matt Powierski,77011,Asu Mare Peru Restobar,430 Market St,Bergen,Bergen,Elmwood Park,Bergen,On Premise,1.00,159.00
Matt Powierski,77012,Payless Liquor & Dell,251 Elm St,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,2651.00
Matt Powierski,77014,Blvd Bar & Grill (Z),401 Boulevard,Bergen,Bergen,Elmwood Park,Bergen,On Premise,1.00,309.00
Matt Powierski,77016,Metro Liquor (Elmwood Park),100 Broadway,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,11002.00
Matt Powierski,77017,Hook & Reel,100 Broaway Suite 13,Bergen,Bergen,Elmwood Park,Bergen,On Premise,1.00,219.00
Matt Powierski,77022,All Star Wine & Liquor,21 Midland Ave,Bergen,Bergen,Elmwood Park,Bergen,Off Premise,1.00,5390.00
Michael Harboy,11001,Lincoln Center Liq,261 Comly Road,Morris 3,Morris,Lincoln Park,Morris 3,Off Premise,1.00,11632.64
Michael Harboy,11005,Wolfson Market,480 Boonton Turnpike,Morris 3,Morris,Lincoln Park,Morris 3,Off Premise,1.00,4849.00
Michael Harboy,11014,Wayne Liquor Locker,598 Valley Rd,Passaic,Passaic,Wayne,Passaic,Off Premise,1.00,5874.00
Michael Harboy,12003,Whole Foods Market (Wayne),580 Valley Road,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,267.00
Michael Harboy,12005,Shay's Liquors,1166 Hamburg Tnpk,Passaic,Passaic,Wayne,Passaic,Off Premise,1.00,12054.83
Michael Harboy,12017,Shays Liquors,1489 NJ-23,Passaic,Passaic,Wayne,Passaic,Off Premise,1.00,9552.00
Michael Harboy,150001,Verona Wine Cellar,360 Bloomfield Ave,Essex,Essex,Verona,Essex,Off Premise,1.00,1080.00
Michael Harboy,150002,Shoprite Wine & Spirits,478 Bloomfield Ave,Essex,Essex,Caldwell,Essex,Off Premise,1.00,1859.00
Michael Harboy,150004,Merit (P),599 Bloomfield Ave,Essex,Essex,Montclair,Essex,Off Premise,1.00,629.00
Michael Harboy,150005,The Bottle Stop (Caldwell),153 Roseland Ave,Essex,Essex,Caldwell,Essex,Off Premise,1.00,572.00
Michael Harboy,150008,Total Wine & More (West Orange),495 Prospect Ave,Essex,Essex,West Orange,Essex,Off Premise,1.00,4179.00
Michael Harboy,150010,Cloverleaf Tavern,395 Bloomfield Ave,Essex,Essex,Caldwell,Essex,On Premise,1.00,103.00
Michael Harboy,150018,Cedar Grove Liq (P),597 Pompton Ave,Essex,Essex,Cedar Grove,Essex,Off Premise,1.00,790.65
Michael Harboy,150036,Romany Liquor Shop (A),227 Glenridge Avenue,Essex,Essex,Montclair,Essex,Off Premise,1.00,233.00
Michael Harboy,150040,Krauser's Liquor Locker,645 Bloomfield Avenue,Essex,Essex,Verona,Essex,Off Premise,1.00,333.00
Michael Harboy,150041,A&M Liquor,517 Bloomfield Ave,Essex,Essex,Montclair,Essex,Off Premise,1.00,234.00
Michael Harboy,150042,St Cloud Liquors,533 Northfield Avenue,Essex,Essex,West Orange,Essex,Off Premise,1.00,124.00
Michael Harboy,150048,Cedar Grove Wine Cellar,402 Pompton Ave,Essex,Essex,Cedar Grove,Essex,Off Premise,1.00,603.00
Michael Harboy,150049,Verona Inn(Z),624 Bloomfield Ave,Essex,Essex,Verona,Essex,On Premise,1.00,36.00
Michael Harboy,150053,Pilgrim Liquor,283 Pompton Ave,Essex,Essex,Verona,Essex,Off Premise,1.00,179.00
Michael Harboy,150058,Fairchilds Market Place,171 Eagle Rock Ave,Essex,Essex,Roseland,Essex,Off Premise,1.00,25.00
Michael Harboy,150078,Tory Corner Liquors (P),261 Main St,Essex,Essex,West Orange,Essex,Off Premise,1.00,82.00
Michael Harboy,150081,Lucky 7 Wine & Liq (A),10 South Valley Rd,Essex,Essex,West Orange,Essex,Off Premise,1.00,573.00
Michael Harboy,150100,Angelbeck's,621 Valley Rd,Essex,Essex,Montclair,Essex,Off Premise,1.00,713.00
Michael Harboy,150101,Party Liquors,469 Mt.Pleasant Ave,Essex,Essex,West Orange,Essex,Off Premise,1.00,69.00
Michael Harboy,150103,Jacks Supermarket,370 Bloomfield Ave,Essex,Essex,Caldwell,Essex,Off Premise,1.00,211.00
