Sales Rep Assigned,Brand Family,Customer Num,Customer Name,Date,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Cases   5/1/2026 - 7/31/2026,Cases   8/1/2026 - 8/31/2026
Paul Mclaughlin,Peroni,59001,ORA,6/10/2026,2.00,,6.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),6/10/2026,1.00,,1.00,
Robin Feldman,Coors,9007,American Lgn Pompton Plains,6/10/2026,1.00,,3.00,
Nick Melissari,Peroni,94005,Cenzino's (P),6/10/2026,1.00,,5.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,6/10/2026,1.00,,2.00,
Nick Melissari,Coors,80007,The Orange Lantern,6/10/2026,1.00,,2.00,
Mike Ast,Peroni,83008,Glen Rock Ac Clb(P),6/10/2026,1.00,,1.00,
Nick Melissari,Coors,41026,Amc- Shops @ Riverside P,6/10/2026,1.00,,1.00,
Anthony Palmisano,Peroni,231309,The Stuffed Olive_2,6/10/2026,1.00,,1.00,
Robin Feldman,Peroni,15049,Francesco's In The Park,6/10/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,52030,Sofia,6/10/2026,1.00,,2.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/10/2026,1.00,,2.00,
Anthony Palmisano,Coors,191103,Whistle Stop (P),6/10/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),6/10/2026,1.00,,1.00,
Anthony Palmisano,Coors,1028,J & S Roadhouse,6/10/2026,1.00,,4.00,
Office Tell Sell,Peroni,49009,Ft Lee Athletic Club,6/10/2026,1.00,,1.00,
Dan Lagala,Peroni,44039,Villa Amalfi,6/10/2026,2.00,,6.00,
Allison Scott,Peroni,12036,Brokedown Palace,6/10/2026,1.00,,1.00,
Robin Feldman,Peroni,31009,Vesta Wood Fired Pizza,6/10/2026,1.00,,2.00,
Dan Lagala,Peroni,49034,In Napoli (A),6/10/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,6/10/2026,1.00,,1.00,
Allison Scott,Peroni,12008,North Jersey C C,6/10/2026,1.00,,3.00,
Matt Powierski,Peroni,37001,Good Fella's (Z) Rest.,6/10/2026,1.00,,3.00,
Robin Feldman,Peroni,18005,Giuseppe (P) Rest.,6/10/2026,1.00,,1.00,
Nick Melissari,Peroni,49043,De Novo European Pub,6/10/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,65005,Dimora Ristorante (P),6/10/2026,2.00,,15.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),6/10/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,61004,Andiamo,6/10/2026,1.00,,1.00,
Nick Melissari,Peroni,94013,Portobello Feasts,6/10/2026,2.00,,4.00,
Brian Sengebush,Coors,231715,Gyp's Tavern,6/9/2026,1.00,,5.00,
Derrick Laws,Peroni,20038,Patsy's (A) Tavern,6/9/2026,1.00,,1.00,
Allison Scott,Coors,7003,Blu Ale House,6/9/2026,1.00,,1.00,
Allison Scott,Coors,24019,Sharky's Wings(P),6/9/2026,1.00,,1.00,
Nick Melissari,Peroni,31048,Song'E Napule,6/9/2026,2.00,,12.00,
Nick Melissari,Peroni,94003,Segovia Tavern,6/9/2026,1.00,,2.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,6/9/2026,1.00,,3.00,
Robin Feldman,Peroni,32031,Spring Hill Suites Carlstadt,6/9/2026,1.00,,1.00,
Allison Scott,Peroni,19012,Bottagra Rest (P),6/9/2026,1.00,,3.00,
Brian Sengebush,Coors,1017,Millers Ale House Rockawa,6/9/2026,1.00,,1.00,
Robin Feldman,Peroni,73007,Bensi (P),6/9/2026,2.00,,2.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,6/9/2026,1.00,,1.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,6/9/2026,1.00,,1.00,
Robin Feldman,Peroni,32020,Il Villaggio Rest,6/9/2026,2.00,,4.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,6/9/2026,1.00,,1.00,
Nick Melissari,Peroni,80018,Millers Paramus Ale House,6/9/2026,1.00,,1.00,
Anthony Palmisano,Coors,231304,The Lamp Post Inn,6/9/2026,1.00,,5.00,
Nick Melissari,Coors,92005,Kinchley's,6/8/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,57007,New Bridge Inn(A),6/8/2026,2.00,,5.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),6/8/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81029,Cosmo Club (Z),6/8/2026,2.00,,0.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,6/5/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,6/5/2026,1.00,,3.00,
Robin Feldman,Peroni,73004,Osso Buco,6/5/2026,2.00,,4.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,6/5/2026,1.00,,1.00,
Office Tell Sell,Peroni,49025,Flemings Stkhse (P),6/5/2026,1.00,,2.00,
Dan Lagala,Peroni,49072,JJ Dak,6/5/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81029,Cosmo Club (Z),6/5/2026,2.00,,2.00,
Allison Scott,Peroni,24056,Jaime's (A),6/5/2026,1.00,,5.00,
Nick Melissari,Peroni,89001,Savini Rest (A),6/5/2026,1.00,,6.00,
Robin Feldman,Peroni,28017,Lassoni Ristorante(P),6/5/2026,1.00,,10.00,
Allison Scott,Peroni,25009,Spuntino Wine Bar/Italian,6/5/2026,1.00,,10.00,
Dan Lagala,Peroni,49048,River Palm (A),6/5/2026,2.00,,5.00,
Allison Scott,Peroni,14008,The Barnyard and Carriage House,6/5/2026,1.00,,1.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,6/5/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,86007,Bacari,6/5/2026,1.00,,5.00,
Brian Sengebush,Coors,190723,Muldoon's Steak & Pub,6/5/2026,1.00,,1.00,
Chris Payton,Peroni,76014,Que Pasta (A),6/5/2026,1.00,,1.00,
Allison Scott,Peroni,12018,KRIOS Prime,6/5/2026,1.00,,2.00,
Nick Melissari,Peroni,30031,Paisano's,6/5/2026,2.00,,6.00,
Paul Mclaughlin,Peroni,51014,Marriott (A) Teaneck,6/5/2026,1.00,,1.00,
Allison Scott,Peroni,25004,Matthews Italian Rest,6/5/2026,1.00,,10.00,
Nick Melissari,Peroni,31030,Al-Di-La' (P),6/5/2026,1.00,,1.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),6/5/2026,1.00,,3.00,
Paul Mclaughlin,Coors,70008,Hearth & Tap Co.,6/5/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,63002,Alpine C.C. (Z),6/5/2026,1.00,,2.00,
Robin Feldman,Peroni,2005,Arta Trattoria (P),6/4/2026,1.00,,1.00,
Nick Melissari,Peroni,30032,Panebianco Cucina Italiana,6/4/2026,1.00,,6.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),6/4/2026,1.00,,2.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,6/4/2026,1.00,,4.00,
Matt Powierski,Peroni,33006,Bazzarellis (Z),6/4/2026,1.00,,3.00,
Nick Melissari,Peroni,89002,Allendale Bar & Grill,6/4/2026,1.00,,1.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,6/4/2026,1.00,,1.00,
Paul Mclaughlin,Coors,41010,Lenoras Bar (P),6/4/2026,1.00,,1.00,
Allison Scott,Coors,24061,Breaker Billiards,6/4/2026,1.00,,1.00,
Chris Payton,Coors,45005,Colonial Bar,6/4/2026,1.00,,-2.00,
Nick Melissari,Peroni,93007,Rp Prime Restaurant,6/4/2026,1.00,,4.00,
Anthony Palmisano,Coors,191207,Daily Planet (A),6/4/2026,1.00,,5.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,6/4/2026,1.00,,1.00,
Anthony Palmisano,Coors,230929,Airport Pub & Pkg,6/4/2026,1.00,,5.00,
Nick Melissari,Peroni,80011,Casa De Montecristo,6/4/2026,1.00,,2.00,
Brian Sengebush,Coors,230405,Sheridan Lodge (P),6/4/2026,1.00,,1.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),6/4/2026,1.00,,2.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,6/4/2026,1.00,,2.00,
Mike Ast,Peroni,84009,Mac Murphy,6/4/2026,1.00,,2.00,
Javier Melo,Coors,20061,Seguidilla 56 Lounge & Liquors,6/4/2026,1.00,,10.00,
Dan Lagala,Peroni,44047,Sedona Tap House,6/4/2026,2.00,,2.00,
Paul Mclaughlin,Peroni,61004,Andiamo,6/4/2026,1.00,,1.00,
Robin Feldman,Peroni,15049,Francesco's In The Park,6/4/2026,1.00,,1.00,
Allison Scott,Coors,11007,Meadows Golf Club(P),6/4/2026,1.00,,5.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),6/4/2026,1.00,,2.00,
Anthony Palmisano,Coors,4007,Karls Stumble Inn,6/4/2026,1.00,,1.00,
Allison Scott,Coors,23013,Vfw 7165 (P),6/4/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,67014,The Rockleigh C C (P),6/4/2026,1.00,,2.00,
Robin Feldman,Coors,191203,American Lgn Oak Ridge Post 423,6/3/2026,1.00,,3.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,6/3/2026,1.00,,1.00,
Nick Melissari,Coors,41026,Amc- Shops @ Riverside P,6/3/2026,1.00,,1.00,
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),6/3/2026,1.00,,2.00,
Robin Feldman,Peroni,49067,Taverna Veranda,6/3/2026,2.00,,4.00,
Dan Lagala,Peroni,53004,Lefkes Restaurant,6/3/2026,1.00,,1.00,
Nick Melissari,Peroni,80042,Olive Garden Paramus,6/3/2026,1.00,,1.00,
Robin Feldman,Peroni,2009,Frungillo Caterers,6/3/2026,1.00,,1.00,
Robin Feldman,Peroni,73007,Bensi (P),6/3/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,59001,ORA,6/3/2026,2.00,,7.00,
Nick Melissari,Peroni,77003,Blue 42 Restaurant & Bar,6/3/2026,1.00,,1.00,
Nick Melissari,Peroni,31017,Victory Sports Bar,6/3/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,70013,Flemings Prime Steakhouse and Wine Bar,6/3/2026,1.00,,3.00,
Allison Scott,Peroni,19012,Bottagra Rest (P),6/3/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),6/3/2026,1.00,,1.00,
Brian Sengebush,Peroni,191618,Polo's Bar And Grill,6/3/2026,1.00,,1.00,
Nick Melissari,Peroni,31028,The Union Bar & Provisions,6/3/2026,1.00,,1.00,
Brian Sengebush,Coors,190704,Tavern On The Rocks,6/3/2026,1.00,,2.00,
Paul Mclaughlin,Coors,57012,N Milford Ath Club,6/3/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),6/3/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,57004,River & Henley,6/3/2026,1.00,,1.00,
Allison Scott,Peroni,13002,The Little Falls Tavern,6/3/2026,1.00,,1.00,
Nick Melissari,Peroni,29014,Bar 503,6/3/2026,1.00,,1.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/2/2026,1.00,,1.00,
Nick Melissari,Peroni,49047,LaNoma Italian Steakhouse,6/2/2026,1.00,,10.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),6/2/2026,1.00,,0.00,
Nick Melissari,Peroni,31039,Yard House 8390,6/2/2026,1.00,,2.00,
Robin Feldman,Coors,190919,Amer Lgn Of Wharton 91,6/2/2026,1.00,,3.00,
Nick Melissari,Peroni,93008,Nonna's Pizza,6/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,6/2/2026,1.00,,2.00,
Brian Sengebush,Coors,1017,Millers Ale House Rockawa,6/2/2026,1.00,,1.00,
Brian Sengebush,Peroni,190707,The Exchange,6/2/2026,2.00,,0.00,
Allison Scott,Peroni,10010,Sunset Valley G C (A),6/2/2026,1.00,,2.00,
Brian Sengebush,Peroni,190220,Reservoir Tavern(A),6/2/2026,1.00,,2.00,
Anthony Palmisano,Coors,231302,Thirsty Farmer,6/2/2026,1.00,,5.00,
Mike Ast,Peroni,95001,Pazza,6/2/2026,1.00,,5.00,
Allison Scott,Coors,7003,Blu Ale House,6/2/2026,1.00,,2.00,
Brian Sengebush,Coors,1024,Buffalo Wild Wings (Rockaway),6/2/2026,1.00,,1.00,
Nick Melissari,Coors,92005,Kinchley's,6/2/2026,1.00,,2.00,
Brian Sengebush,Coors,230122,Krogh's Restaurant & Brew Pub,6/2/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,6/2/2026,1.00,,1.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),6/2/2026,2.00,,8.00,
Allison Scott,Coors,24019,Sharky's Wings(P),6/2/2026,1.00,,1.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,6/2/2026,2.00,,7.00,
Dan Lagala,Peroni,44025,Rudys (A),6/2/2026,1.00,,1.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,6/2/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,6/1/2026,1.00,,0.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,19005,Celtic Corner,6/1/2026,2.00,,0.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),6/1/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,57004,River & Henley,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,88003,W's Village Grille,6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),6/1/2026,2.00,,0.00,
Paul Mclaughlin,Peroni,57007,New Bridge Inn(A),6/1/2026,1.00,,2.00,
Allison Scott,Peroni,10001,cherry's,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,80040,Biagio's,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),6/1/2026,1.00,,0.00,
Allison Scott,Peroni,13002,The Little Falls Tavern,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,23001,Bogey's Sport Bar,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,12008,North Jersey C C,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,96007,The Original Barn,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,88002,Nellie's Place (P),6/1/2026,2.00,,0.00,
Paul Mclaughlin,Peroni,67002,Brady's Fox Hunt Inn,6/1/2026,1.00,,0.00,
Robin Feldman,Peroni,31022,Candlewick,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,37034,Blackjack Mulligans(P) (Garfield),6/1/2026,1.00,,0.00,
Allison Scott,Peroni,13016,THE TIES,6/1/2026,1.00,,0.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),6/1/2026,1.00,,0.00,
Allison Scott,Peroni,13015,Rare The Steakhouse (Z),6/1/2026,1.00,,0.00,
Allison Scott,Peroni,24026,Rock Bar,6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,6/1/2026,1.00,,0.00,
Nick Melissari,Coors,92007,Brady's At(A)The Station,6/1/2026,1.00,,2.00,
Nick Melissari,Peroni,85003,Arturo's Restaurnt,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,14008,The Barnyard and Carriage House,6/1/2026,2.00,,0.00,
Allison Scott,Peroni,15074,Bask 46,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),6/1/2026,1.00,,0.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),6/1/2026,1.00,,0.00,
Anthony Palmisano,Peroni,231213,The Kites (P),6/1/2026,1.00,,0.00,
Robin Feldman,Peroni,12019,In The Crease (P),6/1/2026,1.00,,0.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,6/1/2026,1.00,,0.00,
Allison Scott,Peroni,12065,"Buffalo Wild Wings - Wayne, NJ",6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,6/1/2026,1.00,,0.00,
Paul Mclaughlin,Coors,50008,101 Pub (A),6/1/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,41027,Cubby's (P),6/1/2026,1.00,,0.00,
Robin Feldman,Peroni,11004,Arca,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,93008,Nonna's Pizza,6/1/2026,1.00,,0.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,6/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,61004,Andiamo,6/1/2026,1.00,,0.00,
Nick Melissari,Peroni,29014,Bar 503,6/1/2026,1.00,,0.00,
Robin Feldman,Peroni,73007,Bensi (P),6/1/2026,1.00,,0.00,
Office Tell Sell,Peroni,52038,Grissini's Restaurant,6/1/2026,2.00,,9.00,
Allison Scott,Peroni,17009,Jimmy Geez (P),6/1/2026,1.00,,0.00,
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),6/1/2026,1.00,,1.00,
Nick Melissari,Peroni,94013,Portobello Feasts,6/1/2026,1.00,,0.00,
Allison Scott,Coors,14003,Murph's Bar & Liquor,6/1/2026,1.00,,0.00,
Robin Feldman,Peroni,50028,Amarone (P),5/29/2026,1.00,,4.00,
Nick Melissari,Peroni,29014,Bar 503,5/29/2026,1.00,,1.00,
Chris Payton,Peroni,81018,B R C Catering (P),5/29/2026,1.00,,3.00,
Anthony Palmisano,Coors,230119,Smokey's Brick Oven Tav.,5/29/2026,1.00,,1.00,
Office Tell Sell,Peroni,49003,Roberto's Restaurant (P),5/29/2026,1.00,,4.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,5/29/2026,1.00,,-2.00,
Robin Feldman,Peroni,37055,82 OAK BAR & BISTRO,5/29/2026,1.00,,-1.00,
Allison Scott,Peroni,15036,River Terrace Inn(P),5/29/2026,1.00,,10.00,
Nick Melissari,Peroni,31013,Elia Restaurant,5/29/2026,1.00,,4.00,
Allison Scott,Peroni,12008,North Jersey C C,5/29/2026,2.00,,4.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),5/29/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,67002,Brady's Fox Hunt Inn,5/29/2026,1.00,,1.00,
Allison Scott,Peroni,13003,Maggie's Town Tav.(P),5/29/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,5/29/2026,2.00,,6.00,
Dan Lagala,Peroni,49072,JJ Dak,5/29/2026,1.00,,1.00,
Robin Feldman,Coors,231314,Elks Lodge 2288,5/29/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,71004,Four Leaves,5/29/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,40038,Forte Ristorante,5/29/2026,1.00,,1.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),5/29/2026,1.00,,2.00,
Allison Scott,Peroni,24026,Rock Bar,5/29/2026,1.00,,1.00,
Paul Mclaughlin,Coors,41010,Lenoras Bar (P),5/29/2026,1.00,,2.00,
Nick Melissari,Peroni,85003,Arturo's Restaurnt,5/29/2026,1.00,,1.00,
Mike Ast,Peroni,87006,Hohokus Inn & Tavern,5/29/2026,1.00,,2.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),5/29/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,5/29/2026,1.00,,3.00,
Dan Lagala,Peroni,49048,River Palm (A),5/29/2026,2.00,,3.00,
Paul Mclaughlin,Peroni,69012,449 Prime @ Edgewood Country Club,5/29/2026,2.00,,5.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),5/29/2026,1.00,,1.00,
Nick Melissari,Peroni,96007,The Original Barn,5/29/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),5/29/2026,1.00,,1.00,
Pablo Lopez,Coors,21038,Freddie's Dugout,5/29/2026,1.00,,3.00,
Robin Feldman,Coors,230934,Wallkill Golf Club,5/28/2026,1.00,,1.00,
Allison Scott,Peroni,19005,Celtic Corner,5/28/2026,1.00,,1.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),5/28/2026,1.00,,2.00,
Allison Scott,Peroni,19002,Puzo's Pizza,5/28/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,56004,Jack E Pooh's,5/28/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,62008,Bareburger (Closter),5/28/2026,1.00,,1.00,
Robin Feldman,Peroni,12006,Novelli (P),5/28/2026,1.00,,2.00,
Jim Heaney,Peroni,30030,Sonoma Bistro,5/28/2026,1.00,,2.00,
Brian Sengebush,Coors,231713,Flatbrook Tap House (P),5/28/2026,1.00,,1.00,
Brian Sengebush,Coors,190923,Knotty Pine Pub (P),5/28/2026,1.00,,1.00,
Brian Sengebush,Coors,231703,AG Pizza and Restaurant (Branchville),5/28/2026,1.00,,1.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),5/28/2026,1.00,,1.00,
Robin Feldman,Coors,93013,Elks Post 1941 (Z),5/28/2026,1.00,,4.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),5/28/2026,1.00,,2.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,5/28/2026,1.00,,1.00,
Robin Feldman,Peroni,230305,Casa Bellisma (A),5/28/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,74010,Osteria Crescendo,5/28/2026,1.00,,2.00,
Derrick Laws,Peroni,15008,Westmount Country Club,5/28/2026,1.00,,4.00,
Robin Feldman,Peroni,31009,Vesta Wood Fired Pizza,5/28/2026,1.00,,2.00,
Robin Feldman,Peroni,6003,Cypress,5/28/2026,1.00,,3.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,5/28/2026,1.00,,1.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),5/28/2026,1.00,,5.00,
Chris Payton,Coors,45005,Colonial Bar,5/28/2026,1.00,,4.00,
Robin Feldman,Peroni,58003,River Edge Diner & Rest.,5/28/2026,1.00,,2.00,
Nick Melissari,Peroni,32005,Biggies (A),5/28/2026,1.00,,1.00,
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,5/28/2026,1.00,,2.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,5/28/2026,1.00,,1.00,
Robin Feldman,Peroni,191206,Bella Vista,5/28/2026,1.00,,2.00,
Nick Melissari,Peroni,96005,The Brick House (P),5/28/2026,1.00,,3.00,
Office Tell Sell,Peroni,43014,Patsy's Bistro,5/28/2026,1.00,,6.00,
Nick Melissari,Peroni,94002,Trovato's Due (Z),5/28/2026,1.00,,1.00,
Robin Feldman,Peroni,12019,In The Crease (P),5/28/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,39010,Players Club (Z),5/28/2026,1.00,,1.00,
Anthony Palmisano,Coors,191209,Valley Tavern,5/28/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,5/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,5/27/2026,1.00,,1.00,
Nick Melissari,Peroni,49060,Franco's Metro Rest (P),5/27/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,72002,Bareburger (Woodcliff Lake),5/27/2026,1.00,,1.00,
Pablo Lopez,Peroni,25040,Palenque Bar & Grill(A),5/27/2026,1.00,,1.00,
Nick Melissari,Peroni,94013,Portobello Feasts,5/27/2026,1.00,,1.00,
Anthony Palmisano,Coors,231303,The Sussex Saloon,5/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),5/27/2026,1.00,,1.00,
Allison Scott,Peroni,19021,The Front Porch (Z),5/27/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,62002,Rudy's Pizzeria (P),5/27/2026,1.00,,3.00,
Allison Scott,Peroni,13016,THE TIES,5/27/2026,1.00,,1.00,
Allison Scott,Peroni,15074,Bask 46,5/27/2026,1.00,,1.00,
Nick Melissari,Coors,80007,The Orange Lantern,5/27/2026,1.00,,2.00,
Dan Lagala,Peroni,49034,In Napoli (A),5/27/2026,1.00,,2.00,
Robin Feldman,Peroni,37055,82 OAK BAR & BISTRO,5/27/2026,1.00,,4.00,
Brian Sengebush,Peroni,230120,Village Saloon (P),5/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,40026,Brooklyn's (A),5/27/2026,1.00,,4.00,
Allison Scott,Peroni,10001,cherry's,5/27/2026,1.00,,1.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),5/27/2026,1.00,,3.00,
Brian Sengebush,Peroni,190206,Ombra,5/27/2026,1.00,,4.00,
Robin Feldman,Peroni,73007,Bensi (P),5/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),5/27/2026,1.00,,1.00,
Dan Lagala,Peroni,53004,Lefkes Restaurant,5/27/2026,1.00,,2.00,
Brian Sengebush,Coors,190709,Adams (P),5/27/2026,1.00,,2.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),5/27/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,5/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,5/27/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),5/27/2026,2.00,,9.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,5/27/2026,1.00,,1.00,
Nick Melissari,Peroni,88003,W's Village Grille,5/27/2026,1.00,,1.00,
Allison Scott,Coors,11007,Meadows Golf Club(P),5/26/2026,1.00,,5.00,
Nick Melissari,Peroni,78007,Woodstone Pizza B & G,5/26/2026,1.00,,1.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,5/26/2026,1.00,,1.00,
Brian Sengebush,Coors,1017,Millers Ale House Rockawa,5/26/2026,1.00,,1.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),5/26/2026,1.00,,1.00,
Robin Feldman,Coors,231708,American Lgn Branchville,5/26/2026,1.00,,2.00,
Nick Melissari,Peroni,29036,Mr.Bruno's,5/26/2026,1.00,,4.00,
Robin Feldman,Coors,40027,Cigarro Bar and Lounge,5/26/2026,1.00,,1.00,
