Sales Rep Assigned,Brand Family,Customer Num,Customer Name,Date,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Cases   5/1/2026 - 7/31/2026,Cases   8/1/2026 - 8/31/2026
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,7/20/2026,2.00,,6.00,
Paul Mclaughlin,Peroni,52003,Cassies (A),7/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,51005,Zina's Steakhouse & Grill,7/17/2026,1.00,,2.00,
Nick Melissari,Peroni,32005,Biggies (A),7/17/2026,1.00,,1.00,
Derrick Laws,Peroni,20028,Integrity Masonic,7/17/2026,1.00,,1.00,
Chris Payton,Peroni,80035,Arcola Country C.,7/17/2026,1.00,,2.00,
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),7/17/2026,1.00,,1.00,
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),7/17/2026,1.00,,1.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),7/17/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,59001,ORA,7/17/2026,2.00,,5.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,7/17/2026,1.00,,2.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),7/17/2026,2.00,,8.00,
Dan Lagala,Peroni,49048,River Palm (A),7/17/2026,1.00,,1.00,
Allison Scott,Peroni,13003,Maggie's Town Tav.(P),7/17/2026,2.00,,3.00,
Paul Mclaughlin,Coors,41006,Straphanger Saloon (A),7/17/2026,1.00,,1.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,7/17/2026,1.00,,1.00,
Allison Scott,Peroni,12035,Preakness Hills (A) cc,7/17/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,7/17/2026,1.00,,1.00,
Phil Ernst,Peroni,76021,Saddle Brook Liquor & Bar,7/17/2026,4.00,,10.00,
Chris Payton,Peroni,78011,Nanni's (A),7/17/2026,1.00,,6.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),7/17/2026,1.00,,1.00,
Paul Mclaughlin,Coors,70008,Hearth & Tap Co.,7/16/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,7/16/2026,1.00,,1.00,
Robin Feldman,Peroni,49067,Taverna Veranda,7/16/2026,1.00,,5.00,
Allison Scott,Coors,15006,Great Notch Inn(Z),7/16/2026,1.00,,5.00,
Nick Melissari,Peroni,94013,Portobello Feasts,7/16/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,57007,New Bridge Inn(A),7/16/2026,2.00,,4.00,
Allison Scott,Peroni,19002,Puzo's Pizza,7/16/2026,1.00,,2.00,
Robin Feldman,Coors,1026,American Legion Post 289 (A) West Milford,7/16/2026,1.00,,5.00,
Dan Lagala,Peroni,44047,Sedona Tap House,7/16/2026,1.00,,1.00,
Robin Feldman,Peroni,9009,Cedar Crest Village(607),7/16/2026,2.00,,2.00,
Paul Mclaughlin,Peroni,63002,Alpine C.C. (Z),7/16/2026,1.00,,4.00,
Nick Melissari,Peroni,94003,Segovia Tavern,7/16/2026,2.00,,4.00,
Robin Feldman,Coors,190919,Amer Lgn Of Wharton 91,7/16/2026,1.00,,5.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,7/16/2026,1.00,,1.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,7/16/2026,1.00,,1.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),7/16/2026,1.00,,1.00,
Office Tell Sell,Peroni,53006,Cafe Italiano (Z),7/16/2026,1.00,,6.00,
Brian Sengebush,Coors,190704,Tavern On The Rocks,7/16/2026,1.00,,2.00,
Nick Melissari,Coors,92007,Brady's At(A)The Station,7/16/2026,1.00,,2.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),7/16/2026,1.00,,2.00,
Allison Scott,Peroni,13002,The Little Falls Tavern,7/16/2026,1.00,,1.00,
Robin Feldman,Peroni,190908,4 Seasons Restaurant,7/16/2026,1.00,,3.00,
Nick Melissari,Peroni,80003,The Capital Grille (A),7/16/2026,1.00,,5.00,
Robin Feldman,Coors,230934,Wallkill Golf Club,7/16/2026,1.00,,2.00,
Robin Feldman,Coors,231314,Elks Lodge 2288,7/16/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),7/16/2026,1.00,,2.00,
Nick Melissari,Peroni,49063,COV,7/16/2026,2.00,,6.00,
Dan Lagala,Peroni,44025,Rudys (A),7/16/2026,1.00,,2.00,
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,7/16/2026,1.00,,1.00,
Anthony Palmisano,Coors,191207,Daily Planet (A),7/16/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,7/16/2026,1.00,,1.00,
Allison Scott,Peroni,24048,Dante's,7/15/2026,1.00,,1.00,
Pablo Lopez,Peroni,39004,Noches De Colombia (S. Hackensack)),7/15/2026,1.00,,1.00,
Derrick Laws,Peroni,20038,Patsy's (A) Tavern,7/15/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),7/15/2026,1.00,,1.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),7/15/2026,2.00,,3.00,
Allison Scott,Coors,24019,Sharky's Wings(P),7/15/2026,1.00,,1.00,
Nick Melissari,Peroni,32008,Steve's Bar & Grill (A),7/15/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61004,Andiamo,7/15/2026,1.00,,1.00,
Nick Melissari,Peroni,31049,Marcus Live Bar & Grille,7/15/2026,1.00,,3.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,7/15/2026,1.00,,4.00,
Dan Lagala,Peroni,49072,JJ Dak,7/15/2026,1.00,,1.00,
Pablo Lopez,Coors,21038,Freddie's Dugout,7/15/2026,1.00,,2.00,
Allison Scott,Peroni,12020,Lakeside Drive Tavern,7/15/2026,1.00,,1.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,7/15/2026,1.00,,1.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),7/15/2026,1.00,,2.00,
Nick Melissari,Peroni,96005,The Brick House (P),7/15/2026,1.00,,2.00,
Allison Scott,Peroni,17003,D'CARBON BAR AND GRILL haledon,7/15/2026,1.00,,1.00,
Brian Sengebush,Peroni,230307,Newton Country Club,7/15/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,50035,Nobo,7/15/2026,1.00,,2.00,
Nick Melissari,Peroni,77003,Blue 42 Restaurant & Bar,7/15/2026,1.00,,1.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,7/15/2026,2.00,,1.00,
Allison Scott,Peroni,19012,Bottagra Rest (P),7/15/2026,3.00,,6.00,
Brian Sengebush,Coors,191722,Jeffrey A Miller Catering,7/15/2026,1.00,,1.00,
Brian Sengebush,Peroni,190217,Nostrana Ristorante,7/15/2026,2.00,,9.00,
Nick Melissari,Coors,92005,Kinchley's,7/15/2026,1.00,,2.00,
Brian Sengebush,Peroni,191618,Polo's Bar And Grill,7/15/2026,1.00,,1.00,
Robin Feldman,Peroni,34006,Bensi (P) (Shoprite Plza),7/15/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,7/14/2026,1.00,,1.00,
Paul Mclaughlin,Coors,86002,Doghouse Saloon (Z),7/14/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,69005,Let's Meat Steakhouse,7/14/2026,1.00,,1.00,
Anthony Palmisano,Peroni,191103,Whistle Stop (P),7/14/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,67002,Brady's Fox Hunt Inn,7/14/2026,1.00,,1.00,
Allison Scott,Peroni,14010,Uncorked (P),7/14/2026,1.00,,2.00,
Robin Feldman,Coors,191203,American Lgn Oak Ridge Post 423,7/14/2026,1.00,,3.00,
Allison Scott,Peroni,10001,cherry's,7/14/2026,1.00,,1.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),7/14/2026,2.00,,2.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,7/14/2026,1.00,,1.00,
Anthony Palmisano,Coors,231302,Thirsty Farmer,7/14/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,71005,Park Steakhouse,7/14/2026,1.00,,5.00,
Anthony Palmisano,Coors,191103,Whistle Stop (P),7/14/2026,2.00,,4.00,
Allison Scott,Peroni,17009,Jimmy Geez (P),7/14/2026,1.00,,1.00,
Dan Lagala,Peroni,44027,354 Steakhouse (A),7/14/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),7/14/2026,1.00,,1.00,
Allison Scott,Peroni,12008,North Jersey C C,7/14/2026,1.00,,3.00,
Nick Melissari,Coors,93005,Mason Jar Restaurant,7/14/2026,1.00,,3.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,7/14/2026,1.00,,1.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,7/14/2026,1.00,,1.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),7/14/2026,1.00,,1.00,
Nick Melissari,Peroni,31039,Yard House 8390,7/14/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,67014,The Rockleigh C C (P),7/14/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,81027,RP Prime Steakhouse,7/14/2026,1.00,,1.00,
Dan Lagala,Peroni,49034,In Napoli (A),7/13/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,51014,Marriott (A) Teaneck,7/13/2026,1.00,,2.00,
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),7/13/2026,1.00,,4.00,
Paul Mclaughlin,Coors,60002,QB's Bar and Grill,7/13/2026,1.00,,3.00,
Allison Scott,Peroni,19004,Shortways' Barn (A),7/13/2026,1.00,,1.00,
Brian Sengebush,Coors,190214,Johnnie's Tavern,7/13/2026,1.00,,2.00,
Nick Melissari,Peroni,19006,Blackjack Mulligans (Hawthorne),7/10/2026,1.00,,1.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,7/10/2026,1.00,,1.00,
Robin Feldman,Peroni,50028,Amarone (P),7/10/2026,1.00,,6.00,
Robin Feldman,Peroni,73004,Osso Buco,7/10/2026,2.00,,4.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),7/10/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,67002,Brady's Fox Hunt Inn,7/10/2026,1.00,,1.00,
Klejdi Lamo,Coors,190702,Smith's Tavern,7/10/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,86007,Bacari,7/10/2026,1.00,,5.00,
Allison Scott,Coors,24061,Breaker Billiards,7/10/2026,1.00,,2.00,
Chris Payton,Peroni,35009,Fiesta (A),7/10/2026,1.00,,5.00,
Nick Melissari,Peroni,94002,Trovato's Due (Z),7/10/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),7/10/2026,1.00,,1.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),7/10/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,7/10/2026,1.00,,1.00,
Nick Melissari,Peroni,94004,Hansil's Bar (P),7/10/2026,1.00,,1.00,
Anthony Palmisano,Coors,230915,Crystal Sprs/Wild Turkey,7/10/2026,1.00,,2.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,7/10/2026,1.00,,1.00,
Allison Scott,Peroni,12020,Lakeside Drive Tavern,7/10/2026,1.00,,1.00,
Allison Scott,Peroni,14004,Sushi Lounge,7/9/2026,1.00,,1.00,
Matt Powierski,Peroni,37001,Good Fella's (Z) Rest.,7/9/2026,1.00,,3.00,
Jim Heaney,Peroni,30030,Sonoma Bistro,7/9/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,40008,Tavern 61 (Z),7/9/2026,1.00,,4.00,
Robin Feldman,Peroni,3012,Tree Tavern (A),7/9/2026,1.00,,3.00,
Dan Lagala,Peroni,53005,Cliffs Steakhouse(A),7/9/2026,1.00,,5.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),7/9/2026,1.00,,2.00,
Anthony Palmisano,Coors,1014,Chido Mexican Kitchen,7/9/2026,1.00,,1.00,
Robin Feldman,Peroni,230305,Casa Bellisma (A),7/9/2026,1.00,,2.00,
Dan Lagala,Peroni,49072,JJ Dak,7/9/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,73002,The Cornerstone (P),7/9/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,41020,Lidos Restaurant (P),7/9/2026,1.00,,2.00,
Brian Sengebush,Coors,231713,Flatbrook Tap House (P),7/9/2026,1.00,,1.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,7/9/2026,1.00,,1.00,
Nick Melissari,Coors,32005,Biggies (A),7/9/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,67001,Olar Noso,7/9/2026,1.00,,8.00,
Anthony Palmisano,Coors,231302,Thirsty Farmer,7/9/2026,1.00,,3.00,
Dan Lagala,Peroni,44047,Sedona Tap House,7/9/2026,1.00,,1.00,
Dan Lagala,Coors,44035,O'Malleys Pub LLC DBA Blackbird Pub,7/9/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,54001,Tenafly Pizza (Z),7/9/2026,1.00,,2.00,
Allison Scott,Coors,24019,Sharky's Wings(P),7/8/2026,1.00,,1.00,
Allison Scott,Peroni,24056,Jaime's (A),7/8/2026,1.00,,5.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,7/8/2026,1.00,,1.00,
Anthony Palmisano,Coors,230929,Airport Pub & Pkg,7/8/2026,1.00,,4.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),7/8/2026,2.00,,2.00,
Nick Melissari,Peroni,88002,Nellie's Place (P),7/8/2026,1.00,,1.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),7/8/2026,1.00,,3.00,
Allison Scott,Coors,14003,Murph's Bar & Liquor,7/8/2026,1.00,,1.00,
Robin Feldman,Peroni,231802,Candy's Pizza,7/8/2026,1.00,,1.00,
Allison Scott,Peroni,24026,Rock Bar,7/8/2026,1.00,,1.00,
Robin Feldman,Peroni,2005,Arta Trattoria (P),7/8/2026,1.00,,2.00,
Nick Melissari,Coors,80007,The Orange Lantern,7/8/2026,1.00,,2.00,
Anthony Palmisano,Coors,231309,The Stuffed Olive_2,7/8/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,7/8/2026,1.00,,1.00,
Nick Melissari,Peroni,29036,Mr.Bruno's,7/8/2026,1.00,,2.00,
Brian Sengebush,Coors,230405,Sheridan Lodge (P),7/8/2026,1.00,,1.00,
Allison Scott,Coors,8004,The Side Door (P),7/8/2026,1.00,,5.00,
Pablo Lopez,Peroni,39004,Noches De Colombia (S. Hackensack)),7/7/2026,1.00,,1.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,7/7/2026,2.00,,3.00,
Brian Sengebush,Peroni,230411,Cesco's Pizza (P),7/7/2026,1.00,,1.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),7/7/2026,2.00,,2.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,7/7/2026,1.00,,1.00,
Nick Melissari,Peroni,78007,Woodstone Pizza B & G,7/7/2026,1.00,,1.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),7/7/2026,1.00,,1.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,7/7/2026,1.00,,1.00,
Javier Melo,Coors,20055,Paruta's (A),7/7/2026,1.00,,15.00,
Allison Scott,Peroni,7003,Blu Ale House,7/7/2026,1.00,,1.00,
Allison Scott,Coors,7003,Blu Ale House,7/7/2026,1.00,,2.00,
Anthony Palmisano,Coors,1035,Old School Pub P),7/7/2026,1.00,,3.00,
Anthony Palmisano,Coors,191209,Valley Tavern,7/7/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62002,Rudy's Pizzeria (P),7/7/2026,1.00,,3.00,
Nick Melissari,Peroni,77003,Blue 42 Restaurant & Bar,7/7/2026,1.00,,1.00,
Nick Melissari,Peroni,29014,Bar 503,7/7/2026,1.00,,1.00,
Allison Scott,Peroni,17009,Jimmy Geez (P),7/7/2026,1.00,,1.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,7/7/2026,1.00,,2.00,
Paul Mclaughlin,Coors,86002,Doghouse Saloon (Z),7/7/2026,1.00,,1.00,
Nick Melissari,Coors,92007,Brady's At(A)The Station,7/7/2026,1.00,,1.00,
Brian Sengebush,Coors,230122,Krogh's Restaurant & Brew Pub,7/7/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),7/7/2026,1.00,,3.00,
Allison Scott,Peroni,10010,Sunset Valley G C (A),7/7/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,7/7/2026,2.00,,3.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,7/7/2026,1.00,,1.00,
Robin Feldman,Peroni,31009,Vesta Wood Fired Pizza,7/6/2026,1.00,,2.00,
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),7/6/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,7/6/2026,1.00,,1.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),7/3/2026,1.00,,1.00,
Chris Payton,Peroni,81018,B R C Catering (P),7/3/2026,1.00,,3.00,
Robin Feldman,Peroni,31022,Candlewick,7/3/2026,1.00,,1.00,
Allison Scott,Peroni,10001,cherry's,7/3/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,7/3/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,56016,Chapala Grill - Bergenfield,7/3/2026,1.00,,2.00,
Mike Ast,Peroni,95001,Pazza,7/3/2026,1.00,,2.00,
Allison Scott,Peroni,25009,Spuntino Wine Bar/Italian,7/3/2026,1.00,,8.00,
Paul Mclaughlin,Peroni,51014,Marriott (A) Teaneck,7/3/2026,1.00,,2.00,
Nick Melissari,Coors,92005,Kinchley's,7/3/2026,1.00,,2.00,
Nick Melissari,Peroni,31013,Elia Restaurant,7/3/2026,1.00,,5.00,
Pablo Lopez,Peroni,21030,Bonfire Mofongo House (P),7/3/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,68003,Aurora Restaurant,7/3/2026,1.00,,6.00,
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,7/3/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,57007,New Bridge Inn(A),7/3/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,74021,Bar Mutz,7/2/2026,1.00,,7.00,
Dan Lagala,Peroni,44047,Sedona Tap House,7/2/2026,1.00,,1.00,
Anthony Palmisano,Peroni,1023,The New Jessies Kettle(P),7/2/2026,1.00,,3.00,
Chris Payton,Coors,45005,Colonial Bar,7/2/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),7/2/2026,1.00,,2.00,
Allison Scott,Peroni,12035,Preakness Hills (A) cc,7/2/2026,2.00,,2.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),7/2/2026,1.00,,5.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),7/2/2026,1.00,,1.00,
Robin Feldman,Peroni,190210,Matta Donna (Z),7/2/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,40026,Brooklyn's (A),7/2/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,40038,Forte Ristorante,7/2/2026,1.00,,1.00,
Brian Sengebush,Coors,231703,AG Pizza and Restaurant (Branchville),7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,71004,Four Leaves,7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,63002,Alpine C.C. (Z),7/2/2026,1.00,,4.00,
Allison Scott,Coors,23013,Vfw 7165 (P),7/2/2026,1.00,,1.00,
Nick Melissari,Peroni,31028,The Union Bar & Provisions,7/2/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61004,Andiamo,7/2/2026,1.00,,1.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,7/2/2026,2.00,,4.00,
Brian Sengebush,Coors,190706,Mill Lane Tavern,7/2/2026,1.00,,2.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),7/2/2026,1.00,,0.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,7/2/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62008,Bareburger (Closter),7/2/2026,1.00,,1.00,
Robin Feldman,Peroni,93018,Courtyard Mahwah,7/2/2026,1.00,,1.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,7/2/2026,1.00,,2.00,
Nick Melissari,Peroni,93002,Roxanne's A),7/2/2026,1.00,,3.00,
Anthony Palmisano,Coors,231305,Early American Tavern,7/2/2026,1.00,,2.00,
Javier Melo,Coors,20061,Seguidilla 56 Lounge & Liquors,7/2/2026,1.00,,10.00,
Robin Feldman,Peroni,12067,Hilton Garden Inn wayne,7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,55009,Samdan Mediterranean Restaurant And Bar,7/2/2026,1.00,,1.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),7/2/2026,1.00,,1.00,
Anthony Palmisano,Peroni,231309,The Stuffed Olive_2,7/2/2026,1.00,,1.00,
Robin Feldman,Peroni,84021,Upper Ridgewood Tennis(A),7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,74010,Osteria Crescendo,7/2/2026,1.00,,1.00,
Mike Ast,Peroni,84011,The Madison Rose,7/2/2026,1.00,,6.00,
Paul Mclaughlin,Peroni,69007,Florentine Garden,7/2/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,54011,Knickerbocker Golf (P),7/2/2026,1.00,,5.00,
Nick Melissari,Coors,32005,Biggies (A),7/2/2026,1.00,,1.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,7/2/2026,1.00,,1.00,
Mike Ast,Peroni,84009,Mac Murphy,7/2/2026,1.00,,2.00,
Nick Melissari,Peroni,32026,Gianna's (Z),7/2/2026,1.00,,4.00,
Pablo Lopez,Peroni,39004,Noches De Colombia (S. Hackensack)),7/2/2026,1.00,,1.00,
Brian Sengebush,Coors,191505,Mckenna's Pub (P),7/2/2026,1.00,,1.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),7/1/2026,1.00,,0.00,
Dan Lagala,Peroni,44047,Sedona Tap House,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,15074,Bask 46,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),7/1/2026,1.00,,1.00,
Anthony Palmisano,Coors,3011,Flip's Bar (P),7/1/2026,1.00,,1.00,
Nick Melissari,Peroni,80063,Eddie V's,7/1/2026,1.00,,1.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),7/1/2026,1.00,,0.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,7/1/2026,1.00,,3.00,
Allison Scott,Peroni,12008,North Jersey C C,7/1/2026,1.00,,4.00,
Dan Lagala,Peroni,49072,JJ Dak,7/1/2026,1.00,,1.00,
Allison Scott,Peroni,17009,Jimmy Geez (P),7/1/2026,1.00,,0.00,
Allison Scott,Peroni,19021,The Front Porch (Z),7/1/2026,1.00,,1.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,7/1/2026,1.00,,1.00,
Anthony Palmisano,Coors,191103,Whistle Stop (P),7/1/2026,1.00,,3.00,
Nick Melissari,Peroni,93004,Mahwah B & G (A),7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,80018,Millers Paramus Ale House,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,57004,River & Henley,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),7/1/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,7/1/2026,1.00,,1.00,
Phil Ernst,Peroni,76021,Saddle Brook Liquor & Bar,7/1/2026,3.00,,5.00,
Robin Feldman,Peroni,73007,Bensi (P),7/1/2026,2.00,,2.00,
Paul Mclaughlin,Coors,41023,The Whiskey Priest (Hackensack),7/1/2026,1.00,,1.00,
Allison Scott,Peroni,7003,Blu Ale House,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,23001,Bogey's Sport Bar,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,10010,Sunset Valley G C (A),7/1/2026,1.00,,1.00,
Anthony Palmisano,Peroni,231213,The Kites (P),7/1/2026,1.00,,0.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),7/1/2026,1.00,,0.00,
Allison Scott,Peroni,17006,The Yard,7/1/2026,1.00,,1.00,
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,52030,Sofia,7/1/2026,2.00,,5.00,
Robin Feldman,Peroni,31022,Candlewick,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),7/1/2026,1.00,,0.00,
Allison Scott,Peroni,14008,The Barnyard and Carriage House,7/1/2026,1.00,,2.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,61004,Andiamo,7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,29014,Bar 503,7/1/2026,1.00,,0.00,
Anthony Palmisano,Coors,230915,Crystal Sprs/Wild Turkey,7/1/2026,1.00,,5.00,
Allison Scott,Peroni,24026,Rock Bar,7/1/2026,1.00,,0.00,
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),7/1/2026,1.00,,1.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,7/1/2026,1.00,,1.00,
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,24048,Dante's,7/1/2026,1.00,,2.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,7/1/2026,1.00,,0.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,7/1/2026,1.00,,2.00,
Anthony Palmisano,Coors,230917,Doc's Place (P),7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,31017,Victory Sports Bar,7/1/2026,1.00,,130.00,
Paul Mclaughlin,Peroni,59001,ORA,7/1/2026,1.00,,3.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),7/1/2026,1.00,,0.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,89002,Allendale Bar & Grill,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,7/1/2026,1.00,,0.00,
