Customer Num,Customer Name,Sales Rep Assigned,City,Route,On-Off Premise
150182,Liquor Cave,Hakan Sadik,Unknown,Unknown,Off Premise
150166,Liquor Zone,Hakan Sadik,Newark,10068 Tue,Off Premise
150082,Liquorland (South Orange),Hakan Sadik,South Orange,10063 Mon,Off Premise
150655,Lufthansa Business Lounge,Hakan Sadik,Unknown,Unknown,On Premise
150218,Lyons Discount,Hakan Sadik,Irvington,10084 Wed,Off Premise
150054,Mad For Chicken Newark,Hakan Sadik,Unknown,Unknown,On Premise
150665,Madison Liquor Superette,Hakan Sadik,Irvington,10091 Fri,Off Premise
152001,Manny's Liquors,Hakan Sadik,Newark,10053 Tue,Off Premise
150172,Maple Check,Hakan Sadik,Unknown,Unknown,Off Premise
150151,Maple Liquors,Hakan Sadik,East Orange,Montclair Tue,Off Premise
150620,Maplewood Wine & Liquor,Hakan Sadik,Unknown,Unknown,Off Premise
150165,Marriott @Newark Liberty,Hakan Sadik,Unknown,Unknown,On Premise
150637,Mayfair Wine & Liquors,Hakan Sadik,Newark,10051 Wed,Off Premise
150024,Mcgovern's Tavern(A),Hakan Sadik,Newark,Newark Tue,On Premise
150672,Muellers Star Liquors,Hakan Sadik,Irvington,10082 Wed,Off Premise
150223,New Gold Rose Liquors,Hakan Sadik,East Orange,10052 Tue,Off Premise
150066,New Home Liquor,Hakan Sadik,Newark,10050 Fri,Off Premise
150220,New JD Liquors,Hakan Sadik,East Orange,10059 Tue,Off Premise
152025,New Owl Liquors,Hakan Sadik,Newark,10059 Thu,Off Premise
152019,New Silver Key Iii,Hakan Sadik,Newark,Newark Tue,Off Premise
150638,New Silver Key Liq Ii,Hakan Sadik,Newark,Newark Thu,Off Premise
150064,New Silver Key Liquor,Hakan Sadik,Newark,10052 Tue,Off Premise
150184,Newark Discount Wine and Spirits,Hakan Sadik,Newark,10055 Thu,Off Premise
152038,Norfolk Liquors,Hakan Sadik,Newark,Newark Thu,Off Premise
152012,Oasis Liquors & Bar,Hakan Sadik,Newark,Newark Thu,Off Premise
150225,Park Ave Wine & Liquors,Hakan Sadik,East Orange,Caldwell Fri,Off Premise
152017,Pennsylvania Liquors,Hakan Sadik,Newark,10059 Thu,Off Premise
150096,Prudential Center,Hakan Sadik,Unknown,Unknown,On Premise
150626,Pub At Njit,Hakan Sadik,Unknown,Unknown,On Premise
150169,Pueblo Liquor,Hakan Sadik,Newark,10079 Thu,Off Premise
150603,Quality Liquors,Hakan Sadik,Newark,10055 Tue,Off Premise
152005,Quality Liquors #2,Hakan Sadik,Newark,10064 Wed,Off Premise
152034,Qxt's Nightclub,Hakan Sadik,Unknown,Unknown,On Premise
150068,Rajashree Wine & Liq,Hakan Sadik,Irvington,10084 Wed,Off Premise
150649,Ralph Liquors,Hakan Sadik,Newark,Newark Fri,Off Premise
150076,Rapp Beer & Soda (A),Hakan Sadik,Unknown,Unknown,Off Premise
150185,Redds Biergarten,Hakan Sadik,Unknown,Unknown,On Premise
152027,Roseville Liquors & Wines,Hakan Sadik,Unknown,Unknown,Off Premise
152011,Royal Liquor Ii,Hakan Sadik,Newark,Newark Fri,Off Premise
150604,Royal Liquors,Hakan Sadik,Newark,10053 Tue,Off Premise
152000,Royal Liquors 3,Hakan Sadik,Newark,Newark Fri,Off Premise
152010,Royal Wine Iv,Hakan Sadik,Newark,10065 Wed,Off Premise
150210,Scotland Arms Liquors,Hakan Sadik,Orange,10078 Thu,Off Premise
150092,Shillelagh Club,Hakan Sadik,Unknown,Unknown,On Premise
150226,Silver Wine & Liquor,Hakan Sadik,East Orange,Caldwell Thu,Off Premise
150606,Skyline Liquors,Hakan Sadik,Newark,10050 Wed,Off Premise
152006,Skyline Liquors #2,Hakan Sadik,Newark,Newark Wed,Off Premise
152029,Skyline Liquors Iii,Hakan Sadik,Newark,10062 Thu,Off Premise
150044,South Orange Fine Wine & Spirits,Hakan Sadik,Unknown,Unknown,Off Premise
150148,St.James Gate Public House,Hakan Sadik,Unknown,Unknown,On Premise
150067,T&T Liquors (A),Hakan Sadik,Newark,Newark Fri,Off Premise
150214,Three Corners Liquor/Bar,Hakan Sadik,Orange,Caldwell Fri,Off Premise
150154,Toast Of The Town,Hakan Sadik,Orange,10072 Fri,Off Premise
150646,Tonys Liquors #2,Hakan Sadik,Newark,10061 Fri,Off Premise
150222,Tremont Liquors,Hakan Sadik,East Orange,Caldwell Fri,Off Premise
150062,United Liquor,Hakan Sadik,Newark,10084 Wed,Off Premise
150065,Vailsburg Wine/Liq (A),Hakan Sadik,Newark,10052 Tue,Off Premise
150063,Victory Wine & Liquor,Hakan Sadik,East Orange,Caldwell Tue,Off Premise
150231,Village Hall,Hakan Sadik,Unknown,Unknown,On Premise
150623,Village Wine Shop,Hakan Sadik,Unknown,Unknown,Off Premise
150145,Wine 2 Spirits,Hakan Sadik,Newark,10061 Fri,Off Premise
150624,Wine Barrel (P),Hakan Sadik,Maplewood,Montclair Thu,Off Premise
150633,Wine Warehouse (Newark),Hakan Sadik,Unknown,Unknown,Off Premise
173054,10th & Willow Bar & Grill,Jaime Colonna,Unknown,Unknown,On Premise
173060,8th Street Tavern,Jaime Colonna,Unknown,Unknown,On Premise
170332,Abbey's Pub,Jaime Colonna,Unknown,Unknown,On Premise
170050,Acme Markets (Hoboken),Jaime Colonna,Hoboken,Secaucus Thu,Off Premise
170002,Alvins W&L (P),Jaime Colonna,Unknown,Unknown,Off Premise
170241,American Legion Hoboken Post107,Jaime Colonna,Unknown,Unknown,On Premise
170129,Ani Ramen House,Jaime Colonna,Unknown,Unknown,On Premise
171118,Antique Bar And Bakery,Jaime Colonna,Unknown,Unknown,On Premise
170313,Astor Bar & Grill,Jaime Colonna,Unknown,Unknown,On Premise
170007,Augie's Wine & Liq (P),Jaime Colonna,Hoboken,10076 Thu,Off Premise
170166,BRICK LANE CURRY HOUSE,Jaime Colonna,Unknown,Unknown,On Premise
170155,Bangalore Kitchen,Jaime Colonna,Unknown,Unknown,On Premise
170090,Bauers Wine & Liquor,Jaime Colonna,Jersey City,Jersey City Thu,Off Premise
173041,Blue Ribbon Wine/Liq/Groc,Jaime Colonna,Hoboken,Secaucus Fri,Off Premise
170264,Boots and Bones,Jaime Colonna,Jersey City,Jersey City Thu,On Premise
170275,Buddy's,Jaime Colonna,Unknown,Unknown,On Premise
170288,Canopy Jersey City,Jaime Colonna,Jersey City,10077 Fri,On Premise
170126,Carpe Diem,Jaime Colonna,Unknown,Unknown,On Premise
170068,Central Ave Liquors,Jaime Colonna,Jersey City,10068 Wed,Off Premise
173078,Cheese+Wine,Jaime Colonna,Unknown,Unknown,On Premise
170156,City Bistro (A),Jaime Colonna,Unknown,Unknown,On Premise
170248,Coolvines Powerhouse,Jaime Colonna,Jersey City,Jersey City Tue,Off Premise
170132,Cork City Pub,Jaime Colonna,Hoboken,10052 Thu,On Premise
170036,Cork Wines & Spirits (Harrison),Jaime Colonna,Unknown,Unknown,Off Premise
170045,Cork Wines & Spirits (Hoboken),Jaime Colonna,Unknown,Unknown,Off Premise
173069,Curry On,Jaime Colonna,Unknown,Unknown,On Premise
172015,Daniels Wine And Liq,Jaime Colonna,Unknown,Unknown,Off Premise
170128,Dear Maud,Jaime Colonna,Hoboken,Secaucus Mon,On Premise
171117,Delite Market,Jaime Colonna,Hoboken,Secaucus Wed,Off Premise
49001,Don Coqui,Jaime Colonna,Unknown,Unknown,On Premise
173042,EMPYREAN INDIAN KITCHEN,Jaime Colonna,Unknown,Unknown,On Premise
178107,Empyrean Bistro & Bar,Jaime Colonna,Unknown,Unknown,On Premise
173053,Finnegans,Jaime Colonna,Unknown,Unknown,On Premise
173056,Garden Wine & Liq (P),Jaime Colonna,Unknown,Unknown,Off Premise
170137,Giannone Wine & Liq(#2),Jaime Colonna,Hoboken,Secaucus Thu,Off Premise
171014,Giannone Wines & Liq.(P),Jaime Colonna,West New York,10065 Thu,Off Premise
170076,Grand View Wine & Liquor,Jaime Colonna,Unknown,Unknown,Off Premise
170170,Grand Vin,Jaime Colonna,Unknown,Unknown,On Premise
171413,Green Rock Tap & Grill,Jaime Colonna,Unknown,Unknown,On Premise
170294,Halifax Restaurant,Jaime Colonna,Hoboken,Secaucus Fri,On Premise
170020,Hoboken Beer & Soda,Jaime Colonna,Unknown,Unknown,Off Premise
171013,Hoboken Liquor & Grocery,Jaime Colonna,Unknown,Unknown,Off Premise
173055,Hoboken Vine (A),Jaime Colonna,Hoboken,Secaucus Wed,Off Premise
170065,Hudson & Co. Bar & Grill,Jaime Colonna,Unknown,Unknown,On Premise
173037,Hudson Golf,Jaime Colonna,Unknown,Unknown,On Premise
170221,Hudson Hall(A),Jaime Colonna,Unknown,Unknown,On Premise
170125,Hudson Vine (A),Jaime Colonna,Jersey City,Secaucus Wed,Off Premise
170278,Hyatt House Jersey City,Jaime Colonna,Jersey City,10051 Thu,On Premise
170231,Hyatt Regency,Jaime Colonna,Unknown,Unknown,On Premise
170021,Jersey City Buy Rite (A),Jaime Colonna,Jersey City,Box Fairview Tue,Off Premise
172016,Karma Kafe,Jaime Colonna,Unknown,Unknown,On Premise
170177,LegendsFC,Jaime Colonna,Unknown,Unknown,On Premise
170255,Liquor House,Jaime Colonna,Jersey City,Jersey City Fri,Off Premise
170235,Lucky 7 Tavern,Jaime Colonna,Unknown,Unknown,On Premise
170118,Madison Bar & Grill,Jaime Colonna,Unknown,Unknown,On Premise
170265,Metropolis,Jaime Colonna,Hoboken,10076 Thu,Off Premise
170153,Molos Rest,Jaime Colonna,Weehawken,10084 Wed,On Premise
170059,Mulligan's (P),Jaime Colonna,Hoboken,*Office,On Premise
170042,O'nieal's (A),Jaime Colonna,Hoboken,Secaucus Wed,On Premise
170223,Ohara's Downtown,Jaime Colonna,Unknown,Unknown,On Premise
28001,One Stop Wine (A) & Liq,Jaime Colonna,Unknown,Unknown,Off Premise
173058,Ottomanelli's Liquor Store,Jaime Colonna,Hoboken,Secaucus Wed,Off Premise
170469,Pier 13,Jaime Colonna,Unknown,Unknown,On Premise
170204,Pint (Z),Jaime Colonna,Unknown,Unknown,On Premise
179012,Plank Road Inn (A),Jaime Colonna,Secaucus,Hot Shot #1,On Premise
173072,Rasoi Restaurant,Jaime Colonna,Unknown,Unknown,On Premise
170300,Ray's Liquors,Jaime Colonna,Jersey City,Secaucus Fri,Off Premise
170104,Saku (P),Jaime Colonna,Unknown,Unknown,On Premise
170260,Schmitty's,Jaime Colonna,Hoboken,*Office,On Premise
171012,Shepherd/Knucklehead Hobo,Jaime Colonna,Unknown,Unknown,On Premise
170179,Shop Rite/Metro Plaza,Jaime Colonna,Jersey City,Jersey City Mon,Off Premise
170018,ShopRite Wines & Spirits of Hoboken,Jaime Colonna,Hoboken,10059 Wed,Off Premise
173079,Snack Bar,Jaime Colonna,Unknown,Unknown,On Premise
170167,South House,Jaime Colonna,Jersey City,Hot Shot #13,On Premise
173031,Sparrow's Wine & Liq(P) (1224 Hoboken),Jaime Colonna,Hoboken,Secaucus Wed,Off Premise
173032,Sparrows Wine & Liq (P) (126 Hoboken),Jaime Colonna,Hoboken,10085 Wed,Off Premise
170220,Sprove Marketplace,Jaime Colonna,Unknown,Unknown,Off Premise
170280,Stingray Lounge,Jaime Colonna,Hoboken,10064 Thu,On Premise
170158,Sunset wine & spirits,Jaime Colonna,Unknown,Unknown,Off Premise
170141,Surf City,Jaime Colonna,Unknown,Unknown,On Premise
170236,Taphaus,Jaime Colonna,Unknown,Unknown,On Premise
170032,Texas-Arizona (A),Jaime Colonna,Unknown,Unknown,On Premise
170133,The Ainsworth,Jaime Colonna,Unknown,Unknown,On Premise
170268,The Ashford/Six 26,Jaime Colonna,Unknown,Unknown,On Premise
173039,The Brass Rail Restaurant,Jaime Colonna,Hoboken,10053 Thu,On Premise
170025,The Corner Pho,Jaime Colonna,Unknown,Unknown,On Premise
170468,The Ferryman On 1st,Jaime Colonna,Unknown,Unknown,On Premise
178011,The Highwood,Jaime Colonna,Unknown,Unknown,On Premise
170282,The Hoboken Biergarten,Jaime Colonna,Hoboken,Secaucus Thu,On Premise
173068,The Hutten Tavern,Jaime Colonna,Unknown,Unknown,On Premise
173043,The Shannon,Jaime Colonna,Unknown,Unknown,On Premise
173059,The Stewed Cow,Jaime Colonna,Unknown,Unknown,On Premise
173064,The Thirsty Quaker (P),Jaime Colonna,Unknown,Unknown,Off Premise
171015,Uncorked Wines & Spirits - Hoboken NJ,Jaime Colonna,Unknown,Unknown,Off Premise
170471,Union Hall,Jaime Colonna,Unknown,Unknown,On Premise
171018,Urban Coal House,Jaime Colonna,Unknown,Unknown,On Premise
170429,Village W & L (P),Jaime Colonna,Jersey City,10068 Tue,Off Premise
170258,Village Wine & Liquors Ii,Jaime Colonna,Jersey City,10050 Mon,Off Premise
170249,White Eagle Hall,Jaime Colonna,Unknown,Unknown,On Premise
170147,White Star Bar,Jaime Colonna,Unknown,Unknown,On Premise
170154,White Star Harbor Bar(P),Jaime Colonna,Unknown,Unknown,On Premise
170463,Willie Mcbride's Pub/Rest,Jaime Colonna,Unknown,Unknown,On Premise
170037,Willow Grocery Liq.,Jaime Colonna,Unknown,Unknown,Off Premise
17029,Wine Dad's - Summit Ave Jersey City,Jaime Colonna,Unknown,Unknown,Off Premise
17026,Wine Dad's Jersey City,Jaime Colonna,Unknown,Unknown,Off Premise
171119,Wine Dads Hoboken,Jaime Colonna,Hoboken,Secaucus Wed,Off Premise
170008,Zeppelin Hall (Z),Jaime Colonna,Unknown,Unknown,On Premise
24018,Agave Cantina Mexicana,Javier Melo,Unknown,Unknown,On Premise
36026,Agave Cocina Mexicana,Javier Melo,Unknown,Unknown,On Premise
15059,Belmont Liqrs (P),Javier Melo,Paterson,10074 Thu,Off Premise
27008,Bermuda Liquors (P),Javier Melo,Passaic,Passaic Fri,Off Premise
25012,Bottle Liquor (P),Javier Melo,Clifton,Clifton 1 Tue,Off Premise
21054,C & S Lucky Liquors (P),Javier Melo,Paterson,10055 Tue,Off Premise
21055,C & S Lucky Liquors II,Javier Melo,Paterson,Paterson 1 Fri,Off Premise
21026,C Town Supermarket(P),Javier Melo,Paterson,Paterson 3 Wed,Off Premise
21006,Camilo Liquors(A),Javier Melo,Unknown,Unknown,Off Premise
27018,Cantina Bar,Javier Melo,Unknown,Unknown,On Premise
27085,Cazadores Bar (Z) LLC,Javier Melo,Unknown,Unknown,On Premise
27044,Clary's Restaurant & Bar,Javier Melo,Unknown,Unknown,On Premise
27095,Club Sq (A),Javier Melo,Unknown,Unknown,On Premise
27059,D'bar Liquors (P),Javier Melo,Unknown,Unknown,Off Premise
27040,Danny's Liquor,Javier Melo,Passaic,10072 Tue,Off Premise
27111,Davids' Place (P),Javier Melo,Unknown,Unknown,On Premise
15014,Deli Parchardo Liquors,Javier Melo,Paterson,Paterson 1 Thu,Off Premise
20021,Diamond Liquors (P),Javier Melo,Unknown,Unknown,Off Premise
27055,Don Lalo Restaurant,Javier Melo,Unknown,Unknown,On Premise
27012,ESTEVEZ LIQUORS LLC,Javier Melo,Passaic,10050 Thu,Off Premise
20056,East Side Bar Liquors,Javier Melo,Paterson,10080 Wed,Off Premise
22024,Edwards (P) Wine & Liq,Javier Melo,Paterson,Paterson 4 Fri,Off Premise
26020,El Alamo Bar,Javier Melo,Unknown,Unknown,On Premise
27094,El Anochecer,Javier Melo,Unknown,Unknown,On Premise
27076,El Asadero Mexican Grill (Passaic),Javier Melo,Unknown,Unknown,On Premise
20117,El Cantaro Liquors,Javier Melo,Paterson,Paterson 1 Fri,Off Premise
27119,El Chever (P),Javier Melo,Unknown,Unknown,On Premise
27051,Factory 220,Javier Melo,Unknown,Unknown,On Premise
21044,Farm Boy,Javier Melo,Paterson,Box Clifton Thu,Off Premise
27001,Fiesta Night Club(P),Javier Melo,Passaic,Passaic Thu,On Premise
27146,Foxes Place,Javier Melo,Unknown,Unknown,On Premise
27102,Fragancia Sports Bar,Javier Melo,Unknown,Unknown,On Premise
24051,La Bonita,Javier Melo,Clifton,Clifton 1 Fri,On Premise
26003,La Casona Cafe Restaurant Bar,Javier Melo,Unknown,Unknown,On Premise
32011,La Fortaleza (Carlstadt),Javier Melo,Carlstadt,10073 Thu,On Premise
24034,La Fortaleza (Clifton),Javier Melo,Unknown,Unknown,On Premise
37066,La Fortaleza (Garfield),Javier Melo,Unknown,Unknown,On Premise
38046,La Fortaleza (Lodi),Javier Melo,Lodi,Lodi Fri,On Premise
27144,La Fortaleza (Passaic),Javier Melo,Unknown,Unknown,On Premise
21005,La Fuente Bar (A),Javier Melo,Unknown,Unknown,On Premise
20031,La Joya Liquors,Javier Melo,Paterson,10050 Fri,Off Premise
27106,La Posada,Javier Melo,Unknown,Unknown,On Premise
27009,La Rancherita,Javier Melo,Unknown,Unknown,On Premise
25053,Lamayoria Bar Restaurant,Javier Melo,Clifton,Clifton 2 Wed,On Premise
27034,Liquor Stop (Passaic),Javier Melo,Passaic,10055 Mon,Off Premise
27108,Los Arcos (P) Rest.,Javier Melo,Unknown,Unknown,On Premise
21023,Luna Liquors,Javier Melo,Paterson,Totowa Fri,Off Premise
24042,Made in Miami Bar Bistro,Javier Melo,Unknown,Unknown,On Premise
22065,Mambo Lounge (P),Javier Melo,Paterson,100115 Tue,On Premise
27071,Mariana's Liquors,Javier Melo,Passaic,Passaic Wed,Off Premise
27077,Mojito Bar,Javier Melo,Unknown,Unknown,On Premise
21028,Mr Liquors & Groc.,Javier Melo,Paterson,10055 Tue,Off Premise
27046,New Eagle Liquors,Javier Melo,Passaic,10091 Wed,Off Premise
21021,Park Avenue Liquors,Javier Melo,Paterson,100102 Thu,Off Premise
25047,Parker Liquors (Z),Javier Melo,Clifton,10053 Mon,Off Premise
20055,Paruta's (A),Javier Melo,Paterson,10073 Tue,On Premise
24003,Paulison Liquors (P),Javier Melo,Clifton,Clifton 2 Thu,Off Premise
15031,Pete's Family Liqs,Javier Melo,Paterson,Totowa Thu,Off Premise
27002,President Liqrs (A),Javier Melo,Passaic,10055 Thu,Off Premise
15085,Reign,Javier Melo,Unknown,Unknown,On Premise
20104,Roses Bar & Liquors,Javier Melo,Paterson,Paterson 2 Tue,On Premise
27053,Rumba Bar,Javier Melo,Unknown,Unknown,On Premise
20061,Seguidilla 56 Lounge & Liquors,Javier Melo,Paterson,Paterson 2 Thu,On Premise
20069,Segundo's (P),Javier Melo,Paterson,10061 Thu,Off Premise
27037,Shanik Liqs.(P),Javier Melo,Passaic,10078 Tue,Off Premise
20110,The Cathedral Restaurant,Javier Melo,Paterson,Paterson 3 Fri,On Premise
27039,Venus Bar & Restaurant,Javier Melo,Unknown,Unknown,On Premise
37065,Voraz Fuision,Javier Melo,Garfield,Lodi Mon,On Premise
230440,"Brix - Wine, Spirits, Beer (Fredon)",Jayson Romine,Unknown,Unknown,Off Premise
230106,Burkes,Jayson Romine,Sparta,Mt Arlington Thu,Off Premise
230902,Buy Rite Liquors Franklin,Jayson Romine,Franklin,Montague Thu,Off Premise
408,Fredon Liquor (Fredon Deli),Jayson Romine,Unknown,Unknown,Off Premise
231701,George's Wine & Spirits,Jayson Romine,Branchville,10050 Tue,Off Premise
230920,Hamburg Liquor,Jayson Romine,Hamburg,10053 Wed,Off Premise
231501,Highland General Store,Jayson Romine,Highland Lakes,Montague Wed,Off Premise
231707,Kent's Liquors,Jayson Romine,Unknown,Unknown,Off Premise
231502,Lake Wanda Store,Jayson Romine,Unknown,Unknown,Off Premise
191302,Liquor Factory I Landing,Jayson Romine,Unknown,Unknown,Off Premise
191010,Liquor Factory II Jefferson,Jayson Romine,Lake Hopatcong,Mt Arlington Mon,Off Premise
230114,Liquor Factory III Sparta,Jayson Romine,Sparta,10052 Mon,Off Premise
191526,Liquor Factory IV Hopatcong,Jayson Romine,Hopatcong,10050 Mon,Off Premise
230314,Liquor Factory V Andover,Jayson Romine,Newton,Branchville Mon,Off Premise
191702,Liquor Factory VI Byram,Jayson Romine,Byram,Rockaway Mon,Off Premise
231215,Mac & Lindy's W & S (A),Jayson Romine,Vernon,Box Newton Wed,Off Premise
230918,Market Place Liquor,Jayson Romine,Unknown,Unknown,Off Premise
231316,Patricks Wine Barn,Jayson Romine,Sussex,10057 Wed,Off Premise
230431,Seplow's Liquors,Jayson Romine,Unknown,Unknown,Off Premise
230427,ShopRite Wine & Spirits of Newton#830,Jayson Romine,Newton,Hot Shot #2,Off Premise
230905,ShopRite Wines & Spirits of Franklin,Jayson Romine,Franklin,Box Newton Thu,Off Premise
230105,ShopRite Wines & Spirits of Sparta,Jayson Romine,Sparta,Box Newton Thu,Off Premise
230420,Spring Street Liquors,Jayson Romine,Unknown,Unknown,Off Premise
191408,Super Saver Liq,Jayson Romine,Mt Arlington,10050 Thu,Off Premise
230924,Sussex Co.Discount Liq(P),Jayson Romine,Franklin,10052 Wed,Off Premise
231203,The George Inn,Jayson Romine,Vernon,Parsippany Wed,Off Premise
230911,The Right Bottle,Jayson Romine,Franklin,Montague Wed,Off Premise
230412,USA Wine Traders Club Of Newton (A),Jayson Romine,Newton,Hot Shot #1,Off Premise
231308,Wantage Plaza Liq Outlet,Jayson Romine,Wantage,Montague Tue,Off Premise
230437,Weis Supermarkets 143 Newton,Jayson Romine,Unknown,Unknown,Off Premise
230438,Weiss Super Market 147 Franklin,Jayson Romine,Unknown,Unknown,Off Premise
230121,White Deer Inn,Jayson Romine,Sparta,Branchville Wed,Off Premise
230441,Wine Country Newton,Jayson Romine,Newton,Branchville Tue,Off Premise
230913,Wine Grand (Franklin),Jayson Romine,Franklin,Montague Wed,Off Premise
231315,Woody's Liq Shop (A),Jayson Romine,Wantage,Montague Wed,Off Premise
24015,Allwood Liquor Store,Jim Heaney,Clifton,10053 Fri,Off Premise
24014,Bottleneck Liquors,Jim Heaney,Clifton,Clifton 2 Wed,Off Premise
24016,Broad Liquors (A),Jim Heaney,Clifton,10052 Tue,Off Premise
25008,Clifton Commons S & W,Jim Heaney,Clifton,Hot Shot #14,Off Premise
25023,Clifton Wine & Liquor,Jim Heaney,Clifton,10052 Fri,Off Premise
24012,Dante's Liquor & Wine,Jim Heaney,Clifton,Clifton 2 Fri,Off Premise
23007,Field Liquors (A),Jim Heaney,Clifton,10056 Tue,Off Premise
30006,Forest Dairy (A),Jim Heaney,Unknown,Unknown,Off Premise
24005,Henry's Liquors,Jim Heaney,Clifton,Clifton 2 Mon,Off Premise
30010,Krauser Food & Liq(A),Jim Heaney,Unknown,Unknown,Off Premise
29008,Krauszers Food,Jim Heaney,Lyndhurst,10079 Thu,Off Premise
25031,Lexington Liquors (Z),Jim Heaney,Clifton,10059 Mon,Off Premise
28011,Liquor Mart (North Arlington),Jim Heaney,North Arlington,10070 Fri,Off Premise
25032,Liquor Mart 46,Jim Heaney,Unknown,Unknown,Off Premise
29003,Liquor Shed,Jim Heaney,Lyndhurst,Kearny Wed,Off Premise
24021,Liquor Stop (P) (Clifton),Jim Heaney,Unknown,Unknown,Off Premise
13008,Little Falls Liq(P),Jim Heaney,Little Falls,Totowa Wed,Off Premise
28012,Lucky 7 (A),Jim Heaney,North Arlington,Kearny Wed,Off Premise
29013,Lyndhurst Liquors (P),Jim Heaney,Lyndhurst,10065 Wed,Off Premise
27016,Marina's Wine & Spirits,Jim Heaney,Passaic,Passaic Fri,Off Premise
30003,Mason's Cellar (A),Jim Heaney,Unknown,Unknown,Off Premise
29017,Meadow Fine Liquors,Jim Heaney,Unknown,Unknown,Off Premise
28007,Metro Liquors (North Arlington),Jim Heaney,North Arlington,Lyndhurst Fri,Off Premise
13017,On The Rocks,Jim Heaney,Little Falls,Totowa Thu,Off Premise
23003,Pete's Liquors,Jim Heaney,Unknown,Unknown,Off Premise
29009,Quick Buy,Jim Heaney,Unknown,Unknown,Off Premise
24009,Quik Stop Conv(Z),Jim Heaney,Clifton,100112 Tue,Off Premise
24017,Rainbow Liquor (P),Jim Heaney,Clifton,10063 Wed,Off Premise
24001,Richfield Liquors,Jim Heaney,Clifton,Clifton 2 Mon,Off Premise
29012,Riverside Liquors,Jim Heaney,Lyndhurst,Kearny Wed,Off Premise
30005,Rutherford Wine (A),Jim Heaney,Rutherford,Lyndhurst Wed,Off Premise
25017,Savers Club Liquor Locker,Jim Heaney,Unknown,Unknown,Off Premise
28004,Schuyler Food,Jim Heaney,Unknown,Unknown,Off Premise
24011,Shoppers Vineyard (A),Jim Heaney,Clifton,10058 Tue,Off Premise
30030,Sonoma Bistro,Jim Heaney,Unknown,Unknown,On Premise
24002,Swizzle Stick Liq (A),Jim Heaney,Unknown,Unknown,Off Premise
26013,Tiny Tijuana,Jim Heaney,Unknown,Unknown,On Premise
25042,Town Liquors,Jim Heaney,Clifton,100100 Tue,Off Premise
24020,US#1 Wine & Liquor,Jim Heaney,Clifton,10097 Tue,Off Premise
23002,Valley Liquors (A),Jim Heaney,Clifton,10070 Tue,Off Premise
24037,Vasel's (A),Jim Heaney,Clifton,Clifton 2 Thu,Off Premise
30007,Village Wine (P),Jim Heaney,Unknown,Unknown,Off Premise
30004,West End Wine & Liq,Jim Heaney,Rutherford,Lyndhurst Mon,Off Premise
14001,Wine & Bev. Depot (A),Jim Heaney,Totowa,10071 Wed,Off Premise
29011,World of Wine & Liquor,Jim Heaney,Lyndhurst,East Rutherford Fri,Off Premise
31019,Bj's Warehouse E Rutherfo,John Neukum,Unknown,Unknown,Off Premise
39019,Costco 1214 Teterboro (NA),John Neukum,Unknown,Unknown,Off Premise
24059,Costco 306 Clifton (NA),John Neukum,Unknown,Unknown,Off Premise
190931,Costco 315 Wharton (NA),John Neukum,Unknown,Unknown,Off Premise
180020,Costco Of Edison,John Neukum,Unknown,Unknown,Off Premise
12060,Costco Whlse V#32366-Wayn,John Neukum,Unknown,Unknown,Off Premise
39016,NB Liquors,John Neukum,Teterboro,Hot Shot #1,Off Premise
201026,Sam's Club (Secaucus),John Neukum,Unknown,Unknown,Off Premise
24010,Western Bev 21088 Clift,John Neukum,Clifton,Box Clifton Wed,Off Premise
190016,12 Islands Greek Taverna,John O'Donoghue,Stirling,*Price Correction,On Premise
190004,54 Main Cafe,John O'Donoghue,Unknown,Unknown,On Premise
150228,Antik Greek Kitchens,John O'Donoghue,Fairfield,Totowa Wed,On Premise
190080,Archer Hotel-Florham Pk.,John O'Donoghue,Unknown,Unknown,On Premise
250900,Arirang Hibachi Steakhous,John O'Donoghue,Unknown,Unknown,On Premise
192008,At The Hop,John O'Donoghue,Unknown,Unknown,On Premise
192009,Bar Cilento,John O'Donoghue,Unknown,Unknown,On Premise
190797,Basket Of Cheer (Dover),John O'Donoghue,Unknown,Unknown,Off Premise
192160,Bernays Appgar Post 342 American Legion,John O'Donoghue,Unknown,Unknown,On Premise
191827,Best Cellars(Ledgewood),John O'Donoghue,Unknown,Unknown,Off Premise
190018,Big Ed's (Circle Bowl),John O'Donoghue,Unknown,Unknown,On Premise
190651,Bottle King (A) Ledgewood,John O'Donoghue,Unknown,Unknown,Off Premise
191826,Bottle King (Z) Chatham,John O'Donoghue,Unknown,Unknown,Off Premise
190111,Bottle King Morris Plains,John O'Donoghue,Unknown,Unknown,Off Premise
190022,Bottle Republic (Randolph),John O'Donoghue,Unknown,Unknown,Off Premise
190015,Buyrite Of Chatham,John O'Donoghue,Unknown,Unknown,Off Premise
190326,Cambridge Wines (191 Morristown),John O'Donoghue,Unknown,Unknown,Off Premise
60003,Charlie's Liquor and Convenience,John O'Donoghue,Unknown,Unknown,Off Premise
250901,Chrones Tavern,John O'Donoghue,Unknown,Unknown,On Premise
191848,Columbus Club of Morristown NJ,John O'Donoghue,Unknown,Unknown,On Premise
190313,Convenience Liquors,John O'Donoghue,Unknown,Unknown,Off Premise
190798,Dover Liquors,John O'Donoghue,Dover,Parsippany Mon,Off Premise
