Customer Num,Customer Name,Sales Rep Assigned,City,Route,On-Off Premise
250134,Shoppers Paradise Liq,Andrew Lundy,Elizabeth,10076 Tue,Off Premise
250441,Southwood Liquors,Andrew Lundy,Unknown,Unknown,Off Premise
250033,The Station Bar & Grill,Andrew Lundy,Unknown,Unknown,On Premise
250169,The Westfield Liquor Loft,Andrew Lundy,Unknown,Unknown,Off Premise
150133,The Wine Rack Millburn,Andrew Lundy,Unknown,Unknown,Off Premise
250161,The Wine Rack Summit,Andrew Lundy,Unknown,Unknown,Off Premise
250071,Total Wine & More (Union),Andrew Lundy,Union,Elizabeth Fri,Off Premise
250163,Trader Joes Westfield,Andrew Lundy,Unknown,Unknown,Off Premise
251010,Triangle Liquors,Andrew Lundy,Unknown,Unknown,Off Premise
120079,U S 1 Buy Rite (A),Andrew Lundy,Unknown,Unknown,Off Premise
250138,Wine Anthology,Andrew Lundy,Unknown,Unknown,Off Premise
250027,Wine Anthology (A),Andrew Lundy,Unknown,Unknown,Off Premise
250005,Wine List Of Summit,Andrew Lundy,Unknown,Unknown,Off Premise
250035,Wine Zone (P),Andrew Lundy,Unknown,Unknown,Off Premise
250803,Witty's Fine Wine & Spirt,Andrew Lundy,Unknown,Unknown,Off Premise
250100,World Famous Waiting Room,Andrew Lundy,Unknown,Unknown,On Premise
230921,ACQUAVIVA RESTAURANT,Anthony Palmisano,Unknown,Unknown,On Premise
230929,Airport Pub & Pkg,Anthony Palmisano,Unknown,Unknown,On Premise
8009,Appio's Liquors,Anthony Palmisano,Pompton Lakes,10059 Fri,Off Premise
231001,Atlantic Man Rodozio Stk,Anthony Palmisano,Unknown,Unknown,On Premise
9003,B & B Wine&Liq,Anthony Palmisano,Unknown,Unknown,Off Premise
230906,BBQ Chicken Franklin,Anthony Palmisano,Unknown,Unknown,On Premise
231210,Bally Owen Golf Club,Anthony Palmisano,Hamburg,*Office,On Premise
3001,Best Cellars (Wanaque),Anthony Palmisano,Wanaque,10076 Thu,Off Premise
190902,Betsy Ross Diner,Anthony Palmisano,Unknown,Unknown,On Premise
230903,Black Bear Golf(A),Anthony Palmisano,Franklin,Montague Wed,On Premise
4002,Bloomingdale Discount Liq,Anthony Palmisano,Unknown,Unknown,Off Premise
230930,Brick & Brew,Anthony Palmisano,Franklin,Montague Thu,On Premise
10003,Buy Rite W &L Pompton(P),Anthony Palmisano,Pompton Plains,Wayne Tue,Off Premise
6001,Cafe' Chameleon,Anthony Palmisano,Unknown,Unknown,On Premise
1014,Chido Mexican Kitchen,Anthony Palmisano,Unknown,Unknown,On Premise
4003,Cinco De Mayo (Z),Anthony Palmisano,Unknown,Unknown,On Premise
8002,Country Convenience Store,Anthony Palmisano,Pompton Lakes,Wanaque Wed,Off Premise
1002,Country Cottage Rest (P),Anthony Palmisano,Unknown,Unknown,On Premise
230909,Coyote Cocina Mexicana,Anthony Palmisano,Unknown,Unknown,On Premise
230915,Crystal Sprs/Wild Turkey,Anthony Palmisano,Hamburg,Montague Tue,On Premise
1033,D'Boathaus Restaurant,Anthony Palmisano,Unknown,Unknown,On Premise
191207,Daily Planet (A),Anthony Palmisano,Oak Ridge,10051 Fri,On Premise
230917,Doc's Place (P),Anthony Palmisano,Unknown,Unknown,On Premise
231305,Early American Tavern,Anthony Palmisano,Unknown,Unknown,On Premise
8005,Empire Wine & Liquor,Anthony Palmisano,Pompton Lakes,Wanaque Mon,Off Premise
3011,Flip's Bar (P),Anthony Palmisano,Wanaque,10058 Thu,On Premise
8010,George's Market (A),Anthony Palmisano,Unknown,Unknown,Off Premise
231207,Great Gorge Golf (A) Club,Anthony Palmisano,Unknown,Unknown,On Premise
1015,Greenwood Lake Disc.(P),Anthony Palmisano,Unknown,Unknown,Off Premise
231803,High Point Gc/Rest (P),Anthony Palmisano,Unknown,Unknown,On Premise
1031,Highland Wine&Liquor Inc,Anthony Palmisano,Hewitt,West Milford Fri,Off Premise
7001,Home Wine and Liquors,Anthony Palmisano,Riverdale,10053 Tue,Off Premise
1009,Hootch Hut (P),Anthony Palmisano,West Milford,West Milford Thu,Off Premise
3014,Il Palazzo (Z),Anthony Palmisano,Unknown,Unknown,On Premise
231311,Indian Spice Route 23,Anthony Palmisano,Unknown,Unknown,On Premise
230907,Irish Cottage Inn,Anthony Palmisano,Unknown,Unknown,On Premise
1028,J & S Roadhouse,Anthony Palmisano,Unknown,Unknown,On Premise
1010,Jimmy Geez(North)Bar/Gril,Anthony Palmisano,Unknown,Unknown,On Premise
4007,Karls Stumble Inn,Anthony Palmisano,Unknown,Unknown,On Premise
8007,Krauszer's Liquor Wine and Spirits,Anthony Palmisano,Unknown,Unknown,Off Premise
1021,M & M Discount Liq,Anthony Palmisano,West Milford,West Milford Wed,Off Premise
231805,Meloi Liquors,Anthony Palmisano,Montague,Montague Thu,Off Premise
231209,Mt Creek Hex Lg(North) A,Anthony Palmisano,Unknown,Unknown,On Premise
231214,Mt Creek Kink (So)A,Anthony Palmisano,Unknown,Unknown,On Premise
1035,Old School Pub P),Anthony Palmisano,Unknown,Unknown,On Premise
2002,Ringwood Discount Liquors,Anthony Palmisano,Ringwood,Wanaque Wed,Off Premise
2003,Ringwood W&L,Anthony Palmisano,Ringwood,Wanaque Thu,Off Premise
5001,River Place Food Store,Anthony Palmisano,Butler,Wanaque Fri,Off Premise
6002,Roserne Liquors North,Anthony Palmisano,Kinnelon,Riverdale Tue,Off Premise
5006,Roserne Pkg Store South,Anthony Palmisano,Butler,Wanaque Thu,Off Premise
2004,Sam's Bar and Grill,Anthony Palmisano,Unknown,Unknown,On Premise
8008,Shoppers Disc(A)Pompton,Anthony Palmisano,Pompton Lakes,Wanaque Tue,Off Premise
231307,Skylands Wine& Beer Garden,Anthony Palmisano,Unknown,Unknown,On Premise
230119,Smokey's Brick Oven Tav.,Anthony Palmisano,Unknown,Unknown,On Premise
230925,Springs Bistro Biosphere,Anthony Palmisano,Unknown,Unknown,On Premise
231002,Stew N Dolly's Place,Anthony Palmisano,Unknown,Unknown,On Premise
191208,The Grill Room,Anthony Palmisano,Unknown,Unknown,On Premise
231213,The Kites (P),Anthony Palmisano,Vernon,Montague Wed,On Premise
231304,The Lamp Post Inn,Anthony Palmisano,Unknown,Unknown,On Premise
1023,The New Jessies Kettle(P),Anthony Palmisano,Hewitt,West Milford Wed,On Premise
4004,The River Of Beer,Anthony Palmisano,Bloomingdale,Riverdale Thu,On Premise
231309,The Stuffed Olive_2,Anthony Palmisano,Unknown,Unknown,On Premise
231303,The Sussex Saloon,Anthony Palmisano,Unknown,Unknown,On Premise
1004,The Vreeland Store,Anthony Palmisano,Unknown,Unknown,On Premise
231302,Thirsty Farmer,Anthony Palmisano,Sussex,Montague Wed,On Premise
231211,Tony's Pizza (P),Anthony Palmisano,Unknown,Unknown,On Premise
4005,Turnpike Discount Liquors,Anthony Palmisano,Unknown,Unknown,Off Premise
1012,Uncorked Wines & Spirits (West Milford),Anthony Palmisano,West Milford,West Milford Thu,Off Premise
3005,Usa Wine Traders (Wanaque),Anthony Palmisano,Wanaque,Oakland Wed,Off Premise
4009,Usa Wine Traders Club (Bloomingdale),Anthony Palmisano,Bloomingdale,10054 Tue,Off Premise
191209,Valley Tavern,Anthony Palmisano,Unknown,Unknown,On Premise
1029,Vault Liquors,Anthony Palmisano,Unknown,Unknown,Off Premise
231206,Vfw 8441 Vernon,Anthony Palmisano,Unknown,Unknown,On Premise
1214,Whiskey Wolf Tavern (P),Anthony Palmisano,Unknown,Unknown,On Premise
191103,Whistle Stop (P),Anthony Palmisano,Newfoundland,West Milford Thu,On Premise
3006,Wine 2 Spirits (P),Anthony Palmisano,Wanaque,Wanaque Wed,Off Premise
230306,AG Pizza & Restaurant - Newton,Brian Sengebush,Unknown,Unknown,On Premise
231703,AG Pizza and Restaurant (Branchville),Brian Sengebush,Unknown,Unknown,On Premise
190709,Adams (P),Brian Sengebush,Rockaway,Rockaway Thu,On Premise
191502,Alice's (Z),Brian Sengebush,Unknown,Unknown,On Premise
191719,American Lgn Stanhope,Brian Sengebush,Unknown,Unknown,On Premise
230430,Applebee's Grill(A)Newton,Brian Sengebush,Unknown,Unknown,On Premise
230406,Bearbrook Valley,Brian Sengebush,Unknown,Unknown,On Premise
191718,Bell's Mansion,Brian Sengebush,Unknown,Unknown,On Premise
230402,Bella Italio Rest.(P),Brian Sengebush,Unknown,Unknown,On Premise
190104,Black Rabbit Saloon LLC,Brian Sengebush,Montville,10055 Thu,On Premise
230422,Boomer Bar (P) & Grill,Brian Sengebush,Unknown,Unknown,On Premise
190203,Boonton Lanes,Brian Sengebush,Unknown,Unknown,On Premise
1024,Buffalo Wild Wings (Rockaway),Brian Sengebush,Unknown,Unknown,On Premise
230411,Cesco's Pizza (P),Brian Sengebush,Unknown,Unknown,On Premise
191003,Chabons Ii Liq/Bar (A),Brian Sengebush,Unknown,Unknown,Off Premise
191104,Chapala Grill - Lake Hopatcong,Brian Sengebush,Unknown,Unknown,On Premise
191305,Chapala Mexican Grill 4,Brian Sengebush,Unknown,Unknown,On Premise
191007,Charley's Tavern,Brian Sengebush,Lake Hopatcong,Mt Arlington Mon,On Premise
191004,Club 15(P),Brian Sengebush,Unknown,Unknown,On Premise
190914,Colossal Restaurant,Brian Sengebush,Unknown,Unknown,On Premise
190219,Columbia Inn,Brian Sengebush,Montville,Parsippany Fri,On Premise
231717,Culver Liquor and Bar,Brian Sengebush,Unknown,Unknown,Off Premise
191802,E & D Liquors (P),Brian Sengebush,Unknown,Unknown,On Premise
191508,Elks Post 782 (Z),Brian Sengebush,Unknown,Unknown,On Premise
231601,Farmstead Golf (P),Brian Sengebush,Unknown,Unknown,On Premise
231713,Flatbrook Tap House (P),Brian Sengebush,Unknown,Unknown,On Premise
230407,Fountain House (Z),Brian Sengebush,Unknown,Unknown,On Premise
191706,Freddy's Lake House Bar And Grill,Brian Sengebush,Unknown,Unknown,On Premise
191006,Gatwyns II (P),Brian Sengebush,Unknown,Unknown,On Premise
190803,Germania Park,Brian Sengebush,Unknown,Unknown,On Premise
231715,Gyp's Tavern,Brian Sengebush,Sandyston,10050 Wed,On Premise
190108,Harrigan's Rest. (P),Brian Sengebush,Montville,Parsippany Thu,On Premise
191818,Holiday Inn,Brian Sengebush,Unknown,Unknown,On Premise
230702,Hyde-Away Rest & Tap Room,Brian Sengebush,Unknown,Unknown,On Premise
230113,Industry,Brian Sengebush,Unknown,Unknown,On Premise
231607,JJ's Bar and Package Goods LLC,Brian Sengebush,Unknown,Unknown,On Premise
191008,Jefferson Diner & Tav(P),Brian Sengebush,Unknown,Unknown,On Premise
191504,Jefferson House (A),Brian Sengebush,Unknown,Unknown,On Premise
191722,Jeffrey A Miller Catering,Brian Sengebush,Unknown,Unknown,On Premise
190214,Johnnie's Tavern,Brian Sengebush,Boonton,10054 Tue,On Premise
231718,Jumboland Diner,Brian Sengebush,Unknown,Unknown,On Premise
190923,Knotty Pine Pub (P),Brian Sengebush,Wharton,Wharton Thu,On Premise
230122,Krogh's Restaurant & Brew Pub,Brian Sengebush,Sparta,Mt Arlington Fri,On Premise
191808,La Mezcalita,Brian Sengebush,Unknown,Unknown,On Premise
191500,Lake Hopatcong Cruises,Brian Sengebush,Unknown,Unknown,On Premise
230116,Lake Mohawk Country Club,Brian Sengebush,Unknown,Unknown,On Premise
190102,Lake Valhalla Club (P),Brian Sengebush,Unknown,Unknown,On Premise
231710,Lakeside Pub (P),Brian Sengebush,Unknown,Unknown,On Premise
231719,Layton Tavern,Brian Sengebush,Unknown,Unknown,On Premise
190306,Lena y Carbon VII Parsippany,Brian Sengebush,Unknown,Unknown,On Premise
191510,Lola's Restaurant,Brian Sengebush,Unknown,Unknown,On Premise
190918,Luna Restaurant & Bar,Brian Sengebush,Unknown,Unknown,On Premise
191009,Mason Street Grille,Brian Sengebush,Lake Hopatcong,10051 Thu,On Premise
230304,Mc Q's Pub (P),Brian Sengebush,Unknown,Unknown,On Premise
191505,Mckenna's Pub (P),Brian Sengebush,Lake Hopatcong,Mt Arlington Thu,On Premise
190706,Mill Lane Tavern,Brian Sengebush,Unknown,Unknown,On Premise
1017,Millers Ale House Rockawa,Brian Sengebush,Unknown,Unknown,On Premise
230104,Mohawk House (P),Brian Sengebush,Unknown,Unknown,On Premise
230424,Moose Lodge 432,Brian Sengebush,Unknown,Unknown,On Premise
231714,Mountain House Tav & Gril,Brian Sengebush,Unknown,Unknown,On Premise
190723,Muldoon's Steak & Pub,Brian Sengebush,Unknown,Unknown,On Premise
190910,NORTE 175,Brian Sengebush,Unknown,Unknown,On Premise
230307,Newton Country Club,Brian Sengebush,Unknown,Unknown,On Premise
190217,Nostrana Ristorante,Brian Sengebush,Unknown,Unknown,On Premise
230428,O'reilly Pub (P),Brian Sengebush,Newton,Branchville Fri,On Premise
190925,Olive Garden Rockaway,Brian Sengebush,Unknown,Unknown,On Premise
190206,Ombra,Brian Sengebush,Boonton,Rockaway Thu,On Premise
190724,PF Changs,Brian Sengebush,Unknown,Unknown,On Premise
191405,Pat's Bar (P),Brian Sengebush,Unknown,Unknown,On Premise
191521,Patricks Pub (P),Brian Sengebush,Unknown,Unknown,On Premise
191805,Pavilion Lounge(Z),Brian Sengebush,Unknown,Unknown,On Premise
190606,Peace Pipe Cc (P),Brian Sengebush,Unknown,Unknown,On Premise
190813,Picatinney Golf(NAFIB4-22-A-0036),Brian Sengebush,Unknown,Unknown,On Premise
190809,Picatinny Main Exch,Brian Sengebush,Unknown,Unknown,Off Premise
231609,Point 5 Lafayette,Brian Sengebush,Unknown,Unknown,Off Premise
191618,Polo's Bar And Grill,Brian Sengebush,Unknown,Unknown,On Premise
191407,Pub 199,Brian Sengebush,Mt Arlington,Mt Arlington Wed,On Premise
190106,Rails Steakhouse (A),Brian Sengebush,Unknown,Unknown,On Premise
190220,Reservoir Tavern(A),Brian Sengebush,Boonton,Parsippany Fri,On Premise
231711,Riviera Maya,Brian Sengebush,Unknown,Unknown,On Premise
230111,Rock Island Lake Club,Brian Sengebush,Unknown,Unknown,On Premise
190905,Rockaway River Barn,Brian Sengebush,Unknown,Unknown,On Premise
191609,Ron's Landmark,Brian Sengebush,Unknown,Unknown,On Premise
191523,Rustic Texmex & Sports Bar,Brian Sengebush,Unknown,Unknown,On Premise
191603,Sabor Latino,Brian Sengebush,Unknown,Unknown,On Premise
190815,Sam Adam's Pub (NAFIB4-22-A-0036),Brian Sengebush,Unknown,Unknown,On Premise
191715,Shakey Jake's (P),Brian Sengebush,Unknown,Unknown,On Premise
190205,Sharky's West (P),Brian Sengebush,Unknown,Unknown,On Premise
230405,Sheridan Lodge (P),Brian Sengebush,Unknown,Unknown,On Premise
230312,Skyland Baseball,Brian Sengebush,Unknown,Unknown,On Premise
230109,Skyview Golf Course (A),Brian Sengebush,Unknown,Unknown,On Premise
230123,Sparta Lanes (Pino),Brian Sengebush,Unknown,Unknown,On Premise
230103,St.Moritz Grill & Bar,Brian Sengebush,Sparta,Mt Arlington Tue,On Premise
191601,Stoll Street Tavern,Brian Sengebush,Unknown,Unknown,On Premise
191001,Stone Water,Brian Sengebush,Unknown,Unknown,On Premise
191704,Stonewood Tavern,Brian Sengebush,Unknown,Unknown,On Premise
230313,Swartswood,Brian Sengebush,Unknown,Unknown,Off Premise
190903,Taphouse 15,Brian Sengebush,Unknown,Unknown,On Premise
190704,Tavern On The Rocks,Brian Sengebush,Unknown,Unknown,On Premise
190601,Thatcher Mcghee's (A),Brian Sengebush,Unknown,Unknown,On Premise
191509,The Beacon,Brian Sengebush,Hopatcong,10053 Tue,On Premise
1022,The Cheesecake Factory,Brian Sengebush,Unknown,Unknown,On Premise
190807,The Club (NAFIB4-22-A-0036),Brian Sengebush,Unknown,Unknown,On Premise
190707,The Exchange,Brian Sengebush,Unknown,Unknown,On Premise
230401,The Greek's,Brian Sengebush,Newton,10051 Wed,Off Premise
190312,The Knoll Country Club & Catering,Brian Sengebush,Unknown,Unknown,On Premise
231606,The Lafayette House,Brian Sengebush,Unknown,Unknown,On Premise
230426,The Newton Theatre,Brian Sengebush,Unknown,Unknown,On Premise
190615,The Second Half On Main,Brian Sengebush,Unknown,Unknown,On Premise
230421,The Sizzle BBQ Argentinian Steak House,Brian Sengebush,Unknown,Unknown,On Premise
190503,The Station,Brian Sengebush,Mountain Lakes,Parsippany Wed,On Premise
191507,The Windlass Rest (A),Brian Sengebush,Unknown,Unknown,On Premise
230101,"Tomahawk Lake,Inc",Brian Sengebush,Unknown,Unknown,On Premise
191816,Vasa Park,Brian Sengebush,Unknown,Unknown,On Premise
230432,Vfw 5360 Newton(P),Brian Sengebush,Unknown,Unknown,On Premise
230120,Village Saloon (P),Brian Sengebush,Unknown,Unknown,On Premise
231806,Walpack Inn,Brian Sengebush,Unknown,Unknown,On Premise
190921,White Owl Tavern,Brian Sengebush,Unknown,Unknown,On Premise
23006,46 Discount Liquor Store,Chris Payton,Clifton,10064 Mon,Off Premise
78003,Ani Service Station Inc,Chris Payton,Unknown,Unknown,Off Premise
80035,Arcola Country C.,Chris Payton,Paramus,10058 Fri,On Premise
81001,B & B Liquors (Fair Lawn),Chris Payton,Unknown,Unknown,Off Premise
81018,B R C Catering (P),Chris Payton,Unknown,Unknown,On Premise
38040,Buy Rite Discount Liquor,Chris Payton,Lodi,10053 Tue,Off Premise
38021,Buy Rite Of Main St Lodi,Chris Payton,Lodi,Saddle Brook Tue,Off Premise
38019,Circle Liquors,Chris Payton,Lodi,10052 Wed,Off Premise
25045,Clifton Disc Liq (A),Chris Payton,Clifton,Clifton 1 Tue,Off Premise
38028,Colombia Bakery Factory & Restaurant,Chris Payton,Unknown,Unknown,On Premise
45005,Colonial Bar,Chris Payton,Unknown,Unknown,On Premise
79004,Coronet Variety,Chris Payton,Maywood,Hackensack Thu,Off Premise
76015,Discount Liq & Bar,Chris Payton,Saddle Brook,Saddle Brook Fri,Off Premise
46033,Discount Lqr(A) Outlet,Chris Payton,Unknown,Unknown,Off Premise
81012,Dutch House,Chris Payton,Fair Lawn,Rochelle Park Wed,On Premise
80028,El Cid,Chris Payton,Unknown,Unknown,On Premise
76012,Excelsior (Z),Chris Payton,Unknown,Unknown,On Premise
47005,Exquisite W & L (A),Chris Payton,Ridgefield Park,Teaneck Thu,Off Premise
35009,Fiesta (A),Chris Payton,Unknown,Unknown,On Premise
25034,Figlar's (P),Chris Payton,Unknown,Unknown,Off Premise
38007,Garden Liquors (P),Chris Payton,Lodi,Lodi Mon,Off Premise
76001,Golden Pub (P),Chris Payton,Unknown,Unknown,On Premise
47019,Hilton Garden Inn Ridgefield Park,Chris Payton,Unknown,Unknown,On Premise
79002,Hollywd Liq&Deli (A),Chris Payton,Maywood,10056 Wed,Off Premise
47009,Iga Supermarkets (A),Chris Payton,Unknown,Unknown,Off Premise
78013,J R W & Liq (A),Chris Payton,Rochelle Park,Ridgewood Fri,Off Premise
81017,JJ's Pub,Chris Payton,Unknown,Unknown,On Premise
38001,JR Sports Bar & Liquors(Z),Chris Payton,Unknown,Unknown,Off Premise
76018,Krauszer Liquor,Chris Payton,Unknown,Unknown,Off Premise
38034,La Nota Restaurant Bar,Chris Payton,Unknown,Unknown,On Premise
34007,Liquor Masters (P),Chris Payton,Hasbrouck Heights,South Hackensac Tue,Off Premise
38016,Lodi Liquor Store(P),Chris Payton,Lodi,10066 Tue,Off Premise
79007,Maywood Market(A),Chris Payton,Unknown,Unknown,Off Premise
79005,Maywood Wine&Liq (A),Chris Payton,Unknown,Unknown,Off Premise
34001,Meadowland Wine & Liquor,Chris Payton,Woodridge,South Hackensac Fri,Off Premise
47003,Mk Valencia Rest & Lg(P),Chris Payton,Unknown,Unknown,On Premise
81010,Morlot W & L (A),Chris Payton,Fair Lawn,Hawthorne Wed,Off Premise
78011,Nanni's (A),Chris Payton,Unknown,Unknown,On Premise
80053,Paramus Courtyard,Chris Payton,Unknown,Unknown,On Premise
80025,Paramus Food Center,Chris Payton,Unknown,Unknown,Off Premise
39003,Pompei's Little Market,Chris Payton,Unknown,Unknown,Off Premise
34004,Princess Liquor's(P),Chris Payton,Unknown,Unknown,Off Premise
76014,Que Pasta (A),Chris Payton,Unknown,Unknown,On Premise
38017,Quick Stop Food & Liq,Chris Payton,Lodi,Saddle Brook Thu,Off Premise
81011,Radburn Liquors (A,Chris Payton,Unknown,Unknown,Off Premise
81031,Rail Yard Tavern (P),Chris Payton,Unknown,Unknown,On Premise
80023,Red Lobster Paramus,Chris Payton,Unknown,Unknown,On Premise
47011,Ridgefield Deli & Liq,Chris Payton,Ridgefield Park,Teaneck Thu,Off Premise
80027,Ridgewood Country Club,Chris Payton,Paramus,Rochelle Park Tue,On Premise
80029,Seoul Galbi,Chris Payton,Unknown,Unknown,On Premise
38008,Shop Rite Liq.(A)Lodi,Chris Payton,Lodi,Saddle Brook Wed,Off Premise
80010,Suburban Diner,Chris Payton,Unknown,Unknown,On Premise
50016,Teaneck Quickshop(P)Conv,Chris Payton,Teaneck,Teaneck Fri,Off Premise
34009,The Wine Rack Hasbrouck Hts,Chris Payton,Hasbrouck Heights,Hot Shot #10,Off Premise
76010,Usa Wine Traders Club (Saddle Brook),Chris Payton,Saddle Brook,Saddle Brook Mon,Off Premise
50007,Welsh Farms,Chris Payton,Unknown,Unknown,Off Premise
35001,Westmont Liquors 64,Chris Payton,Unknown,Unknown,Off Premise
47017,Westside Village (A),Chris Payton,Unknown,Unknown,On Premise
50020,Wineland,Chris Payton,Teaneck,Teaneck Mon,Off Premise
35002,Woodridge Wines & Liq(A),Chris Payton,Woodridge,10063 Wed,Off Premise
34003,Yoshi Liq/Wine (P),Chris Payton,Unknown,Unknown,Off Premise
31037,Delaware North Met Life Stadium,Chris Politano,Unknown,Unknown,On Premise
44027,354 Steakhouse (A),Dan Lagala,Unknown,Unknown,On Premise
49012,365 BBQ,Dan Lagala,Unknown,Unknown,On Premise
44028,512 Bar,Dan Lagala,Unknown,Unknown,On Premise
44012,690 Park,Dan Lagala,Unknown,Unknown,On Premise
43007,American Classic Liq,Dan Lagala,Fairview,Fort Lee Fri,Off Premise
48006,Andres Wine & Spirits,Dan Lagala,Unknown,Unknown,Off Premise
46024,Anthony's Pharmacy,Dan Lagala,Unknown,Unknown,Off Premise
49050,Bada Story (Z),Dan Lagala,Unknown,Unknown,On Premise
46009,Banner Delicatessen,Dan Lagala,Unknown,Unknown,Off Premise
49033,Banner Liquor Iii,Dan Lagala,Unknown,Unknown,Off Premise
46008,Bella Wine & Liquor,Dan Lagala,Palisades Park,10091 Thu,Off Premise
46002,Best Choice Liqrs (P),Dan Lagala,Unknown,Unknown,Off Premise
46013,Boulevard Food Store,Dan Lagala,Unknown,Unknown,Off Premise
43004,Boulevard Liq.(Fairview),Dan Lagala,Fairview,10067 Thu,Off Premise
49019,Bp Gas Station,Dan Lagala,Fort Lee,10056 Thu,Off Premise
44033,Brass Rail Pub_2,Dan Lagala,Unknown,Unknown,On Premise
44001,Brazeiro Churrascaria,Dan Lagala,Unknown,Unknown,On Premise
53001,Brownstone Pancake Factor,Dan Lagala,Unknown,Unknown,On Premise
43013,Buy Rite Of Fairview,Dan Lagala,Fairview,Edgewater Mon,Off Premise
43022,C & C Bar Factory,Dan Lagala,Unknown,Unknown,On Premise
44014,Campbell's Wines & Liquor,Dan Lagala,Cliffside Park,Edgewater Thu,Off Premise
43019,Cast Iron Pot (A),Dan Lagala,Unknown,Unknown,On Premise
43002,Checo Supermarket,Dan Lagala,Unknown,Unknown,Off Premise
49071,Chillers Grill (A),Dan Lagala,Unknown,Unknown,On Premise
53005,Cliffs Steakhouse(A),Dan Lagala,Unknown,Unknown,On Premise
44048,Clubhouse Cafe (P),Dan Lagala,Unknown,Unknown,On Premise
49083,Courtyard By Marriott Edgewater,Dan Lagala,Unknown,Unknown,On Premise
49074,Dong Bang Grill,Dan Lagala,Unknown,Unknown,On Premise
49061,Double Tree Hotel Ft Lee,Dan Lagala,Unknown,Unknown,On Premise
45018,Duri Pocha,Dan Lagala,Unknown,Unknown,On Premise
49055,Edgewater Liquor (A),Dan Lagala,Edgewater,10085 Wed,Off Premise
43032,El Caporal Mexican Food,Dan Lagala,Unknown,Unknown,On Premise
43029,El Tio Taco Ii,Dan Lagala,Unknown,Unknown,On Premise
46030,Elks Post 2475 (Z),Dan Lagala,Unknown,Unknown,On Premise
43006,Fairview Liq & Groc.(A),Dan Lagala,Fairview,10050 Wed,Off Premise
49032,Fairway Mkt & Gift(A),Dan Lagala,Unknown,Unknown,Off Premise
44017,Frankie's Gastro,Dan Lagala,Unknown,Unknown,On Premise
44008,GOGIYA,Dan Lagala,Unknown,Unknown,On Premise
49057,Gammeeok,Dan Lagala,Unknown,Unknown,On Premise
44006,Garden St. Wine & Liquor,Dan Lagala,Unknown,Unknown,Off Premise
44010,Garden State Food&Liq (P),Dan Lagala,Cliffside Park,10058 Fri,Off Premise
53007,Giovanni's Bicycle Club,Dan Lagala,Unknown,Unknown,On Premise
46027,Grand Wine Bar/Karaoke(Z),Dan Lagala,Unknown,Unknown,On Premise
49035,Gulf Express Fort Lee,Dan Lagala,Unknown,Unknown,Off Premise
46011,Han Mi Supermkt (A),Dan Lagala,Unknown,Unknown,Off Premise
46029,Hanam Daeji,Dan Lagala,Unknown,Unknown,On Premise
49065,Haven Rest/Bar (A),Dan Lagala,Edgewater,Edgewater Thu,On Premise
49056,Hmart Fresh (P),Dan Lagala,Unknown,Unknown,Off Premise
49090,Homewood Suites Edgewater,Dan Lagala,Unknown,Unknown,On Premise
49034,In Napoli (A),Dan Lagala,Unknown,Unknown,On Premise
49016,Ipic Theaters,Dan Lagala,Unknown,Unknown,On Premise
45002,JC&D Best Wine & Liquor,Dan Lagala,Unknown,Unknown,Off Premise
49072,JJ Dak,Dan Lagala,Unknown,Unknown,On Premise
46012,Jay Cee (P) Deli & Liq.,Dan Lagala,Palisades Park,10058 Tue,Off Premise
49018,Jumong Restaurant,Dan Lagala,Unknown,Unknown,On Premise
49036,Junction Liquors,Dan Lagala,Unknown,Unknown,Off Premise
46031,Kang Ho Dong,Dan Lagala,Unknown,Unknown,On Premise
43015,Kikos Liquors Ii,Dan Lagala,Fairview,Edgewater Tue,Off Premise
43031,La Fortuna (P),Dan Lagala,Unknown,Unknown,On Premise
53004,Lefkes Restaurant,Dan Lagala,Unknown,Unknown,On Premise
48005,Leonia Wine & Spirits,Dan Lagala,Unknown,Unknown,Off Premise
49044,Linwood Wine-Hudson Light,Dan Lagala,Fort Lee,*Office,Off Premise
49027,Linwood Wine-Linwood Plaza,Dan Lagala,Fort Lee,Fort Lee Tue,Off Premise
44016,Liquor City(A)Cliffside,Dan Lagala,Cliffside Park,Edgewater Fri,Off Premise
49045,Liquor World,Dan Lagala,Fort Lee,Fort Lee Tue,Off Premise
48002,Manor Wine & Liquor,Dan Lagala,Leonia,10078 Wed,Off Premise
46017,Mariachi (Roku) (Z),Dan Lagala,Unknown,Unknown,On Premise
44009,Metro Liquor (Cliffside Park),Dan Lagala,Cliffside Park,Edgewater Wed,Off Premise
44052,Minit Mart_2,Dan Lagala,Cliffside Park,Edgewater Fri,Off Premise
49066,Mitsuwa Market (A),Dan Lagala,Unknown,Unknown,Off Premise
53002,Mr Bbq,Dan Lagala,Unknown,Unknown,On Premise
46015,Mukeunji (Z),Dan Lagala,Unknown,Unknown,Off Premise
44043,Mythos Greek Taverna,Dan Lagala,Unknown,Unknown,On Premise
44035,O'Malleys Pub LLC DBA Blackbird Pub,Dan Lagala,Unknown,Unknown,On Premise
49029,Obaltan,Dan Lagala,Unknown,Unknown,On Premise
46003,Palisades Park Liq(P),Dan Lagala,Unknown,Unknown,Off Premise
44038,Palisadium Club,Dan Lagala,Unknown,Unknown,On Premise
49069,Pho 32,Dan Lagala,Unknown,Unknown,On Premise
